"Subject","Session","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",803.042290887333,0.803042290887333,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",747.767805000422,0.747767805000422,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",677.048120755899,0.677048120755899,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",875.614408876572,0.875614408876572,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",643.152235561956,0.643152235561956,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",558.364378012811,0.558364378012811,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",707.088215065141,0.707088215065141,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",841.801229702924,0.841801229702924,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",626.463428432999,0.626463428432999,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",520.995745508571,0.520995745508571,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",671.622122873487,0.671622122873487,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",641.71604853891,0.64171604853891,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",777.675992262175,0.777675992262175,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",468.995391744102,0.468995391744102,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",677.708863378029,0.677708863378029,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",457.069425102418,0.457069425102418,0
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",827.644615288591,0.827644615288591,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",475.059493739536,0.475059493739536,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",651.220902083878,0.651220902083878,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",904.350525056088,0.904350525056088,0
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",731.66095848137,0.73166095848137,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",680.953716362183,0.680953716362183,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",729.611720629691,0.729611720629691,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",885.081531573633,0.885081531573633,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",615.650974596974,0.615650974596974,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",534.374198899968,0.534374198899968,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",652.464812702419,0.652464812702419,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",834.532759018657,0.834532759018657,0
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",552.345553036048,0.552345553036048,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",601.67999595842,0.60167999595842,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",635.012936890689,0.635012936890689,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",689.699123385253,0.689699123385253,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",793.730317439895,0.793730317439895,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",778.353940150737,0.778353940150737,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",634.288806443692,0.634288806443692,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",598.230490851165,0.598230490851165,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",818.982517978839,0.818982517978839,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",651.751548739412,0.651751548739412,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",585.652233297878,0.585652233297878,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",816.428290448584,0.816428290448584,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",562.367470131448,0.562367470131448,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",601.65162236035,0.60165162236035,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",627.081912504309,0.627081912504309,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",601.026497659859,0.601026497659859,0
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",829.087141094078,0.829087141094078,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",722.360757058595,0.722360757058595,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",755.031747982684,0.755031747982684,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",570.398405805463,0.570398405805463,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",468.474706032794,0.468474706032794,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",470.301482801005,0.470301482801005,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",797.209403532634,0.797209403532634,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",797.065422614196,0.797065422614196,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",618.395063757362,0.618395063757362,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",628.316465872103,0.628316465872103,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",653.048584392764,0.653048584392764,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",526.265084908118,0.526265084908118,0
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",618.950461849636,0.618950461849636,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",748.331654802314,0.748331654802314,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",684.429482139421,0.684429482139421,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",530.301983867048,0.530301983867048,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",842.962434300716,0.842962434300716,0
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",559.086395533086,0.559086395533086,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",625.767671584072,0.625767671584072,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",637.747065107305,0.637747065107305,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1201.60924307129,1.20160924307129,3
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",785.124363632804,0.785124363632804,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",785.724736896555,0.785724736896555,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",781.665501275256,0.781665501275256,0
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",690.952693101281,0.690952693101281,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",481.644583293019,0.481644583293019,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",827.642502361414,0.827642502361414,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1008.35032704481,1.00835032704481,3
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",703.769711464702,0.703769711464702,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",679.809113337342,0.679809113337342,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",530.963933875682,0.530963933875682,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",526.990120895334,0.526990120895334,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",612.283571816533,0.612283571816533,0
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",548.407357977339,0.548407357977339,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",590.968962642819,0.590968962642819,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",490.971950926451,0.490971950926451,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",556.285257328909,0.556285257328909,0
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",631.727636437063,0.631727636437063,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",608.433516019886,0.608433516019886,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",784.311792076551,0.784311792076551,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",870.973212645822,0.870973212645822,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",751.090232608931,0.751090232608931,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",545.074969424149,0.545074969424149,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",522.351339438956,0.522351339438956,0
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",838.399114541517,0.838399114541517,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",545.126283378522,0.545126283378522,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",700.365483376117,0.700365483376117,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",917.091779875591,0.917091779875591,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",557.648397429148,0.557648397429148,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",731.729175855435,0.731729175855435,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",513.079511614706,0.513079511614706,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",881.698734607198,0.881698734607198,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",633.631384136606,0.633631384136606,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",652.442476040051,0.652442476040051,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",629.065347756296,0.629065347756296,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",535.120666009789,0.535120666009789,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",681.736103239473,0.681736103239473,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",635.707486352658,0.635707486352658,0
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",485.063601874572,0.485063601874572,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",722.993126082201,0.722993126082201,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",679.691091242603,0.679691091242603,0
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",763.634683321925,0.763634683321925,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",898.328379764735,0.898328379764735,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",846.953754394235,0.846953754394235,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",662.41156994738,0.66241156994738,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",1038.29865993021,1.03829865993021,3
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",694.356015649646,0.694356015649646,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",670.938439895508,0.670938439895508,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",843.692903530609,0.843692903530609,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",677.722144636391,0.677722144636391,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",605.103844088262,0.605103844088262,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",893.267918343554,0.893267918343554,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",579.026394427729,0.579026394427729,0
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",603.03226957376,0.60303226957376,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",518.372998757513,0.518372998757513,0
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1074.26672333258,1.07426672333258,3
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",630.282695856749,0.630282695856749,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",540.321184340883,0.540321184340883,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",571.175057593791,0.571175057593791,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",521.008121227169,0.521008121227169,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",662.95247939388,0.66295247939388,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",630.960945592051,0.630960945592051,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",772.393975297746,0.772393975297746,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",757.710034543379,0.757710034543379,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",662.377159413154,0.662377159413154,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",662.317695595902,0.662317695595902,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",581.101591103561,0.581101591103561,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",432.974505153652,0.432974505153652,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",676.264224644456,0.676264224644456,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",619.778125745597,0.619778125745597,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",598.342476009748,0.598342476009748,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",929.155086806531,0.929155086806531,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",858.390729237726,0.858390729237726,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",658.975346098941,0.658975346098941,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",703.066106599181,0.703066106599181,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",684.350096433718,0.684350096433718,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",553.210042240607,0.553210042240607,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",665.050314578821,0.665050314578821,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",634.346157333766,0.634346157333766,0
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",809.805470046285,0.809805470046285,0
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",755.788779729755,0.755788779729755,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",686.421670948221,0.686421670948221,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",776.93978794332,0.77693978794332,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",610.406990328102,0.610406990328102,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",470.331365633683,0.470331365633683,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",682.367264875666,0.682367264875666,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",722.315781887119,0.722315781887119,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",635.407752491119,0.635407752491119,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",468.344308219912,0.468344308219912,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",727.753249948364,0.727753249948364,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",766.318704971582,0.766318704971582,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",634.326537292054,0.634326537292054,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",618.378462183955,0.618378462183955,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",786.352578218157,0.786352578218157,0
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",663.697135422808,0.663697135422808,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",770.314854613844,0.770314854613844,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",586.512194800434,0.586512194800434,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",948.276477209674,0.948276477209674,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",748.375724433572,0.748375724433572,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",691.094259244892,0.691094259244892,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",650.966143393816,0.650966143393816,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",519.108901229174,0.519108901229174,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",839.018202305851,0.839018202305851,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",600.382356611135,0.600382356611135,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",625.026939563213,0.625026939563213,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",547.616217542782,0.547616217542782,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",797.608143141133,0.797608143141133,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",752.367044527546,0.752367044527546,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",624.323032850953,0.624323032850953,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",766.974316197775,0.766974316197775,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",525.807183328652,0.525807183328652,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",610.374089028028,0.610374089028028,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",528.407291571057,0.528407291571057,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",552.961924179726,0.552961924179726,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",712.323445777201,0.712323445777201,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",546.997431624732,0.546997431624732,1
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",547.672662892182,0.547672662892182,0
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",634.452709249672,0.634452709249672,0
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",788.967476953076,0.788967476953076,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",677.842581505047,0.677842581505047,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",734.411084577914,0.734411084577914,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",753.661665406526,0.753661665406526,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",654.421081743749,0.654421081743749,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",618.953178470747,0.618953178470747,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",642.353548957544,0.642353548957544,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",859.075317755924,0.859075317755924,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",700.454528178852,0.700454528178852,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",499.046956231268,0.499046956231268,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",561.070132631357,0.561070132631357,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",657.704872963222,0.657704872963222,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",912.985456155184,0.912985456155184,1
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",632.458407513695,0.632458407513695,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",667.022883345908,0.667022883345908,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",496.972363248915,0.496972363248915,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",845.015898007659,0.845015898007659,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",696.332206578518,0.696332206578518,0
1,"1",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",712.966983131992,0.712966983131992,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",397.614663031618,0.397614663031618,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",748.360933941058,0.748360933941058,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",855.045964966394,0.855045964966394,0
1,"1",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",741.161284325244,0.741161284325244,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",447.168548569607,0.447168548569607,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",807.039044223075,0.807039044223075,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",989.666312639201,0.989666312639201,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",688.287084105468,0.688287084105468,1
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",725.705219483189,0.725705219483189,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",695.040000473455,0.695040000473455,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",525.699122178139,0.525699122178139,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",630.54892472519,0.63054892472519,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",1010.29271113339,1.01029271113339,3
1,"1",3,1,"Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",667.681513039952,0.667681513039952,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",641.024215698053,0.641024215698053,1
1,"1",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",853.661997437939,0.853661997437939,1
1,"1",2,1,"Nonmatching","Self","Self","Self","Friend","Friend","Close",689.830728585548,0.689830728585548,1
1,"1",2,3,"Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",768.272257391345,0.768272257391345,1
1,"1",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",744.97723143395,0.74497723143395,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",748.993001117924,0.748993001117924,1
1,"1",2,2,"Matching","Friend","Friend","Close","Friend","Friend","Close",527.119009474518,0.527119009474518,1
1,"1",1,1,"Matching","Self","Self","Self","Self","Self","Self",802.315141972031,0.802315141972031,1
1,"2",1,2,"Nonmatching","Friend","Friend","Close","Self","Self","Self",630.068985647085,0.630068985647085,1
1,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",718.121919914665,0.718121919914665,1
1,"2",3,3,"Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",718.797754874686,0.718797754874686,1
1,"2",1,1,"Matching","Self","Self","Self","Self","Self","Self",506.34802368586,0.50634802368586,1
1,"2",1,3,"Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",790.036313750534,0.790036313750534,1
1,"2",3,2,"Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",522.734984025192,0.522734984025192,1
