"subj_idx","year","education","dist","trial_type","image","word","target","valence","matchness","exp_condition","response","key_press","correct_response","correct","rt","ACC","target_identity","test_identity"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,1.131,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.952,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.677,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.492,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.52,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.534,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.709,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.533,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.652,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.62,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,1.114,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.671,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.532,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.921,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","f","f","f",TRUE,1.166,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.499,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.653,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,1.055,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.972,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","Formal","f","f","f",TRUE,1.346,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.706,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.549,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","f","f","j",FALSE,1.01,0,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.949,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.966,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.582,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.618,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.525,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","j","j","f",FALSE,1.056,0,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.733,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,1.465,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.682,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.744,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,1.095,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.565,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.919,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.426,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.964,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","f","f","f",TRUE,1.264,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","f","f","j",FALSE,1.277,0,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,1.131,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.847,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.795,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.767,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.555,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.643,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.67,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.949,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.807,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.919,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.798,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.636,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.743,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.829,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.721,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.939,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.507,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","f","f","j",FALSE,1.116,0,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","Formal","f","f","f",TRUE,1.003,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.827,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","f","f","j",FALSE,1.299,0,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.789,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.663,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.473,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.464,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.875,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.782,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,1.055,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.594,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.515,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.73,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","Formal","f","f","f",TRUE,1.22,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.843,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.651,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","f","f","f",TRUE,1.348,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.633,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","f","f","j",FALSE,1.114,0,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,1.274,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.653,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.481,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.485,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.816,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.56,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,1.167,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.546,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.568,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.797,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.763,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.813,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.786,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","j","j","f",FALSE,0.879,0,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","Formal","j","j","f",FALSE,1.333,0,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","f","f","j",FALSE,0.664,0,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,1.183,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.673,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.641,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.611,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.532,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.883,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.62,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.607,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","Formal","j","j","j",TRUE,0.711,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.807,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.593,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.821,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.494,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","j","j","j",TRUE,0.619,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.794,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Image","他人","Match","Formal","f","f","j",FALSE,0.523,0,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.812,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Word","朋友","Match","Formal","j","j","j",TRUE,0.727,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","Formal","f","f","f",TRUE,0.667,1,"他人","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.867,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.81,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.806,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","Formal","f","f","f",TRUE,0.808,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.636,1,"他人","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","Formal","j","j","j",TRUE,0.551,1,"自我","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","朋友","Image","朋友","Match","Formal","j","j","j",TRUE,0.501,1,"朋友","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Word","朋友","Mismatch","Formal","f","f","f",TRUE,0.608,1,"他人","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","他人","Image","朋友","Mismatch","Formal","f","f","f",TRUE,1.139,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.663,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.832,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","自我","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.662,1,"自我","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","Formal","f","f","f",TRUE,0.694,1,"自我","朋友"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/C_ambi40.png","自我","Image","朋友","Mismatch","Formal","f","f","f",TRUE,0.618,1,"朋友","自我"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","Formal","f","f","f",TRUE,0.85,1,"朋友","他人"
1001,"2002","5",522.06,"psychophysics","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","Formal","j","j","j",TRUE,0.528,1,"他人","他人"
