"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"1","6","21","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","955","0.955","1"
"1","6","22","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","664","0.664","1"
"1","6","23","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","914","0.914","1"
"1","6","24","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","884","0.884","1"
"1","7","25","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","950","0.95","1"
"1","7","26","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","744","0.744","1"
"1","7","27","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","590","0.59","1"
"1","7","28","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","543","0.543","1"
"1","8","29","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","629","0.629","1"
"1","8","30","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","944","0.944","1"
"1","8","31","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","792","0.792","1"
"1","8","32","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","974","0.974","1"
"1","9","33","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1118","1.118","1"
"1","9","34","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","531","0.531","1"
"1","9","35","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1392","1.392","1"
"1","9","36","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","1464","1.464","1"
"1","10","37","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1318","1.318","1"
"1","10","38","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","527","0.527","1"
"1","10","39","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","878","0.878","0"
"1","10","40","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","913","0.913","1"
"1","11","41","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1197","1.197","1"
"1","11","42","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","629","0.629","1"
"1","11","43","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1371","1.371","1"
"1","11","44","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","726","0.726","1"
"1","12","45","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","547","0.547","1"
"1","12","46","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1174","1.174","1"
"1","12","47","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","558","0.558","1"
"1","12","48","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","454","0.454","1"
"1","13","49","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","798","0.798","1"
"1","13","50","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","737","0.737","1"
"1","13","51","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","547","0.547","1"
"1","13","52","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","849","0.849","1"
"1","14","53","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","927","0.927","1"
"1","14","54","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","613","0.613","1"
"1","14","55","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","545","0.545","1"
"1","14","56","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","630","0.63","1"
"1","15","57","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1201","1.201","1"
"1","15","58","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","428","0.428","1"
"1","15","59","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","578","0.578","1"
"1","15","60","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","556","0.556","1"
"1","16","61","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","790","0.79","1"
"1","16","62","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","731","0.731","1"
"1","16","63","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","909","0.909","1"
"1","16","64","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","531","0.531","1"
"1","17","65","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","663","0.663","1"
"1","17","66","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","674","0.674","1"
"1","17","67","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","920","0.92","1"
"1","17","68","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","734","0.734","1"
"1","18","69","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","924","0.924","1"
"1","18","70","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1099","1.099","1"
"1","18","71","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","586","0.586","1"
"1","18","72","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","680","0.68","1"
"1","19","73","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1060","1.06","1"
"1","19","74","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","635","0.635","1"
"1","19","75","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","443","0.443","1"
"1","19","76","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","872","0.872","1"
"1","20","77","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","607","0.607","1"
"1","20","78","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","913","0.913","1"
"1","20","79","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","540","0.54","1"
"1","20","80","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","636","0.636","1"
"1","21","81","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","705","0.705","1"
"1","21","82","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","604","0.604","1"
"1","21","83","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","641","0.641","1"
"1","21","84","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","512","0.512","1"
"1","22","85","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1140","1.14","1"
"1","22","86","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","429","0.429","1"
"1","22","87","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","681","0.681","1"
"1","22","88","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","1078","1.078","1"
"1","23","89","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","855","0.855","1"
"1","23","90","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","880","0.88","1"
"1","23","91","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","740","0.74","1"
"1","23","92","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","786","0.786","1"
"1","24","93","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","1084","1.084","1"
"1","24","94","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","586","0.586","1"
"1","24","95","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1121","1.121","1"
"1","24","96","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","2064","2.064","1"
"1","25","97","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","661","0.661","1"
"1","25","98","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","739","0.739","1"
"1","25","99","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","814","0.814","1"
"1","25","100","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","939","0.939","1"
"1","26","101","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","808","0.808","1"
"1","26","102","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","786","0.786","1"
"1","26","103","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","449","0.449","1"
"1","26","104","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","834","0.834","1"
"1","27","105","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","760","0.76","1"
"1","27","106","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","641","0.641","1"
"1","27","107","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","728","0.728","1"
"1","27","108","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","773","0.773","1"
"1","28","109","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","662","0.662","1"
"1","28","110","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","959","0.959","1"
"1","28","111","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","671","0.671","1"
"1","28","112","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","724","0.724","1"
"1","29","113","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","589","0.589","1"
"1","29","114","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","758","0.758","1"
"1","29","115","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","753","0.753","1"
"1","29","116","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","745","0.745","1"
"1","30","117","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1029","1.029","1"
"1","30","118","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","493","0.493","1"
"1","30","119","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","908","0.908","1"
"1","30","120","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","669","0.669","1"
"1","31","121","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1278","1.278","1"
"1","31","122","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","546","0.546","1"
"1","31","123","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","494","0.494","1"
"1","31","124","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","797","0.797","1"
"1","32","125","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","790","0.79","1"
"1","32","126","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1252","1.252","1"
"1","32","127","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","508","0.508","1"
"1","32","128","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","619","0.619","1"
"10","1","1","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","895","0.895","1"
"10","1","2","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","628","0.628","1"
"10","1","3","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","766","0.766","1"
"10","1","4","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","825","0.825","1"
"10","2","5","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","594","0.594","1"
"10","2","6","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","677","0.677","1"
"10","2","7","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","707","0.707","1"
"10","2","8","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","756","0.756","1"
"10","3","9","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","456","0.456","1"
"10","3","10","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","864","0.864","1"
"10","3","11","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","989","0.989","1"
"10","3","12","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","1174","1.174","1"
"10","4","13","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","821","0.821","1"
"10","4","14","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","615","0.615","1"
"10","4","15","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","679","0.679","1"
"10","4","16","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","767","0.767","1"
"10","5","17","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","585","0.585","1"
"10","5","18","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","730","0.73","1"
"10","5","19","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","772","0.772","1"
"10","5","20","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","725","0.725","1"
"10","6","21","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","640","0.64","1"
"10","6","22","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","788","0.788","1"
"10","6","23","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","620","0.62","1"
"10","6","24","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","584","0.584","1"
"10","7","25","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","599","0.599","1"
"10","7","26","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","570","0.57","1"
"10","7","27","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","568","0.568","1"
"10","7","28","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","511","0.511","0"
"10","8","29","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","755","0.755","1"
"10","8","30","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","620","0.62","1"
"10","8","31","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","345","0.345","1"
"10","8","32","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","540","0.54","1"
"10","9","33","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","675","0.675","1"
"10","9","34","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","712","0.712","0"
"10","9","35","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","756","0.756","1"
"10","9","36","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","664","0.664","1"
"10","10","37","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","556","0.556","1"
"10","10","38","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","537","0.537","1"
"10","10","39","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","627","0.627","1"
"10","10","40","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","668","0.668","1"
"10","11","41","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","525","0.525","1"
"10","11","42","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","644","0.644","1"
"10","11","43","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","758","0.758","1"
"10","11","44","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","1530","1.53","1"
"10","12","45","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","698","0.698","1"
"10","12","46","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","651","0.651","1"
"10","12","47","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","727","0.727","1"
"10","12","48","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","536","0.536","1"
"10","13","49","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","739","0.739","1"
"10","13","50","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","580","0.58","1"
"10","13","51","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","631","0.631","1"
"10","13","52","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","546","0.546","1"
"10","14","53","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","596","0.596","1"
"10","14","54","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","672","0.672","1"
"10","14","55","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","627","0.627","1"
"10","14","56","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","514","0.514","1"
"10","15","57","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","653","0.653","1"
"10","15","58","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","911","0.911","1"
"10","15","59","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","626","0.626","1"
"10","15","60","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","654","0.654","1"
"10","16","61","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","620","0.62","1"
"10","16","62","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","728","0.728","1"
"10","16","63","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","578","0.578","1"
"10","16","64","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","574","0.574","0"
"10","17","65","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","824","0.824","1"
"10","17","66","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","605","0.605","1"
"10","17","67","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","795","0.795","1"
"10","17","68","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","639","0.639","1"
"10","18","69","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","897","0.897","1"
"10","18","70","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","855","0.855","1"
"10","18","71","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","673","0.673","1"
"10","18","72","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","622","0.622","1"
"10","19","73","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","854","0.854","1"
"10","19","74","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","481","0.481","1"
"10","19","75","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","892","0.892","1"
"10","19","76","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","553","0.553","1"
"10","20","77","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","682","0.682","1"
"10","20","78","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","628","0.628","1"
"10","20","79","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","679","0.679","1"
"10","20","80","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","899","0.899","1"
"10","21","81","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","837","0.837","0"
