"Subject","Trial","Task","Block","Shape","ShapeCode","Label","LabelCode","Matching","ACC","RT_ms","Response","CorrectResp"
139,242,"Reward",1,"Oval","HighReward","£9","1","Nonmatching",1,693,"m","m"
139,243,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,811,"m","m"
139,244,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,750,"n","n"
139,245,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,534,"n","n"
139,246,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,687,"m","m"
139,247,"Reward",1,"Oval","HighReward","£9","9","Matching",0,547,"m","n"
139,248,"Reward",1,"Oval","HighReward","£9","3","Nonmatching",1,776,"m","m"
139,249,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,724,"n","n"
139,250,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,676,"n","n"
139,251,"Reward",1,"Oval","HighReward","£9","9","Matching",1,621,"n","n"
139,252,"Reward",1,"Diamond","LowReward","£1","3","Nonmatching",1,852,"m","m"
139,253,"Reward",1,"Diamond","LowReward","£1","3","Nonmatching",1,794,"m","m"
139,254,"Reward",1,"Oval","HighReward","£9","9","Matching",1,747,"n","n"
139,255,"Reward",1,"Oval","HighReward","£9","9","Matching",1,735,"n","n"
139,256,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,750,"n","n"
139,257,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,615,"n","n"
139,258,"Reward",1,"Oval","HighReward","£9","1","Nonmatching",1,713,"m","m"
139,259,"Reward",1,"Diamond","LowReward","£1","9","Nonmatching",1,788,"m","m"
139,260,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,784,"m","m"
139,261,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,1005,"n","n"
139,262,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,604,"n","n"
139,263,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,946,"m","m"
139,264,"Reward",1,"Oval","HighReward","£9","3","Nonmatching",1,706,"m","m"
139,265,"Reward",1,"Diamond","LowReward","£1","3","Nonmatching",1,970,"m","m"
139,266,"Reward",1,"Diamond","LowReward","£1","9","Nonmatching",1,674,"m","m"
139,267,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,686,"n","n"
139,268,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,912,"n","n"
139,269,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,671,"n","n"
139,270,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,717,"m","m"
139,271,"Reward",1,"Oval","HighReward","£9","1","Nonmatching",1,785,"m","m"
139,272,"Reward",1,"Oval","HighReward","£9","3","Nonmatching",1,687,"m","m"
139,273,"Reward",1,"Oval","HighReward","£9","9","Matching",1,603,"n","n"
139,274,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,772,"m","m"
139,275,"Reward",1,"Oval","HighReward","£9","9","Matching",1,691,"n","n"
139,276,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,746,"n","n"
139,277,"Reward",1,"Oval","HighReward","£9","9","Matching",1,703,"n","n"
139,278,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,572,"n","n"
139,279,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,760,"m","m"
139,280,"Reward",1,"Diamond","LowReward","£1","3","Nonmatching",0,455,"n","m"
139,281,"Reward",1,"Oval","HighReward","£9","1","Nonmatching",1,803,"m","m"
139,282,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,811,"n","n"
139,283,"Reward",1,"Oval","HighReward","£9","3","Nonmatching",1,691,"m","m"
139,284,"Reward",1,"Oval","HighReward","£9","9","Matching",1,712,"n","n"
139,285,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,701,"n","n"
139,286,"Reward",1,"Diamond","LowReward","£1","9","Nonmatching",1,650,"m","m"
139,287,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,698,"n","n"
139,288,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,872,"m","m"
139,289,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,683,"n","n"
139,290,"Reward",1,"Oval","HighReward","£9","1","Nonmatching",1,924,"m","m"
139,291,"Reward",1,"Oval","HighReward","£9","3","Nonmatching",1,788,"m","m"
139,292,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,1019,"n","n"
139,293,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,599,"n","n"
139,294,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",0,833,"n","m"
139,295,"Reward",1,"Diamond","LowReward","£1","9","Nonmatching",1,809,"m","m"
139,296,"Reward",1,"Diamond","LowReward","£1","3","Nonmatching",1,869,"m","m"
139,297,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,913,"m","m"
139,298,"Reward",1,"Oval","HighReward","£9","9","Matching",1,635,"n","n"
139,299,"Reward",1,"Oval","HighReward","£9","9","Matching",1,616,"n","n"
139,300,"Reward",1,"Diamond","LowReward","£1","1","Matching",1,719,"n","n"
139,301,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",0,660,"n","m"
139,302,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,580,"n","n"
139,303,"Reward",2,"Oval","HighReward","£9","3","Nonmatching",1,660,"m","m"
139,304,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,954,"n","n"
139,305,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,751,"m","m"
139,306,"Reward",2,"Oval","HighReward","£9","1","Nonmatching",1,734,"m","m"
139,307,"Reward",2,"Oval","HighReward","£9","9","Matching",1,503,"n","n"
139,308,"Reward",2,"Oval","HighReward","£9","9","Matching",1,524,"n","n"
139,309,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,641,"n","n"
139,310,"Reward",2,"Diamond","LowReward","£1","3","Nonmatching",1,750,"m","m"
139,311,"Reward",2,"Diamond","LowReward","£1","9","Nonmatching",1,701,"m","m"
139,312,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,524,"n","n"
139,313,"Reward",2,"Oval","HighReward","£9","9","Matching",1,712,"n","n"
139,314,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,637,"n","n"
139,315,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,735,"m","m"
139,316,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,728,"m","m"
139,317,"Reward",2,"Oval","HighReward","£9","1","Nonmatching",1,714,"m","m"
139,318,"Reward",2,"Diamond","LowReward","£1","9","Nonmatching",1,677,"m","m"
139,319,"Reward",2,"Oval","HighReward","£9","3","Nonmatching",1,711,"m","m"
139,320,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,654,"n","n"
139,321,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,605,"n","n"
139,322,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,697,"n","n"
139,323,"Reward",2,"Diamond","LowReward","£1","3","Nonmatching",1,682,"m","m"
139,324,"Reward",2,"Oval","HighReward","£9","9","Matching",1,684,"n","n"
139,325,"Reward",2,"Oval","HighReward","£9","9","Matching",1,605,"n","n"
139,326,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,527,"n","n"
139,327,"Reward",2,"Diamond","LowReward","£1","9","Nonmatching",1,663,"m","m"
139,328,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,667,"n","n"
139,329,"Reward",2,"Oval","HighReward","£9","1","Nonmatching",1,651,"m","m"
139,330,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,887,"m","m"
139,331,"Reward",2,"Oval","HighReward","£9","9","Matching",1,717,"n","n"
139,332,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,602,"m","m"
139,333,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,549,"n","n"
139,334,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,600,"n","n"
139,335,"Reward",2,"Diamond","LowReward","£1","3","Nonmatching",0,861,"n","m"
139,336,"Reward",2,"Oval","HighReward","£9","3","Nonmatching",1,640,"m","m"
139,337,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",0,534,"n","m"
139,338,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,689,"n","n"
139,339,"Reward",2,"Oval","HighReward","£9","9","Matching",1,720,"n","n"
139,340,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,547,"n","n"
139,341,"Reward",2,"Oval","HighReward","£9","3","Nonmatching",1,638,"m","m"
139,342,"Reward",2,"Diamond","LowReward","£1","9","Nonmatching",1,744,"m","m"
139,343,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,609,"n","n"
139,344,"Reward",2,"Oval","HighReward","£9","1","Nonmatching",1,751,"m","m"
139,345,"Reward",2,"Diamond","LowReward","£1","3","Nonmatching",0,635,"n","m"
139,346,"Reward",2,"Oval","HighReward","£9","9","Matching",1,623,"n","n"
139,347,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,703,"m","m"
139,348,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,737,"n","n"
139,349,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,748,"m","m"
139,350,"Reward",2,"Diamond","LowReward","£1","9","Nonmatching",1,768,"m","m"
139,351,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,778,"m","m"
139,352,"Reward",2,"Diamond","LowReward","£1","3","Nonmatching",1,814,"m","m"
139,353,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,619,"n","n"
139,354,"Reward",2,"Oval","HighReward","£9","1","Nonmatching",1,645,"m","m"
139,355,"Reward",2,"Oval","HighReward","£9","9","Matching",1,522,"n","n"
139,356,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,786,"n","n"
139,357,"Reward",2,"Oval","HighReward","£9","9","Matching",1,737,"n","n"
139,358,"Reward",2,"Oval","HighReward","£9","3","Nonmatching",1,608,"m","m"
139,359,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,517,"n","n"
139,360,"Reward",2,"Diamond","LowReward","£1","1","Matching",1,854,"n","n"
26,1,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",1,1042,"m","m"
26,2,"Valence",1,"Rectangle","Happy","happy","Neutral","Nonmatching",0,917,"n","m"
26,3,"Valence",1,"Star","Neutral","neutral","Happy","Nonmatching",1,1008,"m","m"
26,4,"Valence",1,"Star","Neutral","neutral","Sad","Nonmatching",1,936,"m","m"
26,5,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,716,"n","n"
26,6,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"n"
26,7,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",0,684,"n","m"
26,8,"Valence",1,"Rectangle","Happy","happy","Sad","Nonmatching",1,960,"m","m"
26,9,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",0,737,"m","n"
26,10,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"n"
26,11,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,669,"n","n"
26,12,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",0,781,"m","n"
26,13,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",0,762,"m","n"
26,14,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,533,"n","n"
26,15,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,384,"n","n"
26,16,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,993,"m","m"
26,17,"Valence",1,"Rectangle","Happy","happy","Neutral","Nonmatching",0,567,"n","m"
26,18,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",1,1039,"n","n"
26,19,"Valence",1,"Star","Neutral","neutral","Happy","Nonmatching",1,729,"m","m"
26,20,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,570,"n","n"
26,21,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,542,"m","n"
26,22,"Valence",1,"Star","Neutral","neutral","Sad","Nonmatching",0,464,"n","m"
26,23,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,433,"n","m"
26,24,"Valence",1,"Rectangle","Happy","happy","Sad","Nonmatching",0,560,"n","m"
26,25,"Valence",1,"Star","Neutral","neutral","Sad","Nonmatching",1,850,"m","m"
26,26,"Valence",1,"Rectangle","Happy","happy","Neutral","Nonmatching",0,642,"n","m"
26,27,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",0,979,"n","m"
26,28,"Valence",1,"Rectangle","Happy","happy","Sad","Nonmatching",1,791,"m","m"
26,29,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",NA,NA,NA,"n"
26,30,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,558,"n","n"
26,31,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",0,733,"m","n"
26,32,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"n"
26,33,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,695,"m","n"
26,34,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,565,"n","n"
26,35,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,406,"n","m"
26,36,"Valence",1,"Star","Neutral","neutral","Happy","Nonmatching",0,427,"n","m"
26,37,"Valence",1,"Rectangle","Happy","happy","Neutral","Nonmatching",0,615,"n","m"
26,38,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",NA,NA,NA,"m"
26,39,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",0,953,"m","n"
26,40,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",1,747,"n","n"
26,41,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"n"
26,42,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,552,"n","n"
26,43,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,366,"n","m"
26,44,"Valence",1,"Rectangle","Happy","happy","Sad","Nonmatching",0,747,"n","m"
26,45,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,683,"n","n"
26,46,"Valence",1,"Star","Neutral","neutral","Sad","Nonmatching",1,768,"m","m"
26,47,"Valence",1,"Star","Neutral","neutral","Happy","Nonmatching",0,653,"n","m"
26,48,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,627,"n","n"
26,49,"Valence",1,"Rectangle","Happy","happy","Neutral","Nonmatching",1,955,"m","m"
26,50,"Valence",1,"Rectangle","Happy","happy","Sad","Nonmatching",1,777,"m","m"
26,51,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",NA,NA,NA,"m"
26,52,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,747,"n","n"
26,53,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,904,"m","m"
26,54,"Valence",1,"Star","Neutral","neutral","Sad","Nonmatching",1,927,"m","m"
26,55,"Valence",1,"Rectangle","Happy","happy","Happy","Matching",1,552,"n","n"
26,56,"Valence",1,"Star","Neutral","neutral","Happy","Nonmatching",1,766,"m","m"
26,57,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",1,794,"n","n"
26,58,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,639,"n","n"
26,59,"Valence",1,"Star","Neutral","neutral","Neutral","Matching",1,690,"n","n"
26,60,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,615,"n","n"
26,61,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",1,936,"m","m"
26,62,"Valence",2,"Rectangle","Happy","happy","Sad","Nonmatching",1,627,"m","m"
26,63,"Valence",2,"Star","Neutral","neutral","Sad","Nonmatching",1,651,"m","m"
26,64,"Valence",2,"Rectangle","Happy","happy","Neutral","Nonmatching",1,762,"m","m"
26,65,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,713,"n","n"
26,66,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,858,"m","n"
26,67,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,528,"n","n"
26,68,"Valence",2,"Star","Neutral","neutral","Happy","Nonmatching",1,648,"m","m"
26,69,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,681,"n","n"
26,70,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,869,"m","m"
26,71,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,716,"n","n"
26,72,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,782,"n","n"
26,73,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,782,"n","n"
26,74,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,587,"m","n"
26,75,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",0,885,"n","m"
26,76,"Valence",2,"Star","Neutral","neutral","Sad","Nonmatching",1,766,"m","m"
26,77,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,698,"n","n"
26,78,"Valence",2,"Rectangle","Happy","happy","Sad","Nonmatching",1,753,"m","m"
26,79,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,622,"n","n"
26,80,"Valence",2,"Rectangle","Happy","happy","Neutral","Nonmatching",0,612,"n","m"
26,81,"Valence",2,"Star","Neutral","neutral","Happy","Nonmatching",1,653,"m","m"
26,82,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,978,"m","n"
26,83,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",1,686,"m","m"
26,84,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,659,"n","n"
26,85,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,553,"n","n"
26,86,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,681,"n","n"
26,87,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",1,702,"m","m"
26,88,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,621,"n","n"
26,89,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,631,"n","n"
26,90,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,527,"n","n"
26,91,"Valence",2,"Rectangle","Happy","happy","Sad","Nonmatching",1,754,"m","m"
26,92,"Valence",2,"Star","Neutral","neutral","Happy","Nonmatching",1,734,"m","m"
26,93,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,683,"n","n"
26,94,"Valence",2,"Rectangle","Happy","happy","Neutral","Nonmatching",1,717,"m","m"
26,95,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,834,"m","m"
26,96,"Valence",2,"Star","Neutral","neutral","Sad","Nonmatching",1,742,"m","m"
26,97,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,669,"n","n"
26,98,"Valence",2,"Star","Neutral","neutral","Happy","Nonmatching",1,627,"m","m"
26,99,"Valence",2,"Rectangle","Happy","happy","Sad","Nonmatching",1,659,"m","m"
26,100,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",0,717,"n","m"
26,101,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,750,"n","n"
26,102,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,644,"m","n"
26,103,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,607,"n","n"
26,104,"Valence",2,"Star","Neutral","neutral","Sad","Nonmatching",1,698,"m","m"
26,105,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,585,"n","n"
26,106,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,635,"n","n"
26,107,"Valence",2,"Rectangle","Happy","happy","Neutral","Nonmatching",1,731,"m","m"
26,108,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",1,813,"m","m"
26,109,"Valence",2,"Rectangle","Happy","happy","Sad","Nonmatching",1,730,"m","m"
26,110,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,667,"n","n"
26,111,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",1,658,"m","m"
26,112,"Valence",2,"Rectangle","Happy","happy","Neutral","Nonmatching",1,700,"m","m"
26,113,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,863,"n","n"
26,114,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"n"
26,115,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,786,"n","n"
26,116,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,663,"m","m"
26,117,"Valence",2,"Star","Neutral","neutral","Sad","Nonmatching",1,718,"m","m"
26,118,"Valence",2,"Rectangle","Happy","happy","Happy","Matching",1,497,"n","n"
26,119,"Valence",2,"Star","Neutral","neutral","Neutral","Matching",1,586,"n","n"
26,120,"Valence",2,"Star","Neutral","neutral","Happy","Nonmatching",1,653,"m","m"
26,121,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,1034,"m","m"
26,122,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,683,"m","m"
26,123,"Reward",1,"Oval","LowReward","£1","1","Matching",1,641,"n","n"
26,124,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,609,"m","m"
26,125,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,580,"n","n"
26,126,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,574,"m","m"
26,127,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,832,"m","m"
26,128,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,460,"n","n"
26,129,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,457,"n","n"
26,130,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,650,"m","m"
26,131,"Reward",1,"Diamond","HighReward","£9","9","Matching",0,747,"m","n"
26,132,"Reward",1,"Oval","LowReward","£1","1","Matching",1,759,"n","n"
26,133,"Reward",1,"Oval","LowReward","£1","1","Matching",1,553,"n","n"
26,134,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",1,878,"m","m"
26,135,"Reward",1,"Oval","LowReward","£1","1","Matching",1,679,"n","n"
26,136,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,611,"m","m"
26,137,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,532,"m","m"
26,138,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,550,"m","m"
26,139,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,681,"n","n"
26,140,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,551,"m","m"
26,141,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,755,"n","n"
26,142,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,644,"n","n"
26,143,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,547,"m","m"
26,144,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,580,"n","n"
26,145,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",0,600,"n","m"
26,146,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,708,"m","m"
26,147,"Reward",1,"Oval","LowReward","£1","1","Matching",1,543,"n","n"
26,148,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,648,"n","n"
26,149,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,549,"n","n"
26,150,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,588,"n","n"
26,151,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,626,"m","m"
26,152,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",0,428,"n","m"
26,153,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,561,"m","m"
26,154,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,751,"n","n"
26,155,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,692,"m","m"
26,156,"Reward",1,"Oval","LowReward","£1","1","Matching",0,814,"m","n"
26,157,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,860,"m","m"
26,158,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",0,644,"n","m"
26,159,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",0,486,"n","m"
26,160,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,742,"n","n"
26,161,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,494,"n","n"
26,162,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,482,"n","n"
26,163,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,670,"m","m"
26,164,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,512,"m","m"
26,165,"Reward",1,"Oval","LowReward","£1","1","Matching",1,498,"n","n"
26,166,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,639,"m","m"
26,167,"Reward",1,"Oval","LowReward","£1","1","Matching",1,535,"n","n"
26,168,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,571,"n","n"
26,169,"Reward",1,"Oval","LowReward","£1","1","Matching",1,635,"n","n"
26,170,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,622,"n","n"
26,171,"Reward",1,"Oval","LowReward","£1","9","Nonmatching",1,587,"m","m"
26,172,"Reward",1,"Diamond","HighReward","£9","3","Nonmatching",0,1052,"n","m"
26,173,"Reward",1,"Diamond","HighReward","£9","1","Nonmatching",1,777,"m","m"
26,174,"Reward",1,"Oval","LowReward","£1","3","Nonmatching",1,590,"m","m"
26,175,"Reward",1,"Diamond","HighReward","£9","9","Matching",1,537,"n","n"
26,176,"Reward",1,"Pentagon","MediumReward","£3","9","Nonmatching",1,693,"m","m"
26,177,"Reward",1,"Oval","LowReward","£1","1","Matching",1,564,"n","n"
26,178,"Reward",1,"Pentagon","MediumReward","£3","1","Nonmatching",1,716,"m","m"
26,179,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,446,"n","n"
26,180,"Reward",1,"Pentagon","MediumReward","£3","3","Matching",1,692,"n","n"
26,181,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",1,739,"m","m"
26,182,"Reward",2,"Pentagon","MediumReward","£3","1","Nonmatching",1,633,"m","m"
26,183,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,578,"n","n"
26,184,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,584,"n","n"
26,185,"Reward",2,"Oval","LowReward","£1","1","Matching",1,556,"n","n"
26,186,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,462,"n","n"
26,187,"Reward",2,"Pentagon","MediumReward","£3","9","Nonmatching",1,691,"m","m"
26,188,"Reward",2,"Oval","LowReward","£1","1","Matching",1,550,"n","n"
26,189,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,532,"m","m"
26,190,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,576,"m","m"
26,191,"Reward",2,"Diamond","HighReward","£9","1","Nonmatching",1,519,"m","m"
26,192,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,542,"n","n"
26,193,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,727,"n","n"
26,194,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,697,"n","n"
26,195,"Reward",2,"Oval","LowReward","£1","1","Matching",1,414,"n","n"
26,196,"Reward",2,"Diamond","HighReward","£9","3","Nonmatching",0,482,"n","m"
26,197,"Reward",2,"Pentagon","MediumReward","£3","3","Matching",1,519,"n","n"
26,198,"Reward",2,"Oval","LowReward","£1","1","Matching",1,396,"n","n"
26,199,"Reward",2,"Diamond","HighReward","£9","9","Matching",1,562,"n","n"
26,200,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,615,"m","m"
26,201,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,512,"m","m"
