"Subject","Session","Block","Trial","Shape","Label","Matching","ACC","RT_ms","Response","Age","Sex","Hand"
1,2,1,16,3,2,"Nonmatching",1,611.985043402456,2,22,"f","R"
1,2,1,17,1,1,"Matching",1,507.4410116531,1,22,"f","R"
1,2,1,18,2,1,"Nonmatching",1,608.011532269302,2,22,"f","R"
1,2,1,19,2,2,"Matching",1,664.766274810063,1,22,"f","R"
1,2,1,20,3,1,"Nonmatching",1,558.69067245294,2,22,"f","R"
1,2,1,21,2,1,"Nonmatching",1,697.4173438457,2,22,"f","R"
1,2,1,22,3,3,"Matching",1,622.005451264158,1,22,"f","R"
1,2,1,23,3,2,"Nonmatching",1,502.098323484461,2,22,"f","R"
1,2,1,24,3,2,"Nonmatching",1,530.059598955631,2,22,"f","R"
1,2,1,25,3,3,"Matching",1,516.757814648372,1,22,"f","R"
1,2,1,26,2,2,"Matching",1,536.072386997148,1,22,"f","R"
1,2,1,27,3,2,"Nonmatching",1,442.788146025123,2,22,"f","R"
1,2,1,28,2,2,"Matching",1,545.376814274277,1,22,"f","R"
1,2,1,29,3,1,"Nonmatching",1,508.02448149625,2,22,"f","R"
1,2,1,30,1,3,"Nonmatching",1,614.772900347816,2,22,"f","R"
1,2,1,31,2,2,"Matching",1,502.706242917156,1,22,"f","R"
1,2,1,32,3,3,"Matching",1,627.330632319172,1,22,"f","R"
1,2,1,33,1,1,"Matching",1,530.090991021098,1,22,"f","R"
1,2,1,34,3,3,"Matching",0,477.453136838449,2,22,"f","R"
1,2,1,35,1,1,"Matching",1,586.058215289995,1,22,"f","R"
1,2,1,36,2,1,"Nonmatching",1,811.55406655671,2,22,"f","R"
1,2,1,37,2,3,"Nonmatching",1,626.86276979548,2,22,"f","R"
1,2,1,38,1,1,"Matching",1,530.15317146037,1,22,"f","R"
1,2,1,39,1,2,"Nonmatching",1,621.473295374926,2,22,"f","R"
1,2,1,40,1,1,"Matching",1,516.1260493187,1,22,"f","R"
1,2,1,41,1,2,"Nonmatching",1,695.399498060397,2,22,"f","R"
1,2,1,42,2,1,"Nonmatching",1,602.716535892796,2,22,"f","R"
1,2,1,43,3,3,"Matching",1,531.448697879568,1,22,"f","R"
1,2,1,44,3,1,"Nonmatching",1,614.041827424444,2,22,"f","R"
1,2,1,45,1,3,"Nonmatching",1,510.084585833283,2,22,"f","R"
1,2,1,46,3,3,"Matching",1,586.007203182817,1,22,"f","R"
1,2,1,47,1,3,"Nonmatching",1,499.399209495095,2,22,"f","R"
1,2,1,48,2,3,"Nonmatching",1,688.081222655455,2,22,"f","R"
1,2,1,49,1,1,"Matching",1,554.76424941844,1,22,"f","R"
1,2,1,50,1,2,"Nonmatching",1,644.815107583781,2,22,"f","R"
1,2,1,51,2,3,"Nonmatching",1,642.726629649587,2,22,"f","R"
1,2,1,52,2,2,"Matching",1,418.119113483044,1,22,"f","R"
1,2,1,53,3,3,"Matching",1,578.06712339243,1,22,"f","R"
1,2,1,54,1,2,"Nonmatching",1,530.761392740715,2,22,"f","R"
1,2,1,55,2,1,"Nonmatching",1,662.708887095505,2,22,"f","R"
1,2,1,56,2,2,"Matching",0,629.463481731364,2,22,"f","R"
1,2,1,57,1,1,"Matching",1,789.419943351277,1,22,"f","R"
1,2,1,58,2,2,"Matching",1,429.527111034076,1,22,"f","R"
1,2,1,59,2,2,"Matching",1,509.527678506856,1,22,"f","R"
1,2,1,60,3,3,"Matching",1,409.474825134566,1,22,"f","R"
1,2,2,1,2,1,"Nonmatching",1,540.420791841825,2,22,"f","R"
1,2,2,2,2,2,"Matching",1,488.152096282647,1,22,"f","R"
1,2,2,3,2,2,"Matching",1,436.11793567743,1,22,"f","R"
1,2,2,4,1,1,"Matching",1,578.688324084396,1,22,"f","R"
1,2,2,5,2,2,"Matching",1,644.677163601045,1,22,"f","R"
1,2,2,6,1,1,"Matching",1,723.498113820824,1,22,"f","R"
1,2,2,7,3,2,"Nonmatching",1,686.731061967293,2,22,"f","R"
1,2,2,8,1,2,"Nonmatching",1,651.541159588305,2,22,"f","R"
1,2,2,9,2,2,"Matching",1,521.412593984678,1,22,"f","R"
1,2,2,10,1,3,"Nonmatching",1,572.840344390897,2,22,"f","R"
1,2,2,11,3,3,"Matching",1,374.925441640698,1,22,"f","R"
1,2,2,12,2,3,"Nonmatching",1,600.774151804217,2,22,"f","R"
1,2,2,13,2,2,"Matching",1,512.805130943889,1,22,"f","R"
1,2,2,14,2,2,"Matching",1,516.811543377116,1,22,"f","R"
1,2,2,15,3,3,"Matching",1,584.696584423,1,22,"f","R"
1,2,2,16,3,1,"Nonmatching",1,513.510546890757,2,22,"f","R"
1,2,2,17,3,3,"Matching",1,709.446240242869,1,22,"f","R"
1,2,2,18,1,1,"Matching",1,592.735669960348,1,22,"f","R"
1,2,2,19,3,2,"Nonmatching",1,650.136062784441,2,22,"f","R"
1,2,2,20,1,1,"Matching",1,775.723947136612,1,22,"f","R"
1,2,2,21,1,3,"Nonmatching",1,601.338001606564,2,22,"f","R"
1,2,2,22,3,3,"Matching",1,426.17419690032,1,22,"f","R"
1,2,2,23,1,3,"Nonmatching",1,553.484419032429,2,22,"f","R"
1,2,2,24,3,3,"Matching",1,650.707156909448,1,22,"f","R"
1,2,2,25,3,1,"Nonmatching",1,520.748229201672,2,22,"f","R"
1,2,2,26,2,2,"Matching",1,452.794065240596,1,22,"f","R"
1,2,2,27,2,3,"Nonmatching",1,618.784444175617,2,22,"f","R"
1,2,2,28,1,3,"Nonmatching",1,636.065172859162,2,22,"f","R"
1,2,2,29,1,2,"Nonmatching",1,793.366288272409,2,22,"f","R"
1,2,2,30,2,3,"Nonmatching",1,641.462495295855,2,22,"f","R"
1,2,2,31,3,1,"Nonmatching",1,600.745174512667,2,22,"f","R"
1,2,2,32,2,3,"Nonmatching",1,641.417821972027,2,22,"f","R"
1,2,2,33,1,2,"Nonmatching",1,544.114189155152,2,22,"f","R"
1,2,2,34,3,3,"Matching",1,538.255342976299,1,22,"f","R"
1,2,2,35,1,1,"Matching",1,668.798646067444,1,22,"f","R"
1,2,2,36,2,2,"Matching",1,546.894198083464,1,22,"f","R"
1,2,2,37,3,2,"Nonmatching",1,485.452982292372,2,22,"f","R"
1,2,2,38,3,3,"Matching",1,619.540872230573,1,22,"f","R"
1,2,2,39,1,1,"Matching",1,522.740719857211,1,22,"f","R"
1,2,2,40,3,2,"Nonmatching",1,446.078577873777,2,22,"f","R"
1,2,2,41,2,1,"Nonmatching",1,636.709313906977,2,22,"f","R"
1,2,2,42,2,3,"Nonmatching",1,497.373213845094,2,22,"f","R"
1,2,2,43,3,3,"Matching",1,438.705970047522,1,22,"f","R"
1,2,2,44,1,1,"Matching",1,485.412232976159,1,22,"f","R"
1,2,2,45,1,2,"Nonmatching",1,555.729555450853,2,22,"f","R"
1,2,2,46,1,3,"Nonmatching",1,558.705764791739,2,22,"f","R"
1,2,2,47,1,2,"Nonmatching",1,713.348817380393,2,22,"f","R"
1,2,2,48,1,1,"Matching",1,550.708937805211,1,22,"f","R"
1,2,2,49,1,1,"Matching",0,530.063824809986,2,22,"f","R"
1,2,2,50,3,1,"Nonmatching",1,829.377515766282,2,22,"f","R"
1,2,2,51,3,3,"Matching",1,500.874938446941,1,22,"f","R"
1,2,2,52,1,1,"Matching",1,761.452329096755,1,22,"f","R"
1,2,2,53,2,2,"Matching",1,443.33811087472,1,22,"f","R"
1,2,2,54,2,1,"Nonmatching",1,458.21161141339,2,22,"f","R"
1,2,2,55,3,1,"Nonmatching",1,721.413861741894,2,22,"f","R"
1,2,2,56,2,1,"Nonmatching",1,468.779871197512,2,22,"f","R"
1,2,2,57,3,3,"Matching",1,723.340549797285,1,22,"f","R"
1,2,2,58,3,2,"Nonmatching",1,590.968055163103,2,22,"f","R"
1,2,2,59,2,2,"Matching",1,688.009986813086,1,22,"f","R"
1,2,2,60,2,1,"Nonmatching",1,621.48476555285,2,22,"f","R"
1,2,3,1,3,1,"Nonmatching",1,468.700485491354,2,22,"f","R"
1,2,3,2,2,2,"Matching",1,531.329166550677,1,22,"f","R"
1,2,3,3,1,3,"Nonmatching",1,591.452821106031,2,22,"f","R"
1,2,3,4,2,2,"Matching",1,863.374217788078,1,22,"f","R"
1,2,3,5,1,1,"Matching",1,615.498540028966,1,22,"f","R"
1,2,3,6,2,2,"Matching",0,503.460256196377,2,22,"f","R"
1,2,3,7,3,3,"Matching",1,508.717823570805,1,22,"f","R"
1,2,3,8,2,1,"Nonmatching",1,616.770220552098,2,22,"f","R"
1,2,3,9,3,1,"Nonmatching",1,632.721917821982,2,22,"f","R"
1,2,3,10,1,1,"Matching",1,616.951630472613,1,22,"f","R"
