Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,479.5804,0.4795804,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,518.6589,0.5186589,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,599.5314,0.5995314,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,495.1079,0.4951079,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,544.6555,0.5446555,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,548.7116,0.5487116,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,505.0053,0.5050053,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,635.6363,0.6356363,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,717.9703,0.7179703,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,497.5655,0.4975655,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,815.3911,0.8153911,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,666.3051,0.6663051,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,529.2898,0.5292898,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,616.9062,0.6169062,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,676.4023,0.6764023,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,556.9942,0.5569942,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,454.8554,0.4548554,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,296.7285,0.2967285,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,511.4444,0.5114444,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,559.1763,0.5591763,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,580.3395,0.5803395,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,598.7477,0.5987477,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,563.2147,0.5632147,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,573.2128,0.5732128,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,584.7424,0.5847424,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,570.5753,0.5705753,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,587.7082,0.5877082,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,627.0059,0.6270059,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,489.5004,0.4895004,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,651.4354,0.6514354,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,528.5154,0.5285154,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,553.7957,0.5537957,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,515.8436,0.5158436,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,645.9799,0.6459799,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,545.0535,0.5450535,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,832.9591,0.8329591,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,607.6469,0.6076469,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,412.4722,0.4124722,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,343.9364,0.3439364,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,398.7282,0.3987282,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,709.3555,0.7093555,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,372.8284,0.3728284,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,673.3302,0.6733302,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,514.6379,0.5146379,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,519.3809,0.5193809,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,436.9696,0.4369696,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,532.4795,0.5324795,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,472.5421,0.4725421,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,562.6648,0.5626648,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,516.241,0.516241,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,699.5983,0.6995983,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,1005.7578,1.0057578,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,707.1444,0.7071444,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,463.7607,0.4637607,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,495.3228,0.4953228,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,669.0353,0.6690353,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,541.179,0.541179,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,676.3583,0.6763583,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,444.0587,0.4440587,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,610.3528,0.6103528,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,595.0661,0.5950661,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,623.0885,0.6230885,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,462.4114,0.4624114,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,684.1156,0.6841156,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,447.9195,0.4479195,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,871.1429,0.8711429,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,369.0083,0.3690083,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,389.9226,0.3899226,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,332.8822,0.3328822,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,556.6892,0.5566892,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,580.2421,0.5802421,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,558.1368,0.5581368,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,413.2225,0.4132225,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,559.6225,0.5596225,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,496.253,0.496253,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,426.2692,0.4262692,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,482.9774,0.4829774,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,600.5843,0.6005843,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,480.1097,0.4801097,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,465.6786,0.4656786,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,512.1215,0.5121215,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,528.1358,0.5281358,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,513.8728,0.5138728,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,565.1685,0.5651685,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,492.2271,0.4922271,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,568.6847,0.5686847,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,495.8966,0.4958966,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,679.7684,0.6797684,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,486.3662,0.4863662,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,637.7531,0.6377531,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,790.8586,0.7908586,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,556.7871,0.5567871,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,520.7144,0.5207144,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,405.9713,0.4059713,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,558.2562,0.5582562,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,844.3894,0.8443894,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,552.1652,0.5521652,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,559.118,0.559118,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,482.3331,0.4823331,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,755.8324,0.7558324,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,499.8731,0.4998731,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,553.6655,0.5536655,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,401.3898,0.4013898,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,674.0107,0.6740107,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,347.6551,0.3476551,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,394.4421,0.3944421,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,441.6682,0.4416682,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,262.5378,0.2625378,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,298.1032,0.2981032,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,423.7489,0.4237489,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,254.9056,0.2549056,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,317.9777,0.3179777,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,451.4922,0.4514922,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,348.8947,0.3488947,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,360.1589,0.3601589,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,549.628,0.549628,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,225.6416,0.2256416,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,526.3561,0.5263561,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,339.1655,0.3391655,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,561.2971,0.5612971,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,388.5959,0.3885959,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,499.9857,0.4999857,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,526.9379,0.5269379,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,491.5498,0.4915498,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,241.1962,0.2411962,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,477.675,0.477675,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,696.5732,0.6965732,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,516.2132,0.5162132,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,590.6917,0.5906917,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,633.0481,0.6330481,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,497.8155,0.4978155,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,411.0882,0.4110882,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,516.9327,0.5169327,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,467.4004,0.4674004,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,362.646,0.362646,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,533.5984,0.5335984,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,493.4471,0.4934471,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,447.7107,0.4477107,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,382.4679,0.3824679,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,435.2518,0.4352518,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,569.8156,0.5698156,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,301.9191,0.3019191,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,549.6682,0.5496682,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,255.1774,0.2551774,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,438.9711,0.4389711,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,731.6681,0.7316681,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,417.6176,0.4176176,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,519.1249,0.5191249,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,458.8388,0.4588388,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,358.7244,0.3587244,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,417.3171,0.4173171,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,775.0852,0.7750852,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,543.0126,0.5430126,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,451.5733,0.4515733,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,491.4245,0.4914245,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,586.6678,0.5866678,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,308.9386,0.3089386,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,466.9332,0.4669332,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,403.9739,0.4039739,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,550.6596,0.5506596,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,344.9954,0.3449954,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,265.1661,0.2651661,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,460.7304,0.4607304,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,327.3935,0.3273935,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,232.3705,0.2323705,0
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,571.9372,0.5719372,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,352.3972,0.3523972,1
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,518.4312,0.5184312,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,526.1577,0.5261577,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,472.2352,0.4722352,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,495.1863,0.4951863,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,389.8057,0.3898057,0
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,474.5756,0.4745756,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,422.7765,0.4227765,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,311.7332,0.3117332,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,408.8351,0.4088351,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,638.281,0.638281,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,444.9603,0.4449603,1
11,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,299.4861,0.2994861,0
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,524.504,0.524504,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,517.049500020221,0.517049500020221,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,630.1510000485,0.6301510000485,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,308.380400005262,0.308380400005262,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,574.536500032991,0.574536500032991,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,449.565199960489,0.449565199960489,0
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,806.679599976633,0.806679599976633,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,680.204699980095,0.680204699980095,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,491.712799994275,0.491712799994275,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,542.586199997459,0.542586199997459,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,572.945499967318,0.572945499967318,0
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,540.134800015949,0.540134800015949,0
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,534.386600018479,0.534386600018479,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,0,488.050899992231,0.488050899992231,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,713.400400010869,0.713400400010869,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,801.601999963168,0.801601999963168,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,680.165599973407,0.680165599973407,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,667.723499995191,0.667723499995191,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,635.081999993417,0.635081999993417,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,405.553000047803,0.405553000047803,0
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,560.923699988052,0.560923699988052,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,0,557.356300007086,0.557356300007086,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,551.242499961518,0.551242499961518,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,577.685800031759,0.577685800031759,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,756.06849999167,0.75606849999167,0
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,523.411599977408,0.523411599977408,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,593.709899985697,0.593709899985697,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,800.076099985745,0.800076099985745,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,714.281699969433,0.714281699969433,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,537.376899970695,0.537376899970695,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,668.140899972059,0.668140899972059,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,549.07110001659,0.54907110001659,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,783.263699966483,0.783263699966483,0
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,847.433599992655,0.847433599992655,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,582.995700009633,0.582995700009633,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,509.048099978827,0.509048099978827,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,692.326100019272,0.692326100019272,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,887.924899987411,0.887924899987411,0
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,662.560000026133,0.662560000026133,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,772.280200035311,0.772280200035311,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,689.35820000479,0.68935820000479,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,557.791200000793,0.557791200000793,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,513.942899997346,0.513942899997346,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,625.815500039607,0.625815500039607,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,519.932500028517,0.519932500028517,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,643.890200008173,0.643890200008173,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,703.600800014101,0.703600800014101,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,552.623499999754,0.552623499999754,0
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,0,700.506199966185,0.700506199966185,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,617.682399984915,0.617682399984915,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,513.01539997803,0.51301539997803,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,573.915300017688,0.573915300017688,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,493.947699957062,0.493947699957062,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,758.315299986862,0.758315299986862,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,701.389399997424,0.701389399997424,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,525.48500004923,0.52548500004923,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,525.893300015014,0.525893300015014,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,883.81319999462,0.88381319999462,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,770.053999964148,0.770053999964148,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,804.844799975399,0.804844799975399,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,398.986400046851,0.398986400046851,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,693.267800030299,0.693267800030299,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,478.046600008383,0.478046600008383,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,680.8928999817,0.6808928999817,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,821.611299994402,0.821611299994402,0
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,604.375800001435,0.604375800001435,1
12,self-matching,Matching,missing,true self,true self,Self,missing,true self,true self,Self,1,351.755500014406,0.351755500014406,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,323.327400023118,0.323327400023118,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,397.898500028532,0.397898500028532,1
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,693.766500044148,0.693766500044148,0
12,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,390.076000010595,0.390076000010595,1
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,532.036999997217,0.532036999997217,0
12,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,374.960599991027,0.374960599991027,1
