"ExperimentName","Subject","Age","Handedness","Sex","Identity","Shape","Target.ACC","Target.RESP","Target.RT","Session","Group","Label","Phase"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",926,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",830,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",846,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",670,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",590,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",1022,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",702,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",814,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",799,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",719,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",963,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",726,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",1044,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",884,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",692,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",533,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",852,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",724,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",778,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",899,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",949,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",980,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",948,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",852,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",724,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",612,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",580,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",884,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",548,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",603,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",869,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",821,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",533,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",502,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",613,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",661,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",716,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",1045,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",757,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",741,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",949,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",550,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",458,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",598,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",614,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",598,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",806,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",952,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",524,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",902,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",950,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",935,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",759,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",583,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",551,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",759,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",746,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",854,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",582,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",646,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",822,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",871,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",1047,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",474,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",727,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",775,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",807,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",983,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",599,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"n",590,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",647,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",808,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",808,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",602,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",696,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",792,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",1016,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",922,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",697,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",777,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",649,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",649,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"m",585,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",772,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",1069,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",1005,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",926,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",817,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",845,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",669,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",685,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",925,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",894,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",495,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",830,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",591,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",862,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",558,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",579,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",430,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",478,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",654,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",530,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",566,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",655,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",463,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",607,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"m",703,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",933,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",661,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",719,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",755,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",783,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",496,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",928,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",448,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",384,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",432,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",544,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",960,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",496,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",592,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",752,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",961,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",561,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",497,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",480,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",883,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",432,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",880,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",816,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"m",656,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",704,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",560,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",545,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",993,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",497,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",929,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",450,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",513,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",867,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",481,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",657,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",742,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",770,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",978,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",594,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",594,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",802,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",530,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",499,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",788,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",965,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",771,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",883,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",499,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",787,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",995,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",611,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",627,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",579,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",451,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",857,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",733,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",797,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",958,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",702,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",643,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",782,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",862,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",942,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",545,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",879,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",736,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",846,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",894,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",494,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",756,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"m",718,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",1029,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",863,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",847,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",495,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",463,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",866,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",511,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",991,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",863,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",640,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",930,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",864,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",624,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",898,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",816,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",806,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",735,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"n",656,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",1007,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",879,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"n",800,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",576,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",976,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",752,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",720,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",976,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",800,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",544,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"n",640,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",593,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",529,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"n",497,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",1073,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",705,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",737,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",577,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",0,"m",929,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",625,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",849,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",594,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",1042,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",514,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",492,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",988,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",690,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",700,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",607,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",0,"m",748,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",956,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",620,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",781,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",893,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",621,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",604,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",813,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",988,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",621,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",828,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",652,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",860,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",637,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",877,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",797,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",1015,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",583,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",600,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",664,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",728,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",888,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,NA,0,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"n",920,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",792,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",0,"m",776,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",699,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",732,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",649,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",665,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",633,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",559,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",633,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",745,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",713,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",745,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",1049,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",556,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",665,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",618,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"m",462,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",522,1,2,"Stranger","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"m",570,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"n",746,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Friend","C.bmp",1,"n",714,1,2,"Friend","Breaking"
"breaking_mn",14,20,"right","female","Stranger","S.bmp",1,"n",681,1,2,"Self","Breaking"
"breaking_mn",14,20,"right","female","Self","T.bmp",1,"m",745,1,2,"Stranger","Breaking"
