"Subject","Phase","Task","extraIV1","Block","Trial","Shape","Label","Matching","Reward","ACC","RT_ms","Response","Age","Sex","Hand","StartTime","EndTime"
1,1,"self-matching",0,1,24,1,1,"Matching",0,1,526.990120895334,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,25,1,1,"Matching",0,1,490.97195092645,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,26,3,1,"Nonmatching",0,1,784.311792076551,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,27,1,1,"Matching",0,0,522.351339438956,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,28,1,3,"Nonmatching",0,1,917.091779875591,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,29,1,2,"Nonmatching",0,1,881.698734607198,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,30,1,2,"Nonmatching",0,1,535.120666009789,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,31,1,1,"Matching",0,1,722.993126082201,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,32,2,2,"Matching",0,1,846.953754394235,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,33,3,2,"Nonmatching",0,1,670.938439895508,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,34,2,1,"Nonmatching",0,1,893.267918343554,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,35,3,3,"Matching",0,3,1074.26672333258,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,36,3,3,"Matching",0,1,521.008121227169,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,37,2,3,"Nonmatching",0,1,757.710034543379,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,38,2,2,"Matching",0,1,432.974505153652,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,39,1,3,"Nonmatching",0,1,929.155086806531,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,40,1,2,"Nonmatching",0,1,684.350096433718,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,41,3,2,"Nonmatching",0,0,809.805470046285,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,42,3,3,"Matching",0,1,610.406990328102,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,43,1,3,"Nonmatching",0,1,635.407752491119,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,44,1,1,"Matching",0,1,634.326537292054,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,45,2,3,"Nonmatching",0,1,770.314854613844,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,46,2,2,"Matching",0,1,691.094259244892,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,47,2,1,"Nonmatching",0,1,600.382356611135,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,48,2,2,"Matching",0,1,752.367044527546,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,49,3,1,"Nonmatching",0,1,610.374089028028,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,50,3,1,"Nonmatching",0,1,546.997431624732,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,51,2,2,"Matching",0,1,677.842581505047,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,52,1,1,"Matching",0,1,618.953178470747,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,53,1,1,"Matching",0,1,499.046956231268,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,54,3,2,"Nonmatching",0,1,632.458407513695,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,55,3,3,"Matching",0,0,696.332206578518,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,56,3,1,"Nonmatching",0,0,855.045964966394,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,57,3,3,"Matching",0,1,989.666312639201,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,58,1,1,"Matching",0,1,525.699122178139,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,59,2,2,"Matching",0,1,641.024215698053,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,1,60,3,3,"Matching",0,1,744.97723143395,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,1,2,3,"Nonmatching",0,1,671.01541082684,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,2,2,2,"Matching",0,1,717.612405217551,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,3,3,1,"Nonmatching",0,1,641.778832670752,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,4,3,1,"Nonmatching",0,1,753.627254872299,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,5,2,1,"Nonmatching",0,1,803.042290887333,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,6,3,3,"Matching",0,1,643.152235561956,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,7,3,3,"Matching",0,1,626.463428432999,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,8,1,2,"Nonmatching",0,1,777.675992262175,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,9,1,2,"Nonmatching",0,1,827.644615288591,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,10,1,3,"Nonmatching",0,1,731.66095848137,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,11,2,2,"Matching",0,1,615.650974596974,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,12,2,1,"Nonmatching",0,1,552.345553036048,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,13,3,1,"Nonmatching",0,1,793.730317439895,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,14,3,2,"Nonmatching",0,1,818.982517978839,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,15,1,1,"Matching",0,1,562.367470131448,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,16,3,2,"Nonmatching",0,1,829.087141094078,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,17,2,2,"Matching",0,1,468.474706032794,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,18,3,2,"Nonmatching",0,1,618.395063757362,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,19,1,2,"Nonmatching",0,1,618.950461849636,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,20,1,3,"Nonmatching",0,0,842.962434300716,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,21,2,3,"Nonmatching",0,3,1201.60924307129,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,22,2,2,"Matching",0,1,690.952693101281,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,23,3,3,"Matching",0,1,703.769711464702,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,24,2,1,"Nonmatching",0,0,612.283571816533,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,25,2,2,"Matching",0,0,556.285257328909,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,26,3,2,"Nonmatching",0,1,870.973212645822,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,27,2,3,"Nonmatching",0,1,838.399114541517,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,28,1,1,"Matching",0,1,557.648397429148,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,29,3,3,"Matching",0,1,633.631384136606,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,30,2,1,"Nonmatching",0,1,681.736103239473,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,31,3,3,"Matching",0,0,679.691091242603,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,32,1,3,"Nonmatching",0,1,662.41156994738,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,33,2,3,"Nonmatching",0,1,843.692903530609,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,34,1,2,"Nonmatching",0,0,579.026394427729,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,35,1,1,"Matching",0,1,630.282695856749,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,36,2,2,"Matching",0,1,662.95247939388,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,37,3,3,"Matching",0,1,662.377159413154,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,38,2,3,"Nonmatching",0,1,676.264224644456,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,39,1,1,"Matching",0,1,858.390729237726,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,40,1,1,"Matching",0,1,553.210042240607,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,41,3,3,"Matching",0,1,755.788779729755,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,42,3,3,"Matching",0,1,470.331365633683,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,43,3,3,"Matching",0,1,468.344308219912,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,44,1,1,"Matching",0,1,618.378462183955,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,45,3,1,"Nonmatching",0,1,586.512194800434,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,46,1,1,"Matching",0,1,650.966143393816,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,47,2,2,"Matching",0,1,625.026939563213,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,48,3,3,"Matching",0,1,624.323032850953,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,49,2,2,"Matching",0,1,528.407291571057,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,50,1,3,"Nonmatching",0,0,547.672662892182,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,51,2,1,"Nonmatching",0,1,734.411084577914,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,52,2,2,"Matching",0,1,642.353548957544,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,53,1,1,"Matching",0,1,561.070132631357,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,54,3,1,"Nonmatching",0,1,667.022883345908,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,55,3,2,"Nonmatching",0,1,712.966983131992,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,56,1,3,"Nonmatching",0,1,741.161284325244,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,57,2,2,"Matching",0,1,688.287084105468,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,58,1,1,"Matching",0,1,630.54892472519,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,59,1,2,"Nonmatching",0,1,853.661997437939,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,2,60,1,1,"Matching",0,1,748.993001117924,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,1,2,1,"Nonmatching",0,1,721.789361086849,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,2,1,3,"Nonmatching",0,0,526.463398248325,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,3,2,2,"Matching",0,1,625.783367616805,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,4,2,3,"Nonmatching",0,1,777.6370540264,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,5,2,1,"Nonmatching",0,1,747.767805000422,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,6,1,1,"Matching",0,1,558.364378012811,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,7,3,3,"Matching",0,1,520.995745508571,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,8,3,3,"Matching",0,1,468.995391744102,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,9,3,3,"Matching",0,1,475.059493739536,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,10,3,2,"Nonmatching",0,1,680.953716362183,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,11,3,2,"Nonmatching",0,1,534.374198899968,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,12,3,3,"Matching",0,1,601.67999595842,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,13,2,2,"Matching",0,1,778.353940150737,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,14,1,1,"Matching",0,1,651.751548739412,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,15,1,3,"Nonmatching",0,1,601.65162236035,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,16,2,3,"Nonmatching",0,1,722.360757058595,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,17,2,2,"Matching",0,1,470.301482801005,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,18,3,2,"Nonmatching",0,1,628.316465872103,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,19,3,1,"Nonmatching",0,1,748.331654802314,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,20,3,1,"Nonmatching",0,1,559.086395533086,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,21,1,1,"Matching",0,1,785.124363632804,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,22,1,1,"Matching",0,1,481.644583293019,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,23,3,1,"Nonmatching",0,1,679.809113337342,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,24,2,2,"Matching",0,1,548.407357977339,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,25,2,3,"Nonmatching",0,1,631.727636437063,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,26,3,2,"Nonmatching",0,1,751.090232608931,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,27,1,1,"Matching",0,1,545.126283378522,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,28,2,3,"Nonmatching",0,1,731.729175855435,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,29,3,2,"Nonmatching",0,1,652.442476040051,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,30,1,3,"Nonmatching",0,0,635.707486352658,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,31,1,3,"Nonmatching",0,1,763.634683321925,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,32,1,1,"Matching",0,3,1038.29865993021,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,33,1,1,"Matching",0,1,677.722144636391,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,34,1,2,"Nonmatching",0,1,603.03226957376,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,35,1,2,"Nonmatching",0,1,540.321184340883,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,36,2,2,"Matching",0,1,630.960945592051,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,37,1,1,"Matching",0,1,662.317695595902,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,38,2,2,"Matching",0,1,619.778125745597,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,39,1,3,"Nonmatching",0,1,658.975346098941,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,40,3,3,"Matching",0,1,665.050314578821,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,41,3,1,"Nonmatching",0,1,686.421670948221,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,42,1,1,"Matching",0,1,682.367264875666,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,43,2,1,"Nonmatching",0,1,727.753249948364,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,44,3,3,"Matching",0,0,786.352578218157,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,45,1,2,"Nonmatching",0,1,948.276477209674,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,46,2,2,"Matching",0,1,519.108901229174,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,47,2,2,"Matching",0,1,547.616217542782,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,48,1,2,"Nonmatching",0,1,766.974316197775,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,49,1,2,"Nonmatching",0,1,552.961924179726,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,50,2,2,"Matching",0,0,634.452709249672,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,51,2,3,"Nonmatching",0,1,753.661665406526,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,52,2,1,"Nonmatching",0,1,859.075317755924,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,53,3,3,"Matching",0,1,657.704872963222,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,54,3,3,"Matching",0,1,496.972363248915,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,55,3,3,"Matching",0,1,397.614663031618,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,56,3,3,"Matching",0,1,447.168548569607,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,57,3,1,"Nonmatching",0,1,725.705219483189,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,58,1,1,"Matching",0,3,1010.29271113339,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,59,2,1,"Nonmatching",0,1,689.830728585548,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,3,60,2,2,"Matching",0,1,527.119009474518,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,1,3,1,"Nonmatching",0,1,672.942400729426,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,2,3,1,"Nonmatching",0,1,415.624049863254,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,3,1,1,"Matching",0,1,544.459201974405,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,4,2,2,"Matching",0,1,579.659668991553,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,5,1,2,"Nonmatching",0,1,677.048120755899,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,6,3,2,"Nonmatching",0,1,707.088215065141,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,7,2,3,"Nonmatching",0,1,671.622122873487,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,8,1,3,"Nonmatching",0,1,677.70886337803,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,9,3,3,"Matching",0,1,651.220902083878,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,10,2,1,"Nonmatching",0,1,729.611720629691,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,11,3,3,"Matching",0,1,652.464812702419,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,12,2,1,"Nonmatching",0,1,635.012936890689,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,13,3,1,"Nonmatching",0,1,634.288806443692,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,14,2,2,"Matching",0,1,585.652233297878,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,15,3,2,"Nonmatching",0,1,627.081912504309,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,16,2,1,"Nonmatching",0,1,755.031747982684,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,17,1,1,"Matching",0,1,797.209403532634,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,18,1,2,"Nonmatching",0,1,653.048584392764,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,19,1,1,"Matching",0,1,684.429482139421,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,20,2,1,"Nonmatching",0,1,625.767671584072,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,21,1,2,"Nonmatching",0,1,785.724736896555,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,22,2,2,"Matching",0,1,827.642502361414,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,23,2,2,"Matching",0,1,530.963933875682,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,24,3,2,"Nonmatching",0,1,590.968962642819,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,25,1,1,"Matching",0,1,608.433516019886,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,26,1,1,"Matching",0,1,545.074969424149,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,27,3,3,"Matching",0,1,700.365483376117,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,28,2,3,"Nonmatching",0,1,513.079511614706,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,29,1,3,"Nonmatching",0,1,629.065347756296,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,30,1,1,"Matching",0,1,485.063601874572,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,31,3,1,"Nonmatching",0,1,898.328379764735,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,32,3,2,"Nonmatching",0,1,694.356015649646,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,33,2,2,"Matching",0,1,605.103844088262,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,34,3,3,"Matching",0,0,518.372998757513,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,35,1,1,"Matching",0,1,571.175057593791,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,36,3,2,"Nonmatching",0,1,772.393975297746,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,37,2,2,"Matching",0,1,581.101591103561,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,38,2,1,"Nonmatching",0,1,598.342476009748,2,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,39,2,2,"Matching",0,1,703.066106599181,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,40,1,3,"Nonmatching",0,0,634.346157333766,1,22,"f","R",3279.42923579335,3824.58365996955
1,1,"self-matching",0,4,41,3,3,"Matching",0,1,776.93978794332,1,22,"f","R",3279.42923579335,3824.58365996955
