"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","717.295","0.717295","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","712.905","0.712905","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","852.235","0.852235","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","704.58","0.70458","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","643.24","0.64324","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","609.085","0.609085","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","595.5","0.5955","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","786.3","0.7863","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","775.05","0.77505","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","586.325","0.586325","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","608.56","0.60856","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","599.1","0.5991","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","624.945","0.624945","0"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","889.755","0.889755","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","765.53","0.76553","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","725.3","0.7253","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","764.97","0.76497","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","608.255","0.608255","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","840.59","0.84059","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","628.28","0.62828","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","762.455","0.762455","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","726.83","0.72683","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1101.525","1.101525","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","767.69","0.76769","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","637.915","0.637915","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","719.79","0.71979","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","741.995","0.741995","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","625.58","0.62558","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","757.885","0.757885","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","708.79","0.70879","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","828.39","0.82839","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1013.2","1.0132","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","708.115","0.708115","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","663.11","0.66311","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","796.915","0.796915","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","676.215","0.676215","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","603.015","0.603015","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","793.59","0.79359","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","656.385","0.656385","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","732.13","0.73213","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","572.12","0.57212","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","675.835","0.675835","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","673.99","0.67399","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","687.6","0.6876","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","744.41","0.74441","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","625.515","0.625515","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1148.59","1.14859","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","630.71","0.63071","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","706.55","0.70655","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1075.125","1.075125","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1127.23","1.12723","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1115.155","1.115155","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","879.26","0.87926","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1104.72","1.10472","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1278.955","1.278955","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1528.65","1.52865","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1340.49","1.34049","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1049.18","1.04918","0"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1347.98","1.34798","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","859.91","0.85991","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","953.585","0.953585","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1425.3","1.4253","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","763.925","0.763925","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1071.07","1.07107","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","658.105","0.658105","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1277.545","1.277545","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1398.69","1.39869","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1033.065","1.033065","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1000.685","1.000685","0"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1344.065","1.344065","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1132.845","1.132845","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","891.265","0.891265","0"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","857.45","0.85745","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","749.76","0.74976","0"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","929.13","0.92913","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","928.17","0.92817","0"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","898.89","0.89889","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1244.925","1.244925","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","798.91","0.79891","0"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","948.22","0.94822","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1170.34","1.17034","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1187.41","1.18741","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1099.22","1.09922","0"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1206.605","1.206605","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1170.595","1.170595","0"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1139.655","1.139655","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1363.975","1.363975","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","756.77","0.75677","1"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","824.465","0.824465","1"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1290.715","1.290715","0"
"EP99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1045.605","1.045605","1"
"EP99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1232.985","1.232985","0"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","724.91","0.72491","0"
"EP99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","887.705","0.887705","1"
"EP99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","947.765","0.947765","1"
