Shape,Colour,ShapeColour,textColour,ShapeLoc,Condition,Label,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,Exclude,rt,corr,nCorr,trialinBlock,BlankFrames,Block,4. Handedness,3. Age,2. Gender (M/F),6. Stimuli Type(Self = Positive/Self = Negative),1. Participant Number,5. First Lanugage
Self,Strong,SelfStrong,white,Bottom,Match,Self,5,18,178,2,l,0,0.466805738,1,168,179,71,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,5,19,179,19,l,0,0.450147612,1,169,180,68,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,5,20,180,1,l,0,0.650104738,1,170,181,76,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,5,21,181,5,k,0,0.63344898,1,171,182,72,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,5,22,182,3,l,0,0.916774115,1,172,183,61,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,23,183,20,k,0,0.93344369,1,173,184,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,5,24,184,11,l,0,0.633438321,1,174,185,65,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,25,185,13,k,0,0.750092973,1,175,186,77,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,5,26,186,6,k,0,0.75010837,1,176,187,52,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,27,187,16,l,0,0.600127201,1,177,188,54,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,5,28,188,31,k,0,0.716790933,1,178,189,75,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,29,189,16,l,0,0.733450638,1,179,190,57,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,5,30,190,2,l,0,0.750102448,1,180,191,60,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,5,31,191,26,k,0,0.533454428,0,180,192,59,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,0,0,0,11,None,1,,3,0,1,75,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,0,1,1,7,k,0,0.733465246,1,1,2,62,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,0,2,2,29,k,0,0.983437018,1,2,3,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,0,3,3,11,k,0,0.683446651,0,2,4,49,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,0,4,4,8,l,0,0.483493868,1,3,5,53,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,0,5,5,31,k,0,0.750152191,1,4,6,52,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,0,6,6,14,k,0,0.916793065,1,5,7,50,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,0,7,7,30,k,0,0.500115673,1,6,8,53,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,0,8,8,23,k,0,1.033435478,1,7,9,55,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,9,9,27,l,0,0.966790736,1,8,10,65,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,0,10,10,6,k,0,0.433483169,1,9,11,68,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,0,11,11,16,l,0,0.633438321,1,10,12,62,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,12,12,4,l,0,1.150075918,0,10,13,67,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,0,13,13,13,k,0,0.733438795,1,11,14,55,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,0,14,14,28,k,0,0.68345731,1,12,15,56,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,15,15,27,l,0,0.733536308,1,13,16,53,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,16,16,25,l,0,0.666778655,1,14,17,74,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,0,17,17,21,k,0,0.566854771,1,15,18,54,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,0,18,18,15,k,0,0.750126925,1,16,19,68,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,19,19,25,None,1,,3,16,20,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,20,20,4,k,0,0.416833333,1,17,21,66,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,21,21,22,k,0,0.500136992,1,18,22,68,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,0,22,22,16,l,0,0.566814107,1,19,23,52,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,0,23,23,8,l,0,0.733441163,1,20,24,71,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,0,24,24,23,k,0,1.083476181,1,21,25,70,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,25,25,25,k,0,0.566783708,0,21,26,66,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,0,26,26,24,l,0,1.2834187,1,22,27,75,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,0,27,27,21,k,0,0.833422687,1,23,28,62,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,0,28,28,29,k,0,0.633443848,1,24,29,68,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,0,29,29,18,l,0,0.533428372,1,25,30,73,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,0,30,30,1,l,0,0.516869733,1,26,31,61,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,31,31,22,k,0,0.516832623,1,27,32,71,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,1,0,32,18,k,0,0.500136597,0,27,33,48,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,1,33,15,k,0,0.900125859,1,28,34,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,1,2,34,1,l,0,0.500141334,1,29,35,59,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,1,3,35,12,k,0,0.60011891,1,30,36,60,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,4,36,21,k,0,0.800088275,1,31,37,49,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,1,5,37,16,l,0,0.633407922,1,32,38,58,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,1,6,38,16,l,0,0.616762035,1,33,39,53,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,1,7,39,11,k,0,0.450154323,0,33,40,51,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,1,8,40,12,k,0,0.666764838,1,34,41,49,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,9,41,30,k,0,0.666792868,1,35,42,70,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,10,42,13,k,0,0.566791604,1,36,43,72,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,1,11,43,9,l,0,0.466799421,1,37,44,61,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,1,12,44,2,k,0,0.583456047,0,37,45,56,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,13,45,21,k,0,0.733437216,1,38,46,66,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,1,14,46,31,k,0,0.833434926,1,39,47,60,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,1,15,47,1,l,0,0.700114647,1,40,48,70,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,1,16,48,29,k,0,0.666767206,1,41,49,71,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,1,17,49,24,l,0,0.783440413,1,42,50,64,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,18,50,13,k,0,0.733440374,1,43,51,56,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,1,19,51,31,k,0,0.483455178,1,44,52,59,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,20,52,21,l,0,0.550114923,0,44,53,51,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,1,21,53,24,l,0,0.616801908,1,45,54,76,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,22,54,30,k,0,0.700124122,1,46,55,66,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,1,23,55,26,l,0,0.833427425,1,47,56,61,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,1,24,56,20,k,0,0.583501842,1,48,57,53,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,1,25,57,23,k,0,0.65012882,1,49,58,62,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,1,26,58,28,k,0,0.5666783,1,50,59,73,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,27,59,22,k,0,0.98340583,1,51,60,56,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,1,28,60,0,l,0,0.533495486,1,52,61,54,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,1,29,61,14,k,0,0.650100395,1,53,62,50,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,1,30,62,8,l,0,0.616792039,1,54,63,54,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,31,63,22,k,0,0.783447914,1,55,64,64,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,2,0,64,0,l,0,0.650127241,1,56,65,59,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,1,65,10,l,0,1.183424148,1,57,66,72,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,2,2,66,13,k,0,0.650113423,1,58,67,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,3,67,6,k,0,0.6335157,1,59,68,53,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,2,4,68,16,k,0,0.716775142,0,59,69,77,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,2,5,69,8,l,0,0.800113936,1,60,70,73,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,2,6,70,12,k,0,0.683460469,1,61,71,58,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,7,71,5,k,0,0.933464219,1,62,72,63,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,2,8,72,17,l,0,0.716773562,1,63,73,59,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,2,9,73,31,k,0,0.850130952,1,64,74,75,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,2,10,74,11,k,0,1.100126806,0,64,75,70,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,2,11,75,23,k,0,0.550112554,1,65,76,74,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,2,12,76,27,l,0,0.450175642,1,66,77,70,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,2,13,77,31,k,0,0.616767167,1,67,78,74,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,2,14,78,14,k,0,0.950087998,1,68,79,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,15,79,5,k,0,0.966697565,1,69,80,55,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,2,16,80,1,l,0,0.700121358,1,70,81,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,17,81,5,k,0,0.833430188,1,71,82,69,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,18,82,6,k,0,0.583460784,1,72,83,66,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,19,83,10,l,0,0.766788604,1,73,84,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,2,20,84,15,k,0,0.783473576,1,74,85,71,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,2,21,85,0,l,0,0.40013336,1,75,86,62,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,2,22,86,7,k,0,0.733423003,1,76,87,59,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,2,23,87,12,k,0,1.266752678,1,77,88,54,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,2,24,88,8,k,0,0.983380168,0,77,89,63,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,2,25,89,29,k,0,0.666811817,1,78,90,75,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,2,26,90,19,l,0,0.700103987,1,79,91,75,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,27,91,10,l,0,1.233436821,1,80,92,51,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,2,28,92,22,k,0,0.583454073,1,81,93,53,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,29,93,5,k,0,0.683424543,1,82,94,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,2,30,94,4,k,0,0.566792394,1,83,95,57,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,31,95,5,k,0,0.416767798,1,84,96,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,3,0,96,26,l,0,0.550097158,1,85,97,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,3,1,97,6,k,0,0.783477523,1,86,98,57,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,3,2,98,1,l,0,0.583439466,1,87,99,56,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,3,3,99,9,l,0,0.666782603,1,88,100,62,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,3,4,100,17,l,0,0.683433228,1,89,101,68,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,3,5,101,9,l,0,1.183430465,1,90,102,69,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,3,6,102,28,k,0,0.600128385,1,91,103,50,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,7,103,10,l,0,0.733432083,1,92,104,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,8,104,20,k,0,0.666790499,1,93,105,71,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,9,105,3,l,0,0.616802698,1,94,106,61,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,3,10,106,26,l,0,0.750091788,1,95,107,64,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,3,11,107,11,l,0,0.516793934,1,96,108,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,12,108,30,k,0,0.78343686,1,97,109,55,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,13,109,10,l,1,1.533431136,1,98,110,62,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,3,14,110,14,k,0,0.633471088,1,99,111,65,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,3,15,111,7,l,0,0.683526793,0,99,112,59,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,3,16,112,18,l,0,0.583437097,1,100,113,65,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,17,113,2,l,0,0.71678738,1,101,114,59,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,18,114,3,l,0,0.483450836,1,102,115,50,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,19,115,0,l,0,0.483444519,1,103,116,52,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,20,116,20,k,0,1.216745138,1,104,117,74,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,21,117,20,k,0,0.666770759,1,105,118,62,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,22,118,30,l,0,0.783405277,0,105,119,50,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,3,23,119,5,k,0,1.000091196,1,106,120,69,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,3,24,120,18,l,0,0.650098421,1,107,121,75,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,25,121,20,k,0,0.850091867,1,108,122,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,3,26,122,7,k,0,0.65009921,1,109,123,68,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,3,27,123,28,l,0,0.466791525,0,109,124,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,3,28,124,21,k,0,0.533466667,1,110,125,55,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,3,29,125,22,k,0,0.683474681,1,111,126,60,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,30,126,3,k,0,0.833428609,0,111,127,49,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,3,31,127,19,l,0,0.600127596,1,112,128,59,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,4,0,128,4,k,0,0.566776602,1,113,129,57,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,4,1,129,2,l,0,0.700123332,1,114,130,70,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,4,2,130,4,k,0,0.733477879,1,115,131,63,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,4,3,131,26,l,0,0.783481866,1,116,132,73,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,4,4,132,17,l,0,1.000116858,1,117,133,68,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,4,5,133,28,k,0,0.683388222,1,118,134,65,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,4,6,134,30,k,0,0.566850428,1,119,135,75,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,4,7,135,9,k,0,0.600048243,0,119,136,59,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,4,8,136,27,l,0,0.783468838,1,120,137,50,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,4,9,137,13,k,0,0.516796697,1,121,138,62,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,4,10,138,17,k,0,0.533461535,0,121,139,48,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,4,11,139,3,l,0,0.633527543,1,122,140,48,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,4,12,140,26,l,0,0.683445072,1,123,141,57,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,4,13,141,19,l,0,0.600134307,1,124,142,64,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,4,14,142,11,l,0,0.433465403,1,125,143,61,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,4,15,143,0,l,0,0.550135452,1,126,144,58,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,4,16,144,9,l,0,0.600155231,1,127,145,51,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,4,17,145,27,l,0,0.416800566,1,128,146,55,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,4,18,146,6,k,0,0.600114173,1,129,147,55,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,19,147,14,k,0,0.733462482,1,130,148,68,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,4,20,148,29,k,0,0.683431649,1,131,149,58,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,4,21,149,20,k,0,0.733451428,1,132,150,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,4,22,150,24,k,0,0.516793144,0,132,151,58,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,4,23,151,19,l,0,0.600099566,1,133,152,68,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,4,24,152,1,l,0,0.483448862,1,134,153,50,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,4,25,153,18,l,0,0.566786867,1,135,154,69,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,4,26,154,29,k,0,0.700104382,1,136,155,61,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,4,27,155,12,k,0,0.866798158,1,137,156,68,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,4,28,156,23,k,0,0.683403619,1,138,157,58,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,4,29,157,4,k,0,0.550112949,1,139,158,65,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,4,30,158,15,k,0,0.683432439,1,140,159,77,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,4,31,159,6,k,0,0.816781142,1,141,160,60,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,5,0,160,24,l,0,0.666810633,1,142,161,77,4,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,5,1,161,23,k,0,0.783434886,1,143,162,49,4,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,5,2,162,24,l,0,1.466756784,1,144,163,67,4,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,5,3,163,0,l,0,0.600092065,1,145,164,74,4,R,23,F,Self = Positive,9,Hungarian
