Shape,Colour,ShapeColour,textColour,ShapeLoc,Condition,Label,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,Exclude,rt,corr,nCorr,trialinBlock,BlankFrames,Block,4. Handedness,3. Age,2. Gender (M/F),6. Stimuli Type(Self = Positive/Self = Negative),1. Participant Number,5. First Lanugage
Self,Strong,SelfStrong,black,Bottom,Match,Self,0,0,0,18,l,0,0.633444638,1,1,1,68,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,0,1,1,5,k,0,0.583459205,1,2,2,63,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,0,2,2,17,l,0,0.516799461,1,3,3,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,0,3,3,21,k,0,0.733467614,1,4,4,51,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,0,4,4,3,l,0,0.466807317,1,5,5,77,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,5,5,27,l,0,0.683450994,1,6,6,59,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,0,6,6,7,k,0,0.68343994,1,7,7,56,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,0,7,7,8,l,0,0.700096486,1,8,8,49,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,8,8,22,k,0,0.750105211,1,9,9,73,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,0,9,9,5,k,0,0.750053099,1,10,10,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,0,10,10,10,l,0,0.683456126,1,11,11,48,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,0,11,11,16,l,0,0.533500224,1,12,12,56,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,0,12,12,28,k,0,0.766798868,1,13,13,73,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,0,13,13,28,k,0,0.616804672,1,14,14,70,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,0,14,14,14,k,0,0.833435715,1,15,15,52,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,0,15,15,20,None,1,,3,15,16,65,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,0,16,16,30,k,0,0.833437689,1,16,17,48,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,0,17,17,14,k,0,0.900121121,1,17,18,58,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,0,18,18,10,k,0,0.883431412,0,17,19,65,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,0,19,19,12,k,0,1.116790459,1,18,20,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,0,20,20,31,k,0,0.950104185,1,19,21,73,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,0,21,21,26,l,0,0.70009846,1,20,22,57,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,0,22,22,12,k,0,1.500063166,1,21,23,75,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,0,23,23,18,l,0,0.666795631,1,22,24,66,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,0,24,24,11,l,0,0.816815884,1,23,25,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,0,25,25,9,l,0,0.633429636,1,24,26,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,0,26,26,13,k,0,1.200073983,1,25,27,72,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,0,27,27,19,l,0,0.833466114,1,26,28,60,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,0,28,28,23,k,0,0.650115002,1,27,29,71,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,0,29,29,22,k,0,0.450131425,1,28,30,51,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,0,30,30,18,l,0,0.63344069,1,29,31,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,31,31,4,k,0,0.616777431,1,30,32,59,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,1,0,32,3,l,0,0.550375089,1,31,33,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,1,1,33,6,k,0,1.033442979,1,32,34,72,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,1,2,34,11,l,0,0.650135136,1,33,35,63,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,3,35,15,k,0,0.683449809,1,34,36,67,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,1,4,36,9,l,0,1.083424464,1,35,37,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,1,5,37,17,l,0,1.150064074,1,36,38,64,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,1,6,38,26,l,0,0.550136637,1,37,39,71,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,7,39,22,k,0,0.600151283,1,38,40,77,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,1,8,40,24,l,0,0.733453402,1,39,41,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,1,9,41,19,l,0,1.066819239,1,40,42,77,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,1,10,42,0,l,0,0.650173826,1,41,43,75,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,1,11,43,20,k,0,0.516770246,1,42,44,66,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,1,12,44,11,l,0,0.716782643,1,43,45,62,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,1,13,45,4,k,0,0.550131504,1,44,46,65,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,1,14,46,4,k,0,0.933373812,1,45,47,77,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,1,15,47,0,l,0,0.500135413,1,46,48,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,1,16,48,28,k,0,1.216758955,1,47,49,77,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,1,17,49,26,l,0,0.85011516,1,48,50,55,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,1,18,50,27,k,0,0.716777115,0,48,51,73,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,1,19,51,23,k,0,1.000105014,1,49,52,55,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,1,20,52,1,l,0,0.75013561,1,50,53,65,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,1,21,53,5,k,0,0.766785051,1,51,54,58,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,1,22,54,28,k,0,0.750098895,1,52,55,51,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,23,55,30,k,0,0.733455376,1,53,56,63,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,1,24,56,27,l,0,1.0667616,1,54,57,59,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,1,25,57,19,l,1,1.600074694,1,55,58,67,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,1,26,58,1,l,0,0.600147335,1,56,59,73,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,1,27,59,17,l,0,0.933431057,1,57,60,67,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,1,28,60,30,k,1,1.616765982,1,58,61,50,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,1,29,61,19,l,0,0.766806369,1,59,62,69,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,1,30,62,31,k,0,1.283413962,1,60,63,65,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,1,31,63,20,k,0,0.716799224,1,61,64,69,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,2,0,64,4,k,0,0.533471404,1,62,65,54,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,2,1,65,17,l,0,0.666789314,1,63,66,75,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,2,2,66,21,k,0,0.833458218,1,64,67,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,2,3,67,28,l,0,0.500155152,0,64,68,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,4,68,6,k,0,1.01674419,1,65,69,76,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,2,5,69,27,l,0,0.683440334,1,66,70,60,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,2,6,70,7,k,0,1.083429991,1,67,71,59,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,2,7,71,11,l,0,0.700102803,1,68,72,62,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,2,8,72,13,k,0,0.966802185,1,69,73,70,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,2,9,73,30,k,0,0.616782564,1,70,74,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,2,10,74,29,k,0,0.650115002,1,71,75,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,11,75,5,k,1,1.650078681,1,72,76,59,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,2,12,76,24,l,0,0.766797289,1,73,77,70,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,2,13,77,1,l,0,0.733446296,1,74,78,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,14,78,10,l,0,0.916781616,1,75,79,64,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,2,15,79,9,l,0,0.400114015,1,76,80,77,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,2,16,80,15,k,0,0.966767443,1,77,81,74,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,2,17,81,15,k,0,0.650144216,1,78,82,61,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,2,18,82,10,l,0,0.800091038,1,79,83,53,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,2,19,83,28,k,0,0.933454744,1,80,84,71,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,2,20,84,8,k,0,1.350118713,0,80,85,66,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,2,21,85,8,l,0,0.68343994,1,81,86,51,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,2,22,86,15,k,0,0.633446611,1,82,87,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,2,23,87,17,l,0,0.700112673,1,83,88,74,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,2,24,88,30,k,0,0.650150533,1,84,89,66,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,2,25,89,21,k,0,1.000146072,1,85,90,61,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,2,26,90,7,k,0,0.700093328,1,86,91,76,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,2,27,91,22,k,0,0.450136163,1,87,92,76,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,2,28,92,9,l,0,0.700119779,1,88,93,53,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,2,29,93,24,l,0,0.433510804,1,89,94,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,2,30,94,25,l,0,0.466801,1,90,95,57,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,2,31,95,24,l,0,0.416805698,1,91,96,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,3,0,96,6,k,0,0.666827214,1,92,97,48,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,3,1,97,12,k,0,0.833449533,1,93,98,54,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,3,2,98,4,k,0,0.93346264,1,94,99,66,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,3,3,99,1,l,0,0.633532281,1,95,100,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,3,4,100,12,k,0,0.766789788,1,96,101,72,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,5,101,2,l,0,0.783444361,1,97,102,67,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,6,102,0,l,0,0.500173312,1,98,103,67,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,7,103,2,l,0,0.550115713,1,99,104,56,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,3,8,104,26,k,0,0.466785209,0,99,105,59,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,3,9,105,23,k,0,0.85011437,1,100,106,72,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,10,106,0,l,0,0.7167783,1,101,107,54,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,11,107,8,l,0,0.733428135,1,102,108,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,12,108,3,k,0,0.533482458,0,102,109,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,3,13,109,9,l,0,0.966763495,1,103,110,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,3,14,110,21,k,0,0.63343082,1,104,111,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,3,15,111,31,k,0,0.700111094,1,105,112,53,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,16,112,8,l,0,0.783443572,1,106,113,63,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,17,113,0,l,0,0.650114607,1,107,114,50,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,18,114,10,l,0,0.866771312,1,108,115,63,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,3,19,115,25,l,0,0.700074378,1,109,116,57,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,20,116,2,l,0,0.800115121,1,110,117,55,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,3,21,117,29,k,0,0.733442743,1,111,118,69,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,3,22,118,18,l,0,0.850118318,1,112,119,76,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,23,119,30,k,0,0.733407606,1,113,120,69,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,3,24,120,17,l,0,1.150110265,1,114,121,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,3,25,121,29,k,0,0.483439782,1,115,122,67,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,3,26,122,14,k,0,0.616808225,1,116,123,49,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,3,27,123,27,l,0,0.583451704,1,117,124,69,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,28,124,2,l,0,0.716791328,1,118,125,72,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,3,29,125,14,k,0,0.550133873,1,119,126,62,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,30,126,8,l,0,0.766755442,1,120,127,71,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,3,31,127,13,k,0,0.700147019,1,121,128,67,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,4,0,128,31,k,0,0.566773444,1,122,129,48,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,4,1,129,12,k,0,0.516720503,1,123,130,53,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,4,2,130,15,k,0,0.416804514,1,124,131,68,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,4,3,131,12,k,0,0.433438558,1,125,132,74,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,4,132,14,k,0,0.433472904,1,126,133,65,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,4,5,133,4,l,0,0.433448033,0,126,134,62,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,4,6,134,7,k,0,0.766752283,1,127,135,57,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,4,7,135,25,l,0,0.616796776,1,128,136,55,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,4,8,136,24,l,0,0.53353615,1,129,137,76,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,4,9,137,6,k,0,0.633538597,1,130,138,56,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,4,10,138,21,k,0,0.766758205,1,131,139,67,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,4,11,139,23,k,0,0.633450559,1,132,140,63,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,4,12,140,24,l,0,0.516785248,1,133,141,52,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,4,13,141,6,k,0,0.700175444,1,134,142,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,4,14,142,26,l,0,1.133442269,1,135,143,66,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,4,15,143,23,k,0,0.550101105,1,136,144,64,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,4,16,144,25,l,0,0.716771194,1,137,145,63,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,4,17,145,3,l,0,0.683478234,1,138,146,76,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,4,18,146,13,k,0,0.566829109,1,139,147,77,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,4,19,147,22,l,0,1.133472668,0,139,148,67,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,20,148,14,k,0,0.816719555,1,140,149,66,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,4,21,149,19,l,0,0.733504724,1,141,150,54,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,4,22,150,1,l,0,0.766862035,1,142,151,72,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,4,23,151,18,l,0,0.600150888,1,143,152,59,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,4,24,152,10,k,0,0.750148243,0,143,153,51,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,4,25,153,31,k,0,0.933539624,1,144,154,73,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,4,26,154,21,k,0,0.566772654,1,145,155,52,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,4,27,155,29,k,0,1.000095934,1,146,156,49,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,4,28,156,25,l,0,0.616765193,1,147,157,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,4,29,157,25,l,0,0.55011058,1,148,158,53,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,4,30,158,11,l,0,0.533464693,1,149,159,75,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,4,31,159,9,l,0,0.48348913,1,150,160,51,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,0,160,16,l,0,0.766796105,1,151,161,65,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,5,1,161,27,l,0,0.850176747,1,152,162,70,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,5,2,162,3,l,0,0.416785959,1,153,163,67,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,5,3,163,18,l,0,0.850091078,1,154,164,72,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,4,164,13,l,0,0.883432202,0,154,165,77,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,5,5,165,29,k,0,0.550116897,1,155,166,73,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,6,166,20,k,0,0.666782208,1,156,167,74,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,7,167,16,l,0,0.566793578,1,157,168,68,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,5,8,168,29,k,0,0.900091512,1,158,169,74,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,9,169,16,l,0,0.583445388,1,159,170,62,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,5,10,170,0,l,0,0.600099171,1,160,171,64,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,5,11,171,5,k,0,0.733447875,1,161,172,60,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,5,12,172,23,k,0,0.76677676,1,162,173,68,3,R,23,F,Self = Positive,9,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,5,13,173,15,k,0,0.666794842,1,163,174,54,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,14,174,20,k,0,0.700134781,1,164,175,55,3,R,23,F,Self = Positive,9,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,5,15,175,22,k,0,0.600134307,1,165,176,60,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,5,16,176,7,k,0,0.483444519,1,166,177,70,3,R,23,F,Self = Positive,9,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,5,17,177,7,k,0,0.48348992,1,167,178,74,3,R,23,F,Self = Positive,9,Hungarian
