Subject,Condition,Matching,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,RT_ms,RT_sec,ACC
1,nm,Matching,Nichts,none,NonPerson,203.0,0.203,1
1,nm,Matching,Nichts,none,NonPerson,150.0,0.15,0
1,nm,Matching,Nichts,none,NonPerson,192.0,0.192,1
1,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
1,nm,Matching,Nichts,none,NonPerson,246.0,0.246,0
1,nm,Matching,Nichts,none,NonPerson,535.0,0.535,0
1,nm,Matching,Nichts,none,NonPerson,116.0,0.116,0
1,nm,Matching,Nichts,none,NonPerson,7.0,0.007,0
1,nm,Matching,Nichts,none,NonPerson,159.0,0.159,1
1,nm,Matching,Nichts,none,NonPerson,293.0,0.293,0
1,nm,Matching,Nichts,none,NonPerson,312.0,0.312,0
1,nm,Matching,Nichts,none,NonPerson,85.0,0.085,0
1,nm,Matching,Nichts,none,NonPerson,816.0,0.816,0
1,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
1,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
1,nm,Matching,Nichts,none,NonPerson,218.0,0.218,1
1,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
1,nn,Nonmatching,Nichts,none,NonPerson,0.0,0.0,0
1,nn,Nonmatching,Nichts,none,NonPerson,104.0,0.104,0
1,nn,Nonmatching,Nichts,none,NonPerson,269.0,0.269,0
1,nn,Nonmatching,Nichts,none,NonPerson,210.0,0.21,1
1,nn,Nonmatching,Nichts,none,NonPerson,0.0,0.0,0
1,nn,Nonmatching,Nichts,none,NonPerson,353.0,0.353,0
1,nn,Nonmatching,Nichts,none,NonPerson,132.0,0.132,1
1,nn,Nonmatching,Nichts,none,NonPerson,133.0,0.133,1
1,nn,Nonmatching,Nichts,none,NonPerson,219.0,0.219,1
1,nn,Nonmatching,Nichts,none,NonPerson,153.0,0.153,0
1,nn,Nonmatching,Nichts,none,NonPerson,302.0,0.302,1
1,nn,Nonmatching,Nichts,none,NonPerson,0.0,0.0,0
1,nn,Nonmatching,Nichts,none,NonPerson,20.0,0.02,0
1,nn,Nonmatching,Nichts,none,NonPerson,226.0,0.226,0
1,nn,Nonmatching,Nichts,none,NonPerson,222.0,0.222,1
1,nn,Nonmatching,Nichts,none,NonPerson,360.0,0.36,0
1,nn,Nonmatching,Nichts,none,NonPerson,204.0,0.204,0
1,nn,Nonmatching,Nichts,none,NonPerson,1335.0,1.335,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,1020.0,1.02,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,1090.0,1.09,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,813.0,0.813,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,558.0,0.558,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,579.0,0.579,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,692.0,0.692,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,359.0,0.359,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,370.0,0.37,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,554.0,0.554,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,626.0,0.626,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,354.0,0.354,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,488.0,0.488,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,643.0,0.643,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,487.0,0.487,1
2,bm,Matching,Bekannter,Acquaintance,Acquaintance,508.0,0.508,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,479.0,0.479,0
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1265.0,1.265,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,708.0,0.708,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,695.0,0.695,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,705.0,0.705,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,701.0,0.701,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,825.0,0.825,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,862.0,0.862,0
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1189.0,1.189,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,610.0,0.61,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,605.0,0.605,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,358.0,0.358,0
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,734.0,0.734,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,613.0,0.613,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,472.0,0.472,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,565.0,0.565,1
2,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,539.0,0.539,1
2,im,Matching,Ich,Self,Self,597.0,0.597,1
2,im,Matching,Ich,Self,Self,419.0,0.419,1
2,im,Matching,Ich,Self,Self,356.0,0.356,1
2,im,Matching,Ich,Self,Self,689.0,0.689,1
2,im,Matching,Ich,Self,Self,532.0,0.532,1
2,im,Matching,Ich,Self,Self,571.0,0.571,1
2,im,Matching,Ich,Self,Self,568.0,0.568,1
2,im,Matching,Ich,Self,Self,677.0,0.677,1
2,im,Matching,Ich,Self,Self,548.0,0.548,1
2,im,Matching,Ich,Self,Self,365.0,0.365,1
2,im,Matching,Ich,Self,Self,591.0,0.591,1
2,im,Matching,Ich,Self,Self,501.0,0.501,1
2,im,Matching,Ich,Self,Self,395.0,0.395,1
2,im,Matching,Ich,Self,Self,638.0,0.638,1
2,im,Matching,Ich,Self,Self,526.0,0.526,1
2,im,Matching,Ich,Self,Self,472.0,0.472,1
2,im,Matching,Ich,Self,Self,528.0,0.528,1
2,im,Matching,Ich,Self,Self,518.0,0.518,1
2,in,Nonmatching,Ich,Self,Self,847.0,0.847,1
2,in,Nonmatching,Ich,Self,Self,659.0,0.659,1
2,in,Nonmatching,Ich,Self,Self,544.0,0.544,1
2,in,Nonmatching,Ich,Self,Self,667.0,0.667,1
2,in,Nonmatching,Ich,Self,Self,726.0,0.726,1
2,in,Nonmatching,Ich,Self,Self,528.0,0.528,1
2,in,Nonmatching,Ich,Self,Self,571.0,0.571,1
2,in,Nonmatching,Ich,Self,Self,764.0,0.764,1
2,in,Nonmatching,Ich,Self,Self,589.0,0.589,1
2,in,Nonmatching,Ich,Self,Self,662.0,0.662,1
2,in,Nonmatching,Ich,Self,Self,559.0,0.559,1
2,in,Nonmatching,Ich,Self,Self,581.0,0.581,1
2,in,Nonmatching,Ich,Self,Self,1005.0,1.005,1
2,in,Nonmatching,Ich,Self,Self,597.0,0.597,1
2,in,Nonmatching,Ich,Self,Self,519.0,0.519,1
2,in,Nonmatching,Ich,Self,Self,585.0,0.585,0
2,in,Nonmatching,Ich,Self,Self,510.0,0.51,1
2,in,Nonmatching,Ich,Self,Self,494.0,0.494,1
2,mm,Matching,Mutter,Mother,Close,914.0,0.914,1
2,mm,Matching,Mutter,Mother,Close,1095.0,1.095,1
2,mm,Matching,Mutter,Mother,Close,700.0,0.7,1
2,mm,Matching,Mutter,Mother,Close,571.0,0.571,1
2,mm,Matching,Mutter,Mother,Close,574.0,0.574,1
2,mm,Matching,Mutter,Mother,Close,1214.0,1.214,1
2,mm,Matching,Mutter,Mother,Close,389.0,0.389,1
2,mm,Matching,Mutter,Mother,Close,553.0,0.553,1
2,mm,Matching,Mutter,Mother,Close,688.0,0.688,1
2,mm,Matching,Mutter,Mother,Close,618.0,0.618,1
2,mm,Matching,Mutter,Mother,Close,469.0,0.469,1
2,mm,Matching,Mutter,Mother,Close,572.0,0.572,1
2,mm,Matching,Mutter,Mother,Close,425.0,0.425,1
2,mm,Matching,Mutter,Mother,Close,603.0,0.603,1
2,mm,Matching,Mutter,Mother,Close,590.0,0.59,1
2,mm,Matching,Mutter,Mother,Close,519.0,0.519,1
2,mm,Matching,Mutter,Mother,Close,667.0,0.667,1
2,mm,Matching,Mutter,Mother,Close,369.0,0.369,0
2,mn,Nonmatching,Mutter,Mother,Close,837.0,0.837,1
2,mn,Nonmatching,Mutter,Mother,Close,871.0,0.871,1
2,mn,Nonmatching,Mutter,Mother,Close,876.0,0.876,1
2,mn,Nonmatching,Mutter,Mother,Close,593.0,0.593,1
2,mn,Nonmatching,Mutter,Mother,Close,0.0,0.0,0
2,mn,Nonmatching,Mutter,Mother,Close,661.0,0.661,1
2,mn,Nonmatching,Mutter,Mother,Close,584.0,0.584,1
2,mn,Nonmatching,Mutter,Mother,Close,706.0,0.706,1
2,mn,Nonmatching,Mutter,Mother,Close,622.0,0.622,1
2,mn,Nonmatching,Mutter,Mother,Close,545.0,0.545,1
2,mn,Nonmatching,Mutter,Mother,Close,593.0,0.593,1
2,mn,Nonmatching,Mutter,Mother,Close,707.0,0.707,1
2,mn,Nonmatching,Mutter,Mother,Close,593.0,0.593,1
2,mn,Nonmatching,Mutter,Mother,Close,731.0,0.731,1
2,mn,Nonmatching,Mutter,Mother,Close,1023.0,1.023,1
2,mn,Nonmatching,Mutter,Mother,Close,692.0,0.692,1
2,mn,Nonmatching,Mutter,Mother,Close,622.0,0.622,1
2,mn,Nonmatching,Mutter,Mother,Close,529.0,0.529,1
2,nm,Matching,Nichts,none,NonPerson,1301.0,1.301,0
2,nm,Matching,Nichts,none,NonPerson,1021.0,1.021,1
2,nm,Matching,Nichts,none,NonPerson,1168.0,1.168,1
2,nm,Matching,Nichts,none,NonPerson,1261.0,1.261,1
2,nm,Matching,Nichts,none,NonPerson,965.0,0.965,0
2,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
2,nm,Matching,Nichts,none,NonPerson,0.0,0.0,0
2,nm,Matching,Nichts,none,NonPerson,562.0,0.562,0
2,nm,Matching,Nichts,none,NonPerson,587.0,0.587,1
2,nm,Matching,Nichts,none,NonPerson,699.0,0.699,1
2,nm,Matching,Nichts,none,NonPerson,827.0,0.827,1
2,nm,Matching,Nichts,none,NonPerson,676.0,0.676,1
2,nm,Matching,Nichts,none,NonPerson,851.0,0.851,1
2,nm,Matching,Nichts,none,NonPerson,468.0,0.468,0
2,nm,Matching,Nichts,none,NonPerson,747.0,0.747,1
2,nm,Matching,Nichts,none,NonPerson,650.0,0.65,1
2,nm,Matching,Nichts,none,NonPerson,868.0,0.868,1
2,nm,Matching,Nichts,none,NonPerson,642.0,0.642,1
2,nn,Nonmatching,Nichts,none,NonPerson,453.0,0.453,0
2,nn,Nonmatching,Nichts,none,NonPerson,1457.0,1.457,0
2,nn,Nonmatching,Nichts,none,NonPerson,1010.0,1.01,1
2,nn,Nonmatching,Nichts,none,NonPerson,736.0,0.736,1
2,nn,Nonmatching,Nichts,none,NonPerson,1219.0,1.219,1
2,nn,Nonmatching,Nichts,none,NonPerson,648.0,0.648,1
2,nn,Nonmatching,Nichts,none,NonPerson,593.0,0.593,1
2,nn,Nonmatching,Nichts,none,NonPerson,629.0,0.629,1
2,nn,Nonmatching,Nichts,none,NonPerson,853.0,0.853,1
2,nn,Nonmatching,Nichts,none,NonPerson,626.0,0.626,1
2,nn,Nonmatching,Nichts,none,NonPerson,634.0,0.634,1
2,nn,Nonmatching,Nichts,none,NonPerson,770.0,0.77,1
2,nn,Nonmatching,Nichts,none,NonPerson,813.0,0.813,0
2,nn,Nonmatching,Nichts,none,NonPerson,739.0,0.739,1
2,nn,Nonmatching,Nichts,none,NonPerson,652.0,0.652,1
2,nn,Nonmatching,Nichts,none,NonPerson,660.0,0.66,1
2,nn,Nonmatching,Nichts,none,NonPerson,722.0,0.722,1
2,nn,Nonmatching,Nichts,none,NonPerson,724.0,0.724,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,832.0,0.832,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,623.0,0.623,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,720.0,0.72,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,966.0,0.966,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,870.0,0.87,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,746.0,0.746,0
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,754.0,0.754,0
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,749.0,0.749,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,986.0,0.986,0
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,873.0,0.873,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,542.0,0.542,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,648.0,0.648,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,1064.0,1.064,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,834.0,0.834,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,728.0,0.728,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,741.0,0.741,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,779.0,0.779,1
3,bm,Matching,Bekannter,Acquaintance,Acquaintance,595.0,0.595,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1005.0,1.005,0
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,843.0,0.843,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,583.0,0.583,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,791.0,0.791,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,655.0,0.655,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,645.0,0.645,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,954.0,0.954,0
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,1136.0,1.136,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,0.0,0.0,0
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,609.0,0.609,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,730.0,0.73,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,682.0,0.682,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,840.0,0.84,0
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,698.0,0.698,0
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,939.0,0.939,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,933.0,0.933,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,527.0,0.527,1
3,bn,Nonmatching,Bekannter,Acquaintance,Acquaintance,848.0,0.848,0
3,im,Matching,Ich,Self,Self,0.0,0.0,0
3,im,Matching,Ich,Self,Self,566.0,0.566,1
3,im,Matching,Ich,Self,Self,506.0,0.506,1
3,im,Matching,Ich,Self,Self,846.0,0.846,1
3,im,Matching,Ich,Self,Self,668.0,0.668,1
3,im,Matching,Ich,Self,Self,700.0,0.7,1
3,im,Matching,Ich,Self,Self,687.0,0.687,0
3,im,Matching,Ich,Self,Self,519.0,0.519,1
3,im,Matching,Ich,Self,Self,496.0,0.496,1
3,im,Matching,Ich,Self,Self,608.0,0.608,1
3,im,Matching,Ich,Self,Self,609.0,0.609,0
3,im,Matching,Ich,Self,Self,650.0,0.65,1
3,im,Matching,Ich,Self,Self,481.0,0.481,1
3,im,Matching,Ich,Self,Self,525.0,0.525,0
3,im,Matching,Ich,Self,Self,705.0,0.705,1
3,im,Matching,Ich,Self,Self,616.0,0.616,1
3,im,Matching,Ich,Self,Self,667.0,0.667,1
3,im,Matching,Ich,Self,Self,452.0,0.452,0
3,in,Nonmatching,Ich,Self,Self,315.0,0.315,1
3,in,Nonmatching,Ich,Self,Self,794.0,0.794,0
3,in,Nonmatching,Ich,Self,Self,924.0,0.924,1
3,in,Nonmatching,Ich,Self,Self,774.0,0.774,1
3,in,Nonmatching,Ich,Self,Self,688.0,0.688,0
3,in,Nonmatching,Ich,Self,Self,803.0,0.803,0
3,in,Nonmatching,Ich,Self,Self,475.0,0.475,0
3,in,Nonmatching,Ich,Self,Self,737.0,0.737,1
3,in,Nonmatching,Ich,Self,Self,723.0,0.723,1
3,in,Nonmatching,Ich,Self,Self,550.0,0.55,0
3,in,Nonmatching,Ich,Self,Self,566.0,0.566,1
3,in,Nonmatching,Ich,Self,Self,298.0,0.298,0
3,in,Nonmatching,Ich,Self,Self,550.0,0.55,1
3,in,Nonmatching,Ich,Self,Self,542.0,0.542,0
3,in,Nonmatching,Ich,Self,Self,795.0,0.795,1
3,in,Nonmatching,Ich,Self,Self,721.0,0.721,0
3,in,Nonmatching,Ich,Self,Self,286.0,0.286,0
3,in,Nonmatching,Ich,Self,Self,444.0,0.444,0
3,mm,Matching,Mutter,Mother,Close,604.0,0.604,0
3,mm,Matching,Mutter,Mother,Close,425.0,0.425,1
3,mm,Matching,Mutter,Mother,Close,633.0,0.633,1
3,mm,Matching,Mutter,Mother,Close,790.0,0.79,0
3,mm,Matching,Mutter,Mother,Close,637.0,0.637,1
3,mm,Matching,Mutter,Mother,Close,648.0,0.648,1
3,mm,Matching,Mutter,Mother,Close,650.0,0.65,1
3,mm,Matching,Mutter,Mother,Close,766.0,0.766,0
3,mm,Matching,Mutter,Mother,Close,751.0,0.751,1
3,mm,Matching,Mutter,Mother,Close,457.0,0.457,1
3,mm,Matching,Mutter,Mother,Close,550.0,0.55,1
3,mm,Matching,Mutter,Mother,Close,471.0,0.471,1
3,mm,Matching,Mutter,Mother,Close,567.0,0.567,1
3,mm,Matching,Mutter,Mother,Close,870.0,0.87,1
3,mm,Matching,Mutter,Mother,Close,630.0,0.63,1
3,mm,Matching,Mutter,Mother,Close,724.0,0.724,1
3,mm,Matching,Mutter,Mother,Close,462.0,0.462,1
3,mm,Matching,Mutter,Mother,Close,564.0,0.564,1
3,mn,Nonmatching,Mutter,Mother,Close,339.0,0.339,0
3,mn,Nonmatching,Mutter,Mother,Close,568.0,0.568,1
3,mn,Nonmatching,Mutter,Mother,Close,648.0,0.648,1
3,mn,Nonmatching,Mutter,Mother,Close,656.0,0.656,1
3,mn,Nonmatching,Mutter,Mother,Close,876.0,0.876,1
3,mn,Nonmatching,Mutter,Mother,Close,760.0,0.76,1
3,mn,Nonmatching,Mutter,Mother,Close,795.0,0.795,1
3,mn,Nonmatching,Mutter,Mother,Close,636.0,0.636,0
3,mn,Nonmatching,Mutter,Mother,Close,0.0,0.0,0
3,mn,Nonmatching,Mutter,Mother,Close,525.0,0.525,1
3,mn,Nonmatching,Mutter,Mother,Close,801.0,0.801,0
3,mn,Nonmatching,Mutter,Mother,Close,521.0,0.521,1
3,mn,Nonmatching,Mutter,Mother,Close,572.0,0.572,1
3,mn,Nonmatching,Mutter,Mother,Close,751.0,0.751,1
3,mn,Nonmatching,Mutter,Mother,Close,949.0,0.949,1
3,mn,Nonmatching,Mutter,Mother,Close,688.0,0.688,1
3,mn,Nonmatching,Mutter,Mother,Close,635.0,0.635,0
3,mn,Nonmatching,Mutter,Mother,Close,454.0,0.454,1
3,nm,Matching,Nichts,none,NonPerson,484.0,0.484,0
3,nm,Matching,Nichts,none,NonPerson,578.0,0.578,1
3,nm,Matching,Nichts,none,NonPerson,735.0,0.735,0
3,nm,Matching,Nichts,none,NonPerson,938.0,0.938,1
3,nm,Matching,Nichts,none,NonPerson,632.0,0.632,0
3,nm,Matching,Nichts,none,NonPerson,687.0,0.687,0
3,nm,Matching,Nichts,none,NonPerson,619.0,0.619,0
3,nm,Matching,Nichts,none,NonPerson,531.0,0.531,1
3,nm,Matching,Nichts,none,NonPerson,281.0,0.281,1
3,nm,Matching,Nichts,none,NonPerson,734.0,0.734,1
3,nm,Matching,Nichts,none,NonPerson,649.0,0.649,0
