"Subject","Group","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"74","YA",4,48,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1566,1.566,1
"74","YA",4,49,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1214,1.214,1
"74","YA",4,50,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",817,0.817,1
"74","YA",4,51,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",894,0.894,1
"74","YA",4,52,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1331,1.331,1
"74","YA",4,53,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",2250,2.25,1
"74","YA",4,54,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1025,1.025,1
"74","YA",4,55,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1279,1.279,1
"74","YA",4,56,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1400,1.4,1
"74","YA",4,57,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1150,1.15,1
"74","YA",4,58,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",966,0.966,1
"74","YA",4,59,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1676,1.676,1
"74","YA",4,60,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1405,1.405,1
"74","YA",4,61,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1101,1.101,1
"74","YA",4,62,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1473,1.473,1
"74","YA",4,63,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1806,1.806,0
"74","YA",4,64,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1005,1.005,1
"74","YA",4,65,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1128,1.128,1
"74","YA",4,66,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1947,1.947,1
"74","YA",4,67,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1931,1.931,1
"74","YA",4,68,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1388,1.388,1
"74","YA",4,69,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1526,1.526,1
"74","YA",4,70,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1001,1.001,1
"74","YA",4,71,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1077,1.077,1
"74","YA",4,72,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1543,1.543,1
"74","YA",4,73,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1976,1.976,1
"74","YA",4,74,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1698,1.698,1
"74","YA",4,75,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1423,1.423,0
"74","YA",4,76,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",947,0.947,1
"74","YA",4,77,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1140,1.14,1
"74","YA",4,78,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1576,1.576,1
"74","YA",4,79,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1643,1.643,1
"74","YA",4,80,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",943,0.943,1
"74","YA",4,81,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1137,1.137,1
"74","YA",4,82,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1150,1.15,1
"74","YA",4,83,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1449,1.449,1
"74","YA",4,84,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1144,1.144,1
"74","YA",5,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1013,1.013,1
"74","YA",5,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1174,1.174,1
"74","YA",5,3,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1102,1.102,1
"74","YA",5,4,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1135,1.135,1
"74","YA",5,5,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",862,0.862,1
"74","YA",5,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1523,1.523,1
"74","YA",5,7,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1353,1.353,1
"74","YA",5,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1192,1.192,1
"74","YA",5,9,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",836,0.836,1
"74","YA",5,10,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1540,1.54,1
"74","YA",5,11,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1119,1.119,1
"74","YA",5,12,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1402,1.402,1
"74","YA",5,13,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1458,1.458,1
"74","YA",5,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1230,1.23,1
"74","YA",5,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1639,1.639,1
"74","YA",5,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1108,1.108,1
"74","YA",5,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1231,1.231,1
"74","YA",5,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1149,1.149,1
"74","YA",5,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1017,1.017,1
"74","YA",5,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1819,1.819,1
"74","YA",5,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1233,1.233,1
"74","YA",5,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1227,1.227,1
"74","YA",5,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",975,0.975,1
"74","YA",5,24,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1402,1.402,1
"74","YA",5,25,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1378,1.378,1
"74","YA",5,26,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1548,1.548,1
"74","YA",5,27,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",874,0.874,1
"74","YA",5,28,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1813,1.813,1
"74","YA",5,29,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",934,0.934,1
"74","YA",5,30,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1370,1.37,1
"74","YA",5,31,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",756,0.756,1
"74","YA",5,32,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1353,1.353,1
"74","YA",5,33,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1791,1.791,1
"74","YA",5,34,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1151,1.151,1
"74","YA",5,35,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",848,0.848,1
"74","YA",5,36,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1213,1.213,1
"74","YA",5,37,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1131,1.131,1
"74","YA",5,38,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1156,1.156,1
"74","YA",5,39,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1250,1.25,1
"74","YA",5,40,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",974,0.974,1
"74","YA",5,41,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1115,1.115,1
"74","YA",5,42,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",2066,2.066,1
"74","YA",5,43,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1248,1.248,1
"74","YA",5,44,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",781,0.781,1
"74","YA",5,45,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1144,1.144,1
"74","YA",5,46,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",997,0.997,1
"74","YA",5,47,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1111,1.111,1
"74","YA",5,48,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1001,1.001,1
"74","YA",5,49,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1307,1.307,1
"74","YA",5,50,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1502,1.502,1
"74","YA",5,51,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1075,1.075,1
"74","YA",5,52,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1786,1.786,1
"74","YA",5,53,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1558,1.558,1
"74","YA",5,54,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1747,1.747,1
"74","YA",5,55,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2075,2.075,1
"74","YA",5,56,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1465,1.465,1
"74","YA",5,57,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",671,0.671,1
"74","YA",5,58,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1669,1.669,1
"74","YA",5,59,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",947,0.947,1
"74","YA",5,60,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1085,1.085,1
"74","YA",5,61,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",857,0.857,1
"74","YA",5,62,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1134,1.134,1
"74","YA",5,63,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1380,1.38,1
"74","YA",5,64,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1309,1.309,1
"74","YA",5,65,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1741,1.741,1
"74","YA",5,66,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",894,0.894,1
"74","YA",5,67,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",971,0.971,1
"74","YA",5,68,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",862,0.862,1
"74","YA",5,69,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1854,1.854,1
"74","YA",5,70,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1429,1.429,1
"74","YA",5,71,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1508,1.508,1
"74","YA",5,72,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",785,0.785,1
"74","YA",5,73,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1092,1.092,1
"74","YA",5,74,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",752,0.752,1
"74","YA",5,75,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",996,0.996,1
"74","YA",5,76,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1015,1.015,1
"74","YA",5,77,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",859,0.859,1
"74","YA",5,78,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",839,0.839,1
"74","YA",5,79,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",903,0.903,1
"74","YA",5,80,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1061,1.061,1
"74","YA",5,81,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1236,1.236,1
"74","YA",5,82,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1214,1.214,1
"74","YA",5,83,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",949,0.949,1
"74","YA",5,84,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1286,1.286,1
"74","YA",5,85,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",927,0.927,1
"75","YA",1,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1346,1.346,0
"75","YA",1,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1041,1.041,1
"75","YA",1,3,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1642,1.642,1
"75","YA",1,4,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1485,1.485,1
"75","YA",1,5,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1069,1.069,1
"75","YA",1,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1565,1.565,1
"75","YA",1,7,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1575,1.575,1
"75","YA",1,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1276,1.276,1
"75","YA",1,9,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1409,1.409,1
"75","YA",1,10,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1185,1.185,1
"75","YA",1,11,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1144,1.144,1
"75","YA",1,12,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1162,1.162,1
"75","YA",1,13,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1427,1.427,1
"75","YA",1,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1033,1.033,1
"75","YA",1,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1498,1.498,1
"75","YA",1,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1399,1.399,1
"75","YA",1,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1348,1.348,1
"75","YA",1,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1285,1.285,1
"75","YA",1,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1189,1.189,1
"75","YA",1,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",965,0.965,1
"75","YA",1,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1719,1.719,1
"75","YA",1,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1306,1.306,1
"75","YA",1,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",926,0.926,1
"75","YA",1,24,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1537,1.537,1
"75","YA",1,25,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1933,1.933,1
"75","YA",1,26,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1230,1.23,1
"75","YA",1,27,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1329,1.329,0
"75","YA",1,28,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1369,1.369,1
"75","YA",1,29,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1017,1.017,1
"75","YA",1,30,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1263,1.263,1
"75","YA",1,31,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1309,1.309,1
"75","YA",1,32,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1079,1.079,1
"75","YA",1,33,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1461,1.461,1
"75","YA",1,34,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1508,1.508,1
"75","YA",1,35,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1622,1.622,1
"75","YA",1,36,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1459,1.459,1
"75","YA",1,37,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1481,1.481,1
"75","YA",1,38,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1245,1.245,1
"75","YA",1,39,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1099,1.099,1
"75","YA",1,40,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1170,1.17,1
"75","YA",1,41,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",882,0.882,1
"75","YA",1,42,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1095,1.095,1
"75","YA",1,43,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1437,1.437,1
"75","YA",1,44,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1006,1.006,1
"75","YA",1,45,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1196,1.196,1
"75","YA",1,46,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1127,1.127,1
"75","YA",1,47,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1499,1.499,1
"75","YA",1,48,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1911,1.911,1
"75","YA",1,49,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1708,1.708,1
"75","YA",1,50,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1107,1.107,1
"75","YA",1,51,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1002,1.002,1
"75","YA",1,52,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1309,1.309,1
"75","YA",1,53,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",956,0.956,1
"75","YA",1,54,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1254,1.254,1
"75","YA",1,55,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1040,1.04,1
"75","YA",1,56,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1464,1.464,1
"75","YA",1,57,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1708,1.708,1
"75","YA",1,58,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1250,1.25,1
"75","YA",1,59,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",987,0.987,1
"75","YA",1,60,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1897,1.897,1
"75","YA",1,61,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1357,1.357,1
"75","YA",1,62,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1241,1.241,1
"75","YA",1,63,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1156,1.156,1
"75","YA",1,64,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1251,1.251,1
"75","YA",1,65,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1024,1.024,1
"75","YA",1,66,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1275,1.275,1
"75","YA",1,67,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1150,1.15,1
"75","YA",1,68,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1086,1.086,1
"75","YA",1,69,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",981,0.981,1
"75","YA",1,70,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1298,1.298,1
"75","YA",1,71,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",844,0.844,1
"75","YA",1,72,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1188,1.188,1
"75","YA",1,73,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1016,1.016,1
"75","YA",1,74,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",955,0.955,1
"75","YA",1,75,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1337,1.337,1
"75","YA",1,76,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1206,1.206,1
"75","YA",1,77,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",877,0.877,1
"75","YA",1,78,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1059,1.059,1
"75","YA",1,79,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1290,1.29,1
"75","YA",1,80,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",947,0.947,1
"75","YA",1,81,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1010,1.01,1
"75","YA",1,82,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1211,1.211,1
"75","YA",1,83,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1564,1.564,1
"75","YA",1,84,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1668,1.668,1
"75","YA",1,85,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",933,0.933,1
"75","YA",1,86,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",988,0.988,1
"75","YA",1,87,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1032,1.032,1
"75","YA",1,88,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1516,1.516,1
"75","YA",1,89,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1086,1.086,1
"75","YA",1,90,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1368,1.368,1
"75","YA",2,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1264,1.264,1
"75","YA",2,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",947,0.947,1
"75","YA",2,3,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1670,1.67,1
"75","YA",2,4,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",940,0.94,1
"75","YA",2,5,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1063,1.063,1
"75","YA",2,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",840,0.84,1
"75","YA",2,7,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1355,1.355,1
"75","YA",2,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",863,0.863,1
"75","YA",2,9,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1291,1.291,1
"75","YA",2,10,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1047,1.047,1
"75","YA",2,11,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",956,0.956,1
"75","YA",2,12,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1243,1.243,1
"75","YA",2,13,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",974,0.974,1
"75","YA",2,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",910,0.91,1
"75","YA",2,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1208,1.208,1
"75","YA",2,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1717,1.717,1
"75","YA",2,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",991,0.991,1
"75","YA",2,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1092,1.092,1
"75","YA",2,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1047,1.047,1
"75","YA",2,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",834,0.834,1
"75","YA",2,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1800,1.8,1
"75","YA",2,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1190,1.19,1
"75","YA",2,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1141,1.141,1
"75","YA",2,24,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1019,1.019,1
"75","YA",2,25,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1389,1.389,1
"75","YA",2,26,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1568,1.568,1
"75","YA",2,27,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1233,1.233,1
"75","YA",2,28,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1320,1.32,1
"75","YA",2,29,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",814,0.814,1
"75","YA",2,30,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1213,1.213,1
"75","YA",2,31,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1216,1.216,1
