prolific,build,computer.platform,date,time,subject,group,SubGender,SubAge,SubEthnicity,SubHand,FriendYear,FriendFamiliar,FriendMeetfreq,FriendMeetTime,Con_match,Cue,Con_shape,Con_label,Con_emotion,Stim_Content,tasktype,nblock,TrialID,response,latency,correct,cres
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,20,48,813,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,1,21,47,956,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,22,47,1105,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,1,23,48,1041,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,sad.tif,3.tif,SAT,1,24,48,692,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,1,25,48,925,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,happy.tif,3.tif,SAT,1,26,47,852,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,1,27,48,841,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,1,28,47,1012,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,29,48,974,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,happy.tif,3.tif,SAT,1,30,48,821,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,1,31,48,1071,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,1,32,48,802,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,sad.tif,2.tif,SAT,1,33,47,419,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,1,34,47,332,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,35,48,185,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,1,36,48,221,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,1,37,47,305,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,sad.tif,2.tif,SAT,1,38,47,479,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,1,39,47,365,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,1,40,47,627,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,41,48,680,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,1,42,47,571,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,1,43,48,416,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,1,44,47,472,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,1,45,47,381,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,1,46,47,246,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,47,47,208,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,1,48,48,591,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,49,48,709,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,50,48,459,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,1,51,48,446,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,1,52,48,228,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,1,53,47,839,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,1,54,48,707,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,1,55,47,780,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,56,48,886,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,57,47,659,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,58,48,597,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,59,48,474,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,1,60,48,374,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,1,61,47,970,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,1,62,48,803,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,63,47,732,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,1,64,48,719,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,1,65,48,729,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,1,66,47,855,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,67,48,671,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,1,68,47,230,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,69,48,681,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,sad.tif,2.tif,SAT,1,70,48,221,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,1,71,47,201,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,1,72,47,876,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,1,47,939,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,happy.tif,3.tif,SAT,2,2,48,745,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,3,47,741,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,2,4,48,700,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,5,47,787,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,2,6,48,795,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,2,7,48,637,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,8,48,785,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,9,48,670,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,sad.tif,2.tif,SAT,2,10,47,635,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,11,48,728,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,2,12,48,672,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,13,48,572,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,sad.tif,3.tif,SAT,2,14,48,535,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,2,15,47,669,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,16,48,643,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,2,17,47,512,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,18,47,716,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,19,47,1151,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,20,47,813,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,21,48,926,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,22,48,783,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,23,48,788,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,2,24,48,485,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,25,48,688,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,26,48,1173,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,2,27,47,1193,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,2,28,47,1186,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,2,29,47,993,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,30,48,719,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,neutral.tif,1.tif,SAT,2,31,47,1331,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,sad.tif,3.tif,SAT,2,32,48,893,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,sad.tif,2.tif,SAT,2,33,48,1411,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,34,48,782,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,35,48,695,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,2,36,47,727,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,2,37,47,772,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,38,48,665,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,2,39,47,720,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,2,40,48,638,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,41,47,722,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,sad.tif,2.tif,SAT,2,42,48,1096,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,43,47,765,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,sad.tif,2.tif,SAT,2,44,47,840,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,2,45,48,751,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,sad.tif,2.tif,SAT,2,46,48,745,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,2,47,47,310,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,48,48,715,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,2,49,48,635,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,happy.tif,3.tif,SAT,2,50,48,541,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,2,51,47,937,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,52,48,969,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,2,53,48,743,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,54,48,468,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,happy.tif,3.tif,SAT,2,55,47,935,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,56,48,510,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,2,57,48,1047,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,2,58,48,598,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,sad.tif,2.tif,SAT,2,59,47,806,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,60,47,611,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,61,48,893,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,62,48,671,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,63,48,1202,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,2,64,48,636,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,happy.tif,3.tif,SAT,2,65,48,661,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,2,66,47,751,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,neutral,,sad.tif,3.tif,SAT,2,67,48,924,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,2,68,48,1034,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,2,69,48,1049,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,2,70,47,902,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,2,71,47,1264,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,2,72,48,1030,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,happy.tif,1.tif,SAT,3,1,47,836,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,3,2,48,960,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,sad.tif,2.tif,SAT,3,3,48,1079,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,3,4,48,809,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,sad,,sad.tif,1.tif,SAT,3,5,47,768,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,happy,,happy.tif,2.tif,SAT,3,6,47,945,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,neutral,,neutral.tif,3.tif,SAT,3,7,48,783,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,3,8,48,677,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,stranger,sad,,sad.tif,1.tif,SAT,3,9,48,869,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,sad,,happy.tif,1.tif,SAT,3,10,48,920,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,3,11,48,641,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,neutral,,neutral.tif,3.tif,SAT,3,12,48,925,1,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,match,self,happy,,happy.tif,2.tif,SAT,3,13,47,1024,0,b
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,happy,,neutral.tif,2.tif,SAT,3,14,48,593,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,self,happy,,neutral.tif,2.tif,SAT,3,15,48,665,0,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,3,16,47,928,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,neutral,,sad.tif,3.tif,SAT,3,17,47,816,1,v
,6.2.2,win,2020-10-27,16:19:00,18081,2,Female,25,6,Ambidextrous,,,,,unmatch,stranger,sad,,neutral.tif,1.tif,SAT,3,18,48,704,0,v
