Subject,Task,Block,Trial,Matching,Shape,Label,extraIV1,RT_ms,ACC
18081,facialExpression-matching,1,56,Matching,pentagon,neutral.tif,stranger,886,1
18081,facialExpression-matching,1,57,Matching,pentagon,neutral.tif,self,659,0
18081,facialExpression-matching,1,58,Matching,pentagon,neutral.tif,self,597,1
18081,facialExpression-matching,1,59,Matching,pentagon,neutral.tif,self,474,1
18081,facialExpression-matching,1,60,Nonmatching,triangle,neutral.tif,self,374,0
18081,facialExpression-matching,1,61,Matching,triangle,sad.tif,stranger,970,0
18081,facialExpression-matching,1,62,Matching,pentagon,neutral.tif,stranger,803,1
18081,facialExpression-matching,1,63,Matching,diamond,happy.tif,stranger,732,0
18081,facialExpression-matching,1,64,Nonmatching,pentagon,happy.tif,stranger,719,0
18081,facialExpression-matching,1,65,Matching,diamond,happy.tif,self,729,1
18081,facialExpression-matching,1,66,Nonmatching,diamond,neutral.tif,stranger,855,1
18081,facialExpression-matching,1,67,Matching,pentagon,neutral.tif,self,671,1
18081,facialExpression-matching,1,68,Matching,diamond,happy.tif,stranger,230,0
18081,facialExpression-matching,1,69,Matching,pentagon,neutral.tif,self,681,1
18081,facialExpression-matching,1,70,Nonmatching,diamond,sad.tif,stranger,221,0
18081,facialExpression-matching,1,71,Matching,pentagon,neutral.tif,self,201,0
18081,facialExpression-matching,1,72,Nonmatching,pentagon,sad.tif,stranger,876,1
18081,facialExpression-matching,2,1,Matching,pentagon,neutral.tif,stranger,939,0
18081,facialExpression-matching,2,2,Nonmatching,pentagon,happy.tif,self,745,0
18081,facialExpression-matching,2,3,Matching,triangle,sad.tif,stranger,741,0
18081,facialExpression-matching,2,4,Nonmatching,diamond,neutral.tif,self,700,0
18081,facialExpression-matching,2,5,Matching,triangle,sad.tif,self,787,0
18081,facialExpression-matching,2,6,Nonmatching,diamond,neutral.tif,self,795,0
18081,facialExpression-matching,2,7,Nonmatching,triangle,happy.tif,self,637,0
18081,facialExpression-matching,2,8,Matching,triangle,sad.tif,self,785,1
18081,facialExpression-matching,2,9,Matching,triangle,sad.tif,self,670,1
18081,facialExpression-matching,2,10,Nonmatching,diamond,sad.tif,stranger,635,1
18081,facialExpression-matching,2,11,Matching,pentagon,neutral.tif,self,728,1
18081,facialExpression-matching,2,12,Nonmatching,pentagon,sad.tif,stranger,672,0
18081,facialExpression-matching,2,13,Matching,pentagon,neutral.tif,self,572,1
18081,facialExpression-matching,2,14,Nonmatching,pentagon,sad.tif,self,535,0
18081,facialExpression-matching,2,15,Nonmatching,triangle,neutral.tif,self,669,1
18081,facialExpression-matching,2,16,Matching,pentagon,neutral.tif,stranger,643,1
18081,facialExpression-matching,2,17,Nonmatching,triangle,neutral.tif,self,512,1
18081,facialExpression-matching,2,18,Matching,triangle,sad.tif,stranger,716,0
18081,facialExpression-matching,2,19,Matching,diamond,happy.tif,stranger,1151,0
18081,facialExpression-matching,2,20,Matching,triangle,sad.tif,stranger,813,0
18081,facialExpression-matching,2,21,Matching,diamond,happy.tif,stranger,926,1
18081,facialExpression-matching,2,22,Matching,pentagon,neutral.tif,stranger,783,1
18081,facialExpression-matching,2,23,Matching,diamond,happy.tif,stranger,788,1
18081,facialExpression-matching,2,24,Nonmatching,pentagon,happy.tif,stranger,485,0
18081,facialExpression-matching,2,25,Matching,diamond,happy.tif,self,688,1
18081,facialExpression-matching,2,26,Matching,diamond,happy.tif,self,1173,1
18081,facialExpression-matching,2,27,Nonmatching,pentagon,sad.tif,stranger,1193,1
18081,facialExpression-matching,2,28,Nonmatching,triangle,neutral.tif,stranger,1186,1
18081,facialExpression-matching,2,29,Nonmatching,triangle,happy.tif,stranger,993,1
18081,facialExpression-matching,2,30,Matching,pentagon,neutral.tif,self,719,1
18081,facialExpression-matching,2,31,Nonmatching,triangle,neutral.tif,self,1331,1
18081,facialExpression-matching,2,32,Nonmatching,pentagon,sad.tif,self,893,0
18081,facialExpression-matching,2,33,Nonmatching,diamond,sad.tif,stranger,1411,0
18081,facialExpression-matching,2,34,Matching,pentagon,neutral.tif,self,782,1
18081,facialExpression-matching,2,35,Matching,pentagon,neutral.tif,stranger,695,1
18081,facialExpression-matching,2,36,Nonmatching,triangle,happy.tif,self,727,1
18081,facialExpression-matching,2,37,Nonmatching,triangle,happy.tif,self,772,1
18081,facialExpression-matching,2,38,Matching,pentagon,neutral.tif,self,665,1
18081,facialExpression-matching,2,39,Nonmatching,triangle,happy.tif,stranger,720,1
18081,facialExpression-matching,2,40,Matching,pentagon,neutral.tif,self,638,1
18081,facialExpression-matching,2,41,Matching,diamond,happy.tif,stranger,722,0
18081,facialExpression-matching,2,42,Nonmatching,diamond,sad.tif,stranger,1096,0
18081,facialExpression-matching,2,43,Matching,triangle,sad.tif,stranger,765,0
18081,facialExpression-matching,2,44,Nonmatching,diamond,sad.tif,self,840,1
18081,facialExpression-matching,2,45,Nonmatching,diamond,neutral.tif,stranger,751,0
18081,facialExpression-matching,2,46,Nonmatching,diamond,sad.tif,self,745,0
18081,facialExpression-matching,2,47,Nonmatching,triangle,happy.tif,stranger,310,1
18081,facialExpression-matching,2,48,Matching,pentagon,neutral.tif,stranger,715,1
18081,facialExpression-matching,2,49,Matching,pentagon,neutral.tif,stranger,635,1
18081,facialExpression-matching,2,50,Nonmatching,pentagon,happy.tif,self,541,0
18081,facialExpression-matching,2,51,Nonmatching,triangle,neutral.tif,stranger,937,1
18081,facialExpression-matching,2,52,Matching,triangle,sad.tif,self,969,1
18081,facialExpression-matching,2,53,Nonmatching,pentagon,happy.tif,stranger,743,0
18081,facialExpression-matching,2,54,Matching,diamond,happy.tif,stranger,468,1
18081,facialExpression-matching,2,55,Nonmatching,pentagon,happy.tif,self,935,1
18081,facialExpression-matching,2,56,Matching,diamond,happy.tif,self,510,1
18081,facialExpression-matching,2,57,Matching,diamond,happy.tif,stranger,1047,1
18081,facialExpression-matching,2,58,Nonmatching,diamond,neutral.tif,self,598,0
18081,facialExpression-matching,2,59,Nonmatching,diamond,sad.tif,self,806,1
18081,facialExpression-matching,2,60,Matching,triangle,sad.tif,self,611,0
18081,facialExpression-matching,2,61,Matching,diamond,happy.tif,self,893,1
18081,facialExpression-matching,2,62,Matching,diamond,happy.tif,self,671,1
18081,facialExpression-matching,2,63,Matching,triangle,sad.tif,stranger,1202,1
18081,facialExpression-matching,2,64,Matching,diamond,happy.tif,self,636,1
18081,facialExpression-matching,2,65,Nonmatching,pentagon,happy.tif,stranger,661,0
18081,facialExpression-matching,2,66,Nonmatching,triangle,neutral.tif,stranger,751,1
18081,facialExpression-matching,2,67,Nonmatching,pentagon,sad.tif,self,924,0
18081,facialExpression-matching,2,68,Matching,triangle,sad.tif,stranger,1034,1
18081,facialExpression-matching,2,69,Matching,triangle,sad.tif,self,1049,1
18081,facialExpression-matching,2,70,Nonmatching,pentagon,sad.tif,stranger,902,1
18081,facialExpression-matching,2,71,Nonmatching,diamond,neutral.tif,stranger,1264,1
18081,facialExpression-matching,2,72,Nonmatching,diamond,neutral.tif,stranger,1030,0
18081,facialExpression-matching,3,1,Nonmatching,triangle,happy.tif,stranger,836,1
18081,facialExpression-matching,3,2,Matching,pentagon,neutral.tif,stranger,960,1
18081,facialExpression-matching,3,3,Nonmatching,diamond,sad.tif,self,1079,0
18081,facialExpression-matching,3,4,Nonmatching,diamond,neutral.tif,stranger,809,0
18081,facialExpression-matching,3,5,Matching,triangle,sad.tif,self,768,0
18081,facialExpression-matching,3,6,Matching,diamond,happy.tif,stranger,945,0
18081,facialExpression-matching,3,7,Matching,pentagon,neutral.tif,stranger,783,1
18081,facialExpression-matching,3,8,Matching,pentagon,neutral.tif,self,677,1
18081,facialExpression-matching,3,9,Matching,triangle,sad.tif,stranger,869,1
18081,facialExpression-matching,3,10,Nonmatching,triangle,happy.tif,self,920,0
18081,facialExpression-matching,3,11,Matching,diamond,happy.tif,self,641,1
18081,facialExpression-matching,3,12,Matching,pentagon,neutral.tif,self,925,1
18081,facialExpression-matching,3,13,Matching,diamond,happy.tif,self,1024,0
18081,facialExpression-matching,3,14,Nonmatching,diamond,neutral.tif,stranger,593,0
18081,facialExpression-matching,3,15,Nonmatching,diamond,neutral.tif,self,665,0
18081,facialExpression-matching,3,16,Nonmatching,pentagon,sad.tif,stranger,928,1
18081,facialExpression-matching,3,17,Nonmatching,pentagon,sad.tif,stranger,816,1
18081,facialExpression-matching,3,18,Nonmatching,triangle,neutral.tif,stranger,704,0
18081,facialExpression-matching,3,19,Nonmatching,diamond,sad.tif,self,1063,1
18081,facialExpression-matching,3,20,Matching,diamond,happy.tif,stranger,799,1
18081,facialExpression-matching,3,21,Nonmatching,diamond,sad.tif,self,718,1
18081,facialExpression-matching,3,22,Matching,pentagon,neutral.tif,stranger,698,1
18081,facialExpression-matching,3,23,Nonmatching,diamond,neutral.tif,self,680,0
18081,facialExpression-matching,3,24,Nonmatching,triangle,happy.tif,stranger,276,0
18081,facialExpression-matching,3,25,Matching,pentagon,neutral.tif,stranger,627,1
18081,facialExpression-matching,3,26,Matching,triangle,sad.tif,stranger,665,0
18081,facialExpression-matching,3,27,Nonmatching,triangle,happy.tif,self,684,0
18081,facialExpression-matching,3,28,Nonmatching,triangle,neutral.tif,stranger,931,1
18081,facialExpression-matching,3,29,Matching,pentagon,neutral.tif,stranger,556,0
18081,facialExpression-matching,3,30,Nonmatching,diamond,sad.tif,stranger,750,0
18081,facialExpression-matching,3,31,Matching,triangle,sad.tif,self,809,0
18081,facialExpression-matching,3,32,Matching,triangle,sad.tif,self,1184,1
18081,facialExpression-matching,3,33,Nonmatching,triangle,neutral.tif,self,874,1
18081,facialExpression-matching,3,34,Nonmatching,triangle,neutral.tif,self,973,1
18081,facialExpression-matching,3,35,Nonmatching,pentagon,happy.tif,self,759,0
18081,facialExpression-matching,3,36,Matching,triangle,sad.tif,stranger,1043,1
18081,facialExpression-matching,3,37,Matching,diamond,happy.tif,stranger,971,1
18081,facialExpression-matching,3,38,Nonmatching,pentagon,happy.tif,self,1375,1
18081,facialExpression-matching,3,39,Nonmatching,pentagon,happy.tif,self,969,1
18081,facialExpression-matching,3,40,Matching,pentagon,neutral.tif,self,675,1
18081,facialExpression-matching,3,41,Nonmatching,diamond,sad.tif,stranger,721,1
18081,facialExpression-matching,3,42,Matching,pentagon,neutral.tif,stranger,718,1
18081,facialExpression-matching,3,43,Matching,diamond,happy.tif,stranger,825,1
18081,facialExpression-matching,3,44,Matching,diamond,happy.tif,self,557,1
18081,facialExpression-matching,3,45,Matching,diamond,happy.tif,stranger,187,1
18081,facialExpression-matching,3,46,Matching,diamond,happy.tif,self,459,1
18081,facialExpression-matching,3,47,Matching,diamond,happy.tif,self,451,1
18081,facialExpression-matching,3,48,Nonmatching,pentagon,sad.tif,self,370,0
18081,facialExpression-matching,3,49,Nonmatching,triangle,neutral.tif,self,339,1
18081,facialExpression-matching,3,50,Matching,pentagon,neutral.tif,self,677,1
18081,facialExpression-matching,3,51,Matching,pentagon,neutral.tif,self,555,1
18081,facialExpression-matching,3,52,Nonmatching,pentagon,sad.tif,stranger,412,0
18081,facialExpression-matching,3,53,Matching,triangle,sad.tif,self,357,0
18081,facialExpression-matching,3,54,Nonmatching,pentagon,happy.tif,stranger,265,0
18081,facialExpression-matching,3,55,Matching,triangle,sad.tif,self,857,1
18081,facialExpression-matching,3,56,Matching,diamond,happy.tif,self,725,1
18081,facialExpression-matching,3,57,Nonmatching,pentagon,sad.tif,self,834,0
18081,facialExpression-matching,3,58,Nonmatching,diamond,neutral.tif,stranger,866,0
18081,facialExpression-matching,3,59,Matching,diamond,happy.tif,stranger,697,1
18081,facialExpression-matching,3,60,Nonmatching,triangle,happy.tif,stranger,894,1
18081,facialExpression-matching,3,61,Matching,triangle,sad.tif,self,802,1
18081,facialExpression-matching,3,62,Nonmatching,triangle,happy.tif,self,828,1
18081,facialExpression-matching,3,63,Matching,triangle,sad.tif,stranger,779,0
18081,facialExpression-matching,3,64,Nonmatching,diamond,neutral.tif,self,1035,0
18081,facialExpression-matching,3,65,Nonmatching,pentagon,sad.tif,self,752,0
18081,facialExpression-matching,3,66,Matching,triangle,sad.tif,stranger,896,1
18081,facialExpression-matching,3,67,Matching,triangle,sad.tif,stranger,876,1
18081,facialExpression-matching,3,68,Nonmatching,diamond,sad.tif,stranger,758,0
18081,facialExpression-matching,3,69,Nonmatching,triangle,neutral.tif,stranger,870,1
18081,facialExpression-matching,3,70,Matching,pentagon,neutral.tif,self,1026,1
18081,facialExpression-matching,3,71,Nonmatching,pentagon,happy.tif,stranger,920,1
18081,facialExpression-matching,3,72,Nonmatching,pentagon,happy.tif,stranger,711,0
18081,facialExpression-matching,4,1,Matching,triangle,sad.tif,stranger,1019,1
18081,facialExpression-matching,4,2,Nonmatching,triangle,neutral.tif,stranger,705,0
18081,facialExpression-matching,4,3,Nonmatching,diamond,sad.tif,stranger,939,1
18081,facialExpression-matching,4,4,Matching,triangle,sad.tif,self,1008,1
18081,facialExpression-matching,4,5,Matching,triangle,sad.tif,stranger,665,1
18081,facialExpression-matching,4,6,Nonmatching,pentagon,happy.tif,self,712,0
18081,facialExpression-matching,4,7,Nonmatching,diamond,sad.tif,self,835,1
18081,facialExpression-matching,4,8,Nonmatching,pentagon,sad.tif,self,1120,1
18081,facialExpression-matching,4,9,Nonmatching,triangle,neutral.tif,self,1191,1
18081,facialExpression-matching,4,10,Matching,triangle,sad.tif,self,1086,1
18081,facialExpression-matching,4,11,Matching,diamond,happy.tif,self,1005,1
18081,facialExpression-matching,4,12,Nonmatching,pentagon,sad.tif,stranger,840,1
18081,facialExpression-matching,4,13,Matching,triangle,sad.tif,self,835,1
18081,facialExpression-matching,4,14,Nonmatching,diamond,neutral.tif,stranger,779,1
18081,facialExpression-matching,4,15,Matching,triangle,sad.tif,self,795,1
18081,facialExpression-matching,4,16,Nonmatching,diamond,neutral.tif,self,827,1
18081,facialExpression-matching,4,17,Nonmatching,diamond,sad.tif,self,931,1
18081,facialExpression-matching,4,18,Nonmatching,diamond,neutral.tif,self,1216,1
18081,facialExpression-matching,4,19,Matching,diamond,happy.tif,stranger,892,1
18081,facialExpression-matching,4,20,Matching,pentagon,neutral.tif,stranger,874,1
18081,facialExpression-matching,4,21,Nonmatching,pentagon,sad.tif,stranger,1096,1
18081,facialExpression-matching,4,22,Nonmatching,diamond,sad.tif,self,1181,1
18081,facialExpression-matching,4,23,Matching,pentagon,neutral.tif,self,956,1
18081,facialExpression-matching,4,24,Nonmatching,pentagon,happy.tif,stranger,737,0
18081,facialExpression-matching,4,25,Nonmatching,diamond,neutral.tif,self,987,0
18081,facialExpression-matching,4,26,Matching,diamond,happy.tif,self,773,1
18081,facialExpression-matching,4,27,Matching,pentagon,neutral.tif,stranger,852,1
18081,facialExpression-matching,4,28,Nonmatching,pentagon,happy.tif,stranger,814,1
18081,facialExpression-matching,4,29,Matching,pentagon,neutral.tif,self,879,1
18081,facialExpression-matching,4,30,Matching,pentagon,neutral.tif,stranger,876,1
18081,facialExpression-matching,4,31,Matching,pentagon,neutral.tif,self,693,1
18081,facialExpression-matching,4,32,Nonmatching,pentagon,happy.tif,self,861,1
18081,facialExpression-matching,4,33,Nonmatching,triangle,happy.tif,stranger,1036,1
18081,facialExpression-matching,4,34,Nonmatching,diamond,neutral.tif,stranger,786,0
18081,facialExpression-matching,4,35,Nonmatching,triangle,neutral.tif,stranger,886,1
18081,facialExpression-matching,4,36,Matching,diamond,happy.tif,stranger,1121,1
18081,facialExpression-matching,4,37,Nonmatching,pentagon,happy.tif,stranger,1052,1
18081,facialExpression-matching,4,38,Matching,pentagon,neutral.tif,self,718,1
18081,facialExpression-matching,4,39,Nonmatching,triangle,happy.tif,self,689,1
18081,facialExpression-matching,4,40,Matching,diamond,happy.tif,self,735,1
18081,facialExpression-matching,4,41,Matching,pentagon,neutral.tif,self,696,1
18081,facialExpression-matching,4,42,Nonmatching,pentagon,sad.tif,stranger,737,1
18081,facialExpression-matching,4,43,Matching,triangle,sad.tif,stranger,686,0
18081,facialExpression-matching,4,44,Matching,triangle,sad.tif,self,920,0
18081,facialExpression-matching,4,45,Matching,triangle,sad.tif,stranger,1075,1
18081,facialExpression-matching,4,46,Matching,diamond,happy.tif,stranger,982,1
18081,facialExpression-matching,4,47,Nonmatching,triangle,happy.tif,stranger,1080,0
18081,facialExpression-matching,4,48,Matching,diamond,happy.tif,self,764,1
18081,facialExpression-matching,4,49,Nonmatching,pentagon,happy.tif,self,1240,1
18081,facialExpression-matching,4,50,Nonmatching,triangle,happy.tif,self,927,1
18081,facialExpression-matching,4,51,Nonmatching,diamond,sad.tif,stranger,1352,1
18081,facialExpression-matching,4,52,Nonmatching,pentagon,sad.tif,self,1001,1
18081,facialExpression-matching,4,53,Nonmatching,triangle,neutral.tif,self,816,1
18081,facialExpression-matching,4,54,Nonmatching,triangle,neutral.tif,self,1090,1
18081,facialExpression-matching,4,55,Matching,diamond,happy.tif,self,848,0
18081,facialExpression-matching,4,56,Nonmatching,triangle,happy.tif,stranger,812,1
18081,facialExpression-matching,4,57,Nonmatching,triangle,neutral.tif,stranger,847,1
18081,facialExpression-matching,4,58,Matching,diamond,happy.tif,stranger,916,1
18081,facialExpression-matching,4,59,Matching,triangle,sad.tif,self,1146,1
18081,facialExpression-matching,4,60,Nonmatching,diamond,neutral.tif,stranger,810,0
18081,facialExpression-matching,4,61,Nonmatching,triangle,happy.tif,self,898,1
18081,facialExpression-matching,4,62,Matching,diamond,happy.tif,stranger,832,1
18081,facialExpression-matching,4,63,Matching,pentagon,neutral.tif,self,818,1
18081,facialExpression-matching,4,64,Matching,diamond,happy.tif,stranger,794,1
18081,facialExpression-matching,4,65,Nonmatching,pentagon,sad.tif,self,1048,1
18081,facialExpression-matching,4,66,Matching,pentagon,neutral.tif,stranger,817,1
18081,facialExpression-matching,4,67,Nonmatching,diamond,sad.tif,stranger,941,1
18081,facialExpression-matching,4,68,Matching,pentagon,neutral.tif,stranger,838,1
18081,facialExpression-matching,4,69,Matching,triangle,sad.tif,stranger,716,0
18081,facialExpression-matching,4,70,Matching,pentagon,neutral.tif,stranger,837,1
18081,facialExpression-matching,4,71,Matching,triangle,sad.tif,stranger,754,1
18081,facialExpression-matching,4,72,Matching,diamond,happy.tif,self,645,1
18081,facialExpression-matching,5,1,Nonmatching,pentagon,sad.tif,self,1500,
18081,facialExpression-matching,5,2,Matching,pentagon,neutral.tif,self,1187,0
18081,facialExpression-matching,5,3,Nonmatching,triangle,neutral.tif,stranger,994,0
18081,facialExpression-matching,5,4,Nonmatching,triangle,neutral.tif,self,1265,1
18081,facialExpression-matching,5,5,Matching,triangle,sad.tif,stranger,987,0
18081,facialExpression-matching,5,6,Nonmatching,pentagon,sad.tif,self,1186,0
18081,facialExpression-matching,5,7,Matching,pentagon,neutral.tif,self,914,1
18081,facialExpression-matching,5,8,Nonmatching,triangle,happy.tif,stranger,943,1
18081,facialExpression-matching,5,9,Nonmatching,triangle,happy.tif,self,1086,1
18081,facialExpression-matching,5,10,Matching,pentagon,neutral.tif,stranger,754,1
18081,facialExpression-matching,5,11,Nonmatching,pentagon,happy.tif,stranger,898,0
18081,facialExpression-matching,5,12,Matching,diamond,happy.tif,self,720,1
18081,facialExpression-matching,5,13,Matching,triangle,sad.tif,self,776,1
18081,facialExpression-matching,5,14,Matching,diamond,happy.tif,stranger,932,1
18081,facialExpression-matching,5,15,Matching,diamond,happy.tif,self,581,1
18081,facialExpression-matching,5,16,Matching,pentagon,neutral.tif,stranger,755,1
18081,facialExpression-matching,5,17,Matching,triangle,sad.tif,stranger,792,1
18081,facialExpression-matching,5,18,Nonmatching,triangle,happy.tif,self,752,1
18081,facialExpression-matching,5,19,Matching,triangle,sad.tif,stranger,644,0
18081,facialExpression-matching,5,20,Nonmatching,triangle,happy.tif,stranger,927,1
18081,facialExpression-matching,5,21,Matching,diamond,happy.tif,stranger,694,1
18081,facialExpression-matching,5,22,Matching,diamond,happy.tif,self,792,1
18081,facialExpression-matching,5,23,Nonmatching,diamond,neutral.tif,self,941,1
18081,facialExpression-matching,5,24,Nonmatching,diamond,sad.tif,stranger,835,0
18081,facialExpression-matching,5,25,Nonmatching,diamond,sad.tif,stranger,775,1
18081,facialExpression-matching,5,26,Matching,triangle,sad.tif,self,984,1
18081,facialExpression-matching,5,27,Matching,triangle,sad.tif,self,772,1
18081,facialExpression-matching,5,28,Nonmatching,pentagon,happy.tif,self,993,1
18081,facialExpression-matching,5,29,Matching,pentagon,neutral.tif,stranger,699,1
18081,facialExpression-matching,5,30,Matching,pentagon,neutral.tif,self,629,1
18081,facialExpression-matching,5,31,Nonmatching,diamond,sad.tif,self,893,1
18081,facialExpression-matching,5,32,Nonmatching,pentagon,happy.tif,self,989,1
18081,facialExpression-matching,5,33,Nonmatching,triangle,neutral.tif,self,1072,1
18081,facialExpression-matching,5,34,Nonmatching,triangle,neutral.tif,stranger,896,1
18081,facialExpression-matching,5,35,Nonmatching,pentagon,sad.tif,stranger,908,0
18081,facialExpression-matching,5,36,Matching,diamond,happy.tif,stranger,936,1
18081,facialExpression-matching,5,37,Nonmatching,diamond,neutral.tif,stranger,818,1
18081,facialExpression-matching,5,38,Nonmatching,diamond,sad.tif,self,751,1
18081,facialExpression-matching,5,39,Matching,diamond,happy.tif,self,132,0
18081,facialExpression-matching,5,40,Nonmatching,diamond,sad.tif,stranger,772,1
18081,facialExpression-matching,5,41,Nonmatching,triangle,happy.tif,self,922,0
18081,facialExpression-matching,5,42,Matching,diamond,happy.tif,stranger,825,1
18081,facialExpression-matching,5,43,Matching,diamond,happy.tif,stranger,731,1
18081,facialExpression-matching,5,44,Nonmatching,diamond,neutral.tif,stranger,977,0
18081,facialExpression-matching,5,45,Matching,triangle,sad.tif,stranger,815,0
18081,facialExpression-matching,5,46,Nonmatching,pentagon,sad.tif,stranger,996,1
18081,facialExpression-matching,5,47,Matching,triangle,sad.tif,stranger,818,1
18081,facialExpression-matching,5,48,Matching,pentagon,neutral.tif,stranger,932,1
18081,facialExpression-matching,5,49,Matching,triangle,sad.tif,self,762,0
18081,facialExpression-matching,5,50,Matching,pentagon,neutral.tif,self,702,1
18081,facialExpression-matching,5,51,Nonmatching,triangle,neutral.tif,stranger,819,1
18081,facialExpression-matching,5,52,Nonmatching,diamond,neutral.tif,self,1019,0
18081,facialExpression-matching,5,53,Matching,diamond,happy.tif,stranger,1216,1
18081,facialExpression-matching,5,54,Nonmatching,pentagon,happy.tif,stranger,822,1
18081,facialExpression-matching,5,55,Nonmatching,diamond,neutral.tif,self,1073,1
18081,facialExpression-matching,5,56,Matching,diamond,happy.tif,self,945,1
18081,facialExpression-matching,5,57,Matching,triangle,sad.tif,stranger,1000,0
18081,facialExpression-matching,5,58,Nonmatching,triangle,happy.tif,stranger,952,1
18081,facialExpression-matching,5,59,Nonmatching,pentagon,sad.tif,self,778,0
18081,facialExpression-matching,5,60,Matching,triangle,sad.tif,self,1155,1
18081,facialExpression-matching,5,61,Matching,pentagon,neutral.tif,stranger,821,1
18081,facialExpression-matching,5,62,Matching,pentagon,neutral.tif,stranger,673,1
18081,facialExpression-matching,5,63,Nonmatching,diamond,neutral.tif,stranger,1159,1
18081,facialExpression-matching,5,64,Nonmatching,pentagon,sad.tif,stranger,939,1
18081,facialExpression-matching,5,65,Nonmatching,pentagon,happy.tif,stranger,772,0
