"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","474","0.474","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","730","0.73","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","595","0.595","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","986","0.986","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","554","0.554","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","845","0.845","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1041","1.041","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","568","0.568","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","552","0.552","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","825","0.825","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","509","0.509","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1010","1.01","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","580","0.58","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","475","0.475","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","438","0.438","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","495","0.495","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","615","0.615","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","911","0.911","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","677","0.677","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","645","0.645","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","643","0.643","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","592","0.592","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","547","0.547","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","410","0.41","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","684","0.684","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","527","0.527","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","843","0.843","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","677","0.677","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","552","0.552","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","455","0.455","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","547","0.547","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","815","0.815","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","603","0.603","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","572","0.572","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","825","0.825","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","457","0.457","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","418","0.418","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","425","0.425","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","433","0.433","0"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","753","0.753","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","545","0.545","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","760","0.76","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","719","0.719","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","730","0.73","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","556","0.556","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","617","0.617","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","564","0.564","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","965","0.965","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","534","0.534","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","694","0.694","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","421","0.421","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","508","0.508","0"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","553","0.553","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","829","0.829","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","898","0.898","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","757","0.757","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","639","0.639","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","445","0.445","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","657","0.657","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","435","0.435","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","859","0.859","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","469","0.469","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","398","0.398","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","312","0.312","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","645","0.645","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","733","0.733","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","468","0.468","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","682","0.682","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","430","0.43","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","342","0.342","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","415","0.415","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","395","0.395","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","697","0.697","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1073","1.073","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","610","0.61","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","722","0.722","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","871","0.871","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","858","0.858","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","475","0.475","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","581","0.581","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","747","0.747","0"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","623","0.623","0"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","726","0.726","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","786","0.786","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","403","0.403","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","641","0.641","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","815","0.815","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1014","1.014","1"
"18","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","467","0.467","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","651","0.651","1"
"18","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","473","0.473","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","944","0.944","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","526","0.526","0"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","852","0.852","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","435","0.435","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","426","0.426","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","335","0.335","1"
"18","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","325","0.325","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","545","0.545","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","470","0.47","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","285","0.285","1"
"18","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","301","0.301","1"
