"Subject","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
201,1,37,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,739,0.739,1
201,1,38,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,940,0.94,1
201,1,39,1,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,851,0.851,1
201,1,40,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1327,1.327,1
201,1,41,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,679,0.679,0
201,1,42,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,772,0.772,1
201,1,43,3,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,1024,1.024,1
201,1,44,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,697,0.697,1
201,1,45,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,421,0.421,1
201,1,46,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,739,0.739,1
201,1,47,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,920,0.92,1
201,1,48,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,934,0.934,1
201,1,49,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,635,0.635,1
201,1,50,3,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,576,0.576,1
201,1,51,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,414,0.414,1
201,1,52,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,756,0.756,1
201,1,53,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,521,0.521,1
201,1,54,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,407,0.407,1
201,1,55,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1208,1.208,1
201,1,56,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,990,0.99,1
201,1,57,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,524,0.524,1
201,1,58,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,626,0.626,1
201,1,59,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,630,0.63,1
201,1,60,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1176,1.176,1
201,1,61,3,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,864,0.864,1
201,1,62,3,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1208,1.208,1
201,1,63,3,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,703,0.703,1
201,1,65,3,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,712,0.712,1
201,1,66,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1330,1.33,1
201,1,67,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,432,0.432,1
201,1,68,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,587,0.587,1
201,1,69,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,851,0.851,1
201,1,70,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,965,0.965,0
201,1,71,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,610,0.61,1
201,1,72,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,533,0.533,1
201,1,73,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,829,0.829,1
201,1,74,1,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,596,0.596,1
201,1,76,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,665,0.665,1
201,1,77,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1233,1.233,1
201,1,78,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,665,0.665,1
201,1,79,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,560,0.56,1
201,1,80,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,789,0.789,1
201,1,81,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,604,0.604,1
201,1,82,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,467,0.467,1
201,1,83,3,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,508,0.508,1
201,1,84,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1164,1.164,1
201,1,85,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,342,0.342,0
201,1,86,3,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,388,0.388,0
201,1,87,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,985,0.985,1
201,1,88,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,373,0.373,1
201,1,89,1,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,427,0.427,1
201,1,90,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,659,0.659,0
201,1,91,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,814,0.814,1
201,1,92,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,980,0.98,1
201,1,93,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,1197,1.197,1
201,1,94,1,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,1117,1.117,1
201,1,95,1,1,"Matching","Self","Self","Self",1,"Self","Self",1,757,0.757,1
201,1,96,1,3,"Nonmatching","Stranger","Stranger","Stranger",1,"Self","Self",1,694,0.694,1
201,1,97,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,825,0.825,1
201,1,98,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,651,0.651,1
201,1,99,3,3,"Matching","Stranger","Stranger","Stranger",2,"Friend","Close",1,909,0.909,1
201,1,100,3,1,"Nonmatching","Self","Self","Self",2,"Friend","Close",1,708,0.708,1
201,2,2,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,543,0.543,1
201,2,3,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1143,1.143,1
201,2,4,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,963,0.963,1
201,2,5,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,741,0.741,1
201,2,6,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,575,0.575,1
201,2,7,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,994,0.994,1
201,2,8,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,995,0.995,1
201,2,10,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,949,0.949,1
201,2,12,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,777,0.777,1
201,2,13,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1182,1.182,1
201,2,14,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,954,0.954,1
201,2,15,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,804,0.804,1
201,2,16,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,770,0.77,1
201,2,17,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,770,0.77,1
201,2,18,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1357,1.357,1
201,2,19,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,538,0.538,1
201,2,20,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,871,0.871,1
201,2,21,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1416,1.416,1
201,2,22,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,521,0.521,1
201,2,23,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,780,0.78,1
201,2,24,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1394,1.394,1
201,2,26,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,713,0.713,1
201,2,27,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,539,0.539,1
201,2,28,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,549,0.549,1
201,2,29,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,795,0.795,1
201,2,30,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,621,0.621,1
201,2,31,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,786,0.786,1
201,2,32,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,498,0.498,1
201,2,33,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,746,0.746,1
201,2,34,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,794,0.794,1
201,2,35,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,776,0.776,1
201,2,36,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1037,1.037,1
201,2,38,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,689,0.689,0
201,2,43,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,594,0.594,1
201,2,44,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,833,0.833,1
201,2,45,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,732,0.732,1
201,2,47,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1073,1.073,1
201,2,48,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,905,0.905,1
201,2,49,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,982,0.982,1
201,2,50,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1058,1.058,1
201,2,51,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,653,0.653,1
201,2,52,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,726,0.726,1
201,2,53,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,699,0.699,1
201,2,54,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,753,0.753,1
201,2,55,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,829,0.829,1
201,2,56,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,884,0.884,1
201,2,58,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,573,0.573,1
201,2,60,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,1154,1.154,1
201,2,63,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,1168,1.168,1
201,2,64,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,393,0.393,1
201,2,65,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,692,0.692,1
201,2,66,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,766,0.766,1
201,2,67,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,793,0.793,1
201,2,68,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1331,1.331,1
201,2,69,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,873,0.873,1
201,2,70,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,803,0.803,1
201,2,71,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,827,0.827,1
201,2,72,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,878,0.878,1
201,2,73,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,855,0.855,1
201,2,74,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,980,0.98,1
201,2,75,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,857,0.857,1
201,2,76,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,698,0.698,1
201,2,77,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,839,0.839,1
201,2,78,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1026,1.026,1
201,2,79,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,788,0.788,1
201,2,80,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,843,0.843,1
201,2,81,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,855,0.855,1
201,2,82,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1120,1.12,1
201,2,83,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,1078,1.078,1
201,2,84,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1063,1.063,1
201,2,85,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,818,0.818,1
201,2,86,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,680,0.68,1
201,2,87,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,747,0.747,1
201,2,88,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1182,1.182,1
201,2,89,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,583,0.583,1
201,2,90,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,819,0.819,1
201,2,91,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,812,0.812,1
201,2,92,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,843,0.843,1
201,2,93,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1279,1.279,1
201,2,94,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,1034,1.034,1
201,2,95,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,711,0.711,1
201,2,96,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1125,1.125,1
201,2,97,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,995,0.995,1
201,2,98,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,523,0.523,1
201,2,100,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1055,1.055,1
201,3,1,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,873,0.873,1
201,3,2,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,947,0.947,1
201,3,3,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,819,0.819,1
201,3,4,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,973,0.973,1
201,3,5,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,725,0.725,1
201,3,6,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,570,0.57,1
201,3,7,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,925,0.925,1
201,3,8,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,627,0.627,1
201,3,9,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,1244,1.244,1
201,3,10,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,891,0.891,1
201,3,11,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1156,1.156,1
201,3,12,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,852,0.852,1
201,3,13,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,382,0.382,1
201,3,14,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,827,0.827,1
201,3,15,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,642,0.642,1
201,3,16,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,868,0.868,1
201,3,17,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,752,0.752,1
201,3,18,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,501,0.501,1
201,3,19,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,603,0.603,0
201,3,20,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,848,0.848,0
201,3,22,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,951,0.951,1
201,3,23,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,628,0.628,1
201,3,24,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,809,0.809,0
201,3,26,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,982,0.982,1
201,3,27,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,1127,1.127,1
201,3,28,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,870,0.87,1
201,3,32,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,639,0.639,1
201,3,33,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,741,0.741,1
201,3,34,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,658,0.658,1
201,3,35,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,791,0.791,1
201,3,37,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,848,0.848,1
201,3,38,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,889,0.889,1
201,3,39,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,889,0.889,1
201,3,40,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,418,0.418,1
201,3,41,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,381,0.381,1
201,3,42,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,530,0.53,1
201,3,43,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,648,0.648,1
201,3,44,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,626,0.626,0
201,3,45,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,1052,1.052,0
201,3,48,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,971,0.971,1
201,3,49,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1349,1.349,1
201,3,50,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,694,0.694,1
201,3,51,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,1030,1.03,1
201,3,52,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,826,0.826,0
201,3,53,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,912,0.912,1
201,3,54,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,809,0.809,1
201,3,55,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,820,0.82,1
201,3,56,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,1064,1.064,1
201,3,57,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,809,0.809,1
201,3,58,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,820,0.82,1
201,3,59,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,991,0.991,1
201,3,60,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,1230,1.23,1
201,3,61,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,931,0.931,1
201,3,62,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,876,0.876,1
201,3,63,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,1109,1.109,1
201,3,64,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,917,0.917,1
201,3,65,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,664,0.664,1
201,3,66,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1027,1.027,1
201,3,67,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,907,0.907,1
201,3,68,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,604,0.604,1
201,3,69,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,473,0.473,1
201,3,70,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,555,0.555,1
201,3,71,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,1060,1.06,1
201,3,72,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,393,0.393,1
201,3,73,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,436,0.436,1
201,3,74,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,334,0.334,1
201,3,75,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,488,0.488,1
201,3,76,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,984,0.984,1
201,3,77,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,491,0.491,1
201,3,78,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,711,0.711,1
201,3,79,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,1136,1.136,1
201,3,80,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,793,0.793,1
201,3,81,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,944,0.944,1
201,3,82,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,621,0.621,1
201,3,83,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,918,0.918,1
201,3,84,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,976,0.976,1
201,3,85,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,537,0.537,1
201,3,86,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,832,0.832,1
201,3,87,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,672,0.672,1
201,3,88,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,987,0.987,1
201,3,89,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,710,0.71,0
201,3,90,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,896,0.896,1
201,3,91,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,854,0.854,1
201,3,92,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,740,0.74,1
201,3,93,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,724,0.724,1
201,3,95,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,1030,1.03,1
201,3,96,1,1,"Matching","Self","Self","Self",2,"Friend","Close",1,686,0.686,1
201,3,97,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,684,0.684,1
201,3,99,1,3,"Nonmatching","Stranger","Stranger","Stranger",2,"Friend","Close",1,573,0.573,1
201,3,100,2,1,"Nonmatching","Self","Self","Self",3,"Stranger","Stranger",1,753,0.753,1
201,4,1,2,3,"Nonmatching","Stranger","Stranger","Stranger",3,"Stranger","Stranger",1,611,0.611,1
201,4,3,1,2,"Nonmatching","Friend","Friend","Friend",2,"Friend","Close",1,668,0.668,1
201,4,4,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,871,0.871,1
201,4,5,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,1015,1.015,1
201,4,6,3,3,"Matching","Stranger","Stranger","Stranger",1,"Self","Self",1,485,0.485,1
201,4,7,2,2,"Matching","Friend","Friend","Friend",3,"Stranger","Stranger",1,425,0.425,1
201,4,8,3,2,"Nonmatching","Friend","Friend","Friend",1,"Self","Self",1,412,0.412,1
201,4,9,3,1,"Nonmatching","Self","Self","Self",1,"Self","Self",1,735,0.735,1
