Subject,Task,Block,Trial,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
9605,self-matching,1,34,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,1089,1.089,1
9605,self-matching,1,35,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1338,1.338,1
9605,self-matching,1,36,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1128,1.128,1
9605,self-matching,1,37,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1990,1.99,1
9605,self-matching,1,38,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,1506,1.506,1
9605,self-matching,1,39,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1289,1.289,1
9605,self-matching,1,40,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,1497,1.497,1
9605,self-matching,1,41,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,969,0.969,1
9605,self-matching,1,42,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,821,0.821,1
9605,self-matching,1,43,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1080,1.08,1
9605,self-matching,1,44,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,585,0.585,1
9605,self-matching,1,45,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,965,0.965,1
9605,self-matching,1,46,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1066,1.066,1
9605,self-matching,1,47,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,963,0.963,1
9605,self-matching,1,48,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,904,0.904,1
9605,self-matching,1,49,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,z,m,983,0.983,1
9605,self-matching,1,50,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1155,1.155,1
9605,self-matching,1,51,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,761,0.761,1
9605,self-matching,1,52,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,1670,1.67,1
9605,self-matching,1,53,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1494,1.494,1
9605,self-matching,1,54,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,822,0.822,1
9605,self-matching,1,55,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,952,0.952,1
9605,self-matching,1,56,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,549,0.549,1
9605,self-matching,1,57,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,915,0.915,1
9605,self-matching,1,58,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,802,0.802,1
9605,self-matching,1,59,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,789,0.789,1
9605,self-matching,1,60,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,857,0.857,1
9605,self-matching,1,61,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,722,0.722,1
9605,self-matching,1,62,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,1033,1.033,1
9605,self-matching,1,63,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,963,0.963,1
9605,self-matching,1,64,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,888,0.888,1
9605,self-matching,1,65,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,m,728,0.728,0
9605,self-matching,1,66,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1311,1.311,1
9605,self-matching,1,67,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,z,z,973,0.973,0
9605,self-matching,1,68,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,1482,1.482,1
9605,self-matching,1,69,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,850,0.85,1
9605,self-matching,1,70,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,643,0.643,1
9605,self-matching,1,71,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1125,1.125,1
9605,self-matching,1,72,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,1252,1.252,1
9605,self-matching,1,73,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1413,1.413,1
9605,self-matching,1,74,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1304,1.304,1
9605,self-matching,1,75,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,1423,1.423,1
9605,self-matching,1,76,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1585,1.585,1
9605,self-matching,1,77,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,709,0.709,1
9605,self-matching,1,78,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1220,1.22,1
9605,self-matching,1,79,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,775,0.775,1
9605,self-matching,1,80,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,810,0.81,1
9605,self-matching,1,81,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,949,0.949,1
9605,self-matching,1,82,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,835,0.835,1
9605,self-matching,1,83,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1749,1.749,1
9605,self-matching,1,84,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1170,1.17,1
9605,self-matching,1,85,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,3063,3.063,1
9605,self-matching,1,86,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1496,1.496,1
9605,self-matching,1,87,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,824,0.824,1
9605,self-matching,1,88,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1938,1.938,1
9605,self-matching,1,89,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,2680,2.68,1
9605,self-matching,1,90,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,2088,2.088,1
9605,self-matching,1,91,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1976,1.976,1
9605,self-matching,1,92,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,1924,1.924,1
9605,self-matching,1,93,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,5187,5.187,1
9605,self-matching,1,94,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,3478,3.478,1
9605,self-matching,1,95,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,2406,2.406,1
9605,self-matching,1,96,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,5728,5.728,1
9605,self-matching,1,97,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,7926,7.926,1
9605,self-matching,1,98,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,6788,6.788,1
9605,self-matching,1,99,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,9607,9.607,1
9605,self-matching,1,100,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,z,m,3721,3.721,1
9605,self-matching,1,101,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,3592,3.592,1
9605,self-matching,1,102,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,4947,4.947,1
9605,self-matching,1,103,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,3623,3.623,1
9605,self-matching,1,104,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,6786,6.786,1
9605,self-matching,1,105,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,5797,5.797,1
9605,self-matching,1,106,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,m,3352,3.352,0
9605,self-matching,1,107,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,m,3245,3.245,0
9605,self-matching,1,108,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1998,1.998,1
9605,self-matching,1,109,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,5570,5.57,1
9605,self-matching,1,110,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,1942,1.942,1
9605,self-matching,1,111,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,3492,3.492,1
9605,self-matching,1,112,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,3043,3.043,1
9605,self-matching,1,113,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,2211,2.211,1
9605,self-matching,1,114,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,6038,6.038,1
9605,self-matching,1,115,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,6232,6.232,1
9605,self-matching,1,116,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,3121,3.121,1
9605,self-matching,1,117,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,4376,4.376,1
9605,self-matching,1,118,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,6324,6.324,1
9605,self-matching,1,119,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,2849,2.849,1
9605,self-matching,1,120,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,8547,8.547,1
9605,self-matching,2,121,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,2145,2.145,1
9605,self-matching,2,122,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,z,m,2302,2.302,1
9605,self-matching,2,123,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,1981,1.981,1
9605,self-matching,2,124,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,2337,2.337,1
9605,self-matching,2,125,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,2647,2.647,1
9605,self-matching,2,126,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,1529,1.529,1
9605,self-matching,2,127,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,967,0.967,1
9605,self-matching,2,128,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1412,1.412,1
9605,self-matching,2,129,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1079,1.079,1
9605,self-matching,2,130,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,z,m,1319,1.319,1
9605,self-matching,2,131,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,1206,1.206,1
9605,self-matching,2,132,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1417,1.417,1
9605,self-matching,2,133,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,1508,1.508,1
9605,self-matching,2,134,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,1315,1.315,1
9605,self-matching,2,135,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,1066,1.066,1
9605,self-matching,2,136,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,1442,1.442,1
9605,self-matching,2,137,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1188,1.188,1
9605,self-matching,2,138,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,968,0.968,1
9605,self-matching,2,139,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,1780,1.78,1
9605,self-matching,2,140,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,3176,3.176,1
9605,self-matching,2,141,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,1652,1.652,1
9605,self-matching,2,142,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1030,1.03,1
9605,self-matching,2,143,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,m,m,2072,2.072,1
9605,self-matching,2,144,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,857,0.857,1
9605,self-matching,2,145,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1634,1.634,1
9605,self-matching,2,146,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1515,1.515,1
9605,self-matching,2,147,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,882,0.882,1
9605,self-matching,2,148,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1058,1.058,1
9605,self-matching,2,149,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1091,1.091,1
9605,self-matching,2,150,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,2403,2.403,1
9605,self-matching,2,151,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,z,m,1814,1.814,1
9605,self-matching,2,152,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,2929,2.929,1
9605,self-matching,2,153,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1511,1.511,1
9605,self-matching,2,154,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,1878,1.878,1
9605,self-matching,2,155,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,1062,1.062,1
9605,self-matching,2,156,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,959,0.959,1
9605,self-matching,2,157,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,1940,1.94,1
9605,self-matching,2,158,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,m,m,1161,1.161,1
9605,self-matching,2,159,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1686,1.686,1
9605,self-matching,2,160,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,838,0.838,1
9605,self-matching,2,161,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,1016,1.016,1
9605,self-matching,2,162,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1043,1.043,1
9605,self-matching,2,163,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1285,1.285,1
9605,self-matching,2,164,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,2053,2.053,1
9605,self-matching,2,165,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,998,0.998,1
9605,self-matching,2,166,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1698,1.698,1
9605,self-matching,2,167,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,1977,1.977,1
9605,self-matching,2,168,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1526,1.526,1
9605,self-matching,2,169,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1348,1.348,1
9605,self-matching,2,170,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1098,1.098,1
9605,self-matching,2,171,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,2073,2.073,1
9605,self-matching,2,172,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,1690,1.69,1
9605,self-matching,2,173,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1442,1.442,1
9605,self-matching,2,174,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,899,0.899,1
9605,self-matching,2,175,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1043,1.043,1
9605,self-matching,2,176,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,901,0.901,1
9605,self-matching,2,177,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1044,1.044,1
9605,self-matching,2,178,Nonmatching,circle.bmp,Self,Self,Self,Father,Father,Father,Close,z,m,1190,1.19,1
9605,self-matching,2,179,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,746,0.746,1
9605,self-matching,2,180,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,942,0.942,1
9605,self-matching,2,181,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,1188,1.188,1
9605,self-matching,2,182,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1112,1.112,1
9605,self-matching,2,183,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,871,0.871,1
9605,self-matching,2,184,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,1080,1.08,1
9605,self-matching,2,185,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,z,904,0.904,0
9605,self-matching,2,186,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,944,0.944,1
9605,self-matching,2,187,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,z,m,966,0.966,1
9605,self-matching,2,188,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,z,m,962,0.962,1
9605,self-matching,2,189,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1143,1.143,1
9605,self-matching,2,190,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,2101,2.101,1
9605,self-matching,2,191,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,884,0.884,1
9605,self-matching,2,192,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,869,0.869,1
9605,self-matching,2,193,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,z,m,2037,2.037,1
9605,self-matching,2,194,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1575,1.575,1
9605,self-matching,2,195,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1092,1.092,1
9605,self-matching,2,196,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1619,1.619,1
9605,self-matching,2,197,Nonmatching,square.bmp,Father,Father,Close,Stranger,Stranger,Stranger,Stranger,m,m,1430,1.43,1
9605,self-matching,2,198,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1000,1,1
9605,self-matching,2,199,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,772,0.772,1
9605,self-matching,2,200,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,z,m,1008,1.008,1
9605,self-matching,2,201,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1075,1.075,1
9605,self-matching,2,202,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1268,1.268,1
9605,self-matching,2,203,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,1123,1.123,1
9605,self-matching,2,204,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,1042,1.042,1
9605,self-matching,2,205,Nonmatching,circle.bmp,Self,Self,Self,Stranger,Stranger,Stranger,Stranger,m,m,724,0.724,1
9605,self-matching,2,206,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,1474,1.474,1
9605,self-matching,2,207,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,738,0.738,1
9605,self-matching,2,208,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1001,1.001,1
9605,self-matching,2,209,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,z,z,900,0.9,1
9605,self-matching,2,210,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,m,m,1907,1.907,1
9605,self-matching,2,211,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,z,z,898,0.898,1
9605,self-matching,2,212,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Self,Self,Self,Self,z,m,1154,1.154,1
9605,self-matching,2,213,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,z,z,1255,1.255,1
9605,self-matching,2,214,Nonmatching,triangle.bmp,Stranger,Stranger,Stranger,Father,Father,Father,Close,m,m,1209,1.209,1
9605,self-matching,2,215,Matching,circle.bmp,Self,Self,Self,Self,Self,Self,Self,m,z,779,0.779,1
9605,self-matching,2,216,Matching,triangle.bmp,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,Stranger,m,z,6168,6.168,1
9605,self-matching,2,217,Nonmatching,square.bmp,Father,Father,Close,Self,Self,Self,Self,z,m,1092,1.092,1
9605,self-matching,2,218,Matching,square.bmp,Father,Father,Close,Father,Father,Father,Close,m,z,916,0.916,1
