"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"11","28","self-matching","Matching","Fremder","Stranger","Stranger","741","0.741","1"
"11","29","self-matching","Nonmatching","Fremder","Stranger","Stranger","840","0.84","1"
"11","30","self-matching","Matching","Fremder","Stranger","Stranger","960","0.96","1"
"11","31","self-matching","Nonmatching","Ich","Self","Self","837","0.837","1"
"11","32","self-matching","Matching","Ich","Self","Self","708","0.708","1"
"11","33","self-matching","Nonmatching","Ich","Self","Self","727","0.727","1"
"11","34","self-matching","Matching","Fremder","Stranger","Stranger","740","0.74","1"
"11","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","561","0.561","1"
"11","36","self-matching","Matching","Ich","Self","Self","667","0.667","1"
"11","37","self-matching","Matching","Fremder","Stranger","Stranger","816","0.816","1"
"11","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","607","0.607","1"
"11","39","self-matching","Nonmatching","Ich","Self","Self","793","0.793","1"
"11","40","self-matching","Matching","Ich","Self","Self","624","0.624","1"
"11","41","self-matching","Matching","Ich","Self","Self","599","0.599","1"
"11","42","self-matching","Nonmatching","Ich","Self","Self","611","0.611","1"
"11","43","self-matching","Matching","Fremder","Stranger","Stranger","1089","1.089","1"
"11","44","self-matching","Nonmatching","Fremder","Stranger","Stranger","804","0.804","1"
"11","45","self-matching","Nonmatching","Ich","Self","Self","716","0.716","1"
"11","46","self-matching","Matching","Ich","Self","Self","654","0.654","1"
"11","47","self-matching","Matching","Fremder","Stranger","Stranger","675","0.675","0"
"11","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","765","0.765","1"
"11","49","self-matching","Matching","Ich","Self","Self","916","0.916","1"
"11","50","self-matching","Nonmatching","Ich","Self","Self","705","0.705","1"
"11","51","self-matching","Nonmatching","Fremder","Stranger","Stranger","764","0.764","1"
"11","52","self-matching","Matching","Fremder","Stranger","Stranger","509","0.509","0"
"11","53","self-matching","Matching","Ich","Self","Self","634","0.634","1"
"11","54","self-matching","Nonmatching","Ich","Self","Self","677","0.677","1"
"11","55","self-matching","Nonmatching","Fremder","Stranger","Stranger","501","0.501","1"
"11","56","self-matching","Matching","Fremder","Stranger","Stranger","1063","1.063","1"
"11","57","self-matching","Matching","Ich","Self","Self","721","0.721","1"
"11","58","self-matching","Nonmatching","Fremder","Stranger","Stranger","819","0.819","1"
"11","59","self-matching","Nonmatching","Ich","Self","Self","737","0.737","1"
"11","60","self-matching","Matching","Fremder","Stranger","Stranger","811","0.811","1"
"11","61","self-matching","Nonmatching","Ich","Self","Self","812","0.812","1"
"11","62","self-matching","Matching","Ich","Self","Self","945","0.945","1"
"11","63","self-matching","Matching","Fremder","Stranger","Stranger","771","0.771","1"
"11","64","self-matching","Nonmatching","Fremder","Stranger","Stranger","591","0.591","1"
"11","65","self-matching","Nonmatching","Fremder","Stranger","Stranger","669","0.669","1"
"11","66","self-matching","Nonmatching","Ich","Self","Self","577","0.577","1"
"11","67","self-matching","Matching","Ich","Self","Self","590","0.59","1"
"11","68","self-matching","Matching","Fremder","Stranger","Stranger","967","0.967","1"
"11","69","self-matching","Matching","Ich","Self","Self","581","0.581","1"
"11","70","self-matching","Nonmatching","Fremder","Stranger","Stranger","777","0.777","1"
"11","71","self-matching","Nonmatching","Ich","Self","Self","656","0.656","1"
"11","72","self-matching","Matching","Fremder","Stranger","Stranger","635","0.635","1"
"11","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","619","0.619","1"
"11","74","self-matching","Matching","Fremder","Stranger","Stranger","636","0.636","1"
"11","75","self-matching","Matching","Ich","Self","Self","522","0.522","1"
"11","76","self-matching","Nonmatching","Ich","Self","Self","764","0.764","1"
"11","77","self-matching","Nonmatching","Ich","Self","Self","1928","1.928","1"
"11","78","self-matching","Nonmatching","Fremder","Stranger","Stranger","547","0.547","0"
"11","79","self-matching","Matching","Fremder","Stranger","Stranger","860","0.86","1"
"11","80","self-matching","Matching","Ich","Self","Self","741","0.741","1"
"11","81","self-matching","Matching","Fremder","Stranger","Stranger","630","0.63","1"
"11","82","self-matching","Nonmatching","Fremder","Stranger","Stranger","696","0.696","1"
"11","83","self-matching","Nonmatching","Ich","Self","Self","1308","1.308","1"
"11","84","self-matching","Matching","Ich","Self","Self","911","0.911","1"
"11","85","self-matching","Nonmatching","Fremder","Stranger","Stranger","662","0.662","1"
"11","86","self-matching","Matching","Ich","Self","Self","737","0.737","1"
"11","87","self-matching","Matching","Fremder","Stranger","Stranger","664","0.664","1"
"11","88","self-matching","Nonmatching","Ich","Self","Self","645","0.645","1"
"11","89","self-matching","Nonmatching","Fremder","Stranger","Stranger","650","0.65","1"
"11","90","self-matching","Matching","Ich","Self","Self","619","0.619","1"
"11","91","self-matching","Matching","Fremder","Stranger","Stranger","613","0.613","1"
"11","92","self-matching","Nonmatching","Ich","Self","Self","607","0.607","1"
"11","93","self-matching","Nonmatching","Fremder","Stranger","Stranger","631","0.631","0"
"11","94","self-matching","Nonmatching","Ich","Self","Self","817","0.817","1"
"11","95","self-matching","Matching","Fremder","Stranger","Stranger","517","0.517","0"
"11","96","self-matching","Matching","Ich","Self","Self","587","0.587","1"
"11","97","self-matching","Matching","Ich","Self","Self","687","0.687","1"
"11","98","self-matching","Nonmatching","Fremder","Stranger","Stranger","918","0.918","1"
"11","99","self-matching","Matching","Fremder","Stranger","Stranger","673","0.673","1"
"11","100","self-matching","Nonmatching","Ich","Self","Self","825","0.825","1"
"11","101","self-matching","Matching","Ich","Self","Self","652","0.652","1"
"11","102","self-matching","Matching","Fremder","Stranger","Stranger","838","0.838","1"
"11","103","self-matching","Nonmatching","Fremder","Stranger","Stranger","643","0.643","1"
"11","104","self-matching","Nonmatching","Ich","Self","Self","735","0.735","1"
"11","105","self-matching","Nonmatching","Fremder","Stranger","Stranger","882","0.882","1"
"11","106","self-matching","Matching","Fremder","Stranger","Stranger","714","0.714","1"
"11","107","self-matching","Matching","Ich","Self","Self","565","0.565","1"
"11","108","self-matching","Nonmatching","Ich","Self","Self","586","0.586","1"
"11","109","self-matching","Matching","Fremder","Stranger","Stranger","704","0.704","1"
"11","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","634","0.634","1"
"11","111","self-matching","Nonmatching","Ich","Self","Self","622","0.622","1"
"11","112","self-matching","Matching","Ich","Self","Self","625","0.625","1"
"11","113","self-matching","Nonmatching","Fremder","Stranger","Stranger","782","0.782","1"
"11","114","self-matching","Matching","Ich","Self","Self","627","0.627","1"
"11","115","self-matching","Nonmatching","Ich","Self","Self","643","0.643","1"
"11","116","self-matching","Matching","Fremder","Stranger","Stranger","759","0.759","1"
"11","117","self-matching","Nonmatching","Fremder","Stranger","Stranger","541","0.541","1"
"11","118","self-matching","Matching","Ich","Self","Self","504","0.504","1"
"11","119","self-matching","Nonmatching","Ich","Self","Self","550","0.55","1"
"11","120","self-matching","Matching","Fremder","Stranger","Stranger","560","0.56","0"
"11","121","self-matching","Nonmatching","Ich","Self","Self","1143","1.143","1"
"11","122","self-matching","Matching","Fremder","Stranger","Stranger","589","0.589","1"
"11","123","self-matching","Nonmatching","Fremder","Stranger","Stranger","643","0.643","1"
"11","124","self-matching","Matching","Ich","Self","Self","590","0.59","1"
"11","125","self-matching","Nonmatching","Fremder","Stranger","Stranger","785","0.785","1"
"11","126","self-matching","Matching","Fremder","Stranger","Stranger","489","0.489","1"
"11","127","self-matching","Matching","Ich","Self","Self","724","0.724","1"
"11","128","self-matching","Nonmatching","Ich","Self","Self","833","0.833","1"
"12","1","self-matching","Nonmatching","Fremder","Stranger","Stranger","746","0.746","1"
"12","2","self-matching","Matching","Fremder","Stranger","Stranger","754","0.754","0"
"12","3","self-matching","Nonmatching","Ich","Self","Self","706","0.706","0"
"12","4","self-matching","Matching","Ich","Self","Self","752","0.752","1"
"12","5","self-matching","Nonmatching","Ich","Self","Self","794","0.794","1"
"12","6","self-matching","Matching","Ich","Self","Self","820","0.82","1"
"12","7","self-matching","Nonmatching","Fremder","Stranger","Stranger","738","0.738","1"
"12","8","self-matching","Matching","Fremder","Stranger","Stranger","740","0.74","0"
"12","9","self-matching","Nonmatching","Ich","Self","Self","635","0.635","1"
"12","10","self-matching","Matching","Ich","Self","Self","634","0.634","1"
"12","11","self-matching","Matching","Fremder","Stranger","Stranger","1123","1.123","0"
"12","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","920","0.92","1"
"12","13","self-matching","Matching","Ich","Self","Self","634","0.634","1"
"12","14","self-matching","Matching","Fremder","Stranger","Stranger","1082","1.082","1"
"12","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","831","0.831","1"
"12","16","self-matching","Nonmatching","Ich","Self","Self","1018","1.018","1"
"12","17","self-matching","Matching","Ich","Self","Self","653","0.653","1"
"12","18","self-matching","Nonmatching","Ich","Self","Self","713","0.713","1"
"12","19","self-matching","Nonmatching","Fremder","Stranger","Stranger","743","0.743","1"
"12","20","self-matching","Matching","Fremder","Stranger","Stranger","983","0.983","1"
"12","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","764","0.764","1"
"12","22","self-matching","Matching","Fremder","Stranger","Stranger","877","0.877","1"
"12","23","self-matching","Nonmatching","Ich","Self","Self","793","0.793","1"
"12","24","self-matching","Matching","Ich","Self","Self","650","0.65","1"
"12","25","self-matching","Matching","Fremder","Stranger","Stranger","810","0.81","1"
"12","26","self-matching","Nonmatching","Ich","Self","Self","588","0.588","1"
"12","27","self-matching","Matching","Ich","Self","Self","674","0.674","1"
"12","28","self-matching","Nonmatching","Fremder","Stranger","Stranger","648","0.648","1"
"12","29","self-matching","Matching","Fremder","Stranger","Stranger","810","0.81","1"
"12","30","self-matching","Nonmatching","Fremder","Stranger","Stranger","454","0.454","1"
"12","31","self-matching","Matching","Ich","Self","Self","416","0.416","1"
"12","32","self-matching","Nonmatching","Ich","Self","Self","617","0.617","1"
"12","33","self-matching","Nonmatching","Ich","Self","Self","693","0.693","1"
"12","34","self-matching","Matching","Ich","Self","Self","460","0.46","1"
"12","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","639","0.639","1"
"12","36","self-matching","Matching","Fremder","Stranger","Stranger","425","0.425","1"
"12","37","self-matching","Matching","Fremder","Stranger","Stranger","765","0.765","1"
"12","38","self-matching","Nonmatching","Ich","Self","Self","548","0.548","1"
"12","39","self-matching","Nonmatching","Fremder","Stranger","Stranger","570","0.57","1"
"12","40","self-matching","Matching","Ich","Self","Self","591","0.591","0"
"12","41","self-matching","Nonmatching","Ich","Self","Self","465","0.465","1"
"12","42","self-matching","Nonmatching","Fremder","Stranger","Stranger","545","0.545","1"
"12","43","self-matching","Matching","Ich","Self","Self","498","0.498","1"
"12","44","self-matching","Matching","Fremder","Stranger","Stranger","417","0.417","1"
"12","45","self-matching","Nonmatching","Fremder","Stranger","Stranger","536","0.536","1"
"12","46","self-matching","Matching","Ich","Self","Self","551","0.551","1"
"12","47","self-matching","Nonmatching","Ich","Self","Self","481","0.481","1"
"12","48","self-matching","Matching","Fremder","Stranger","Stranger","524","0.524","1"
"12","49","self-matching","Matching","Fremder","Stranger","Stranger","448","0.448","0"
"12","50","self-matching","Nonmatching","Ich","Self","Self","475","0.475","1"
"12","51","self-matching","Nonmatching","Fremder","Stranger","Stranger","555","0.555","1"
"12","52","self-matching","Matching","Ich","Self","Self","520","0.52","1"
"12","53","self-matching","Matching","Fremder","Stranger","Stranger","695","0.695","1"
"12","54","self-matching","Matching","Ich","Self","Self","700","0.7","1"
"12","55","self-matching","Nonmatching","Fremder","Stranger","Stranger","474","0.474","1"
"12","56","self-matching","Nonmatching","Ich","Self","Self","686","0.686","1"
"12","57","self-matching","Matching","Fremder","Stranger","Stranger","615","0.615","1"
"12","58","self-matching","Nonmatching","Ich","Self","Self","644","0.644","1"
"12","59","self-matching","Matching","Ich","Self","Self","511","0.511","1"
"12","60","self-matching","Nonmatching","Fremder","Stranger","Stranger","568","0.568","1"
"12","61","self-matching","Matching","Fremder","Stranger","Stranger","517","0.517","1"
"12","62","self-matching","Matching","Ich","Self","Self","565","0.565","1"
"12","63","self-matching","Nonmatching","Ich","Self","Self","400","0.4","1"
"12","64","self-matching","Nonmatching","Fremder","Stranger","Stranger","555","0.555","1"
"12","65","self-matching","Matching","Ich","Self","Self","436","0.436","0"
"12","66","self-matching","Nonmatching","Fremder","Stranger","Stranger","493","0.493","1"
"12","67","self-matching","Matching","Fremder","Stranger","Stranger","687","0.687","1"
"12","68","self-matching","Nonmatching","Ich","Self","Self","673","0.673","1"
"12","69","self-matching","Nonmatching","Fremder","Stranger","Stranger","565","0.565","1"
"12","70","self-matching","Matching","Ich","Self","Self","422","0.422","1"
"12","71","self-matching","Matching","Fremder","Stranger","Stranger","562","0.562","1"
"12","72","self-matching","Nonmatching","Ich","Self","Self","484","0.484","1"
"12","73","self-matching","Nonmatching","Ich","Self","Self","485","0.485","1"
"12","74","self-matching","Matching","Ich","Self","Self","535","0.535","1"
"12","75","self-matching","Nonmatching","Fremder","Stranger","Stranger","622","0.622","1"
"12","76","self-matching","Matching","Fremder","Stranger","Stranger","533","0.533","1"
"12","77","self-matching","Matching","Fremder","Stranger","Stranger","409","0.409","1"
"12","78","self-matching","Nonmatching","Fremder","Stranger","Stranger","502","0.502","1"
"12","79","self-matching","Matching","Ich","Self","Self","426","0.426","1"
"12","80","self-matching","Nonmatching","Ich","Self","Self","483","0.483","1"
"12","81","self-matching","Nonmatching","Ich","Self","Self","438","0.438","1"
"12","82","self-matching","Matching","Ich","Self","Self","510","0.51","1"
"12","83","self-matching","Nonmatching","Fremder","Stranger","Stranger","650","0.65","1"
"12","84","self-matching","Matching","Fremder","Stranger","Stranger","561","0.561","1"
"12","85","self-matching","Matching","Fremder","Stranger","Stranger","498","0.498","1"
"12","86","self-matching","Nonmatching","Fremder","Stranger","Stranger","491","0.491","1"
"12","87","self-matching","Matching","Ich","Self","Self","488","0.488","1"
"12","88","self-matching","Nonmatching","Ich","Self","Self","434","0.434","1"
"12","89","self-matching","Nonmatching","Ich","Self","Self","495","0.495","1"
"12","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","503","0.503","1"
"12","91","self-matching","Matching","Ich","Self","Self","481","0.481","1"
"12","92","self-matching","Matching","Fremder","Stranger","Stranger","575","0.575","1"
"12","93","self-matching","Matching","Ich","Self","Self","401","0.401","1"
"12","94","self-matching","Nonmatching","Fremder","Stranger","Stranger","673","0.673","1"
"12","95","self-matching","Matching","Fremder","Stranger","Stranger","543","0.543","1"
"12","96","self-matching","Nonmatching","Ich","Self","Self","550","0.55","1"
"12","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","556","0.556","1"
"12","98","self-matching","Nonmatching","Ich","Self","Self","413","0.413","1"
"12","99","self-matching","Matching","Ich","Self","Self","522","0.522","1"
"12","100","self-matching","Matching","Fremder","Stranger","Stranger","470","0.47","1"
"12","101","self-matching","Nonmatching","Fremder","Stranger","Stranger","754","0.754","1"
"12","102","self-matching","Matching","Ich","Self","Self","585","0.585","1"
"12","103","self-matching","Matching","Fremder","Stranger","Stranger","595","0.595","1"
"12","104","self-matching","Nonmatching","Ich","Self","Self","596","0.596","1"
"12","105","self-matching","Matching","Ich","Self","Self","621","0.621","1"
"12","106","self-matching","Nonmatching","Fremder","Stranger","Stranger","532","0.532","1"
"12","107","self-matching","Nonmatching","Ich","Self","Self","570","0.57","1"
"12","108","self-matching","Matching","Fremder","Stranger","Stranger","498","0.498","1"
"12","109","self-matching","Matching","Ich","Self","Self","473","0.473","1"
"12","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","497","0.497","1"
"12","111","self-matching","Matching","Fremder","Stranger","Stranger","586","0.586","1"
"12","112","self-matching","Nonmatching","Ich","Self","Self","408","0.408","1"
"12","113","self-matching","Nonmatching","Fremder","Stranger","Stranger","434","0.434","1"
"12","114","self-matching","Matching","Ich","Self","Self","528","0.528","1"
"12","115","self-matching","Matching","Fremder","Stranger","Stranger","619","0.619","1"
"12","116","self-matching","Nonmatching","Ich","Self","Self","538","0.538","1"
"12","117","self-matching","Nonmatching","Fremder","Stranger","Stranger","710","0.71","1"
"12","118","self-matching","Nonmatching","Ich","Self","Self","412","0.412","1"
"12","119","self-matching","Matching","Ich","Self","Self","580","0.58","1"
"12","120","self-matching","Matching","Fremder","Stranger","Stranger","461","0.461","0"
"12","121","self-matching","Nonmatching","Ich","Self","Self","462","0.462","1"
"12","122","self-matching","Matching","Fremder","Stranger","Stranger","473","0.473","1"
"12","123","self-matching","Matching","Ich","Self","Self","462","0.462","1"
"12","124","self-matching","Nonmatching","Fremder","Stranger","Stranger","585","0.585","1"
"12","125","self-matching","Matching","Ich","Self","Self","510","0.51","1"
"12","126","self-matching","Matching","Fremder","Stranger","Stranger","577","0.577","1"
"12","127","self-matching","Nonmatching","Ich","Self","Self","561","0.561","1"
"12","128","self-matching","Nonmatching","Fremder","Stranger","Stranger","525","0.525","1"
"13","1","self-matching","Matching","Ich","Self","Self","974","0.974","1"
"13","2","self-matching","Nonmatching","Ich","Self","Self","921","0.921","1"
"13","3","self-matching","Nonmatching","Fremder","Stranger","Stranger","1013","1.013","1"
"13","4","self-matching","Matching","Fremder","Stranger","Stranger","1502","1.502","1"
"13","5","self-matching","Matching","Ich","Self","Self","1362","1.362","1"
"13","6","self-matching","Matching","Fremder","Stranger","Stranger","591","0.591","0"
"13","7","self-matching","Nonmatching","Ich","Self","Self","2283","2.283","1"
"13","8","self-matching","Nonmatching","Fremder","Stranger","Stranger","929","0.929","1"
"13","9","self-matching","Matching","Ich","Self","Self","670","0.67","1"
"13","10","self-matching","Matching","Fremder","Stranger","Stranger","1290","1.29","1"
"13","11","self-matching","Nonmatching","Fremder","Stranger","Stranger","1003","1.003","1"
"13","12","self-matching","Nonmatching","Ich","Self","Self","1093","1.093","1"
"13","13","self-matching","Nonmatching","Fremder","Stranger","Stranger","885","0.885","1"
"13","14","self-matching","Nonmatching","Ich","Self","Self","1038","1.038","1"
"13","15","self-matching","Matching","Fremder","Stranger","Stranger","505","0.505","1"
"13","16","self-matching","Matching","Ich","Self","Self","491","0.491","1"
"13","17","self-matching","Nonmatching","Fremder","Stranger","Stranger","951","0.951","1"
"13","18","self-matching","Nonmatching","Ich","Self","Self","716","0.716","1"
"13","19","self-matching","Matching","Fremder","Stranger","Stranger","1090","1.09","1"
"13","20","self-matching","Matching","Ich","Self","Self","904","0.904","1"
"13","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","1039","1.039","1"
"13","22","self-matching","Nonmatching","Ich","Self","Self","1764","1.764","1"
"13","23","self-matching","Matching","Ich","Self","Self","864","0.864","1"
"13","24","self-matching","Matching","Fremder","Stranger","Stranger","1004","1.004","1"
"13","25","self-matching","Nonmatching","Fremder","Stranger","Stranger","1532","1.532","1"
"13","26","self-matching","Matching","Fremder","Stranger","Stranger","921","0.921","1"
"13","27","self-matching","Nonmatching","Ich","Self","Self","1245","1.245","1"
"13","28","self-matching","Matching","Ich","Self","Self","773","0.773","1"
"13","29","self-matching","Matching","Fremder","Stranger","Stranger","817","0.817","1"
"13","30","self-matching","Nonmatching","Ich","Self","Self","993","0.993","1"
"13","31","self-matching","Nonmatching","Fremder","Stranger","Stranger","853","0.853","1"
"13","32","self-matching","Matching","Ich","Self","Self","997","0.997","1"
"13","33","self-matching","Nonmatching","Ich","Self","Self","970","0.97","1"
"13","34","self-matching","Matching","Fremder","Stranger","Stranger","989","0.989","1"
"13","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","665","0.665","1"
"13","36","self-matching","Matching","Ich","Self","Self","1185","1.185","1"
"13","37","self-matching","Nonmatching","Fremder","Stranger","Stranger","585","0.585","1"
"13","38","self-matching","Nonmatching","Ich","Self","Self","564","0.564","1"
"13","39","self-matching","Matching","Fremder","Stranger","Stranger","500","0.5","1"
"13","40","self-matching","Matching","Ich","Self","Self","1087","1.087","1"
"13","41","self-matching","Matching","Ich","Self","Self","704","0.704","1"
"13","42","self-matching","Nonmatching","Fremder","Stranger","Stranger","619","0.619","1"
"13","43","self-matching","Nonmatching","Ich","Self","Self","569","0.569","1"
"13","44","self-matching","Matching","Fremder","Stranger","Stranger","393","0.393","1"
"13","45","self-matching","Matching","Fremder","Stranger","Stranger","881","0.881","1"
"13","46","self-matching","Matching","Ich","Self","Self","606","0.606","1"
"13","47","self-matching","Nonmatching","Ich","Self","Self","497","0.497","1"
"13","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","612","0.612","1"
"13","49","self-matching","Matching","Ich","Self","Self","401","0.401","1"
"13","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","536","0.536","1"
"13","51","self-matching","Nonmatching","Ich","Self","Self","395","0.395","1"
"13","52","self-matching","Matching","Fremder","Stranger","Stranger","341","0.341","1"
"13","53","self-matching","Matching","Fremder","Stranger","Stranger","467","0.467","1"
"13","54","self-matching","Nonmatching","Ich","Self","Self","472","0.472","1"
"13","55","self-matching","Nonmatching","Fremder","Stranger","Stranger","588","0.588","1"
"13","56","self-matching","Matching","Ich","Self","Self","399","0.399","1"
"13","57","self-matching","Nonmatching","Fremder","Stranger","Stranger","444","0.444","1"
"13","58","self-matching","Matching","Ich","Self","Self","345","0.345","1"
"13","59","self-matching","Nonmatching","Ich","Self","Self","536","0.536","1"
"13","60","self-matching","Matching","Fremder","Stranger","Stranger","548","0.548","1"
"13","61","self-matching","Nonmatching","Fremder","Stranger","Stranger","547","0.547","1"
"13","62","self-matching","Matching","Ich","Self","Self","432","0.432","1"
"13","63","self-matching","Matching","Fremder","Stranger","Stranger","432","0.432","1"
"13","64","self-matching","Nonmatching","Ich","Self","Self","414","0.414","1"
"13","65","self-matching","Nonmatching","Ich","Self","Self","381","0.381","1"
"13","66","self-matching","Nonmatching","Fremder","Stranger","Stranger","385","0.385","1"
"13","67","self-matching","Matching","Fremder","Stranger","Stranger","377","0.377","1"
"13","68","self-matching","Matching","Ich","Self","Self","452","0.452","1"
"13","69","self-matching","Matching","Ich","Self","Self","430","0.43","1"
"13","70","self-matching","Nonmatching","Fremder","Stranger","Stranger","501","0.501","1"
"13","71","self-matching","Matching","Fremder","Stranger","Stranger","493","0.493","1"
"13","72","self-matching","Nonmatching","Ich","Self","Self","464","0.464","1"
"13","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","562","0.562","1"
"13","74","self-matching","Matching","Fremder","Stranger","Stranger","612","0.612","1"
"13","75","self-matching","Nonmatching","Ich","Self","Self","925","0.925","1"
"13","76","self-matching","Matching","Ich","Self","Self","450","0.45","1"
"13","77","self-matching","Matching","Fremder","Stranger","Stranger","498","0.498","1"
"13","78","self-matching","Matching","Ich","Self","Self","517","0.517","1"
"13","79","self-matching","Nonmatching","Ich","Self","Self","428","0.428","1"
"13","80","self-matching","Nonmatching","Fremder","Stranger","Stranger","613","0.613","1"
"13","81","self-matching","Nonmatching","Ich","Self","Self","442","0.442","1"
"13","82","self-matching","Matching","Ich","Self","Self","407","0.407","1"
"13","83","self-matching","Nonmatching","Fremder","Stranger","Stranger","529","0.529","1"
"13","84","self-matching","Matching","Fremder","Stranger","Stranger","422","0.422","1"
"13","85","self-matching","Matching","Ich","Self","Self","471","0.471","1"
"13","86","self-matching","Nonmatching","Ich","Self","Self","392","0.392","1"
"13","87","self-matching","Nonmatching","Fremder","Stranger","Stranger","487","0.487","1"
"13","88","self-matching","Matching","Fremder","Stranger","Stranger","407","0.407","1"
"13","89","self-matching","Matching","Ich","Self","Self","582","0.582","1"
"13","90","self-matching","Nonmatching","Fremder","Stranger","Stranger","475","0.475","1"
"13","91","self-matching","Matching","Fremder","Stranger","Stranger","407","0.407","1"
"13","92","self-matching","Nonmatching","Ich","Self","Self","486","0.486","1"
"13","93","self-matching","Matching","Ich","Self","Self","406","0.406","1"
"13","94","self-matching","Matching","Fremder","Stranger","Stranger","438","0.438","1"
"13","95","self-matching","Nonmatching","Ich","Self","Self","494","0.494","1"
"13","96","self-matching","Nonmatching","Fremder","Stranger","Stranger","695","0.695","1"
"13","97","self-matching","Matching","Ich","Self","Self","316","0.316","1"
"13","98","self-matching","Matching","Fremder","Stranger","Stranger","605","0.605","1"
"13","99","self-matching","Nonmatching","Ich","Self","Self","486","0.486","1"
"13","100","self-matching","Nonmatching","Fremder","Stranger","Stranger","617","0.617","1"
"13","101","self-matching","Matching","Ich","Self","Self","493","0.493","1"
"13","102","self-matching","Nonmatching","Fremder","Stranger","Stranger","584","0.584","1"
"13","103","self-matching","Nonmatching","Ich","Self","Self","475","0.475","1"
"13","104","self-matching","Matching","Fremder","Stranger","Stranger","1180","1.18","1"
"13","105","self-matching","Matching","Ich","Self","Self","576","0.576","1"
"13","106","self-matching","Nonmatching","Fremder","Stranger","Stranger","538","0.538","1"
"13","107","self-matching","Nonmatching","Ich","Self","Self","542","0.542","1"
"13","108","self-matching","Matching","Fremder","Stranger","Stranger","514","0.514","1"
"13","109","self-matching","Nonmatching","Fremder","Stranger","Stranger","453","0.453","1"
"13","110","self-matching","Matching","Ich","Self","Self","520","0.52","1"
"13","111","self-matching","Matching","Fremder","Stranger","Stranger","605","0.605","1"
"13","112","self-matching","Nonmatching","Ich","Self","Self","512","0.512","1"
"13","113","self-matching","Matching","Ich","Self","Self","386","0.386","1"
"13","114","self-matching","Nonmatching","Ich","Self","Self","549","0.549","1"
"13","115","self-matching","Nonmatching","Fremder","Stranger","Stranger","556","0.556","1"
"13","116","self-matching","Matching","Fremder","Stranger","Stranger","508","0.508","1"
"13","117","self-matching","Nonmatching","Ich","Self","Self","626","0.626","1"
"13","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","470","0.47","1"
"13","119","self-matching","Matching","Fremder","Stranger","Stranger","367","0.367","1"
"13","120","self-matching","Matching","Ich","Self","Self","392","0.392","1"
"13","121","self-matching","Nonmatching","Fremder","Stranger","Stranger","558","0.558","1"
"13","122","self-matching","Nonmatching","Ich","Self","Self","375","0.375","1"
"13","123","self-matching","Matching","Fremder","Stranger","Stranger","298","0.298","1"
"13","124","self-matching","Matching","Ich","Self","Self","392","0.392","1"
"13","125","self-matching","Nonmatching","Ich","Self","Self","338","0.338","1"
"13","126","self-matching","Matching","Ich","Self","Self","367","0.367","1"
"13","127","self-matching","Nonmatching","Fremder","Stranger","Stranger","464","0.464","1"
"13","128","self-matching","Matching","Fremder","Stranger","Stranger","459","0.459","1"
"14","1","self-matching","Matching","Fremder","Stranger","Stranger","1127","1.127","1"
"14","2","self-matching","Matching","Ich","Self","Self","802","0.802","1"
"14","3","self-matching","Nonmatching","Fremder","Stranger","Stranger","539","0.539","1"
"14","4","self-matching","Nonmatching","Ich","Self","Self","758","0.758","1"
"14","5","self-matching","Nonmatching","Ich","Self","Self","593","0.593","1"
"14","6","self-matching","Nonmatching","Fremder","Stranger","Stranger","526","0.526","1"
"14","7","self-matching","Matching","Ich","Self","Self","754","0.754","1"
"14","8","self-matching","Matching","Fremder","Stranger","Stranger","443","0.443","1"
"14","9","self-matching","Nonmatching","Ich","Self","Self","514","0.514","1"
"14","10","self-matching","Nonmatching","Fremder","Stranger","Stranger","562","0.562","1"
"14","11","self-matching","Matching","Fremder","Stranger","Stranger","843","0.843","1"
"14","12","self-matching","Matching","Ich","Self","Self","724","0.724","1"
"14","13","self-matching","Matching","Ich","Self","Self","545","0.545","1"
"14","14","self-matching","Matching","Fremder","Stranger","Stranger","665","0.665","1"
"14","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","539","0.539","1"
"14","16","self-matching","Nonmatching","Ich","Self","Self","723","0.723","1"
"14","17","self-matching","Matching","Ich","Self","Self","564","0.564","1"
"14","18","self-matching","Nonmatching","Fremder","Stranger","Stranger","549","0.549","1"
