"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"22","29","self-matching","Nonmatching","Fremder","Stranger","Stranger","482","0.482","1"
"22","30","self-matching","Matching","Fremder","Stranger","Stranger","663","0.663","1"
"22","31","self-matching","Nonmatching","Ich","Self","Self","623","0.623","1"
"22","32","self-matching","Matching","Ich","Self","Self","465","0.465","1"
"22","33","self-matching","Matching","Fremder","Stranger","Stranger","633","0.633","1"
"22","34","self-matching","Matching","Ich","Self","Self","510","0.51","1"
"22","35","self-matching","Nonmatching","Ich","Self","Self","560","0.56","1"
"22","36","self-matching","Nonmatching","Fremder","Stranger","Stranger","535","0.535","1"
"22","37","self-matching","Matching","Ich","Self","Self","443","0.443","1"
"22","38","self-matching","Nonmatching","Ich","Self","Self","513","0.513","1"
"22","39","self-matching","Matching","Fremder","Stranger","Stranger","677","0.677","1"
"22","40","self-matching","Nonmatching","Fremder","Stranger","Stranger","516","0.516","1"
"22","41","self-matching","Nonmatching","Fremder","Stranger","Stranger","470","0.47","1"
"22","42","self-matching","Matching","Ich","Self","Self","565","0.565","1"
"22","43","self-matching","Matching","Fremder","Stranger","Stranger","626","0.626","1"
"22","44","self-matching","Nonmatching","Ich","Self","Self","451","0.451","1"
"22","45","self-matching","Matching","Fremder","Stranger","Stranger","637","0.637","1"
"22","46","self-matching","Nonmatching","Ich","Self","Self","606","0.606","1"
"22","47","self-matching","Matching","Ich","Self","Self","554","0.554","1"
"22","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","501","0.501","1"
"22","49","self-matching","Nonmatching","Ich","Self","Self","535","0.535","1"
"22","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","514","0.514","1"
"22","51","self-matching","Matching","Ich","Self","Self","389","0.389","1"
"22","52","self-matching","Matching","Fremder","Stranger","Stranger","546","0.546","1"
"22","53","self-matching","Matching","Ich","Self","Self","395","0.395","1"
"22","54","self-matching","Matching","Fremder","Stranger","Stranger","680","0.68","1"
"22","55","self-matching","Nonmatching","Fremder","Stranger","Stranger","594","0.594","1"
"22","56","self-matching","Nonmatching","Ich","Self","Self","474","0.474","1"
"22","57","self-matching","Nonmatching","Ich","Self","Self","459","0.459","1"
"22","58","self-matching","Matching","Fremder","Stranger","Stranger","593","0.593","1"
"22","59","self-matching","Nonmatching","Fremder","Stranger","Stranger","532","0.532","1"
"22","60","self-matching","Matching","Ich","Self","Self","533","0.533","1"
"22","61","self-matching","Nonmatching","Ich","Self","Self","496","0.496","1"
"22","62","self-matching","Nonmatching","Fremder","Stranger","Stranger","540","0.54","1"
"22","63","self-matching","Matching","Ich","Self","Self","479","0.479","1"
"22","64","self-matching","Matching","Fremder","Stranger","Stranger","575","0.575","1"
"22","65","self-matching","Nonmatching","Fremder","Stranger","Stranger","738","0.738","1"
"22","66","self-matching","Nonmatching","Ich","Self","Self","534","0.534","1"
"22","67","self-matching","Matching","Ich","Self","Self","468","0.468","1"
"22","68","self-matching","Matching","Fremder","Stranger","Stranger","561","0.561","1"
"22","69","self-matching","Nonmatching","Ich","Self","Self","347","0.347","1"
"22","70","self-matching","Matching","Fremder","Stranger","Stranger","489","0.489","1"
"22","71","self-matching","Matching","Ich","Self","Self","482","0.482","1"
"22","72","self-matching","Nonmatching","Fremder","Stranger","Stranger","415","0.415","1"
"22","73","self-matching","Nonmatching","Fremder","Stranger","Stranger","568","0.568","1"
"22","74","self-matching","Nonmatching","Ich","Self","Self","656","0.656","1"
"22","75","self-matching","Matching","Ich","Self","Self","643","0.643","1"
"22","76","self-matching","Matching","Fremder","Stranger","Stranger","607","0.607","1"
"22","77","self-matching","Matching","Fremder","Stranger","Stranger","499","0.499","1"
"22","78","self-matching","Nonmatching","Fremder","Stranger","Stranger","661","0.661","1"
"22","79","self-matching","Nonmatching","Ich","Self","Self","672","0.672","1"
"22","80","self-matching","Matching","Ich","Self","Self","469","0.469","1"
"22","81","self-matching","Nonmatching","Ich","Self","Self","527","0.527","1"
"22","82","self-matching","Matching","Fremder","Stranger","Stranger","429","0.429","0"
"22","83","self-matching","Nonmatching","Fremder","Stranger","Stranger","491","0.491","1"
"22","84","self-matching","Matching","Ich","Self","Self","422","0.422","1"
"22","85","self-matching","Nonmatching","Ich","Self","Self","519","0.519","1"
"22","86","self-matching","Nonmatching","Fremder","Stranger","Stranger","484","0.484","1"
"22","87","self-matching","Matching","Fremder","Stranger","Stranger","489","0.489","1"
"22","88","self-matching","Matching","Ich","Self","Self","467","0.467","1"
"22","89","self-matching","Matching","Fremder","Stranger","Stranger","524","0.524","1"
"22","90","self-matching","Matching","Ich","Self","Self","423","0.423","1"
"22","91","self-matching","Nonmatching","Ich","Self","Self","591","0.591","1"
"22","92","self-matching","Nonmatching","Fremder","Stranger","Stranger","549","0.549","1"
"22","93","self-matching","Nonmatching","Fremder","Stranger","Stranger","589","0.589","1"
"22","94","self-matching","Nonmatching","Ich","Self","Self","450","0.45","1"
"22","95","self-matching","Matching","Fremder","Stranger","Stranger","540","0.54","1"
"22","96","self-matching","Matching","Ich","Self","Self","448","0.448","1"
"22","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","490","0.49","1"
"22","98","self-matching","Nonmatching","Ich","Self","Self","566","0.566","1"
"22","99","self-matching","Matching","Ich","Self","Self","503","0.503","1"
"22","100","self-matching","Matching","Fremder","Stranger","Stranger","579","0.579","1"
"22","101","self-matching","Nonmatching","Fremder","Stranger","Stranger","452","0.452","1"
"22","102","self-matching","Matching","Fremder","Stranger","Stranger","360","0.36","1"
"22","103","self-matching","Matching","Ich","Self","Self","383","0.383","1"
"22","104","self-matching","Nonmatching","Ich","Self","Self","401","0.401","1"
"22","105","self-matching","Matching","Fremder","Stranger","Stranger","538","0.538","1"
"22","106","self-matching","Matching","Ich","Self","Self","443","0.443","1"
"22","107","self-matching","Nonmatching","Ich","Self","Self","628","0.628","1"
"22","108","self-matching","Nonmatching","Fremder","Stranger","Stranger","384","0.384","1"
"22","109","self-matching","Matching","Ich","Self","Self","481","0.481","1"
"22","110","self-matching","Matching","Fremder","Stranger","Stranger","529","0.529","1"
"22","111","self-matching","Nonmatching","Fremder","Stranger","Stranger","562","0.562","1"
"22","112","self-matching","Nonmatching","Ich","Self","Self","576","0.576","1"
"22","113","self-matching","Nonmatching","Fremder","Stranger","Stranger","482","0.482","1"
"22","114","self-matching","Nonmatching","Ich","Self","Self","510","0.51","1"
"22","115","self-matching","Matching","Ich","Self","Self","576","0.576","1"
"22","116","self-matching","Matching","Fremder","Stranger","Stranger","429","0.429","0"
"22","117","self-matching","Matching","Fremder","Stranger","Stranger","605","0.605","1"
"22","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","746","0.746","1"
"22","119","self-matching","Nonmatching","Ich","Self","Self","622","0.622","1"
"22","120","self-matching","Matching","Ich","Self","Self","400","0.4","1"
"22","121","self-matching","Nonmatching","Fremder","Stranger","Stranger","519","0.519","1"
"22","122","self-matching","Matching","Ich","Self","Self","501","0.501","1"
"22","123","self-matching","Nonmatching","Ich","Self","Self","589","0.589","1"
"22","124","self-matching","Matching","Fremder","Stranger","Stranger","662","0.662","1"
"22","125","self-matching","Nonmatching","Ich","Self","Self","461","0.461","1"
"22","126","self-matching","Matching","Ich","Self","Self","548","0.548","1"
"22","127","self-matching","Matching","Fremder","Stranger","Stranger","640","0.64","1"
"22","128","self-matching","Nonmatching","Fremder","Stranger","Stranger","664","0.664","1"
"23","1","self-matching","Matching","Fremder","Stranger","Stranger","1043","1.043","1"
"23","2","self-matching","Nonmatching","Ich","Self","Self","912","0.912","1"
"23","3","self-matching","Nonmatching","Fremder","Stranger","Stranger","726","0.726","1"
"23","4","self-matching","Matching","Ich","Self","Self","665","0.665","1"
"23","5","self-matching","Matching","Fremder","Stranger","Stranger","804","0.804","1"
"23","6","self-matching","Matching","Ich","Self","Self","612","0.612","1"
"23","7","self-matching","Nonmatching","Ich","Self","Self","779","0.779","1"
"23","8","self-matching","Nonmatching","Fremder","Stranger","Stranger","825","0.825","1"
"23","9","self-matching","Matching","Fremder","Stranger","Stranger","779","0.779","1"
"23","10","self-matching","Nonmatching","Ich","Self","Self","702","0.702","1"
"23","11","self-matching","Matching","Ich","Self","Self","663","0.663","1"
"23","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","639","0.639","1"
"23","13","self-matching","Nonmatching","Ich","Self","Self","825","0.825","1"
"23","14","self-matching","Matching","Fremder","Stranger","Stranger","754","0.754","1"
"23","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","719","0.719","1"
"23","16","self-matching","Matching","Ich","Self","Self","649","0.649","1"
"23","17","self-matching","Matching","Ich","Self","Self","562","0.562","1"
"23","18","self-matching","Matching","Fremder","Stranger","Stranger","870","0.87","1"
"23","19","self-matching","Nonmatching","Ich","Self","Self","789","0.789","1"
"23","20","self-matching","Nonmatching","Fremder","Stranger","Stranger","740","0.74","1"
"23","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","631","0.631","1"
"23","22","self-matching","Matching","Ich","Self","Self","709","0.709","1"
"23","23","self-matching","Nonmatching","Ich","Self","Self","1048","1.048","1"
"23","24","self-matching","Matching","Fremder","Stranger","Stranger","1081","1.081","1"
"23","25","self-matching","Nonmatching","Ich","Self","Self","623","0.623","1"
"23","26","self-matching","Nonmatching","Fremder","Stranger","Stranger","737","0.737","1"
"23","27","self-matching","Matching","Fremder","Stranger","Stranger","856","0.856","1"
"23","28","self-matching","Matching","Ich","Self","Self","616","0.616","1"
"23","29","self-matching","Matching","Ich","Self","Self","595","0.595","1"
"23","30","self-matching","Matching","Fremder","Stranger","Stranger","855","0.855","1"
"23","31","self-matching","Nonmatching","Fremder","Stranger","Stranger","675","0.675","1"
