"Subject","Trial","Label","Nonword","Matching","ACC","RT_ms","bed","manipCheck","Resp","Cresp","Condition"
27,93,"Ich","muf","Matching",1,592,"L1m",1,"d","d","short5"
27,94,"Ich","ambelde","Nonmatching",1,927,"L1n",2,"k","k","short5"
27,95,"Fremder","muf","Nonmatching",1,844,"L2n",3,"k","k","short5"
27,96,"Fremder","ambelde","Matching",1,791,"L2m",4,"d","d","short5"
27,97,"Fremder","ambelde","Matching",1,844,"L2m",4,"d","d","short5"
27,98,"Ich","muf","Matching",1,559,"L1m",1,"d","d","short5"
27,99,"Ich","ambelde","Nonmatching",1,745,"L1n",2,"k","k","short5"
27,100,"Fremder","muf","Nonmatching",1,701,"L2n",3,"k","k","short5"
27,101,"Fremder","muf","Nonmatching",1,674,"L2n",3,"k","k","short5"
27,102,"Fremder","ambelde","Matching",1,783,"L2m",4,"d","d","short5"
27,103,"Ich","ambelde","Nonmatching",1,1025,"L1n",2,"k","k","short5"
27,104,"Ich","muf","Matching",1,651,"L1m",1,"d","d","short5"
27,105,"Ich","ambelde","Nonmatching",1,606,"L1n",2,"k","k","short5"
27,106,"Fremder","ambelde","Matching",1,714,"L2m",4,"d","d","short5"
27,107,"Fremder","muf","Nonmatching",1,651,"L2n",3,"k","k","short5"
27,108,"Ich","muf","Matching",1,504,"L1m",1,"d","d","short5"
27,109,"Fremder","ambelde","Matching",1,748,"L2m",4,"d","d","short5"
27,110,"Fremder","muf","Nonmatching",1,669,"L2n",3,"k","k","short5"
27,111,"Ich","muf","Matching",1,581,"L1m",1,"d","d","short5"
27,112,"Ich","ambelde","Nonmatching",1,641,"L1n",2,"k","k","short5"
27,113,"Fremder","ambelde","Matching",1,638,"L2m",4,"d","d","short5"
27,114,"Ich","ambelde","Nonmatching",1,445,"L1n",2,"k","k","short5"
27,115,"Ich","muf","Matching",1,553,"L1m",1,"d","d","short5"
27,116,"Fremder","muf","Nonmatching",1,481,"L2n",3,"k","k","short5"
27,117,"Fremder","ambelde","Matching",1,651,"L2m",4,"d","d","short5"
27,118,"Ich","muf","Matching",1,547,"L1m",1,"d","d","short5"
27,119,"Fremder","muf","Nonmatching",1,543,"L2n",3,"k","k","short5"
27,120,"Ich","ambelde","Nonmatching",1,566,"L1n",2,"k","k","short5"
27,121,"Ich","ambelde","Nonmatching",1,582,"L1n",2,"k","k","short5"
27,122,"Fremder","ambelde","Matching",1,596,"L2m",4,"d","d","short5"
27,123,"Ich","muf","Matching",1,582,"L1m",1,"d","d","short5"
27,124,"Fremder","muf","Nonmatching",1,915,"L2n",3,"k","k","short5"
27,125,"Fremder","ambelde","Matching",1,882,"L2m",4,"d","d","short5"
27,126,"Fremder","muf","Nonmatching",1,888,"L2n",3,"k","k","short5"
27,127,"Ich","ambelde","Nonmatching",1,909,"L1n",2,"k","k","short5"
27,128,"Ich","muf","Matching",1,627,"L1m",1,"d","d","short5"
28,1,"Fremder","kes","Matching",1,936,"L2m",4,"d","d","long4"
28,2,"Ich","kes","Nonmatching",1,742,"L1n",2,"k","k","long4"
28,3,"Fremder","ambelde","Nonmatching",1,754,"L2n",3,"k","k","long4"
28,4,"Ich","ambelde","Matching",1,519,"L1m",1,"d","d","long4"
28,5,"Fremder","kes","Matching",1,759,"L2m",4,"d","d","long4"
28,6,"Fremder","ambelde","Nonmatching",1,795,"L2n",3,"k","k","long4"
28,7,"Ich","kes","Nonmatching",1,999,"L1n",2,"k","k","long4"
28,8,"Ich","ambelde","Matching",1,530,"L1m",1,"d","d","long4"
28,9,"Ich","kes","Nonmatching",1,576,"L1n",2,"k","k","long4"
28,10,"Fremder","ambelde","Nonmatching",1,749,"L2n",3,"k","k","long4"
28,11,"Fremder","kes","Matching",1,722,"L2m",4,"d","d","long4"
28,12,"Ich","ambelde","Matching",1,877,"L1m",1,"d","d","long4"
28,13,"Ich","kes","Nonmatching",1,624,"L1n",2,"k","k","long4"
28,14,"Ich","ambelde","Matching",1,833,"L1m",1,"d","d","long4"
28,15,"Fremder","kes","Matching",1,858,"L2m",4,"d","d","long4"
28,16,"Fremder","ambelde","Nonmatching",1,494,"L2n",3,"k","k","long4"
28,17,"Fremder","ambelde","Nonmatching",1,481,"L2n",3,"k","k","long4"
28,18,"Fremder","kes","Matching",1,665,"L2m",4,"d","d","long4"
28,19,"Ich","kes","Nonmatching",1,647,"L1n",2,"k","k","long4"
28,20,"Ich","ambelde","Matching",1,648,"L1m",1,"d","d","long4"
28,21,"Fremder","ambelde","Nonmatching",1,542,"L2n",3,"k","k","long4"
28,22,"Ich","kes","Nonmatching",1,662,"L1n",2,"k","k","long4"
28,23,"Ich","ambelde","Matching",1,682,"L1m",1,"d","d","long4"
28,24,"Fremder","kes","Matching",1,664,"L2m",4,"d","d","long4"
28,25,"Fremder","kes","Matching",1,634,"L2m",4,"d","d","long4"
28,26,"Fremder","ambelde","Nonmatching",1,456,"L2n",3,"k","k","long4"
28,27,"Ich","kes","Nonmatching",1,626,"L1n",2,"k","k","long4"
28,28,"Ich","ambelde","Matching",1,488,"L1m",1,"d","d","long4"
28,29,"Ich","ambelde","Matching",1,547,"L1m",1,"d","d","long4"
28,30,"Fremder","kes","Matching",0,544,"L2m",4,"k","d","long4"
28,31,"Fremder","ambelde","Nonmatching",1,670,"L2n",3,"k","k","long4"
28,32,"Ich","kes","Nonmatching",1,533,"L1n",2,"k","k","long4"
28,33,"Fremder","ambelde","Nonmatching",1,488,"L2n",3,"k","k","long4"
28,34,"Ich","kes","Nonmatching",1,487,"L1n",2,"k","k","long4"
28,35,"Fremder","kes","Matching",1,734,"L2m",4,"d","d","long4"
28,36,"Ich","ambelde","Matching",1,472,"L1m",1,"d","d","long4"
28,37,"Fremder","kes","Matching",1,668,"L2m",4,"d","d","long4"
28,38,"Ich","kes","Nonmatching",1,510,"L1n",2,"k","k","long4"
28,39,"Fremder","ambelde","Nonmatching",1,579,"L2n",3,"k","k","long4"
28,40,"Ich","ambelde","Matching",1,543,"L1m",1,"d","d","long4"
28,41,"Ich","ambelde","Matching",1,636,"L1m",1,"d","d","long4"
28,42,"Fremder","kes","Matching",1,632,"L2m",4,"d","d","long4"
28,43,"Ich","kes","Nonmatching",1,618,"L1n",2,"k","k","long4"
28,44,"Fremder","ambelde","Nonmatching",1,501,"L2n",3,"k","k","long4"
28,45,"Ich","ambelde","Matching",1,425,"L1m",1,"d","d","long4"
28,46,"Ich","kes","Nonmatching",1,576,"L1n",2,"k","k","long4"
28,47,"Fremder","ambelde","Nonmatching",1,623,"L2n",3,"k","k","long4"
28,48,"Fremder","kes","Matching",1,660,"L2m",4,"d","d","long4"
28,49,"Ich","kes","Nonmatching",1,622,"L1n",2,"k","k","long4"
28,50,"Fremder","kes","Matching",1,611,"L2m",4,"d","d","long4"
28,51,"Ich","ambelde","Matching",1,538,"L1m",1,"d","d","long4"
28,52,"Fremder","ambelde","Nonmatching",1,664,"L2n",3,"k","k","long4"
28,53,"Ich","ambelde","Matching",1,539,"L1m",1,"d","d","long4"
28,54,"Fremder","kes","Matching",1,810,"L2m",4,"d","d","long4"
28,55,"Fremder","ambelde","Nonmatching",1,682,"L2n",3,"k","k","long4"
28,56,"Ich","kes","Nonmatching",1,471,"L1n",2,"k","k","long4"
28,57,"Ich","ambelde","Matching",1,333,"L1m",1,"d","d","long4"
28,58,"Ich","kes","Nonmatching",1,530,"L1n",2,"k","k","long4"
28,59,"Fremder","kes","Matching",1,566,"L2m",4,"d","d","long4"
28,60,"Fremder","ambelde","Nonmatching",1,645,"L2n",3,"k","k","long4"
28,61,"Ich","kes","Nonmatching",1,570,"L1n",2,"k","k","long4"
28,62,"Fremder","kes","Matching",1,749,"L2m",4,"d","d","long4"
28,63,"Fremder","ambelde","Nonmatching",1,677,"L2n",3,"k","k","long4"
28,64,"Ich","ambelde","Matching",1,530,"L1m",1,"d","d","long4"
28,65,"Fremder","ambelde","Nonmatching",1,487,"L2n",3,"k","k","long4"
28,66,"Ich","kes","Nonmatching",1,444,"L1n",2,"k","k","long4"
28,67,"Ich","ambelde","Matching",1,338,"L1m",1,"d","d","long4"
28,68,"Fremder","kes","Matching",1,553,"L2m",4,"d","d","long4"
28,69,"Ich","kes","Nonmatching",1,409,"L1n",2,"k","k","long4"
28,70,"Ich","ambelde","Matching",1,568,"L1m",1,"d","d","long4"
28,71,"Fremder","ambelde","Nonmatching",1,447,"L2n",3,"k","k","long4"
28,72,"Fremder","kes","Matching",1,588,"L2m",4,"d","d","long4"
28,73,"Fremder","ambelde","Nonmatching",1,436,"L2n",3,"k","k","long4"
28,74,"Ich","kes","Nonmatching",1,361,"L1n",2,"k","k","long4"
28,75,"Fremder","kes","Matching",1,629,"L2m",4,"d","d","long4"
28,76,"Ich","ambelde","Matching",1,390,"L1m",1,"d","d","long4"
28,77,"Ich","ambelde","Matching",1,576,"L1m",1,"d","d","long4"
28,78,"Fremder","ambelde","Nonmatching",1,507,"L2n",3,"k","k","long4"
28,79,"Ich","kes","Nonmatching",1,445,"L1n",2,"k","k","long4"
28,80,"Fremder","kes","Matching",1,693,"L2m",4,"d","d","long4"
28,81,"Fremder","kes","Matching",1,639,"L2m",4,"d","d","long4"
28,82,"Ich","kes","Nonmatching",1,506,"L1n",2,"k","k","long4"
28,83,"Fremder","ambelde","Nonmatching",1,421,"L2n",3,"k","k","long4"
28,84,"Ich","ambelde","Matching",1,571,"L1m",1,"d","d","long4"
28,85,"Ich","ambelde","Matching",1,469,"L1m",1,"d","d","long4"
28,86,"Fremder","ambelde","Nonmatching",0,484,"L2n",3,"d","k","long4"
28,87,"Ich","kes","Nonmatching",1,588,"L1n",2,"k","k","long4"
28,88,"Fremder","kes","Matching",1,504,"L2m",4,"d","d","long4"
28,89,"Ich","ambelde","Matching",1,498,"L1m",1,"d","d","long4"
28,90,"Fremder","kes","Matching",1,506,"L2m",4,"d","d","long4"
28,91,"Fremder","ambelde","Nonmatching",1,513,"L2n",3,"k","k","long4"
28,92,"Ich","kes","Nonmatching",1,525,"L1n",2,"k","k","long4"
28,93,"Ich","ambelde","Matching",1,504,"L1m",1,"d","d","long4"
28,94,"Ich","kes","Nonmatching",1,462,"L1n",2,"k","k","long4"
28,95,"Fremder","ambelde","Nonmatching",1,439,"L2n",3,"k","k","long4"
28,96,"Fremder","kes","Matching",1,596,"L2m",4,"d","d","long4"
28,97,"Ich","kes","Nonmatching",1,619,"L1n",2,"k","k","long4"
28,98,"Fremder","ambelde","Nonmatching",1,437,"L2n",3,"k","k","long4"
28,99,"Ich","ambelde","Matching",1,398,"L1m",1,"d","d","long4"
28,100,"Fremder","kes","Matching",1,516,"L2m",4,"d","d","long4"
28,101,"Ich","ambelde","Matching",1,464,"L1m",1,"d","d","long4"
28,102,"Fremder","kes","Matching",1,553,"L2m",4,"d","d","long4"
28,103,"Fremder","ambelde","Nonmatching",1,344,"L2n",3,"k","k","long4"
28,104,"Ich","kes","Nonmatching",1,538,"L1n",2,"k","k","long4"
28,105,"Fremder","ambelde","Nonmatching",1,470,"L2n",3,"k","k","long4"
28,106,"Fremder","kes","Matching",1,547,"L2m",4,"d","d","long4"
28,107,"Ich","kes","Nonmatching",1,410,"L1n",2,"k","k","long4"
28,108,"Ich","ambelde","Matching",1,482,"L1m",1,"d","d","long4"
28,109,"Ich","kes","Nonmatching",1,452,"L1n",2,"k","k","long4"
28,110,"Fremder","ambelde","Nonmatching",1,537,"L2n",3,"k","k","long4"
28,111,"Fremder","kes","Matching",1,443,"L2m",4,"d","d","long4"
28,112,"Ich","ambelde","Matching",1,486,"L1m",1,"d","d","long4"
28,113,"Ich","kes","Nonmatching",1,608,"L1n",2,"k","k","long4"
28,114,"Ich","ambelde","Matching",1,466,"L1m",1,"d","d","long4"
28,115,"Fremder","kes","Matching",1,477,"L2m",4,"d","d","long4"
28,116,"Fremder","ambelde","Nonmatching",1,431,"L2n",3,"k","k","long4"
28,117,"Ich","ambelde","Matching",1,539,"L1m",1,"d","d","long4"
28,118,"Fremder","kes","Matching",1,526,"L2m",4,"d","d","long4"
28,119,"Ich","kes","Nonmatching",1,554,"L1n",2,"k","k","long4"
28,120,"Fremder","ambelde","Nonmatching",1,539,"L2n",3,"k","k","long4"
28,121,"Ich","kes","Nonmatching",1,448,"L1n",2,"k","k","long4"
28,122,"Fremder","ambelde","Nonmatching",1,546,"L2n",3,"k","k","long4"
28,123,"Ich","ambelde","Matching",1,482,"L1m",1,"d","d","long4"
28,124,"Fremder","kes","Matching",1,469,"L2m",4,"d","d","long4"
28,125,"Fremder","kes","Matching",1,471,"L2m",4,"d","d","long4"
28,126,"Ich","kes","Nonmatching",1,488,"L1n",2,"k","k","long4"
28,127,"Fremder","ambelde","Nonmatching",1,446,"L2n",3,"k","k","long4"
28,128,"Ich","ambelde","Matching",1,535,"L1m",1,"d","d","long4"
29,1,"Fremder","sfartku","Matching",1,1168,"L2m",4,"d","d","short1"
29,2,"Ich","sfartku","Nonmatching",1,1099,"L1n",2,"k","k","short1"
29,3,"Ich","kes","Matching",1,883,"L1m",1,"d","d","short1"
29,4,"Fremder","kes","Nonmatching",1,926,"L2n",3,"k","k","short1"
29,5,"Fremder","sfartku","Matching",1,843,"L2m",4,"d","d","short1"
29,6,"Fremder","kes","Nonmatching",1,1014,"L2n",3,"k","k","short1"
29,7,"Ich","sfartku","Nonmatching",1,1013,"L1n",2,"k","k","short1"
29,8,"Ich","kes","Matching",1,508,"L1m",1,"d","d","short1"
29,9,"Ich","sfartku","Nonmatching",1,823,"L1n",2,"k","k","short1"
29,10,"Fremder","sfartku","Matching",1,760,"L2m",4,"d","d","short1"
29,11,"Ich","kes","Matching",1,770,"L1m",1,"d","d","short1"
29,12,"Fremder","kes","Nonmatching",1,784,"L2n",3,"k","k","short1"
29,13,"Fremder","sfartku","Matching",1,856,"L2m",4,"d","d","short1"
29,14,"Fremder","kes","Nonmatching",1,800,"L2n",3,"k","k","short1"
29,15,"Ich","sfartku","Nonmatching",1,885,"L1n",2,"k","k","short1"
29,16,"Ich","kes","Matching",1,459,"L1m",1,"d","d","short1"
29,17,"Ich","kes","Matching",1,680,"L1m",1,"d","d","short1"
29,18,"Fremder","sfartku","Matching",1,625,"L2m",4,"d","d","short1"
29,19,"Fremder","kes","Nonmatching",1,585,"L2n",3,"k","k","short1"
29,20,"Ich","sfartku","Nonmatching",1,815,"L1n",2,"k","k","short1"
29,21,"Ich","sfartku","Nonmatching",1,928,"L1n",2,"k","k","short1"
29,22,"Ich","kes","Matching",1,671,"L1m",1,"d","d","short1"
29,23,"Fremder","kes","Nonmatching",1,892,"L2n",3,"k","k","short1"
29,24,"Fremder","sfartku","Matching",0,783,"L2m",4,"k","d","short1"
29,25,"Ich","sfartku","Nonmatching",1,874,"L1n",2,"k","k","short1"
29,26,"Ich","kes","Matching",1,737,"L1m",1,"d","d","short1"
29,27,"Fremder","sfartku","Matching",1,575,"L2m",4,"d","d","short1"
29,28,"Fremder","kes","Nonmatching",1,891,"L2n",3,"k","k","short1"
29,29,"Fremder","sfartku","Matching",1,862,"L2m",4,"d","d","short1"
29,30,"Ich","kes","Matching",1,645,"L1m",1,"d","d","short1"
29,31,"Fremder","kes","Nonmatching",1,601,"L2n",3,"k","k","short1"
29,32,"Ich","sfartku","Nonmatching",1,926,"L1n",2,"k","k","short1"
29,33,"Ich","kes","Matching",1,796,"L1m",1,"d","d","short1"
29,34,"Fremder","sfartku","Matching",1,908,"L2m",4,"d","d","short1"
29,35,"Ich","sfartku","Nonmatching",1,846,"L1n",2,"k","k","short1"
29,36,"Fremder","kes","Nonmatching",1,718,"L2n",3,"k","k","short1"
29,37,"Ich","kes","Matching",1,544,"L1m",1,"d","d","short1"
29,38,"Fremder","kes","Nonmatching",1,689,"L2n",3,"k","k","short1"
29,39,"Fremder","sfartku","Matching",1,868,"L2m",4,"d","d","short1"
29,40,"Ich","sfartku","Nonmatching",1,581,"L1n",2,"k","k","short1"
29,41,"Fremder","sfartku","Matching",1,1132,"L2m",4,"d","d","short1"
29,42,"Fremder","kes","Nonmatching",1,682,"L2n",3,"k","k","short1"
29,43,"Ich","sfartku","Nonmatching",1,989,"L1n",2,"k","k","short1"
29,44,"Ich","kes","Matching",1,581,"L1m",1,"d","d","short1"
29,45,"Ich","sfartku","Nonmatching",1,638,"L1n",2,"k","k","short1"
29,46,"Fremder","sfartku","Matching",1,762,"L2m",4,"d","d","short1"
29,47,"Fremder","kes","Nonmatching",1,684,"L2n",3,"k","k","short1"
29,48,"Ich","kes","Matching",1,604,"L1m",1,"d","d","short1"
29,49,"Fremder","kes","Nonmatching",1,660,"L2n",3,"k","k","short1"
29,50,"Ich","kes","Matching",1,694,"L1m",1,"d","d","short1"
29,51,"Fremder","sfartku","Matching",1,487,"L2m",4,"d","d","short1"
29,52,"Ich","sfartku","Nonmatching",1,527,"L1n",2,"k","k","short1"
29,53,"Ich","sfartku","Nonmatching",1,583,"L1n",2,"k","k","short1"
29,54,"Fremder","sfartku","Matching",1,475,"L2m",4,"d","d","short1"
29,55,"Ich","kes","Matching",1,465,"L1m",1,"d","d","short1"
29,56,"Fremder","kes","Nonmatching",1,675,"L2n",3,"k","k","short1"
29,57,"Ich","sfartku","Nonmatching",1,724,"L1n",2,"k","k","short1"
29,58,"Fremder","sfartku","Matching",1,492,"L2m",4,"d","d","short1"
29,59,"Fremder","kes","Nonmatching",1,763,"L2n",3,"k","k","short1"
29,60,"Ich","kes","Matching",1,623,"L1m",1,"d","d","short1"
29,61,"Fremder","sfartku","Matching",1,566,"L2m",4,"d","d","short1"
29,62,"Ich","sfartku","Nonmatching",1,433,"L1n",2,"k","k","short1"
29,63,"Fremder","kes","Nonmatching",1,477,"L2n",3,"k","k","short1"
29,64,"Ich","kes","Matching",1,576,"L1m",1,"d","d","short1"
29,65,"Ich","kes","Matching",1,537,"L1m",1,"d","d","short1"
29,66,"Fremder","kes","Nonmatching",1,587,"L2n",3,"k","k","short1"
29,67,"Fremder","sfartku","Matching",1,536,"L2m",4,"d","d","short1"
29,68,"Ich","sfartku","Nonmatching",1,525,"L1n",2,"k","k","short1"
29,69,"Fremder","sfartku","Matching",1,652,"L2m",4,"d","d","short1"
29,70,"Ich","kes","Matching",1,481,"L1m",1,"d","d","short1"
29,71,"Fremder","kes","Nonmatching",1,510,"L2n",3,"k","k","short1"
29,72,"Ich","sfartku","Nonmatching",1,712,"L1n",2,"k","k","short1"
29,73,"Ich","kes","Matching",1,547,"L1m",1,"d","d","short1"
29,74,"Ich","sfartku","Nonmatching",1,597,"L1n",2,"k","k","short1"
29,75,"Fremder","kes","Nonmatching",1,527,"L2n",3,"k","k","short1"
29,76,"Fremder","sfartku","Matching",1,465,"L2m",4,"d","d","short1"
29,77,"Ich","kes","Matching",1,429,"L1m",1,"d","d","short1"
29,78,"Fremder","sfartku","Matching",1,492,"L2m",4,"d","d","short1"
29,79,"Ich","sfartku","Nonmatching",1,543,"L1n",2,"k","k","short1"
29,80,"Fremder","kes","Nonmatching",1,417,"L2n",3,"k","k","short1"
29,81,"Fremder","sfartku","Matching",1,429,"L2m",4,"d","d","short1"
29,82,"Ich","sfartku","Nonmatching",1,581,"L1n",2,"k","k","short1"
29,83,"Ich","kes","Matching",1,433,"L1m",1,"d","d","short1"
29,84,"Fremder","kes","Nonmatching",1,841,"L2n",3,"k","k","short1"
29,85,"Fremder","kes","Nonmatching",1,689,"L2n",3,"k","k","short1"
29,86,"Ich","sfartku","Nonmatching",1,868,"L1n",2,"k","k","short1"
29,87,"Fremder","sfartku","Matching",1,796,"L2m",4,"d","d","short1"
29,88,"Ich","kes","Matching",1,658,"L1m",1,"d","d","short1"
29,89,"Fremder","kes","Nonmatching",1,594,"L2n",3,"k","k","short1"
29,90,"Ich","sfartku","Nonmatching",1,485,"L1n",2,"k","k","short1"
29,91,"Ich","kes","Matching",1,477,"L1m",1,"d","d","short1"
29,92,"Fremder","sfartku","Matching",1,427,"L2m",4,"d","d","short1"
29,93,"Fremder","sfartku","Matching",1,545,"L2m",4,"d","d","short1"
29,94,"Fremder","kes","Nonmatching",1,859,"L2n",3,"k","k","short1"
29,95,"Ich","kes","Matching",1,531,"L1m",1,"d","d","short1"
29,96,"Ich","sfartku","Nonmatching",1,573,"L1n",2,"k","k","short1"
29,97,"Ich","kes","Matching",1,560,"L1m",1,"d","d","short1"
29,98,"Ich","sfartku","Nonmatching",1,450,"L1n",2,"k","k","short1"
29,99,"Fremder","kes","Nonmatching",1,601,"L2n",3,"k","k","short1"
29,100,"Fremder","sfartku","Matching",1,623,"L2m",4,"d","d","short1"
29,101,"Ich","kes","Matching",1,427,"L1m",1,"d","d","short1"
29,102,"Ich","sfartku","Nonmatching",1,504,"L1n",2,"k","k","short1"
29,103,"Fremder","sfartku","Matching",1,567,"L2m",4,"d","d","short1"
29,104,"Fremder","kes","Nonmatching",1,590,"L2n",3,"k","k","short1"
29,105,"Ich","kes","Matching",1,534,"L1m",1,"d","d","short1"
29,106,"Fremder","sfartku","Matching",1,574,"L2m",4,"d","d","short1"
29,107,"Ich","sfartku","Nonmatching",1,629,"L1n",2,"k","k","short1"
29,108,"Fremder","kes","Nonmatching",1,573,"L2n",3,"k","k","short1"
29,109,"Ich","sfartku","Nonmatching",1,693,"L1n",2,"k","k","short1"
29,110,"Fremder","kes","Nonmatching",1,565,"L2n",3,"k","k","short1"
29,111,"Fremder","sfartku","Matching",1,553,"L2m",4,"d","d","short1"
29,112,"Ich","kes","Matching",1,388,"L1m",1,"d","d","short1"
29,113,"Fremder","sfartku","Matching",1,623,"L2m",4,"d","d","short1"
29,114,"Ich","kes","Matching",1,493,"L1m",1,"d","d","short1"
29,115,"Fremder","kes","Nonmatching",1,691,"L2n",3,"k","k","short1"
29,116,"Ich","sfartku","Nonmatching",1,489,"L1n",2,"k","k","short1"
29,117,"Fremder","sfartku","Matching",1,692,"L2m",4,"d","d","short1"
29,118,"Ich","sfartku","Nonmatching",1,488,"L1n",2,"k","k","short1"
29,119,"Ich","kes","Matching",1,532,"L1m",1,"d","d","short1"
29,120,"Fremder","kes","Nonmatching",1,541,"L2n",3,"k","k","short1"
29,121,"Fremder","kes","Nonmatching",1,655,"L2n",3,"k","k","short1"
29,122,"Fremder","sfartku","Matching",1,598,"L2m",4,"d","d","short1"
29,123,"Ich","sfartku","Nonmatching",1,520,"L1n",2,"k","k","short1"
29,124,"Ich","kes","Matching",1,538,"L1m",1,"d","d","short1"
29,125,"Ich","kes","Matching",1,541,"L1m",1,"d","d","short1"
29,126,"Fremder","kes","Nonmatching",1,570,"L2n",3,"k","k","short1"
29,127,"Fremder","sfartku","Matching",1,509,"L2m",4,"d","d","short1"
29,128,"Ich","sfartku","Nonmatching",1,529,"L1n",2,"k","k","short1"
30,1,"Ich","teirnen","Nonmatching",1,802,"L1n",2,"k","k","short7"
30,2,"Fremder","kes","Nonmatching",1,809,"L2n",3,"k","k","short7"
30,3,"Fremder","teirnen","Matching",1,920,"L2m",4,"d","d","short7"
30,4,"Ich","kes","Matching",1,862,"L1m",1,"d","d","short7"
30,5,"Fremder","kes","Nonmatching",1,837,"L2n",3,"k","k","short7"
30,6,"Ich","teirnen","Nonmatching",1,953,"L1n",2,"k","k","short7"
30,7,"Fremder","teirnen","Matching",1,757,"L2m",4,"d","d","short7"
30,8,"Ich","kes","Matching",1,627,"L1m",1,"d","d","short7"
30,9,"Ich","kes","Matching",1,708,"L1m",1,"d","d","short7"
30,10,"Fremder","kes","Nonmatching",1,632,"L2n",3,"k","k","short7"
30,11,"Ich","teirnen","Nonmatching",1,791,"L1n",2,"k","k","short7"
30,12,"Fremder","teirnen","Matching",1,745,"L2m",4,"d","d","short7"
30,13,"Ich","kes","Matching",1,732,"L1m",1,"d","d","short7"
30,14,"Fremder","kes","Nonmatching",1,612,"L2n",3,"k","k","short7"
30,15,"Fremder","teirnen","Matching",1,696,"L2m",4,"d","d","short7"
30,16,"Ich","teirnen","Nonmatching",1,777,"L1n",2,"k","k","short7"
30,17,"Ich","kes","Matching",1,523,"L1m",1,"d","d","short7"
30,18,"Fremder","teirnen","Matching",1,674,"L2m",4,"d","d","short7"
30,19,"Ich","teirnen","Nonmatching",1,720,"L1n",2,"k","k","short7"
30,20,"Fremder","kes","Nonmatching",1,696,"L2n",3,"k","k","short7"
30,21,"Fremder","kes","Nonmatching",1,646,"L2n",3,"k","k","short7"
30,22,"Ich","kes","Matching",1,445,"L1m",1,"d","d","short7"
30,23,"Ich","teirnen","Nonmatching",1,692,"L1n",2,"k","k","short7"
30,24,"Fremder","teirnen","Matching",1,687,"L2m",4,"d","d","short7"
30,25,"Ich","kes","Matching",1,389,"L1m",1,"d","d","short7"
30,26,"Fremder","kes","Nonmatching",1,496,"L2n",3,"k","k","short7"
30,27,"Fremder","teirnen","Matching",1,390,"L2m",4,"d","d","short7"
30,28,"Ich","teirnen","Nonmatching",1,507,"L1n",2,"k","k","short7"
30,29,"Ich","kes","Matching",1,368,"L1m",1,"d","d","short7"
30,30,"Fremder","kes","Nonmatching",1,425,"L2n",3,"k","k","short7"
30,31,"Fremder","teirnen","Matching",1,352,"L2m",4,"d","d","short7"
30,32,"Ich","teirnen","Nonmatching",1,509,"L1n",2,"k","k","short7"
30,33,"Fremder","teirnen","Matching",1,465,"L2m",4,"d","d","short7"
30,34,"Ich","kes","Matching",1,393,"L1m",1,"d","d","short7"
30,35,"Fremder","kes","Nonmatching",1,315,"L2n",3,"k","k","short7"
30,36,"Ich","teirnen","Nonmatching",1,539,"L1n",2,"k","k","short7"
30,37,"Fremder","teirnen","Matching",1,352,"L2m",4,"d","d","short7"
30,38,"Ich","kes","Matching",1,336,"L1m",1,"d","d","short7"
30,39,"Fremder","kes","Nonmatching",1,380,"L2n",3,"k","k","short7"
30,40,"Ich","teirnen","Nonmatching",1,538,"L1n",2,"k","k","short7"
30,41,"Ich","teirnen","Nonmatching",1,516,"L1n",2,"k","k","short7"
30,42,"Fremder","kes","Nonmatching",1,493,"L2n",3,"k","k","short7"
30,43,"Fremder","teirnen","Matching",1,445,"L2m",4,"d","d","short7"
30,44,"Ich","kes","Matching",1,516,"L1m",1,"d","d","short7"
30,45,"Fremder","kes","Nonmatching",1,373,"L2n",3,"k","k","short7"
30,46,"Ich","teirnen","Nonmatching",1,526,"L1n",2,"k","k","short7"
30,47,"Fremder","teirnen","Matching",1,526,"L2m",4,"d","d","short7"
30,48,"Ich","kes","Matching",1,461,"L1m",1,"d","d","short7"
30,49,"Ich","teirnen","Nonmatching",1,400,"L1n",2,"k","k","short7"
30,50,"Fremder","kes","Nonmatching",1,495,"L2n",3,"k","k","short7"
30,51,"Fremder","teirnen","Matching",1,431,"L2m",4,"d","d","short7"
30,52,"Ich","kes","Matching",1,407,"L1m",1,"d","d","short7"
30,53,"Ich","kes","Matching",1,438,"L1m",1,"d","d","short7"
30,54,"Ich","teirnen","Nonmatching",1,430,"L1n",2,"k","k","short7"
30,55,"Fremder","kes","Nonmatching",1,448,"L2n",3,"k","k","short7"
30,56,"Fremder","teirnen","Matching",1,423,"L2m",4,"d","d","short7"
30,57,"Ich","kes","Matching",1,415,"L1m",1,"d","d","short7"
30,58,"Ich","teirnen","Nonmatching",1,430,"L1n",2,"k","k","short7"
30,59,"Fremder","kes","Nonmatching",1,454,"L2n",3,"k","k","short7"
30,60,"Fremder","teirnen","Matching",1,336,"L2m",4,"d","d","short7"
30,61,"Fremder","teirnen","Matching",1,403,"L2m",4,"d","d","short7"
30,62,"Ich","kes","Matching",1,365,"L1m",1,"d","d","short7"
30,63,"Ich","teirnen","Nonmatching",1,277,"L1n",2,"k","k","short7"
30,64,"Fremder","kes","Nonmatching",0,391,"L2n",3,"d","k","short7"
30,65,"Ich","kes","Matching",1,379,"L1m",1,"d","d","short7"
