"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"43","3","diamond","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1030","1.03","0"
"43","3","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","973","0.973","1"
"43","3","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","888","0.888","1"
"43","3","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","969","0.969","1"
"43","3","diamond","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","753","0.753","0"
"43","3","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","787","0.787","1"
"43","3","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","668","0.668","0"
"43","3","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","702","0.702","0"
"43","3","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","963","0.963","1"
"43","3","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","871","0.871","1"
"43","3","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1534","1.534","1"
"43","3","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","866","0.866","1"
"43","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","905","0.905","1"
"43","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","751","0.751","1"
"43","1","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","983","0.983","0"
"43","1","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","1070","1.07","1"
"43","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","805","0.805","1"
"43","1","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","762","0.762","1"
"43","1","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","535","0.535","1"
"43","1","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","897","0.897","1"
"43","1","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","734","0.734","1"
"43","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","776","0.776","0"
"43","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","639","0.639","1"
"43","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","932","0.932","1"
"43","1","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","725","0.725","1"
"43","1","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","766","0.766","1"
"43","1","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","626","0.626","1"
"43","1","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","626","0.626","0"
"43","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","963","0.963","1"
"43","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","610","0.61","1"
"43","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","580","0.58","1"
"43","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","729","0.729","1"
"43","2","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","653","0.653","1"
"43","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","862","0.862","1"
"43","2","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","605","0.605","0"
"43","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","640","0.64","0"
"43","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1229","1.229","1"
"43","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","745","0.745","1"
"43","2","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","679","0.679","0"
"43","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","950","0.95","1"
"43","2","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","718","0.718","0"
"43","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","743","0.743","1"
"43","2","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","659","0.659","1"
"43","2","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","686","0.686","1"
"43","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","629","0.629","1"
"43","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","913","0.913","1"
"43","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","857","0.857","1"
"43","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","725","0.725","0"
"43","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","576","0.576","1"
"43","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","476","0.476","1"
"43","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","778","0.778","1"
"43","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","673","0.673","1"
"43","3","kite","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","timeout","1650","1.65","0"
"43","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","889","0.889","1"
"43","3","kite","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","641","0.641","1"
"43","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","683","0.683","1"
"43","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","559","0.559","0"
"43","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","787","0.787","0"
"43","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","590","0.59","1"
"43","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","629","0.629","1"
"44","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","896","0.896","0"
"44","1","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","784","0.784","1"
"44","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","737","0.737","1"
"44","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","924","0.924","0"
"44","1","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1058","1.058","1"
"44","1","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","1090","1.09","1"
"44","1","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","671","0.671","1"
"44","1","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1328","1.328","1"
"44","1","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","748","0.748","0"
"44","1","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1050","1.05","1"
"44","1","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","884","0.884","1"
"44","1","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","775","0.775","1"
"44","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","856","0.856","0"
"44","1","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","825","0.825","1"
"44","1","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","879","0.879","0"
"44","1","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","738","0.738","1"
"44","2","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","638","0.638","0"
"44","2","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","746","0.746","0"
"44","2","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","852","0.852","1"
"44","2","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1032","1.032","0"
"44","2","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","747","0.747","1"
"44","2","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","739","0.739","0"
"44","2","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1132","1.132","1"
"44","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","742","0.742","1"
"44","2","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1038","1.038","1"
"44","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1484","1.484","1"
"44","2","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","984","0.984","0"
"44","2","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","539","0.539","1"
"44","2","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","998","0.998","1"
"44","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1340","1.34","1"
"44","2","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","807","0.807","1"
"44","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1378","1.378","0"
"44","3","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","987","0.987","1"
"44","3","octagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","883","0.883","1"
"44","3","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","621","0.621","1"
"44","3","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","395","0.395","1"
"44","3","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","760","0.76","0"
"44","3","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","596","0.596","1"
"44","3","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","768","0.768","1"
"44","3","triangle","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","860","0.86","1"
"44","3","triangle","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","370","0.37","1"
"44","3","octagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","571","0.571","1"
"44","3","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1347","1.347","1"
"44","3","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","780","0.78","1"
"44","3","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","797","0.797","1"
"44","3","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","762","0.762","0"
"44","3","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","959","0.959","1"
"44","3","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1219","1.219","1"
"44","1","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","734","0.734","1"
"44","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","695","0.695","1"
"44","1","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","757","0.757","1"
"44","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1091","1.091","0"
"44","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","654","0.654","1"
"44","1","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","561","0.561","1"
"44","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","995","0.995","1"
"44","1","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1140","1.14","0"
"44","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1203","1.203","1"
"44","1","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","877","0.877","1"
"44","1","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","726","0.726","1"
"44","1","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1029","1.029","0"
"44","1","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","1014","1.014","1"
"44","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","1447","1.447","1"
"44","1","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","725","0.725","1"
"44","1","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","617","0.617","1"
"44","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1239","1.239","1"
"44","2","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","806","0.806","1"
"44","2","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","658","0.658","0"
"44","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","790","0.79","0"
"44","2","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","926","0.926","1"
"44","2","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","915","0.915","1"
"44","2","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","520","0.52","1"
"44","2","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","791","0.791","0"
"44","2","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","750","0.75","0"
"44","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","719","0.719","1"
"44","2","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","788","0.788","1"
"44","2","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","626","0.626","1"
"44","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","723","0.723","0"
"44","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","972","0.972","1"
"44","2","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","768","0.768","1"
"44","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","671","0.671","0"
"44","3","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","648","0.648","1"
"44","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","638","0.638","1"
"44","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1011","1.011","0"
"44","3","square","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","528","0.528","1"
"44","3","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","834","0.834","1"
"44","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","544","0.544","0"
"44","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1012","1.012","0"
"44","3","trapeze","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","975","0.975","1"
"44","3","pentagon","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","596","0.596","1"
"44","3","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","843","0.843","1"
"44","3","trapeze","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","683","0.683","1"
"44","3","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","745","0.745","0"
"44","3","pentagon","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","849","0.849","0"
"44","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","760","0.76","1"
"44","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1013","1.013","1"
"44","3","square","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","777","0.777","1"
"45","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","950","0.95","0"
"45","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1559","1.559","0"
"45","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1202","1.202","0"
"45","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1133","1.133","1"
"45","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1002","1.002","1"
"45","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1123","1.123","1"
"45","1","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","771","0.771","1"
"45","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1559","1.559","1"
"45","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","714","0.714","1"
"45","1","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1408","1.408","0"
"45","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","828","0.828","1"
"45","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1157","1.157","0"
"45","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","838","0.838","1"
"45","1","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","972","0.972","1"
"45","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1393","1.393","1"
"45","1","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","783","0.783","1"
"45","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","911","0.911","1"
"45","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","900","0.9","1"
"45","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","920","0.92","0"
"45","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1048","1.048","0"
"45","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1575","1.575","1"
"45","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1324","1.324","1"
"45","2","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","760","0.76","1"
"45","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1239","1.239","1"
"45","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1110","1.11","0"
"45","2","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1339","1.339","1"
"45","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","848","0.848","0"
"45","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","908","0.908","1"
"45","2","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","timeout","1649","1.649","0"
"45","2","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1072","1.072","1"
"45","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1056","1.056","1"
"45","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","811","0.811","0"
"45","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","816","0.816","1"
"45","3","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","942","0.942","1"
"45","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1072","1.072","1"
"45","3","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","1066","1.066","1"
"45","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","1011","1.011","1"
"45","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","799","0.799","1"
"45","3","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","775","0.775","1"
"45","3","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1425","1.425","1"
"45","3","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","1089","1.089","1"
"45","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","562","0.562","1"
"45","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","678","0.678","0"
"45","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1130","1.13","1"
"45","3","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1153","1.153","0"
"45","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","853","0.853","1"
"45","3","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","1010","1.01","1"
"45","3","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","966","0.966","1"
"45","1","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","927","0.927","1"
"45","1","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","684","0.684","1"
"45","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","944","0.944","1"
"45","1","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","957","0.957","1"
"45","1","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","1210","1.21","1"
"45","1","pentagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","910","0.91","0"
"45","1","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","781","0.781","1"
"45","1","pentagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","746","0.746","1"
"45","1","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","1013","1.013","1"
"45","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","650","0.65","1"
"45","1","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","1030","1.03","0"
"45","1","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","672","0.672","1"
"45","1","kite","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","849","0.849","1"
"45","1","kite","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","539","0.539","1"
