success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,value,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,scale_factor,win_width_deg,win_height_deg,view_history,response_type,key_press,avg_frame_time,center_x,center_y,image,word,target,valence,matchness,correct_response,correct,exp_condition,question_order,result
,,,,,psychophysics,38,279147,0.0-7.0-0.0-0.13,771,,f,,,,,,,,,,,,,key,f,16.666086956522,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,他人,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,39,279452,0.0-7.0-0.0-1.13,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,40,281344,0.0-7.0-0.0-0.14,734,,f,,,,,,,,,,,,,key,f,16.6663716814158,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,false,Practice,,
,,,,,html-keyboard-response,41,281646,0.0-7.0-0.0-1.14,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,42,283813,0.0-7.0-0.0-0.15,987,,f,,,,,,,,,,,,,key,f,16.6674418604654,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,43,284116,0.0-7.0-0.0-1.15,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,44,286057,0.0-7.0-0.0-0.16,786,,f,,,,,,,,,,,,,key,f,16.6669565217392,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,朋友,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,45,286358,0.0-7.0-0.0-1.16,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,46,288413,0.0-7.0-0.0-0.17,904,,f,,,,,,,,,,,,,key,f,16.655737704918,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,47,288727,0.0-7.0-0.0-1.17,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,48,290495,0.0-7.0-0.0-0.18,590,,j,,,,,,,,,,,,,key,j,16.6676190476194,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Practice,,
,,,,,html-keyboard-response,49,290808,0.0-7.0-0.0-1.18,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,50,292734,0.0-7.0-0.0-0.19,774,,f,,,,,,,,,,,,,key,f,16.6552631578948,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,他人,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,51,293050,0.0-7.0-0.0-1.19,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,52,295370,0.0-7.0-0.0-0.20,1166,,j,,,,,,,,,,,,,key,j,16.6659420289857,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Practice,,
,,,,,html-keyboard-response,53,295701,0.0-7.0-0.0-1.20,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,54,297635,0.0-7.0-0.0-0.21,769,,f,,,,,,,,,,,,,key,f,16.6669565217392,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,他人,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,55,297947,0.0-7.0-0.0-1.21,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,56,300389,0.0-7.0-0.0-0.22,1289,,j,,,,,,,,,,,,,key,j,16.6648275862071,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Practice,,
,,,,,html-keyboard-response,57,300698,0.0-7.0-0.0-1.22,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,psychophysics,58,302629,0.0-7.0-0.0-0.23,770,,f,,,,,,,,,,,,,key,f,16.6686956521741,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,f,true,Practice,,
,,,,,html-keyboard-response,59,302944,0.0-7.0-0.0-1.23,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,,
,,,,,html-keyboard-response,60,323658,0.0-8.0,20711,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了92% 的试次。</p><p class='context'>您的平均反应时为838毫秒。</p><p class='context'>恭喜您完成练习。现在请休息3~5分钟。</p><p class='context'>之后，按任意键进入正式实验。需要注意的是，正式实验将不再提供反应是否正确的反馈。</p><p class='footer' style='font-size: 35px; line-height:40px;'>请在进入正式实验实验之前将您的<span style='color: lightgreen;'>食指</span>放在电脑键盘的相应键位上进行按键。</p>, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,psychophysics,61,325557,0.0-9.0-0.0-0.0,738,,f,,,,,,,,,,,,,key,f,16.6678571428576,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,62,327339,0.0-9.0-0.0-0.1,630,,f,,,,,,,,,,,,,key,f,16.6669811320756,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,63,329158,0.0-9.0-0.0-0.2,664,,j,,,,,,,,,,,,,key,j,16.6672897196264,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,64,330948,0.0-9.0-0.0-0.3,638,,j,,,,,,,,,,,,,key,j,16.6663551401868,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,65,332981,0.0-9.0-0.0-0.4,878,,f,,,,,,,,,,,,,key,f,16.6661157024796,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,66,334998,0.0-9.0-0.0-0.5,855,,j,,,,,,,,,,,,,key,j,16.6683333333334,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,67,336716,0.0-9.0-0.0-0.6,558,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,68,338526,0.0-9.0-0.0-0.7,650,,f,,,,,,,,,,,,,key,f,16.6654205607478,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,69,340571,0.0-9.0-0.0-0.8,894,,f,,,,,,,,,,,,,key,f,16.6669421487604,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,70,342531,0.0-9.0-0.0-0.9,805,,f,,,,,,,,,,,,,key,f,16.6666666666667,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,71,344270,0.0-9.0-0.0-0.10,585,,j,,,,,,,,,,,,,key,j,16.6689320388352,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Formal,,
,,,,,psychophysics,72,346384,0.0-9.0-0.0-0.11,960,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Formal,,
,,,,,psychophysics,73,348117,0.0-9.0-0.0-0.12,582,,f,,,,,,,,,,,,,key,f,16.6621359223302,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,74,350013,0.0-9.0-0.0-0.13,741,,f,,,,,,,,,,,,,key,f,16.6681415929204,720,446,./1_3_Stimuli/T_ambi40.png,他人,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,75,351784,0.0-9.0-0.0-0.14,608,,j,,,,,,,,,,,,,key,j,16.6647619047618,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,true,Formal,,
,,,,,psychophysics,76,353578,0.0-9.0-0.0-0.15,636,,f,,,,,,,,,,,,,key,f,16.6663551401868,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,77,355337,0.0-9.0-0.0-0.16,607,,f,,,,,,,,,,,,,key,f,16.666346153846,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,78,357041,0.0-9.0-0.0-0.17,549,,j,,,,,,,,,,,,,key,j,16.6673267326729,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Formal,,
,,,,,psychophysics,79,359013,0.0-9.0-0.0-0.18,820,,f,,,,,,,,,,,,,key,f,16.6675213675217,720,446,./1_3_Stimuli/T_ambi40.png,他人,Word,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,80,361000,0.0-9.0-0.0-0.19,832,,j,,,,,,,,,,,,,key,j,16.6728813559319,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,81,362848,0.0-9.0-0.0-0.20,672,,f,,,,,,,,,,,,,key,f,16.6654545454547,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Image,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,82,365217,0.0-9.0-0.0-0.21,1208,,j,,,,,,,,,,,,,key,j,16.6659574468087,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Formal,,
,,,,,psychophysics,83,367468,0.0-9.0-0.0-0.22,1094,,j,,,,,,,,,,,,,key,j,16.6664179104477,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,true,Formal,,
,,,,,psychophysics,84,369260,0.0-9.0-0.0-0.23,635,,j,,,,,,,,,,,,,key,j,16.8245283018865,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,85,371055,0.0-9.0-0.0-0.24,630,,j,,,,,,,,,,,,,key,j,16.6660377358488,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Formal,,
,,,,,psychophysics,86,373067,0.0-9.0-0.0-0.25,859,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,他人,Mismatch,f,false,Formal,,
,,,,,psychophysics,87,374767,0.0-9.0-0.0-0.26,548,,j,,,,,,,,,,,,,key,j,16.6673267326729,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Formal,,
,,,,,psychophysics,88,376591,0.0-9.0-0.0-0.27,666,,f,,,,,,,,,,,,,key,f,16.6666666666667,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,89,378740,0.0-9.0-0.0-0.28,998,,f,,,,,,,,,,,,,key,f,16.664566929134,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,90,381195,0.0-9.0-0.0-0.29,1286,,f,,,,,,,,,,,,,key,f,16.6666666666667,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,91,383330,0.0-9.0-0.0-0.30,985,,j,,,,,,,,,,,,,key,j,16.6653543307087,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,92,385405,0.0-9.0-0.0-0.31,919,,j,,,,,,,,,,,,,key,j,16.6658536585368,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,93,387208,0.0-9.0-0.0-0.32,644,,j,,,,,,,,,,,,,key,j,16.6663551401874,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,94,389070,0.0-9.0-0.0-0.33,709,,f,,,,,,,,,,,,,key,f,16.6700000000001,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,95,390880,0.0-9.0-0.0-0.34,659,,f,,,,,,,,,,,,,key,f,16.665740740741,720,446,./1_3_Stimuli/T_ambi40.png,他人,Word,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,96,393114,0.0-9.0-0.0-0.35,1081,,j,,,,,,,,,,,,,key,j,16.6661654135337,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,true,Formal,,
,,,,,psychophysics,97,394823,0.0-9.0-0.0-0.36,548,,j,,,,,,,,,,,,,key,j,16.6663366336633,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,98,396597,0.0-9.0-0.0-0.37,622,,j,,,,,,,,,,,,,key,j,16.6660377358488,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,99,398443,0.0-9.0-0.0-0.38,695,,f,,,,,,,,,,,,,key,f,16.6654545454547,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Image,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,100,400481,0.0-9.0-0.0-0.39,875,,f,,,,,,,,,,,,,key,f,16.6652892561983,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,101,402421,0.0-9.0-0.0-0.40,783,,f,,,,,,,,,,,,,key,f,16.6660869565215,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,102,404276,0.0-9.0-0.0-0.41,701,,j,,,,,,,,,,,,,key,j,16.6663636363635,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Formal,,
,,,,,psychophysics,103,406152,0.0-9.0-0.0-0.42,713,,j,,,,,,,,,,,,,key,j,16.6648648648648,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,104,407999,0.0-9.0-0.0-0.43,691,,j,,,,,,,,,,,,,key,j,16.6672727272729,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,true,Formal,,
,,,,,psychophysics,105,410254,0.0-9.0-0.0-0.44,1096,,f,,,,,,,,,,,,,key,f,16.6649253731346,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,106,412438,0.0-9.0-0.0-0.45,1030,,f,,,,,,,,,,,,,key,f,16.6669230769227,720,446,./1_3_Stimuli/T_ambi40.png,他人,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,107,414414,0.0-9.0-0.0-0.46,822,,f,,,,,,,,,,,,,key,f,16.6658119658122,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,108,416334,0.0-9.0-0.0-0.47,759,,j,,,,,,,,,,,,,key,j,16.6657894736844,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Formal,,
,,,,,psychophysics,109,418409,0.0-9.0-0.0-0.48,918,,f,,,,,,,,,,,,,key,f,16.6658536585368,720,446,./1_3_Stimuli/T_ambi40.png,他人,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,110,420582,0.0-9.0-0.0-0.49,1017,,f,,,,,,,,,,,,,key,f,16.6666666666667,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,111,423101,0.0-9.0-0.0-0.50,1343,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,他人,Match,j,true,Formal,,
,,,,,psychophysics,112,424864,0.0-9.0-0.0-0.51,606,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,113,426649,0.0-9.0-0.0-0.52,624,,f,,,,,,,,,,,,,key,f,16.6660377358494,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,朋友,Mismatch,f,true,Formal,,
,,,,,psychophysics,114,428525,0.0-9.0-0.0-0.53,716,,j,,,,,,,,,,,,,key,j,16.6657657657655,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,115,430427,0.0-9.0-0.0-0.54,750,,f,,,,,,,,,,,,,key,f,16.6660714285717,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,f,true,Formal,,
,,,,,psychophysics,116,432444,0.0-9.0-0.0-0.55,862,,f,,,,,,,,,,,,,key,f,16.6658333333335,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,117,434321,0.0-9.0-0.0-0.56,712,,f,,,,,,,,,,,,,key,f,16.6666666666667,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,118,436144,0.0-9.0-0.0-0.57,671,,j,,,,,,,,,,,,,key,j,16.6651376146789,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,自我,Match,j,true,Formal,,
,,,,,psychophysics,119,438551,0.0-9.0-0.0-0.58,1246,,j,,,,,,,,,,,,,key,j,16.6671328671326,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,他人,Match,j,true,Formal,,
,,,,,psychophysics,120,440362,0.0-9.0-0.0-0.59,637,,f,,,,,,,,,,,,,key,f,16.6648148148147,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,他人,Mismatch,f,true,Formal,,
,,,,,psychophysics,121,442244,0.0-9.0-0.0-0.60,726,,j,,,,,,,,,,,,,key,j,16.6669642857139,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,122,444128,0.0-9.0-0.0-0.61,725,,j,,,,,,,,,,,,,key,j,16.6660714285712,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,朋友,Match,j,true,Formal,,
,,,,,psychophysics,123,445949,0.0-9.0-0.0-0.62,658,,j,,,,,,,,,,,,,key,j,16.6666666666667,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,自我,Match,j,true,Formal,,
,,,,,psychophysics,124,448164,0.0-9.0-0.0-0.63,1060,,j,,,,,,,,,,,,,key,j,16.6659090909088,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,f,false,Formal,,
,,,,,psychophysics,125,450073,0.0-9.0-0.0-0.64,757,,j,,,,,,,,,,,,,key,j,16.6663716814158,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,朋友,Match,j,true,Formal,,
