success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,value,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,scale_factor,win_width_deg,win_height_deg,view_history,response_type,key_press,avg_frame_time,center_x,center_y,image,word,target,valence,matchness,correct_response,correct,exp_condition
,,,,,html-keyboard-response,53,296944,0.0-7.0-0.0-1.20,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,54,299038,0.0-7.0-0.0-0.21,941,,j,,,,,,,,,,,,,key,j,16.6662559999996,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Image,他人,Mismatch,f,false,Practice
,,,,,html-keyboard-response,55,299348,0.0-7.0-0.0-1.21,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,56,301021,0.0-7.0-0.0-0.22,521,,j,,,,,,,,,,,,,key,j,16.663080808081,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,自我,Match,j,true,Practice
,,,,,html-keyboard-response,57,301329,0.0-7.0-0.0-1.22,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,58,303585,0.0-7.0-0.0-0.23,1105,,j,,,,,,,,,,,,,key,j,16.6664402985071,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,f,false,Practice
,,,,,html-keyboard-response,59,303891,0.0-7.0-0.0-1.23,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,html-keyboard-response,60,306836,0.0-7.0-1.0-0.0,2944,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了71% 的试次。</p><p class='context'>您的平均反应时为765毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>, ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,instructions,61,334318,0.0-7.0-1.0-1.0,27480,,,,,,,,,,,,,,"[{""page_index"":0,""viewing_time"":1927},{""page_index"":1,""viewing_time"":16529},{""page_index"":2,""viewing_time"":3798},{""page_index"":1,""viewing_time"":2617},{""page_index"":2,""viewing_time"":2610}]",,,,,,,,,,,,,
,,,,,psychophysics,62,336083,0.0-7.1-0.1-0.24,611,,f,,,,,,,,,,,,,key,f,16.6649428571425,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,自我,Mismatch,f,true,Practice
,,,,,html-keyboard-response,63,336393,0.0-7.1-0.1-1.24,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,64,338069,0.0-7.1-0.1-0.25,525,,f,,,,,,,,,,,,,key,f,16.6666060606061,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,f,true,Practice
,,,,,html-keyboard-response,65,338373,0.0-7.1-0.1-1.25,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,66,340139,0.0-7.1-0.1-0.26,611,,f,,,,,,,,,,,,,key,f,16.6647714285712,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,他人,Mismatch,f,true,Practice
,,,,,html-keyboard-response,67,340447,0.0-7.1-0.1-1.26,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,68,342054,0.0-7.1-0.1-0.27,450,,j,,,,,,,,,,,,,key,j,16.6636421052629,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,自我,Match,j,true,Practice
,,,,,html-keyboard-response,69,342366,0.0-7.1-0.1-1.27,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,70,344406,0.0-7.1-0.1-0.28,883,,j,,,,,,,,,,,,,key,j,16.6641818181821,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,j,true,Practice
,,,,,html-keyboard-response,71,344713,0.0-7.1-0.1-1.28,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,72,347050,0.0-7.1-0.1-0.29,1182,,j,,,,,,,,,,,,,key,j,16.6631942446044,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,他人,Mismatch,f,false,Practice
,,,,,html-keyboard-response,73,347364,0.0-7.1-0.1-1.29,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,74,349116,0.0-7.1-0.1-0.30,590,,f,,,,,,,,,,,,,key,f,16.6643269230766,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,自我,Mismatch,f,true,Practice
,,,,,html-keyboard-response,75,349423,0.0-7.1-0.1-1.30,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,76,351468,0.0-7.1-0.1-0.31,893,,j,,,,,,,,,,,,,key,j,16.6563636363635,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,f,false,Practice
,,,,,html-keyboard-response,77,351773,0.0-7.1-0.1-1.31,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,78,353619,0.0-7.1-0.1-0.32,694,,f,,,,,,,,,,,,,key,f,16.6670999999999,720,446,./1_3_Stimuli/T_ambi40.png,他人,Word,自我,Mismatch,f,true,Practice
,,,,,html-keyboard-response,79,353934,0.0-7.1-0.1-1.32,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,80,355950,0.0-7.1-0.1-0.33,867,,j,,,,,,,,,,,,,key,j,16.6633416666664,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,他人,Match,j,true,Practice
,,,,,html-keyboard-response,81,356252,0.0-7.1-0.1-1.33,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,82,357961,0.0-7.1-0.1-0.34,558,,f,,,,,,,,,,,,,key,f,16.6642549019609,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Image,他人,Mismatch,f,true,Practice
,,,,,html-keyboard-response,83,358274,0.0-7.1-0.1-1.34,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,84,359928,0.0-7.1-0.1-0.35,501,,j,,,,,,,,,,,,,key,j,16.6659081632655,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,他人,Match,j,true,Practice
,,,,,html-keyboard-response,85,360234,0.0-7.1-0.1-1.35,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,86,361851,0.0-7.1-0.1-0.36,460,,j,,,,,,,,,,,,,key,j,16.6662499999996,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,他人,Match,j,true,Practice
,,,,,html-keyboard-response,87,362156,0.0-7.1-0.1-1.36,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,88,364022,0.0-7.1-0.1-0.37,715,,j,,,,,,,,,,,,,key,j,16.6657727272731,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,j,true,Practice
,,,,,html-keyboard-response,89,364335,0.0-7.1-0.1-1.37,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,90,365912,0.0-7.1-0.1-0.38,422,,j,,,,,,,,,,,,,key,j,16.6640212765958,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,自我,Match,j,true,Practice
,,,,,html-keyboard-response,91,366222,0.0-7.1-0.1-1.38,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,92,367998,0.0-7.1-0.1-0.39,625,,j,,,,,,,,,,,,,key,j,16.6669904761903,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,f,false,Practice
,,,,,html-keyboard-response,93,368304,0.0-7.1-0.1-1.39,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,94,370180,0.0-7.1-0.1-0.40,725,,j,,,,,,,,,,,,,key,j,16.6626756756759,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,j,true,Practice
,,,,,html-keyboard-response,95,370487,0.0-7.1-0.1-1.40,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,96,372311,0.0-7.1-0.1-0.41,672,,f,,,,,,,,,,,,,key,f,16.6659266055047,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,他人,Mismatch,f,true,Practice
,,,,,html-keyboard-response,97,372620,0.0-7.1-0.1-1.41,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,98,374602,0.0-7.1-0.1-0.42,830,,j,,,,,,,,,,,,,key,j,16.6653728813561,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,j,true,Practice
,,,,,html-keyboard-response,99,374915,0.0-7.1-0.1-1.42,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,100,376573,0.0-7.1-0.1-0.43,501,,j,,,,,,,,,,,,,key,j,16.665888888889,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,他人,Match,j,true,Practice
,,,,,html-keyboard-response,101,376886,0.0-7.1-0.1-1.43,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,102,378694,0.0-7.1-0.1-0.44,655,,f,,,,,,,,,,,,,key,f,16.6657407407404,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,f,true,Practice
,,,,,html-keyboard-response,103,379009,0.0-7.1-0.1-1.44,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,104,380699,0.0-7.1-0.1-0.45,527,,f,,,,,,,,,,,,,key,f,16.66359,720,446,./1_3_Stimuli/T_ambi40.png,他人,Image,自我,Mismatch,f,true,Practice
,,,,,html-keyboard-response,105,381013,0.0-7.1-0.1-1.45,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,106,382726,0.0-7.1-0.1-0.46,554,,j,,,,,,,,,,,,,key,j,16.6663431372549,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,自我,Match,j,true,Practice
,,,,,html-keyboard-response,107,383034,0.0-7.1-0.1-1.46,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,psychophysics,108,385108,0.0-7.1-0.1-0.47,919,,j,,,,,,,,,,,,,key,j,16.6665080645161,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,自我,Match,j,true,Practice
,,,,,html-keyboard-response,109,385411,0.0-7.1-0.1-1.47,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback
,,,,,html-keyboard-response,110,402513,0.0-8.0,17100,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了88% 的试次。</p><p class='context'>您的平均反应时为632毫秒。</p><p class='context'>恭喜您完成练习。现在请休息3~5分钟。</p><p class='context'>之后，按任意键进入正式实验。需要注意的是，正式实验将不再提供反应是否正确的反馈。</p><p class='footer' style='font-size: 35px; line-height:40px;'>请在进入正式实验实验之前将您的<span style='color: lightgreen;'>食指</span>放在电脑键盘的相应键位上进行按键。</p>, ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,psychophysics,111,404182,0.0-9.0-0.0-0.0,513,,f,,,,,,,,,,,,,key,f,16.6659393939395,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Image,自我,Mismatch,f,true,Formal
,,,,,psychophysics,112,406494,0.0-9.0-0.0-0.1,1158,,j,,,,,,,,,,,,,key,j,16.6646376811592,720,446,./1_3_Stimuli/C_ambi40.png,他人,Word,他人,Match,j,true,Formal
,,,,,psychophysics,113,408348,0.0-9.0-0.0-0.2,700,,f,,,,,,,,,,,,,key,f,16.6635181818184,720,446,./1_3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,f,true,Formal
,,,,,psychophysics,114,410494,0.0-9.0-0.0-0.3,993,,f,,,,,,,,,,,,,key,f,16.6641640625003,720,446,./1_3_Stimuli/T_ambi40.png,他人,Word,自我,Mismatch,f,true,Formal
,,,,,psychophysics,115,412244,0.0-9.0-0.0-0.4,592,,j,,,,,,,,,,,,,key,j,16.6652019230768,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,自我,Match,j,true,Formal
,,,,,psychophysics,116,413953,0.0-9.0-0.0-0.5,554,,j,,,,,,,,,,,,,key,j,16.6652254901961,720,446,./1_3_Stimuli/T_ambi40.png,自我,Word,自我,Match,j,true,Formal
,,,,,psychophysics,117,415607,0.0-9.0-0.0-0.6,501,,f,,,,,,,,,,,,,key,f,16.6654591836731,720,446,./1_3_Stimuli/T_ambi40.png,他人,Image,自我,Mismatch,f,true,Formal
,,,,,psychophysics,118,417512,0.0-9.0-0.0-0.7,751,,f,,,,,,,,,,,,,key,f,16.6659292035398,720,446,./1_3_Stimuli/T_ambi40.png,朋友,Word,自我,Mismatch,f,true,Formal
,,,,,psychophysics,119,419150,0.0-9.0-0.0-0.8,484,,j,,,,,,,,,,,,,key,j,16.6636907216492,720,446,./1_3_Stimuli/T_ambi40.png,自我,Image,自我,Match,j,true,Formal
,,,,,psychophysics,120,420855,0.0-9.0-0.0-0.9,553,,f,,,,,,,,,,,,,key,f,16.6647920792076,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Image,他人,Mismatch,f,true,Formal
,,,,,psychophysics,121,422679,0.0-9.0-0.0-0.10,669,,f,,,,,,,,,,,,,key,f,16.666462962963,720,446,./1_3_Stimuli/C_ambi40.png,自我,Image,他人,Mismatch,f,true,Formal
,,,,,psychophysics,122,424699,0.0-9.0-0.0-0.11,864,,j,,,,,,,,,,,,,key,j,16.6638083333334,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,j,true,Formal
,,,,,psychophysics,123,426851,0.0-9.0-0.0-0.12,999,,f,,,,,,,,,,,,,key,f,16.6655781250001,720,446,./1_3_Stimuli/C_ambi40.png,朋友,Word,他人,Mismatch,f,true,Formal
,,,,,psychophysics,124,428690,0.0-9.0-0.0-0.13,688,,f,,,,,,,,,,,,,key,f,16.6640550458714,720,446,./1_3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,f,true,Formal
,,,,,psychophysics,125,431083,0.0-9.0-0.0-0.14,1242,,f,,,,,,,,,,,,,key,f,16.6651830985916,720,446,./1_3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,f,true,Formal
,,,,,psychophysics,126,432947,0.0-9.0-0.0-0.15,713,,j,,,,,,,,,,,,,key,j,16.666690909091,720,446,./1_3_Stimuli/C_ambi40.png,他人,Image,他人,Match,j,true,Formal
,,,,,psychophysics,127,434747,0.0-9.0-0.0-0.16,646,,j,,,,,,,,,,,,,key,j,16.666719626168,720,446,./1_3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,j,true,Formal
,,,,,psychophysics,128,436507,0.0-9.0-0.0-0.17,606,,f,,,,,,,,,,,,,key,f,16.6652476190473,720,446,./1_3_Stimuli/C_ambi40.png,自我,Word,他人,Mismatch,f,true,Formal
,,,,,psychophysics,129,438818,0.0-9.0-0.0-0.18,1155,,f,,,,,,,,,,,,,key,f,16.6651304347826,720,446,./1_3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,f,true,Formal
