"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order","result"
"","","","","","instructions","10","395519","0.0-5.0","124025","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":8709},{""page_index"":1,""viewing_time"":36062},{""page_index"":2,""viewing_time"":49525},{""page_index"":1,""viewing_time"":23398},{""page_index"":2,""viewing_time"":4566},{""page_index"":3,""viewing_time"":1764}]","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","399174","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","401888","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","16.667639751552738","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","13","402201","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","14","404905","0.0-7.0-0.0-0.1","null","","null","","","","","","","","","","","","","key","null","16.667521739130194","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","15","405218","0.0-7.0-0.0-1.1","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","16","407475","0.0-7.0-0.0-0.2","1100","","j","","","","","","","","","","","","","key","j","16.66734328358208","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","17","407787","0.0-7.0-0.0-1.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","18","409878","0.0-7.0-0.0-0.3","939","","j","","","","","","","","","","","","","key","j","16.667040322580554","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","朋友","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","19","410187","0.0-7.0-0.0-1.3","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","20","412498","0.0-7.0-0.0-0.4","1159","","j","","","","","","","","","","","","","key","j","16.667189781021676","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","21","412802","0.0-7.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","22","415507","0.0-7.0-0.0-0.5","null","","null","","","","","","","","","","","","","key","null","16.667099378881932","640","356","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","23","415820","0.0-7.0-0.0-1.5","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","24","417991","0.0-7.0-0.0-0.6","1020","","j","","","","","","","","","","","","","key","j","16.667209302325634","640","356","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","25","418296","0.0-7.0-0.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","26","420999","0.0-7.0-0.0-0.7","null","","null","","","","","","","","","","","","","key","null","16.667248447204763","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","27","421308","0.0-7.0-0.0-1.7","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","28","423538","0.0-7.0-0.0-0.8","1080","","f","","","","","","","","","","","","","key","f","16.666932330826995","640","356","./1_3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","29","423843","0.0-7.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","30","426133","0.0-7.0-0.0-0.9","1139","","f","","","","","","","","","","","","","key","f","16.66758088235271","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","31","426438","0.0-7.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","32","428566","0.0-7.0-0.0-0.10","976","","j","","","","","","","","","","","","","key","j","16.6666349206348","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","33","428874","0.0-7.0-0.0-1.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","34","430708","0.0-7.0-0.0-0.11","682","","f","","","","","","","","","","","","","key","f","16.667394495412704","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","35","431021","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","36","433384","0.0-7.0-0.0-0.12","1212","","j","","","","","","","","","","","","","key","j","16.667221428571168","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","37","433691","0.0-7.0-0.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","38","436165","0.0-7.0-0.0-0.13","1323","","f","","","","","","","","","","","","","key","f","16.66696598639452","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","39","436475","0.0-7.0-0.0-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","40","438575","0.0-7.0-0.0-0.14","949","","f","","","","","","","","","","","","","key","f","16.667024000000207","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","41","438880","0.0-7.0-0.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","42","441543","0.0-7.0-0.0-0.15","1511","","f","","","","","","","","","","","","","key","f","16.66242138364787","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","43","441851","0.0-7.0-0.0-1.15","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","44","443824","0.0-7.0-0.0-0.16","822","","j","","","","","","","","","","","","","key","j","16.667239316239154","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","45","444139","0.0-7.0-0.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","46","445944","0.0-7.0-0.0-0.17","654","","f","","","","","","","","","","","","","key","f","16.666794392523446","640","356","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","47","446255","0.0-7.0-0.0-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","48","448067","0.0-7.0-0.0-0.18","659","","j","","","","","","","","","","","","","key","j","16.666962616822342","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","49","448370","0.0-7.0-0.0-1.18","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","50","450699","0.0-7.0-0.0-0.19","1178","","f","","","","","","","","","","","","","key","f","16.66700724637696","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","51","451014","0.0-7.0-0.0-1.19","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","52","453205","0.0-7.0-0.0-0.20","1037","","f","","","","","","","","","","","","","key","f","16.667442748091585","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","53","453520","0.0-7.0-0.0-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","54","455658","0.0-7.0-0.0-0.21","987","","f","","","","","","","","","","","","","key","f","16.667125984252245","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","55","455967","0.0-7.0-0.0-1.21","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","56","458671","0.0-7.0-0.0-0.22","null","","null","","","","","","","","","","","","","key","null","16.580751552794965","640","356","./1_3_Stimuli/S_ambi40.png","他人","Image","朋友","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","57","458980","0.0-7.0-0.0-1.22","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","58","461686","0.0-7.0-0.0-0.23","null","","null","","","","","","","","","","","","","key","null","16.66661490683201","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","59","461995","0.0-7.0-0.0-1.23","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","html-keyboard-response","60","474672","0.0-7.0-1.0-0.0","12674","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了50% 的试次。</p><p class='context'>您的平均反应时为993毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","61","488771","0.0-7.0-1.0-1.0","14097","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":4723},{""page_index"":1,""viewing_time"":6987},{""page_index"":2,""viewing_time"":2386}]","","","","","","","","","","","","","","",""
"","","","","","psychophysics","62","491477","0.0-7.1-0.1-0.24","null","","null","","","","","","","","","","","","","key","null","16.667236024844648","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","63","491787","0.0-7.1-0.1-1.24","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","64","494490","0.0-7.1-0.1-0.25","null","","null","","","","","","","","","","","","","key","null","16.66726708074566","640","356","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","65","494803","0.0-7.1-0.1-1.25","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","66","496973","0.0-7.1-0.1-0.26","1018","","j","","","","","","","","","","","","","key","j","16.66696124031008","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","67","497290","0.0-7.1-0.1-1.26","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","68","499024","0.0-7.1-0.1-0.27","583","","j","","","","","","","","","","","","","key","j","16.667155339805866","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","69","499334","0.0-7.1-0.1-1.27","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","70","500978","0.0-7.1-0.1-0.28","489","","j","","","","","","","","","","","","","key","j","16.534711340206467","640","356","./1_3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","71","501283","0.0-7.1-0.1-1.28","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","72","503039","0.0-7.1-0.1-0.29","605","","j","","","","","","","","","","","","","key","j","16.667761904761814","640","356","./1_3_Stimuli/C_ambi40.png","他人","Word","他人","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","73","503342","0.0-7.1-0.1-1.29","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","74","505136","0.0-7.1-0.1-0.30","643","","j","","","","","","","","","","","","","key","j","16.667113207546965","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","75","505443","0.0-7.1-0.1-1.30","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","76","507502","0.0-7.1-0.1-0.31","906","","f","","","","","","","","","","","","","key","f","16.666836065573705","640","356","./1_3_Stimuli/S_ambi40.png","自我","Image","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","77","507812","0.0-7.1-0.1-1.31","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","78","509810","0.0-7.1-0.1-0.32","845","","j","","","","","","","","","","","","","key","j","16.666932773109167","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","79","510120","0.0-7.1-0.1-1.32","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","80","512555","0.0-7.1-0.1-0.33","1285","","j","","","","","","","","","","","","","key","j","16.666855172413513","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","81","512864","0.0-7.1-0.1-1.33","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","82","514672","0.0-7.1-0.1-0.34","656","","j","","","","","","","","","","","","","key","j","16.66720370370388","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","83","514978","0.0-7.1-0.1-1.34","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","84","516924","0.0-7.1-0.1-0.35","795","","f","","","","","","","","","","","","","key","f","16.667189655172166","640","356","./1_3_Stimuli/S_ambi40.png","自我","Word","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","85","517233","0.0-7.1-0.1-1.35","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","86","519312","0.0-7.1-0.1-0.36","925","","j","","","","","","","","","","","","","key","j","16.667314516128823","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","87","519614","0.0-7.1-0.1-1.36","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","88","521464","0.0-7.1-0.1-0.37","698","","f","","","","","","","","","","","","","key","f","16.66794545454534","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","89","521773","0.0-7.1-0.1-1.37","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","90","523571","0.0-7.1-0.1-0.38","647","","j","","","","","","","","","","","","","key","j","16.666785046729157","640","356","./1_3_Stimuli/C_ambi40.png","自我","Word","他人","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","91","523876","0.0-7.1-0.1-1.38","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","92","525547","0.0-7.1-0.1-0.39","519","","j","","","","","","","","","","","","","key","j","16.66679797979716","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","93","525859","0.0-7.1-0.1-1.39","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","94","527687","0.0-7.1-0.1-0.40","676","","f","","","","","","","","","","","","","key","f","16.667120370370363","640","356","./1_3_Stimuli/T_ambi40.png","他人","Word","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","95","527997","0.0-7.1-0.1-1.40","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","96","529989","0.0-7.1-0.1-0.41","840","","j","","","","","","","","","","","","","key","j","16.666689075630337","640","356","./1_3_Stimuli/T_ambi40.png","自我","Word","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","97","530299","0.0-7.1-0.1-1.41","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","98","532317","0.0-7.1-0.1-0.42","866","","f","","","","","","","","","","","","","key","f","16.667525000000023","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","99","532619","0.0-7.1-0.1-1.42","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","100","534545","0.0-7.1-0.1-0.43","773","","f","","","","","","","","","","","","","key","f","16.55070175438621","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","101","534849","0.0-7.1-0.1-1.43","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","102","536473","0.0-7.1-0.1-0.44","472","","f","","","","","","","","","","","","","key","f","16.666618556701145","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","103","536788","0.0-7.1-0.1-1.44","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","104","538920","0.0-7.1-0.1-0.45","981","","f","","","","","","","","","","","","","key","f","16.666880952380968","640","356","./1_3_Stimuli/S_ambi40.png","他人","Image","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","105","539229","0.0-7.1-0.1-1.45","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","106","541001","0.0-7.1-0.1-0.46","621","","j","","","","","","","","","","","","","key","j","16.66677142857086","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","107","541309","0.0-7.1-0.1-1.46","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","108","543033","0.0-7.1-0.1-0.47","572","","f","","","","","","","","","","","","","key","f","16.666852941176188","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Word","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","109","543343","0.0-7.1-0.1-1.47","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","html-keyboard-response","110","546814","0.0-7.1-1.1-0.1","3469","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了75% 的试次。</p><p class='context'>您的平均反应时为751毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","111","555402","0.0-7.1-1.1-1.1","8585","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":2902},{""page_index"":1,""viewing_time"":4192},{""page_index"":2,""viewing_time"":1491}]","","","","","","","","","","","","","","",""
"","","","","","psychophysics","112","557275","0.0-7.2-0.2-0.48","718","","f","","","","","","","","","","","","","key","f","16.667133928571793","640","356","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","113","557582","0.0-7.2-0.2-1.48","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","114","559477","0.0-7.2-0.2-0.49","741","","j","","","","","","","","","","","","","key","j","16.667398230089244","640","356","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","false","Practice","",""
"","","","","","html-keyboard-response","115","559788","0.0-7.2-0.2-1.49","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","116","561703","0.0-7.2-0.2-0.50","763","","j","","","","","","","","","","","","","key","j","16.666849557522568","640","356","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","117","562015","0.0-7.2-0.2-1.50","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","118","564073","0.0-7.2-0.2-0.51","907","","f","","","","","","","","","","","","","key","f","16.667357723576934","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","119","564382","0.0-7.2-0.2-1.51","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","120","566022","0.0-7.2-0.2-0.52","468","","j","","","","","","","","","","","","","key","j","16.667402061855796","640","356","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","true","Practice","",""
"","","","","","html-keyboard-response","121","566325","0.0-7.2-0.2-1.52","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","122","567966","0.0-7.2-0.2-0.53","490","","f","","","","","","","","","","","","","key","f","16.66715463917563","640","356","./1_3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","true","Practice","",""
"","","","","","html-keyboard-response","123","568274","0.0-7.2-0.2-1.53","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","124","570265","0.0-7.2-0.2-0.54","839","","f","","","","","","","","","","","","","key","f","16.66706779660949","640","356","./1_3_Stimuli/C_ambi40.png","他人","Image","他人","Match","j","false","Practice","",""
"","","","","","html-keyboard-response","125","570570","0.0-7.2-0.2-1.54","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback","",""
"","","","","","psychophysics","126","572691","0.0-7.2-0.2-0.55","970","","j","","","","","","","","","","","","","key","j","16.66707086614168","640","356","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","false","Practice","",""
