"Subject","Subject_EPrime","Session","Group","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"110","513","2","1","12-15-2017","formal",2,3,"C.bmp","Stranger","Sie","No","m","0","478","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,4,"S.bmp","Self","Sie","Yes","n","1","618","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,5,"T.bmp","Friend","Fremder","No","m","1","791","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,6,"S.bmp","Self","Sie","Yes","n","1","699","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,7,"C.bmp","Stranger","Fremder","Yes","n","0","759","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,8,"T.bmp","Friend","Freund","Yes","n","1","801","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,9,"T.bmp","Friend","Freund","Yes","n","1","558","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,10,"T.bmp","Friend","Sie","No","m","0","482","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,11,"C.bmp","Stranger","Freund","No","m","0","654","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,12,"S.bmp","Self","Fremder","No","m","1","771","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,13,"S.bmp","Self","Fremder","No","m","0","799","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,14,"C.bmp","Stranger","Sie","No","m","0","499","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,15,"C.bmp","Stranger","Fremder","Yes","n","1","863","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,16,"T.bmp","Friend","Freund","Yes","n","0","692","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,17,"S.bmp","Self","Sie","Yes","n","1","576","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,18,"C.bmp","Stranger","Freund","No","m","0","668","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,19,"S.bmp","Self","Sie","Yes","n","0","889","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,20,"C.bmp","Stranger","Fremder","Yes","n","1","758","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,21,"T.bmp","Friend","Freund","Yes","n","1","777","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,22,"T.bmp","Friend","Fremder","No","m","1","869","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,23,"T.bmp","Friend","Sie","No","m","0","682","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,24,"S.bmp","Self","Freund","No","m","0","806","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,25,"C.bmp","Stranger","Freund","No","m","0","682","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,26,"T.bmp","Friend","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,27,"C.bmp","Stranger","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,28,"S.bmp","Self","Sie","Yes","n","1","673","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,29,"T.bmp","Friend","Freund","Yes","n","1","846","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,30,"C.bmp","Stranger","Fremder","Yes","n","0","530","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,31,"S.bmp","Self","Fremder","No","m","1","935","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,32,"T.bmp","Friend","Freund","Yes","n","1","818","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,33,"S.bmp","Self","Sie","Yes","n","1","695","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,34,"T.bmp","Friend","Fremder","No","m","0","763","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,35,"S.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,36,"C.bmp","Stranger","Fremder","Yes","n","0","542","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,37,"C.bmp","Stranger","Freund","No","m","0","362","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,38,"S.bmp","Self","Fremder","No","m","0","662","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,39,"T.bmp","Friend","Freund","Yes","n","1","667","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,40,"S.bmp","Self","Sie","Yes","n","1","567","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,41,"C.bmp","Stranger","Sie","No","m","0","667","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,42,"T.bmp","Friend","Sie","No","m","0","623","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,43,"C.bmp","Stranger","Fremder","Yes","n","1","756","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,44,"T.bmp","Friend","Freund","Yes","n","0","640","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,45,"S.bmp","Self","Sie","Yes","n","1","628","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,46,"T.bmp","Friend","Fremder","No","m","0","1009","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,47,"C.bmp","Stranger","Fremder","Yes","n","0","677","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,48,"S.bmp","Self","Freund","No","m","0","865","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,49,"C.bmp","Stranger","Fremder","Yes","n","1","613","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,50,"C.bmp","Stranger","Sie","No","m","0","442","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,51,"S.bmp","Self","Sie","Yes","n","0","414","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,52,"S.bmp","Self","Freund","No","m","0","634","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,53,"T.bmp","Friend","Sie","No","m","0","567","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,54,"S.bmp","Self","Sie","Yes","n","1","627","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,55,"T.bmp","Friend","Fremder","No","m","1","783","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,56,"T.bmp","Friend","Freund","Yes","n","1","867","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,57,"C.bmp","Stranger","Fremder","Yes","n","1","680","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,58,"T.bmp","Friend","Freund","Yes","n","0","708","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,59,"C.bmp","Stranger","Freund","No","m","0","808","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",2,60,"S.bmp","Self","Fremder","No","m","0","797","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,1,"S.bmp","Self","Sie","Yes","n","1","601","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,2,"S.bmp","Self","Freund","No","m","1","558","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,3,"S.bmp","Self","Sie","Yes","n","1","642","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,4,"T.bmp","Friend","Freund","Yes","n","0","766","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,5,"C.bmp","Stranger","Fremder","Yes","n","1","635","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,6,"T.bmp","Friend","Fremder","No","m","0","583","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,7,"T.bmp","Friend","Freund","Yes","n","1","731","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,8,"C.bmp","Stranger","Fremder","Yes","n","1","657","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,9,"T.bmp","Friend","Sie","No","m","1","804","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,10,"S.bmp","Self","Fremder","No","m","0","776","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,11,"C.bmp","Stranger","Freund","No","m","0","796","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,12,"C.bmp","Stranger","Sie","No","m","0","592","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,13,"C.bmp","Stranger","Freund","No","m","1","725","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,14,"T.bmp","Friend","Fremder","No","m","1","825","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,15,"S.bmp","Self","Fremder","No","m","1","973","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,16,"T.bmp","Friend","Freund","Yes","n","1","874","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,17,"C.bmp","Stranger","Sie","No","m","1","766","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,18,"C.bmp","Stranger","Fremder","Yes","n","0","714","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,19,"C.bmp","Stranger","Fremder","Yes","n","1","615","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,20,"S.bmp","Self","Sie","Yes","n","1","699","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,21,"T.bmp","Friend","Freund","Yes","n","0","735","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,22,"S.bmp","Self","Sie","Yes","n","1","636","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,23,"S.bmp","Self","Freund","No","m","0","840","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,24,"T.bmp","Friend","Sie","No","m","0","537","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,25,"T.bmp","Friend","Fremder","No","m","1","742","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,26,"C.bmp","Stranger","Sie","No","m","0","594","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,27,"C.bmp","Stranger","Fremder","Yes","n","0","519","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,28,"T.bmp","Friend","Freund","Yes","n","0","706","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,29,"T.bmp","Friend","Freund","Yes","n","1","543","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,30,"S.bmp","Self","Freund","No","m","1","604","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,31,"T.bmp","Friend","Sie","No","m","1","960","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,32,"S.bmp","Self","Fremder","No","m","1","837","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,33,"S.bmp","Self","Sie","Yes","n","1","697","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,34,"S.bmp","Self","Sie","Yes","n","0","700","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,35,"C.bmp","Stranger","Fremder","Yes","n","0","634","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,36,"C.bmp","Stranger","Freund","No","m","1","707","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,37,"C.bmp","Stranger","Freund","No","m","1","640","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,38,"S.bmp","Self","Sie","Yes","n","1","539","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,39,"T.bmp","Friend","Fremder","No","m","1","689","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,40,"S.bmp","Self","Freund","No","m","0","708","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,41,"T.bmp","Friend","Freund","Yes","n","1","488","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,42,"C.bmp","Stranger","Sie","No","m","0","581","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,43,"C.bmp","Stranger","Fremder","Yes","n","0","474","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,44,"C.bmp","Stranger","Fremder","Yes","n","1","677","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,45,"S.bmp","Self","Sie","Yes","n","1","597","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,46,"T.bmp","Friend","Sie","No","m","1","614","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,47,"T.bmp","Friend","Freund","Yes","n","1","546","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,48,"S.bmp","Self","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,49,"S.bmp","Self","Sie","Yes","n","1","772","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,50,"C.bmp","Stranger","Sie","No","m","1","752","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,51,"T.bmp","Friend","Freund","Yes","n","1","820","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,52,"T.bmp","Friend","Freund","Yes","n","1","536","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,53,"S.bmp","Self","Freund","No","m","1","813","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,54,"T.bmp","Friend","Sie","No","m","0","480","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,55,"C.bmp","Stranger","Fremder","Yes","n","1","604","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,56,"C.bmp","Stranger","Freund","No","m","1","682","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,57,"S.bmp","Self","Fremder","No","m","1","926","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,58,"C.bmp","Stranger","Fremder","Yes","n","1","705","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,59,"S.bmp","Self","Sie","Yes","n","1","654","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",3,60,"T.bmp","Friend","Fremder","No","m","1","698","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,1,"C.bmp","Stranger","Freund","No","m","1","1039","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,2,"C.bmp","Stranger","Fremder","Yes","n","1","692","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,3,"S.bmp","Self","Freund","No","m","1","792","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,4,"S.bmp","Self","Sie","Yes","n","1","692","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,5,"T.bmp","Friend","Freund","Yes","n","0","761","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,6,"S.bmp","Self","Fremder","No","m","1","869","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,7,"C.bmp","Stranger","Fremder","Yes","n","1","713","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,8,"T.bmp","Friend","Fremder","No","m","1","678","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,9,"C.bmp","Stranger","Sie","No","m","0","730","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,10,"T.bmp","Friend","Sie","No","m","0","702","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,11,"S.bmp","Self","Sie","Yes","n","1","386","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,12,"T.bmp","Friend","Freund","Yes","n","0","727","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,13,"T.bmp","Friend","Fremder","No","m","1","715","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,14,"C.bmp","Stranger","Fremder","Yes","n","1","767","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,15,"T.bmp","Friend","Freund","Yes","n","1","740","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,16,"C.bmp","Stranger","Fremder","Yes","n","1","896","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,17,"S.bmp","Self","Sie","Yes","n","1","644","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,18,"S.bmp","Self","Freund","No","m","1","888","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,19,"S.bmp","Self","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,20,"S.bmp","Self","Sie","Yes","n","1","737","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,21,"C.bmp","Stranger","Freund","No","m","1","933","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,22,"T.bmp","Friend","Sie","No","m","1","946","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,23,"C.bmp","Stranger","Sie","No","m","0","622","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,24,"T.bmp","Friend","Freund","Yes","n","1","850","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,25,"C.bmp","Stranger","Sie","No","m","1","767","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,26,"C.bmp","Stranger","Freund","No","m","1","811","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,27,"T.bmp","Friend","Fremder","No","m","0","911","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,28,"S.bmp","Self","Sie","Yes","n","1","657","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,29,"S.bmp","Self","Sie","Yes","n","1","742","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,30,"C.bmp","Stranger","Fremder","Yes","n","0","594","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,31,"S.bmp","Self","Fremder","No","m","1","598","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,32,"T.bmp","Friend","Freund","Yes","n","1","675","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,33,"C.bmp","Stranger","Fremder","Yes","n","0","623","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,34,"T.bmp","Friend","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,35,"S.bmp","Self","Freund","No","m","1","489","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,36,"T.bmp","Friend","Freund","Yes","n","1","534","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,37,"S.bmp","Self","Fremder","No","m","1","410","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,38,"S.bmp","Self","Sie","Yes","n","1","782","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,39,"T.bmp","Friend","Fremder","No","m","0","987","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,40,"T.bmp","Friend","Freund","Yes","n","1","520","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,41,"C.bmp","Stranger","Freund","No","m","1","691","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,42,"T.bmp","Friend","Freund","Yes","n","0","879","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,43,"C.bmp","Stranger","Fremder","Yes","n","1","580","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,44,"S.bmp","Self","Freund","No","m","0","816","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,45,"S.bmp","Self","Sie","Yes","n","1","388","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,46,"C.bmp","Stranger","Fremder","Yes","n","0","857","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,47,"T.bmp","Friend","Sie","No","m","1","781","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,48,"C.bmp","Stranger","Sie","No","m","0","825","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,49,"T.bmp","Friend","Fremder","No","m","1","486","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,50,"T.bmp","Friend","Sie","No","m","1","434","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,51,"C.bmp","Stranger","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,52,"C.bmp","Stranger","Fremder","Yes","n","1","492","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,53,"S.bmp","Self","Sie","Yes","n","0","537","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,54,"C.bmp","Stranger","Fremder","Yes","n","1","589","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,55,"S.bmp","Self","Fremder","No","m","0","553","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,56,"S.bmp","Self","Sie","Yes","n","0","758","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,57,"T.bmp","Friend","Freund","Yes","n","1","650","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,58,"T.bmp","Friend","Freund","Yes","n","0","630","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,59,"C.bmp","Stranger","Sie","No","m","0","498","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",4,60,"S.bmp","Self","Freund","No","m","0","760","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,1,"C.bmp","Stranger","Fremder","Yes","n","1","964","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,2,"T.bmp","Friend","Freund","Yes","n","1","641","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,3,"C.bmp","Stranger","Sie","No","m","1","669","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,4,"T.bmp","Friend","Sie","No","m","0","769","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,5,"S.bmp","Self","Freund","No","m","1","734","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,6,"T.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,7,"C.bmp","Stranger","Fremder","Yes","n","0","806","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,8,"S.bmp","Self","Sie","Yes","n","1","793","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,9,"S.bmp","Self","Sie","Yes","n","1","693","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,10,"C.bmp","Stranger","Freund","No","m","1","841","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,11,"T.bmp","Friend","Freund","Yes","n","1","445","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,12,"S.bmp","Self","Fremder","No","m","1","642","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,13,"C.bmp","Stranger","Fremder","Yes","n","1","454","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,14,"C.bmp","Stranger","Freund","No","m","1","810","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,15,"C.bmp","Stranger","Fremder","Yes","n","0","655","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,16,"T.bmp","Friend","Fremder","No","m","1","843","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,17,"C.bmp","Stranger","Sie","No","m","0","543","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,18,"S.bmp","Self","Sie","Yes","n","1","915","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,19,"S.bmp","Self","Sie","Yes","n","1","464","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,20,"T.bmp","Friend","Sie","No","m","1","644","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,21,"T.bmp","Friend","Freund","Yes","n","1","1064","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,22,"T.bmp","Friend","Freund","Yes","n","1","887","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,23,"S.bmp","Self","Fremder","No","m","1","601","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,24,"S.bmp","Self","Freund","No","m","1","677","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,25,"C.bmp","Stranger","Fremder","Yes","n","1","562","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,26,"S.bmp","Self","Freund","No","m","1","966","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,27,"T.bmp","Friend","Freund","Yes","n","1","714","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,28,"T.bmp","Friend","Fremder","No","m","1","894","m","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,29,"S.bmp","Self","Sie","Yes","n","1","1019","n","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,30,"S.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,31,"C.bmp","Stranger","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,32,"S.bmp","Self","Fremder","No","m","0","624","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,33,"T.bmp","Friend","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,34,"T.bmp","Friend","Freund","Yes","n","0","504","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,35,"C.bmp","Stranger","Sie","No","m","0","653","n","m","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,36,"C.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,37,"S.bmp","Self","Sie","Yes","n","0","589","m","n","Counter-Imitation (2)"
"110","513","2","1","12-15-2017","formal",5,38,"C.bmp","Stranger","Freund","No","m","0","0","","m","Counter-Imitation (2)"
