"Subject","Task","Phase","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","ACC"
"101","self-matching","formal",1,20,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",922,1
"101","self-matching","formal",1,21,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",676,1
"101","self-matching","formal",1,22,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",633,1
"101","self-matching","formal",1,23,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",716,1
"101","self-matching","formal",1,24,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",705,1
"101","self-matching","formal",1,25,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",818,1
"101","self-matching","formal",1,26,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",807,1
"101","self-matching","formal",1,27,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",530,1
"101","self-matching","formal",1,28,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",675,1
"101","self-matching","formal",1,29,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",789,1
"101","self-matching","formal",1,30,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",637,1
"101","self-matching","formal",1,31,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",657,1
"101","self-matching","formal",1,32,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",583,1
"101","self-matching","formal",1,33,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",525,1
"101","self-matching","formal",1,34,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",668,1
"101","self-matching","formal",1,35,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",735,0
"101","self-matching","formal",1,36,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",684,0
"101","self-matching","formal",1,37,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",431,1
"101","self-matching","formal",1,38,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",498,1
"101","self-matching","formal",1,39,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",362,0
"101","self-matching","formal",1,40,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",554,0
"101","self-matching","formal",1,41,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",729,1
"101","self-matching","formal",1,42,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",578,0
"101","self-matching","formal",1,43,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",801,1
"101","self-matching","formal",1,44,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",743,1
"101","self-matching","formal",1,45,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",560,1
"101","self-matching","formal",1,46,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",579,1
"101","self-matching","formal",1,47,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",974,1
"101","self-matching","formal",1,48,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",541,1
"101","self-matching","formal",1,49,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",592,1
"101","self-matching","formal",1,50,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",486,0
"101","self-matching","formal",1,51,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",803,1
"101","self-matching","formal",1,52,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",745,1
"101","self-matching","formal",1,53,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",592,0
"101","self-matching","formal",1,54,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",581,1
"101","self-matching","formal",1,55,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",570,1
"101","self-matching","formal",1,56,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",543,1
"101","self-matching","formal",1,57,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",641,1
"101","self-matching","formal",1,58,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",567,1
"101","self-matching","formal",1,59,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",571,1
"101","self-matching","formal",1,60,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",388,1
"101","self-matching","formal",2,1,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",474,1
"101","self-matching","formal",2,2,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",712,1
"101","self-matching","formal",2,3,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",873,1
"101","self-matching","formal",2,4,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",721,1
"101","self-matching","formal",2,5,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",757,1
"101","self-matching","formal",2,6,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",792,1
"101","self-matching","formal",2,7,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",531,1
"101","self-matching","formal",2,8,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",489,0
"101","self-matching","formal",2,9,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",821,1
"101","self-matching","formal",2,10,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",747,1
"101","self-matching","formal",2,11,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",439,1
"101","self-matching","formal",2,12,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",693,1
"101","self-matching","formal",2,13,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",745,1
"101","self-matching","formal",2,14,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",671,1
"101","self-matching","formal",2,15,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",566,0
"101","self-matching","formal",2,16,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",538,1
"101","self-matching","formal",2,17,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",713,1
"101","self-matching","formal",2,18,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",640,1
"101","self-matching","formal",2,19,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",551,1
"101","self-matching","formal",2,20,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",648,1
"101","self-matching","formal",2,21,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",668,1
"101","self-matching","formal",2,22,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",829,1
"101","self-matching","formal",2,23,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",551,1
"101","self-matching","formal",2,24,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",664,1
"101","self-matching","formal",2,25,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",559,1
"101","self-matching","formal",2,26,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",642,1
"101","self-matching","formal",2,27,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",458,1
"101","self-matching","formal",2,28,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",602,1
"101","self-matching","formal",2,29,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",747,1
"101","self-matching","formal",2,30,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",610,1
"101","self-matching","formal",2,31,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",755,1
"101","self-matching","formal",2,32,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",667,1
"101","self-matching","formal",2,33,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",530,1
"101","self-matching","formal",2,34,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",566,1
"101","self-matching","formal",2,35,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",555,1
"101","self-matching","formal",2,36,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",497,0
"101","self-matching","formal",2,37,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",720,1
"101","self-matching","formal",2,38,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",475,1
"101","self-matching","formal",2,39,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",480,1
"101","self-matching","formal",2,40,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",625,1
"101","self-matching","formal",2,41,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",489,1
"101","self-matching","formal",2,42,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",634,1
"101","self-matching","formal",2,43,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",577,1
"101","self-matching","formal",2,44,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",628,1
"101","self-matching","formal",2,45,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",726,1
"101","self-matching","formal",2,46,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",715,0
"101","self-matching","formal",2,47,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",954,1
"101","self-matching","formal",2,48,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",567,1
"101","self-matching","formal",2,49,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",448,1
"101","self-matching","formal",2,50,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",593,1
"101","self-matching","formal",2,51,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",832,1
"101","self-matching","formal",2,52,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",508,1
"101","self-matching","formal",2,53,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",731,1
"101","self-matching","formal",2,54,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",642,1
"101","self-matching","formal",2,55,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",569,1
"101","self-matching","formal",2,56,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",699,1
"101","self-matching","formal",2,57,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",719,1
"101","self-matching","formal",2,58,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",692,1
"101","self-matching","formal",2,59,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",696,1
"101","self-matching","formal",2,60,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",561,1
"101","self-matching","formal",3,1,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",521,1
"101","self-matching","formal",3,2,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",603,1
"101","self-matching","formal",3,3,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",463,1
"101","self-matching","formal",3,4,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",613,1
"101","self-matching","formal",3,5,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",648,1
"101","self-matching","formal",3,6,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",573,1
"101","self-matching","formal",3,7,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",421,1
"101","self-matching","formal",3,8,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",614,1
"101","self-matching","formal",3,9,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",617,0
"101","self-matching","formal",3,10,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",573,1
"101","self-matching","formal",3,11,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",593,1
"101","self-matching","formal",3,12,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",676,1
"101","self-matching","formal",3,13,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",633,1
"101","self-matching","formal",3,14,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",512,1
"101","self-matching","formal",3,15,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",845,1
"101","self-matching","formal",3,16,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",NA,NA
"101","self-matching","formal",3,17,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",743,1
"101","self-matching","formal",3,18,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",450,1
"101","self-matching","formal",3,19,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",548,1
"101","self-matching","formal",3,20,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",411,0
"101","self-matching","formal",3,21,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",555,0
"101","self-matching","formal",3,22,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",449,0
"101","self-matching","formal",3,23,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",484,1
"101","self-matching","formal",3,24,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",661,1
"101","self-matching","formal",3,25,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",813,1
"101","self-matching","formal",3,26,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",592,1
"101","self-matching","formal",3,27,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",676,1
"101","self-matching","formal",3,28,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",726,1
"101","self-matching","formal",3,29,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",496,0
"101","self-matching","formal",3,30,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",1000,1
"101","self-matching","formal",3,31,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",801,1
"101","self-matching","formal",3,32,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",853,1
"101","self-matching","formal",3,33,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",701,1
"101","self-matching","formal",3,34,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",705,1
"101","self-matching","formal",3,35,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",461,1
"101","self-matching","formal",3,36,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",620,1
"101","self-matching","formal",3,37,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",671,1
"101","self-matching","formal",3,38,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",644,1
"101","self-matching","formal",3,39,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",758,1
"101","self-matching","formal",3,40,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",622,1
"101","self-matching","formal",3,41,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",517,1
"101","self-matching","formal",3,42,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",692,1
"101","self-matching","formal",3,43,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",650,1
"101","self-matching","formal",3,44,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",655,1
"101","self-matching","formal",3,45,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",690,1
"101","self-matching","formal",3,46,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",476,1
"101","self-matching","formal",3,47,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",511,1
"101","self-matching","formal",3,48,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",766,1
"101","self-matching","formal",3,49,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",582,1
"101","self-matching","formal",3,50,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",554,1
"101","self-matching","formal",3,51,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",652,1
"101","self-matching","formal",3,52,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",610,1
"101","self-matching","formal",3,53,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",536,1
"101","self-matching","formal",3,54,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",618,1
"101","self-matching","formal",3,55,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",591,1
"101","self-matching","formal",3,56,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",752,1
"101","self-matching","formal",3,57,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",803,1
"101","self-matching","formal",3,58,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",682,1
"101","self-matching","formal",3,59,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",624,1
"101","self-matching","formal",3,60,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",534,1
"101","self-matching","formal",4,1,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",573,1
"101","self-matching","formal",4,2,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",467,1
"101","self-matching","formal",4,3,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",550,1
"101","self-matching","formal",4,4,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",633,1
"101","self-matching","formal",4,5,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",591,1
"101","self-matching","formal",4,6,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",579,1
"101","self-matching","formal",4,7,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",490,1
"101","self-matching","formal",4,8,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",664,1
"101","self-matching","formal",4,9,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",653,1
"101","self-matching","formal",4,10,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",703,1
"101","self-matching","formal",4,11,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",426,0
"101","self-matching","formal",4,12,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",991,1
"101","self-matching","formal",4,13,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",464,1
"101","self-matching","formal",4,14,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",531,1
"101","self-matching","formal",4,15,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",534,1
"101","self-matching","formal",4,16,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",649,1
"101","self-matching","formal",4,17,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",497,1
"101","self-matching","formal",4,18,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",594,1
"101","self-matching","formal",4,19,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",582,1
"101","self-matching","formal",4,20,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",400,1
"101","self-matching","formal",4,21,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",576,1
"101","self-matching","formal",4,22,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",439,1
"101","self-matching","formal",4,23,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",537,1
"101","self-matching","formal",4,24,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",416,0
"101","self-matching","formal",4,25,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",483,1
"101","self-matching","formal",4,26,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",550,1
"101","self-matching","formal",4,27,"Nonmatching","C.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",601,1
"101","self-matching","formal",4,28,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",669,1
"101","self-matching","formal",4,29,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",688,1
"101","self-matching","formal",4,30,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",661,0
"101","self-matching","formal",4,31,"Nonmatching","T.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",400,0
"101","self-matching","formal",4,32,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",498,0
"101","self-matching","formal",4,33,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",846,1
"101","self-matching","formal",4,34,"Nonmatching","C.bmp","Self","Self","Self","Freund","Freund","Friend","Close",802,1
"101","self-matching","formal",4,35,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",619,1
"101","self-matching","formal",4,36,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",483,1
"101","self-matching","formal",4,37,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"101","self-matching","formal",4,38,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",835,1
"101","self-matching","formal",4,39,"Matching","T.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",558,1
"101","self-matching","formal",4,40,"Matching","C.bmp","Self","Self","Self","Sie","Sie","You","Self",453,1
"101","self-matching","formal",4,41,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",660,0
"101","self-matching","formal",4,42,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",649,1
"101","self-matching","formal",4,43,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",621,1
