"Subject","Trial","Shape","Label","Matching","ACC","RT_ms","bed","Ass","Group"
2,21,"Dreieck5.png","Möbel","Matching",1,923,"f_m",1,"words"
2,22,"Kreis2.png","Ich","Matching",0,551,"i_m",1,"words"
2,23,"Kreis3.png","Möbel","Nonmatching",1,1175,"i_n",1,"words"
2,24,"Kreis5.png","Möbel","Nonmatching",0,NA,"i_n",1,"words"
2,25,"Dreieck2.png","Ich","Nonmatching",1,911,"f_n",1,"words"
2,26,"Dreieck2.png","Möbel","Matching",1,1001,"f_m",1,"words"
2,27,"Kreis5.png","Ich","Matching",0,718,"i_m",1,"words"
2,28,"Kreis1.png","Ich","Matching",0,589,"i_m",1,"words"
2,29,"Dreieck4.png","Möbel","Matching",1,668,"f_m",1,"words"
2,30,"Kreis3.png","Ich","Matching",0,760,"i_m",1,"words"
2,31,"Dreieck4.png","Ich","Nonmatching",0,NA,"f_n",1,"words"
2,32,"Dreieck1.png","Ich","Nonmatching",0,NA,"f_n",1,"words"
2,33,"Kreis4.png","Möbel","Nonmatching",0,818,"i_n",1,"words"
2,34,"Kreis4.png","Ich","Matching",0,567,"i_m",1,"words"
2,35,"Dreieck3.png","Möbel","Matching",1,642,"f_m",1,"words"
2,36,"Dreieck3.png","Ich","Nonmatching",0,736,"f_n",1,"words"
2,37,"Kreis2.png","Möbel","Nonmatching",1,418,"i_n",1,"words"
2,38,"Dreieck5.png","Ich","Nonmatching",0,1401,"f_n",1,"words"
2,39,"Kreis1.png","Möbel","Nonmatching",0,NA,"i_n",1,"words"
2,40,"Dreieck1.png","Möbel","Matching",1,1251,"f_m",1,"words"
2,41,"Dreieck1.png","Ich","Nonmatching",0,758,"f_n",1,"words"
2,42,"Kreis2.png","Ich","Matching",0,541,"i_m",1,"words"
2,43,"Kreis5.png","Möbel","Nonmatching",0,960,"i_n",1,"words"
2,44,"Dreieck4.png","Möbel","Matching",1,712,"f_m",1,"words"
2,45,"Dreieck3.png","Möbel","Matching",1,646,"f_m",1,"words"
2,46,"Kreis3.png","Ich","Matching",0,651,"i_m",1,"words"
2,47,"Kreis4.png","Möbel","Nonmatching",1,584,"i_n",1,"words"
2,48,"Kreis4.png","Ich","Matching",0,640,"i_m",1,"words"
2,49,"Dreieck2.png","Möbel","Matching",1,634,"f_m",1,"words"
2,50,"Kreis1.png","Möbel","Nonmatching",0,769,"i_n",1,"words"
2,51,"Dreieck3.png","Ich","Nonmatching",0,656,"f_n",1,"words"
2,52,"Kreis3.png","Möbel","Nonmatching",0,1061,"i_n",1,"words"
2,53,"Dreieck5.png","Ich","Nonmatching",0,1241,"f_n",1,"words"
2,54,"Dreieck1.png","Möbel","Matching",1,551,"f_m",1,"words"
2,55,"Dreieck2.png","Ich","Nonmatching",0,984,"f_n",1,"words"
2,56,"Kreis1.png","Ich","Matching",0,928,"i_m",1,"words"
2,57,"Dreieck5.png","Möbel","Matching",1,919,"f_m",1,"words"
2,58,"Kreis2.png","Möbel","Nonmatching",0,1002,"i_n",1,"words"
2,59,"Dreieck4.png","Ich","Nonmatching",0,681,"f_n",1,"words"
2,60,"Kreis5.png","Ich","Matching",0,822,"i_m",1,"words"
2,61,"Kreis3.png","Möbel","Nonmatching",1,869,"i_n",1,"words"
2,62,"Dreieck3.png","Ich","Nonmatching",0,1034,"f_n",1,"words"
2,63,"Kreis1.png","Möbel","Nonmatching",1,527,"i_n",1,"words"
2,64,"Dreieck1.png","Möbel","Matching",1,677,"f_m",1,"words"
2,65,"Kreis4.png","Möbel","Nonmatching",1,534,"i_n",1,"words"
2,66,"Dreieck2.png","Möbel","Matching",1,1073,"f_m",1,"words"
2,67,"Kreis3.png","Ich","Matching",0,768,"i_m",1,"words"
2,68,"Dreieck2.png","Ich","Nonmatching",0,560,"f_n",1,"words"
2,69,"Kreis5.png","Möbel","Nonmatching",0,1259,"i_n",1,"words"
2,70,"Kreis4.png","Ich","Matching",0,1258,"i_m",1,"words"
2,71,"Dreieck5.png","Ich","Nonmatching",0,791,"f_n",1,"words"
2,72,"Dreieck3.png","Möbel","Matching",1,968,"f_m",1,"words"
2,73,"Kreis5.png","Ich","Matching",0,568,"i_m",1,"words"
2,74,"Kreis2.png","Ich","Matching",0,697,"i_m",1,"words"
2,75,"Dreieck4.png","Möbel","Matching",1,909,"f_m",1,"words"
2,76,"Dreieck1.png","Ich","Nonmatching",0,668,"f_n",1,"words"
2,77,"Kreis1.png","Ich","Matching",0,607,"i_m",1,"words"
2,78,"Kreis2.png","Möbel","Nonmatching",0,739,"i_n",1,"words"
2,79,"Dreieck4.png","Ich","Nonmatching",0,1260,"f_n",1,"words"
2,80,"Dreieck5.png","Möbel","Matching",1,1327,"f_m",1,"words"
2,81,"Dreieck2.png","Möbel","Matching",0,NA,"f_m",1,"words"
2,82,"Dreieck2.png","Ich","Nonmatching",0,NA,"f_n",1,"words"
2,83,"Dreieck5.png","Möbel","Matching",1,718,"f_m",1,"words"
2,84,"Dreieck4.png","Möbel","Matching",1,927,"f_m",1,"words"
2,85,"Dreieck3.png","Möbel","Matching",1,1077,"f_m",1,"words"
2,86,"Kreis3.png","Ich","Matching",0,643,"i_m",1,"words"
2,87,"Kreis3.png","Möbel","Nonmatching",0,808,"i_n",1,"words"
2,88,"Dreieck4.png","Ich","Nonmatching",0,925,"f_n",1,"words"
2,89,"Kreis4.png","Ich","Matching",0,489,"i_m",1,"words"
2,90,"Kreis5.png","Ich","Matching",0,662,"i_m",1,"words"
2,91,"Kreis1.png","Ich","Matching",0,568,"i_m",1,"words"
2,92,"Kreis1.png","Möbel","Nonmatching",1,486,"i_n",1,"words"
2,93,"Kreis2.png","Ich","Matching",0,564,"i_m",1,"words"
2,94,"Dreieck1.png","Ich","Nonmatching",1,802,"f_n",1,"words"
2,95,"Kreis5.png","Möbel","Nonmatching",0,1251,"i_n",1,"words"
2,96,"Dreieck1.png","Möbel","Matching",0,1107,"f_m",1,"words"
2,97,"Dreieck5.png","Ich","Nonmatching",0,785,"f_n",1,"words"
2,98,"Dreieck3.png","Ich","Nonmatching",1,562,"f_n",1,"words"
2,99,"Kreis2.png","Möbel","Nonmatching",0,877,"i_n",1,"words"
2,100,"Kreis4.png","Möbel","Nonmatching",0,909,"i_n",1,"words"
2,101,"Kreis2.png","Möbel","Nonmatching",0,594,"i_n",1,"words"
2,102,"Kreis5.png","Möbel","Nonmatching",0,752,"i_n",1,"words"
2,103,"Kreis1.png","Möbel","Nonmatching",0,501,"i_n",1,"words"
2,104,"Kreis3.png","Möbel","Nonmatching",0,835,"i_n",1,"words"
2,105,"Dreieck1.png","Ich","Nonmatching",0,884,"f_n",1,"words"
2,106,"Dreieck5.png","Ich","Nonmatching",0,585,"f_n",1,"words"
2,107,"Kreis4.png","Möbel","Nonmatching",0,1152,"i_n",1,"words"
2,108,"Dreieck4.png","Ich","Nonmatching",0,701,"f_n",1,"words"
2,109,"Kreis4.png","Ich","Matching",0,639,"i_m",1,"words"
2,110,"Kreis5.png","Ich","Matching",0,418,"i_m",1,"words"
2,111,"Dreieck5.png","Möbel","Matching",1,885,"f_m",1,"words"
2,112,"Dreieck2.png","Möbel","Matching",0,407,"f_m",1,"words"
2,113,"Dreieck2.png","Ich","Nonmatching",0,584,"f_n",1,"words"
2,114,"Dreieck4.png","Möbel","Matching",0,609,"f_m",1,"words"
2,115,"Dreieck1.png","Möbel","Matching",0,532,"f_m",1,"words"
2,116,"Dreieck3.png","Möbel","Matching",0,451,"f_m",1,"words"
2,117,"Kreis3.png","Ich","Matching",0,729,"i_m",1,"words"
2,118,"Kreis2.png","Ich","Matching",0,453,"i_m",1,"words"
2,119,"Dreieck3.png","Ich","Nonmatching",0,878,"f_n",1,"words"
2,120,"Kreis1.png","Ich","Matching",0,852,"i_m",1,"words"
2,121,"Dreieck3.png","Ich","Nonmatching",0,814,"f_n",1,"words"
2,122,"Dreieck2.png","Möbel","Matching",1,1069,"f_m",1,"words"
2,123,"Kreis1.png","Ich","Matching",0,660,"i_m",1,"words"
2,124,"Dreieck1.png","Ich","Nonmatching",0,864,"f_n",1,"words"
2,125,"Kreis3.png","Möbel","Nonmatching",0,801,"i_n",1,"words"
2,126,"Kreis1.png","Möbel","Nonmatching",0,1051,"i_n",1,"words"
2,127,"Dreieck2.png","Ich","Nonmatching",0,1261,"f_n",1,"words"
2,128,"Dreieck3.png","Möbel","Matching",1,901,"f_m",1,"words"
2,129,"Dreieck4.png","Möbel","Matching",0,963,"f_m",1,"words"
2,130,"Kreis5.png","Ich","Matching",0,667,"i_m",1,"words"
2,131,"Dreieck5.png","Möbel","Matching",0,818,"f_m",1,"words"
2,132,"Dreieck5.png","Ich","Nonmatching",0,757,"f_n",1,"words"
2,133,"Dreieck1.png","Möbel","Matching",0,825,"f_m",1,"words"
2,134,"Kreis4.png","Möbel","Nonmatching",0,NA,"i_n",1,"words"
2,135,"Kreis2.png","Möbel","Nonmatching",0,1003,"i_n",1,"words"
2,136,"Kreis4.png","Ich","Matching",0,736,"i_m",1,"words"
2,137,"Kreis5.png","Möbel","Nonmatching",0,NA,"i_n",1,"words"
2,138,"Kreis3.png","Ich","Matching",0,656,"i_m",1,"words"
2,139,"Dreieck4.png","Ich","Nonmatching",0,NA,"f_n",1,"words"
2,140,"Kreis2.png","Ich","Matching",0,964,"i_m",1,"words"
3,1,"Dreieck5.png","Ich","Nonmatching",0,585,"f_n",1,"words"
3,2,"Kreis3.png","Möbel","Nonmatching",1,826,"i_n",1,"words"
3,3,"Kreis2.png","Ich","Matching",1,856,"i_m",1,"words"
3,4,"Kreis3.png","Ich","Matching",1,943,"i_m",1,"words"
3,5,"Kreis5.png","Ich","Matching",1,667,"i_m",1,"words"
3,6,"Kreis5.png","Möbel","Nonmatching",1,735,"i_n",1,"words"
3,7,"Dreieck3.png","Ich","Nonmatching",1,1117,"f_n",1,"words"
3,8,"Kreis4.png","Ich","Matching",1,571,"i_m",1,"words"
3,9,"Dreieck3.png","Möbel","Matching",0,535,"f_m",1,"words"
3,10,"Kreis4.png","Möbel","Nonmatching",1,584,"i_n",1,"words"
3,11,"Dreieck4.png","Ich","Nonmatching",0,651,"f_n",1,"words"
3,12,"Kreis2.png","Möbel","Nonmatching",1,833,"i_n",1,"words"
3,13,"Kreis1.png","Möbel","Nonmatching",1,800,"i_n",1,"words"
3,14,"Dreieck4.png","Möbel","Matching",1,1017,"f_m",1,"words"
3,15,"Dreieck5.png","Möbel","Matching",1,651,"f_m",1,"words"
3,16,"Kreis1.png","Ich","Matching",1,667,"i_m",1,"words"
3,17,"Dreieck2.png","Ich","Nonmatching",1,985,"f_n",1,"words"
3,18,"Dreieck1.png","Ich","Nonmatching",1,785,"f_n",1,"words"
3,19,"Dreieck1.png","Möbel","Matching",0,984,"f_m",1,"words"
3,20,"Dreieck2.png","Möbel","Matching",1,668,"f_m",1,"words"
3,21,"Dreieck3.png","Ich","Nonmatching",1,1151,"f_n",1,"words"
3,22,"Dreieck5.png","Ich","Nonmatching",1,668,"f_n",1,"words"
3,23,"Dreieck4.png","Ich","Nonmatching",1,786,"f_n",1,"words"
3,24,"Dreieck5.png","Möbel","Matching",1,586,"f_m",1,"words"
3,25,"Kreis2.png","Ich","Matching",1,685,"i_m",1,"words"
3,26,"Dreieck2.png","Ich","Nonmatching",1,718,"f_n",1,"words"
3,27,"Kreis4.png","Ich","Matching",1,751,"i_m",1,"words"
3,28,"Dreieck1.png","Ich","Nonmatching",0,1217,"f_n",1,"words"
3,29,"Kreis5.png","Möbel","Nonmatching",1,752,"i_n",1,"words"
3,30,"Dreieck3.png","Möbel","Matching",1,923,"f_m",1,"words"
3,31,"Dreieck4.png","Möbel","Matching",1,518,"f_m",1,"words"
3,32,"Kreis1.png","Ich","Matching",1,695,"i_m",1,"words"
3,33,"Kreis5.png","Ich","Matching",1,441,"i_m",1,"words"
3,34,"Dreieck1.png","Möbel","Matching",0,566,"f_m",1,"words"
3,35,"Kreis3.png","Möbel","Nonmatching",1,700,"i_n",1,"words"
3,36,"Kreis3.png","Ich","Matching",1,650,"i_m",1,"words"
3,37,"Kreis1.png","Möbel","Nonmatching",1,545,"i_n",1,"words"
3,38,"Kreis2.png","Möbel","Nonmatching",1,858,"i_n",1,"words"
3,39,"Dreieck2.png","Möbel","Matching",1,684,"f_m",1,"words"
3,40,"Kreis4.png","Möbel","Nonmatching",1,1084,"i_n",1,"words"
3,41,"Dreieck3.png","Möbel","Matching",1,1087,"f_m",1,"words"
3,42,"Dreieck2.png","Möbel","Matching",1,700,"f_m",1,"words"
3,43,"Dreieck5.png","Ich","Nonmatching",1,790,"f_n",1,"words"
3,44,"Kreis3.png","Ich","Matching",1,519,"i_m",1,"words"
3,45,"Kreis3.png","Möbel","Nonmatching",1,1456,"i_n",1,"words"
3,46,"Kreis2.png","Ich","Matching",1,616,"i_m",1,"words"
3,47,"Kreis2.png","Möbel","Nonmatching",1,900,"i_n",1,"words"
3,48,"Kreis1.png","Möbel","Nonmatching",1,824,"i_n",1,"words"
3,49,"Kreis5.png","Ich","Matching",1,582,"i_m",1,"words"
3,50,"Dreieck2.png","Ich","Nonmatching",1,818,"f_n",1,"words"
3,51,"Dreieck5.png","Möbel","Matching",1,698,"f_m",1,"words"
3,52,"Dreieck3.png","Ich","Nonmatching",1,826,"f_n",1,"words"
3,53,"Kreis4.png","Ich","Matching",1,682,"i_m",1,"words"
3,54,"Dreieck1.png","Ich","Nonmatching",0,494,"f_n",1,"words"
3,55,"Dreieck1.png","Möbel","Matching",1,1161,"f_m",1,"words"
3,56,"Kreis1.png","Ich","Matching",1,649,"i_m",1,"words"
3,57,"Dreieck4.png","Möbel","Matching",1,1101,"f_m",1,"words"
3,58,"Kreis4.png","Möbel","Nonmatching",1,754,"i_n",1,"words"
3,59,"Dreieck4.png","Ich","Nonmatching",0,846,"f_n",1,"words"
3,60,"Kreis5.png","Möbel","Nonmatching",1,760,"i_n",1,"words"
3,61,"Dreieck4.png","Ich","Nonmatching",1,690,"f_n",1,"words"
3,62,"Dreieck4.png","Möbel","Matching",1,1173,"f_m",1,"words"
3,63,"Kreis1.png","Möbel","Nonmatching",1,751,"i_n",1,"words"
3,64,"Kreis2.png","Ich","Matching",1,1160,"i_m",1,"words"
3,65,"Dreieck3.png","Ich","Nonmatching",0,NA,"f_n",1,"words"
3,66,"Dreieck2.png","Möbel","Matching",0,1102,"f_m",1,"words"
3,67,"Kreis2.png","Möbel","Nonmatching",1,1366,"i_n",1,"words"
3,68,"Dreieck5.png","Ich","Nonmatching",1,751,"f_n",1,"words"
3,69,"Dreieck1.png","Ich","Nonmatching",1,868,"f_n",1,"words"
3,70,"Kreis4.png","Möbel","Nonmatching",1,768,"i_n",1,"words"
3,71,"Kreis5.png","Ich","Matching",1,617,"i_m",1,"words"
3,72,"Kreis1.png","Ich","Matching",1,704,"i_m",1,"words"
3,73,"Dreieck5.png","Möbel","Matching",0,NA,"f_m",1,"words"
3,74,"Kreis3.png","Möbel","Nonmatching",1,856,"i_n",1,"words"
3,75,"Kreis4.png","Ich","Matching",1,647,"i_m",1,"words"
3,76,"Dreieck2.png","Ich","Nonmatching",1,1046,"f_n",1,"words"
3,77,"Dreieck1.png","Möbel","Matching",1,952,"f_m",1,"words"
3,78,"Dreieck3.png","Möbel","Matching",1,627,"f_m",1,"words"
3,79,"Kreis5.png","Möbel","Nonmatching",1,778,"i_n",1,"words"
