"Subject","Trial","Shape","Label","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
1,116,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",726,0.726,1
1,117,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1318,1.318,1
1,118,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",670,0.67,1
1,119,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",701,0.701,1
1,120,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1166,1.166,1
1,121,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",873,0.873,1
1,122,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",590,0.59,1
1,123,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1067,1.067,1
1,124,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",866,0.866,1
1,125,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",784,0.784,1
1,126,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1184,1.184,1
1,127,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",453,0.453,1
1,128,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",633,0.633,1
1,129,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",951,0.951,1
1,130,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",698,0.698,1
1,131,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",504,0.504,1
1,132,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",634,0.634,1
1,133,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",NA,NA,NA
1,134,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",937,0.937,1
1,135,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",702,0.702,1
1,136,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",858,0.858,1
1,137,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",685,0.685,1
1,138,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",968,0.968,1
1,139,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",651,0.651,0
1,140,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",568,0.568,1
2,1,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",591,0.591,0
2,2,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",NA,NA,NA
2,3,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",479,0.479,0
2,4,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",523,0.523,1
2,5,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1084,1.084,1
2,6,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",NA,NA,NA
2,7,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",820,0.82,0
2,8,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",870,0.87,0
2,9,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1235,1.235,0
2,10,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1302,1.302,0
2,11,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1250,1.25,0
2,12,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",649,0.649,0
2,13,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1185,1.185,0
2,14,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1135,1.135,1
2,15,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",505,0.505,1
2,16,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",801,0.801,1
2,17,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",536,0.536,1
2,18,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",NA,NA,NA
2,19,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1023,1.023,1
2,20,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",804,0.804,0
2,21,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",923,0.923,1
2,22,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",551,0.551,0
2,23,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1175,1.175,1
2,24,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",NA,NA,NA
2,25,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",911,0.911,1
2,26,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1001,1.001,1
2,27,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",718,0.718,0
2,28,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",589,0.589,0
2,29,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",668,0.668,1
2,30,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",760,0.76,0
2,31,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",NA,NA,NA
2,32,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",NA,NA,NA
2,33,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",818,0.818,0
2,34,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",567,0.567,0
2,35,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",642,0.642,1
2,36,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",736,0.736,0
2,37,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",418,0.418,1
2,38,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1401,1.401,0
2,39,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",NA,NA,NA
2,40,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1251,1.251,1
2,41,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",758,0.758,0
2,42,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",541,0.541,0
2,43,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",960,0.96,0
2,44,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",712,0.712,1
2,45,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",646,0.646,1
2,46,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",651,0.651,0
2,47,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",584,0.584,1
2,48,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",640,0.64,0
2,49,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",634,0.634,1
2,50,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",769,0.769,0
2,51,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",656,0.656,0
2,52,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1061,1.061,0
2,53,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1241,1.241,0
2,54,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",551,0.551,1
2,55,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",984,0.984,0
2,56,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",928,0.928,0
2,57,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",919,0.919,1
2,58,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1002,1.002,0
2,59,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",681,0.681,0
2,60,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",822,0.822,0
2,61,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",869,0.869,1
2,62,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1034,1.034,0
2,63,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",527,0.527,1
2,64,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",677,0.677,1
2,65,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",534,0.534,1
2,66,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1073,1.073,1
2,67,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",768,0.768,0
2,68,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",560,0.56,0
2,69,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1259,1.259,0
2,70,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1258,1.258,0
2,71,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",791,0.791,0
2,72,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",968,0.968,1
2,73,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",568,0.568,0
2,74,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",697,0.697,0
2,75,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",909,0.909,1
2,76,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",668,0.668,0
2,77,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",607,0.607,0
2,78,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",739,0.739,0
2,79,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1260,1.26,0
2,80,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1327,1.327,1
2,81,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",NA,NA,NA
2,82,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",NA,NA,NA
2,83,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",718,0.718,1
2,84,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",927,0.927,1
2,85,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1077,1.077,1
2,86,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",643,0.643,0
2,87,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",808,0.808,0
2,88,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",925,0.925,0
2,89,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",489,0.489,0
2,90,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",662,0.662,0
2,91,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",568,0.568,0
2,92,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",486,0.486,1
2,93,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",564,0.564,0
2,94,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",802,0.802,1
2,95,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1251,1.251,0
2,96,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1107,1.107,0
2,97,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",785,0.785,0
2,98,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",562,0.562,1
2,99,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",877,0.877,0
2,100,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",909,0.909,0
2,101,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",594,0.594,0
2,102,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",752,0.752,0
2,103,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",501,0.501,0
2,104,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",835,0.835,0
2,105,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",884,0.884,0
2,106,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",585,0.585,0
2,107,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1152,1.152,0
