"Subject","Block","Trial","Accent","Voice","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
9317486,2,54,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",472.20000000298,0.47220000000298,1
9317486,2,55,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",922.800000011921,0.922800000011921,1
9317486,2,56,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",684.899999991059,0.684899999991059,1
9317486,2,57,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",759.79999999702,0.75979999999702,1
9317486,2,58,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",724.899999991059,0.724899999991059,1
9317486,2,59,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",703.29999999702,0.70329999999702,1
9317486,2,60,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",628,0.628,1
9317486,2,61,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",648.90000000596,0.64890000000596,1
9317486,2,62,"English","9221163_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",973.199999988079,0.973199999988079,1
9317486,2,63,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",847.70000000298,0.84770000000298,1
9317486,2,64,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",657.09999999404,0.65709999999404,1
9317486,2,65,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",384.09999999404,0.38409999999404,1
9317486,2,66,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",794,0.794,1
9317486,2,67,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",475.90000000596,0.47590000000596,1
9317486,2,68,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",501.59999999404,0.501599999994039,1
9317486,2,69,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",754.70000000298,0.75470000000298,1
9317486,2,70,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",488.5,0.4885,1
9317486,2,71,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",670.70000000298,0.67070000000298,1
9317486,2,72,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",630.600000008941,0.630600000008941,1
9317486,3,1,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",1045.20000000298,1.04520000000298,1
9317486,3,2,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",502.70000000298,0.50270000000298,1
9317486,3,3,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",498.70000000298,0.49870000000298,1
9317486,3,4,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",656.90000000596,0.65690000000596,1
9317486,3,5,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",397.70000000298,0.39770000000298,1
9317486,3,6,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",371.70000000298,0.37170000000298,1
9317486,3,7,"English","9221163_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",549.399999991059,0.549399999991059,1
9317486,3,8,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",745.300000011921,0.745300000011921,1
9317486,3,9,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",653,0.653,1
9317486,3,10,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",639.29999999702,0.63929999999702,1
9317486,3,11,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",507.600000008941,0.507600000008941,1
9317486,3,12,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",580.20000000298,0.58020000000298,1
9317486,3,13,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",610.90000000596,0.61090000000596,1
9317486,3,14,"English","9221163_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",579.100000008941,0.579100000008941,1
9317486,3,15,"English","9221163_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",471.600000008941,0.471600000008941,1
9317486,3,16,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",551.20000000298,0.55120000000298,1
9317486,3,17,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",561,0.561,1
9317486,3,18,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",549.600000008941,0.549600000008941,1
9317486,3,19,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",646.100000008941,0.646100000008941,1
9317486,3,20,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",506.40000000596,0.50640000000596,1
9317486,3,21,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",436.79999999702,0.43679999999702,1
9317486,3,22,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",465.29999999702,0.46529999999702,1
9317486,3,23,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",421.100000008941,0.421100000008941,1
9317486,3,24,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",739.899999991059,0.739899999991059,1
9317486,3,25,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",563.59999999404,0.56359999999404,1
9317486,3,26,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",417,0.417,1
9317486,3,27,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",576.5,0.5765,0
9317486,3,28,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",532.40000000596,0.53240000000596,1
9317486,3,29,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",792.5,0.7925,1
9317486,3,30,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",494.300000011921,0.494300000011921,1
9317486,3,31,"English","9221163_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",629.20000000298,0.62920000000298,1
9317486,3,32,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",757.70000000298,0.75770000000298,1
9317486,3,33,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",642.90000000596,0.64290000000596,1
9317486,3,34,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",649,0.649,1
9317486,3,35,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",570.09999999404,0.570099999994039,1
9317486,3,36,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",693.20000000298,0.69320000000298,1
9317486,3,37,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",622.70000000298,0.62270000000298,1
9317486,3,38,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",764.699999988079,0.764699999988079,1
9317486,3,39,"English","9221163_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",642.5,0.6425,1
9317486,3,40,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",715.399999991059,0.715399999991059,1
9317486,3,41,"English","9221163_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",626,0.626,1
9317486,3,42,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",535.59999999404,0.53559999999404,1
9317486,3,43,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",561.90000000596,0.56190000000596,1
9317486,3,44,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",458.70000000298,0.45870000000298,1
9317486,3,45,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",642.800000011921,0.642800000011921,1
9317486,3,46,"English","9221163_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",699.79999999702,0.69979999999702,1
9317486,3,47,"English","9221163_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",572.20000000298,0.57220000000298,1
9317486,3,48,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",536.29999999702,0.53629999999702,1
9317486,3,49,"English","9221163_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",558.5,0.5585,1
9317486,3,50,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",771,0.771,1
9317486,3,51,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",568.5,0.5685,1
9317486,3,52,"English","9221163_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",567,0.567,1
9317486,3,53,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",559.59999999404,0.55959999999404,1
9317486,3,54,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",499.40000000596,0.49940000000596,1
9317486,3,55,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",409.40000000596,0.40940000000596,1
9317486,3,56,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",516.100000008941,0.516100000008941,1
9317486,3,57,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",475.100000008941,0.475100000008941,1
9317486,3,58,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",664.40000000596,0.66440000000596,1
9317486,3,59,"English","9221163_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",684.29999999702,0.68429999999702,1
9317486,3,60,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",548.899999991059,0.548899999991059,1
9317486,3,61,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",522.899999991059,0.522899999991059,1
9317486,3,62,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",636.20000000298,0.63620000000298,1
9317486,3,63,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",525,0.525,1
9317486,3,64,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",464.800000011921,0.464800000011921,1
9317486,3,65,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",488.600000008941,0.488600000008941,1
9317486,3,66,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",640.79999999702,0.64079999999702,1
9317486,3,67,"English","9221163_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",513.399999991059,0.513399999991059,1
9317486,3,68,"English","9221163_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",521.29999999702,0.52129999999702,1
9317486,3,69,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",490.29999999702,0.49029999999702,1
9317486,3,70,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",525.20000000298,0.52520000000298,1
9317486,3,71,"English","9221163_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",434.70000000298,0.43470000000298,1
9317486,3,72,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",579.100000008941,0.579100000008941,1
9321337,1,1,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",726.5,0.7265,1
9321337,1,2,"English","9214939_2.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",564,0.564,1
9321337,1,3,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",684.100000000559,0.684100000000559,1
9321337,1,4,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",927.5,0.9275,1
9321337,1,5,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",629.200000000186,0.629200000000186,1
9321337,1,6,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",519.099999999627,0.519099999999628,1
9321337,1,7,"English","9214939_2.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",472.5,0.4725,1
9321337,1,8,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",850.899999999441,0.850899999999441,1
9321337,1,9,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",651.900000000373,0.651900000000373,1
9321337,1,10,"English","9214939_2.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",543,0.543,1
9321337,1,11,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",605.399999999441,0.605399999999441,1
9321337,1,12,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",621.200000000186,0.621200000000186,1
9321337,1,13,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",467.399999999441,0.467399999999441,1
9321337,1,14,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",494.399999999441,0.494399999999441,1
9321337,1,15,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",677.799999999814,0.677799999999814,1
9321337,1,16,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",585.299999999814,0.585299999999814,1
9321337,1,17,"English","9214939_2.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",493,0.493,1
9321337,1,18,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",831.5,0.8315,1
9321337,1,19,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",543.600000000559,0.543600000000559,1
9321337,1,20,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",701.200000000186,0.701200000000186,1
9321337,1,21,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",496.5,0.4965,1
9321337,1,22,"English","M10_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",833,0.833,1
9321337,1,23,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",460.5,0.4605,1
9321337,1,24,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",499.799999999814,0.499799999999814,1
9321337,1,25,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",640.699999999255,0.640699999999255,1
9321337,1,26,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",514.5,0.5145,1
9321337,1,27,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",512.599999999627,0.512599999999627,1
9321337,1,28,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",636.5,0.6365,1
9321337,1,29,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",538.200000000186,0.538200000000186,1
9321337,1,30,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",613.200000000186,0.613200000000186,1
9321337,1,31,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",534.399999999441,0.534399999999441,1
9321337,1,32,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",373.300000000745,0.373300000000745,1
9321337,1,33,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",802.299999999814,0.802299999999814,1
9321337,1,34,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",470,0.47,1
9321337,1,35,"English","9214939_2.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",506.100000000559,0.506100000000559,1
9321337,1,36,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",738.900000000373,0.738900000000372,1
9321337,1,37,"English","9214939_2.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",549.099999999627,0.549099999999627,1
9321337,1,38,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1000.10000000056,1.00010000000056,1
9321337,1,39,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",538.200000000186,0.538200000000186,1
9321337,1,40,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",442.099999999627,0.442099999999627,1
9321337,1,41,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",664.199999999255,0.664199999999255,1
9321337,1,42,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",679.100000000559,0.679100000000559,1
9321337,1,43,"English","M10_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",790.5,0.7905,1
9321337,1,44,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",581,0.581,1
9321337,1,45,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",894.100000000559,0.894100000000559,1
9321337,1,46,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",642.700000000186,0.642700000000186,1
9321337,1,47,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",488.599999999627,0.488599999999627,1
9321337,1,48,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",715.199999999255,0.715199999999255,1
9321337,1,49,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",607.100000000559,0.607100000000559,1
9321337,1,50,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",516.200000000186,0.516200000000186,1
9321337,1,51,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",616.700000000186,0.616700000000186,1
9321337,1,52,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",815.199999999255,0.815199999999255,1
9321337,1,53,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",624.400000000373,0.624400000000373,1
9321337,1,54,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",793,0.793,1
9321337,1,55,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",558.599999999627,0.558599999999628,1
9321337,1,56,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",444.700000000186,0.444700000000186,1
9321337,1,57,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",633.5,0.6335,1
9321337,1,58,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",614.299999999814,0.614299999999814,0
9321337,1,59,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",395.5,0.3955,1
9321337,1,60,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",451.700000000186,0.451700000000186,1
9321337,1,61,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",462.700000000186,0.462700000000186,1
9321337,1,62,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",396.900000000373,0.396900000000373,1
9321337,1,63,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",622.200000000186,0.622200000000186,1
9321337,1,64,"English","M10_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",762.799999999814,0.762799999999814,1
9321337,1,65,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",621.600000000559,0.621600000000559,1
9321337,1,66,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",462.400000000373,0.462400000000373,1
9321337,1,67,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",587.399999999441,0.587399999999441,1
9321337,1,68,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",447.700000000186,0.447700000000186,1
9321337,1,69,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",484.100000000559,0.484100000000559,1
9321337,1,70,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",663.799999999814,0.663799999999814,1
9321337,1,71,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",644.299999999814,0.644299999999814,1
9321337,1,72,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",409.299999999814,0.409299999999814,1
9321337,2,1,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",415.699999999255,0.415699999999255,1
9321337,2,2,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",967,0.967,1
9321337,2,3,"English","9214939_2.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",533.899999999441,0.533899999999441,1
9321337,2,4,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",483.799999999814,0.483799999999814,1
9321337,2,5,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",588.699999999255,0.588699999999255,1
9321337,2,6,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",505.700000000186,0.505700000000186,1
9321337,2,7,"English","M10_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",597.700000000186,0.597700000000186,1
9321337,2,8,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",560.599999999627,0.560599999999628,1
9321337,2,9,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",438.700000000186,0.438700000000186,1
9321337,2,10,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",660,0.66,1
9321337,2,11,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",516.099999999627,0.516099999999628,1
9321337,2,12,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",374.5,0.3745,1
9321337,2,13,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",475.200000000186,0.475200000000186,1
9321337,2,14,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",389.900000000373,0.389900000000373,1
9321337,2,15,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",563.200000000186,0.563200000000186,1
9321337,2,16,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",457.799999998882,0.457799999998882,1
9321337,2,17,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",520.800000000745,0.520800000000745,1
9321337,2,18,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",527.400000000373,0.527400000000373,1
9321337,2,19,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",487.10000000149,0.48710000000149,1
9321337,2,20,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",629.799999998882,0.629799999998882,1
9321337,2,21,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",502.599999999627,0.502599999999627,1
9321337,2,22,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",544.699999999255,0.544699999999255,1
9321337,2,23,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",564.099999999627,0.564099999999627,1
9321337,2,24,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",403.700000001118,0.403700000001118,1
9321337,2,25,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",539.300000000745,0.539300000000745,1
9321337,2,26,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",385.900000000373,0.385900000000373,1
9321337,2,27,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",411.89999999851,0.41189999999851,1
9321337,2,28,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",425.799999998882,0.425799999998882,1
9321337,2,29,"English","9214939_2.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",674.599999999627,0.674599999999627,1
9321337,2,30,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",648.400000000373,0.648400000000373,0
9321337,2,31,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",520.099999999627,0.520099999999627,1
9321337,2,32,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",464.599999999627,0.464599999999627,1
9321337,2,33,"English","M10_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",648.200000001118,0.648200000001118,1
9321337,2,34,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",493.400000000373,0.493400000000373,1
9321337,2,35,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",565.299999998882,0.565299999998882,1
9321337,2,36,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",520,0.52,1
9321337,2,37,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",435.300000000745,0.435300000000745,1
9321337,2,38,"English","M10_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",447.200000001118,0.447200000001118,1
9321337,2,39,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",621.699999999255,0.621699999999255,1
9321337,2,40,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",540.199999999255,0.540199999999255,1
9321337,2,41,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",515.5,0.5155,1
9321337,2,42,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",582.200000001118,0.582200000001118,1
9321337,2,43,"English","9214939_1.wav","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",512.5,0.5125,1
9321337,2,44,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",565.400000000373,0.565400000000372,1
9321337,2,45,"English","M10_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",440.400000000373,0.440400000000373,1
9321337,2,46,"English","M10_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",468,0.468,1
9321337,2,47,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",430.599999999627,0.430599999999627,1
9321337,2,48,"English","M10_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",539.5,0.5395,1
9321337,2,49,"English","9214939_1.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",556.700000001118,0.556700000001118,1
9321337,2,50,"English","M10_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",593.39999999851,0.59339999999851,1
9321337,2,51,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",518.400000000373,0.518400000000373,1
9321337,2,52,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1077.59999999963,1.07759999999963,0
9321337,2,53,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",500,0.5,1
9321337,2,54,"English","9214939_2.wav","friend","friend","Friend","Close","self","Self","Self","Nonmatching",494.599999999627,0.494599999999627,1
9321337,2,55,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",741.099999999627,0.741099999999628,1
9321337,2,56,"English","9214939_1.wav","self","self","Self","Self","self","Self","Self","Matching",566.099999999627,0.566099999999627,1
9321337,2,57,"English","9214939_2.wav","self","self","Self","Self","self","Self","Self","Matching",446.800000000745,0.446800000000745,1
9321337,2,58,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",473.599999999627,0.473599999999627,1
