Experiment ID,Participant Public ID,NewGorillaID,Trial Number,Zone Type,RT,Accuracy,label,labelword,soundfile,participant_assignment,voiceidentity,speaker,trialtype,version,description,accent,blocktype,blocknumber,OriginalGorillaID,prolificid
140437,anonymised,9270918,38,response_keyboard_single,631.5999999046326,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_2.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,39,response_keyboard_single,550.4000000953674,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,40,response_keyboard_single,746.5,1,<p style="font-size: 1000%;">YOU</p>,you,M10_1.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,41,response_keyboard_single,628.2999999523163,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M5_2.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,42,response_keyboard_single,622.9000000953674,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,43,response_keyboard_single,546.8999998569489,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M10_1.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,44,response_keyboard_single,1220.4000000953674,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,45,response_keyboard_single,434.5,1,<p style="font-size: 1000%;">YOU</p>,you,M5_2.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,46,response_keyboard_single,557.5,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_1.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,47,response_keyboard_single,899.5,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_2.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,48,response_keyboard_single,458.40000009536743,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,49,response_keyboard_single,886.7999999523163,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,50,response_keyboard_single,525,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,51,response_keyboard_single,482.5,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_1.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,52,response_keyboard_single,1033.2999999523165,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_2.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,53,response_keyboard_single,580.5,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,54,response_keyboard_single,886.2000000476837,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_2.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,55,response_keyboard_single,496.90000009536743,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_2.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,56,response_keyboard_single,520.5,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,57,response_keyboard_single,624.4000000953674,0,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,58,response_keyboard_single,566.5999999046326,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,59,response_keyboard_single,874,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_2.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,60,response_keyboard_single,564.2000000476837,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,61,response_keyboard_single,924,1,<p style="font-size: 1000%;">YOU</p>,you,M10_1.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,62,response_keyboard_single,701.0999999046326,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,9197444_1.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,63,response_keyboard_single,371.7999999523163,1,<p style="font-size: 1000%;">YOU</p>,you,M5_2.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,64,response_keyboard_single,541.5,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M5_2.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,65,response_keyboard_single,480.7999999523163,1,<p style="font-size: 1000%;">YOU</p>,you,M5_2.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,66,response_keyboard_single,731.7999999523163,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,67,response_keyboard_single,559.6999998092651,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M10_2.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,68,response_keyboard_single,795.9000000953674,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,69,response_keyboard_single,386.7000000476837,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,70,response_keyboard_single,565.5,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_1.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,71,response_keyboard_single,636.0999999046326,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,72,response_keyboard_single,738.9000000953674,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,1,9197444,anonymised
140437,anonymised,9270918,1,response_keyboard_single,497.2999999523163,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_2.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,2,response_keyboard_single,410.7000000476837,1,<p style="font-size: 1000%;">YOU</p>,you,M5_2.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,3,response_keyboard_single,680.3000001907349,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M10_1.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,4,response_keyboard_single,592.6999998092651,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,5,response_keyboard_single,426.2000000476837,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,6,response_keyboard_single,445.2000000476837,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,7,response_keyboard_single,685.6000001430511,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_2.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,8,response_keyboard_single,667.5,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,9,response_keyboard_single,482.2999999523163,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,10,response_keyboard_single,1023.7999999523164,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,11,response_keyboard_single,1062.7000000476835,0,<p style="font-size: 1000%;">STRANGER</p>,stranger,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,12,response_keyboard_single,611.6000001430511,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,9197444_1.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,13,response_keyboard_single,701.6000001430511,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_1.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,14,response_keyboard_single,572.2000000476837,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_2.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,15,response_keyboard_single,479.10000014305115,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,16,response_keyboard_single,859.5999999046326,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,17,response_keyboard_single,497.2999999523163,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,18,response_keyboard_single,580.7999999523163,1,<p style="font-size: 1000%;">YOU</p>,you,9197444_2.wav,friend,friend,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,19,response_keyboard_single,439.09999990463257,1,<p style="font-size: 1000%;">YOU</p>,you,M5_2.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,20,response_keyboard_single,462.60000014305115,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_1.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,21,response_keyboard_single,637.8999998569489,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M5_2.mp3,friend,self,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,22,response_keyboard_single,788.4000000953674,1,<p style="font-size: 1000%;">FRIEND</p>,friend,M10_2.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,23,response_keyboard_single,512.4000000953674,1,<p style="font-size: 1000%;">STRANGER</p>,stranger,M10_2.mp3,friend,other,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,24,response_keyboard_single,476.7999999523163,1,<p style="font-size: 1000%;">YOU</p>,you,M10_2.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,25,response_keyboard_single,456.59999990463257,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,26,response_keyboard_single,517.0999999046326,1,<p style="font-size: 1000%;">YOU</p>,you,M10_2.mp3,friend,other,participant,MISMATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,27,response_keyboard_single,387.2000000476837,1,<p style="font-size: 1000%;">FRIEND</p>,friend,9197444_1.wav,friend,friend,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
140437,anonymised,9270918,28,response_keyboard_single,900.7999999523164,1,<p style="font-size: 1000%;">YOU</p>,you,M5_1.mp3,friend,self,participant,MATCH,F1O3S2,FriendSpeaker1_OtherSpeaker3_SelfSpeaker2,English,mainexperiment,2,9197444,anonymised
