"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"165","5","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","790.73","0.79073","0","m35"
"165","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","715.24","0.71524","1","m34"
"165","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","757.6900001","0.7576900001","1","m35"
"165","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","841","0.841","1","f27"
"165","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","784.16","0.78416","1","m35"
"165","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","622.1999999","0.6221999999","1","m34"
"165","11","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1551.91","1.55191","1","f15"
"165","12","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1449.91","1.44991","1","m38"
"165","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","962.0949998","0.9620949998","1","f4"
"165","14","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","624.575","0.624575","1","m33"
"165","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","697.2000001","0.6972000001","1","m33"
"165","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","616.3649999","0.6163649999","0","m38"
"165","17","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","875.525","0.875525","1","f27"
"165","18","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","982.8049999","0.9828049999","0","f18"
"165","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","725.33","0.72533","1","f4"
"165","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1108.295","1.108295","1","f18"
"165","21","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","463.65","0.46365","1","m34"
"165","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","725.2249999","0.7252249999","1","m34"
"165","23","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","685.355","0.685355","1","f15"
"165","24","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","438.3649998","0.4383649998","1","f4"
"165","25","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","666","0.666","1","m33"
"165","26","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1153.785","1.153785","1","f18"
"165","27","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1387.14","1.38714","1","f15"
"165","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1548.98","1.54898","0","m38"
"165","29","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","558.2599998","0.5582599998","1","m38"
"165","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","536.94","0.53694","1","m38"
"165","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","405.52","0.40552","0","f27"
"165","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","442.4050001","0.4424050001","1","f18"
"165","33","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","406.7199999","0.4067199999","0","m35"
"165","34","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","792.2400001","0.7922400001","1","m35"
"165","35","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","716.0049998","0.7160049998","1","f4"
"165","36","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","292.72","0.29272","1","f4"
"165","37","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","448.26","0.44826","0","f27"
"165","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1130.935","1.130935","0","f15"
"165","39","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1744.33","1.74433","0","f15"
"165","40","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","11117.465","11.117465","1","f18"
"165","41","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","505.7250001","0.5057250001","1","m33"
"165","42","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1356.905","1.356905","1","m34"
"165","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","4475.38","4.47538","1","m38"
"165","44","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","3066.37","3.06637","1","m33"
"165","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1641.65","1.64165","1","f27"
"165","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1196.225","1.196225","0","f15"
"165","47","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","576.0250001","0.5760250001","1","m35"
"165","48","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","419.425","0.419425","1","m35"
"165","49","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1600.96","1.60096","0","f27"
"165","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","566.72","0.56672","1","f4"
"165","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1952.1","1.9521","0","m33"
"165","52","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","544.705","0.544705","1","f4"
"165","53","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","505.8850001","0.5058850001","1","f18"
"165","54","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","458.5750001","0.4585750001","1","m33"
"165","55","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","665.0099999","0.6650099999","1","m34"
"165","56","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","638.6799999","0.6386799999","1","f4"
"165","57","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","884.9800001","0.8849800001","0","f27"
"165","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1818.9","1.8189","1","f27"
"165","59","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","786.94","0.78694","0","f15"
"165","60","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","510.43","0.51043","1","m33"
"165","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","985.3349999","0.9853349999","0","f15"
"165","62","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","559.6","0.5596","1","m34"
"165","63","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","453.0149999","0.4530149999","1","m35"
"165","64","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","850.8549999","0.8508549999","1","f18"
"166","1","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2657.6","2.6576","1","m38"
"166","2","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1122.9","1.1229","1","f18"
"166","3","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1849.2","1.8492","1","m34"
"166","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1391.3","1.3913","1","m33"
"166","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1214.3","1.2143","1","m34"
"166","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1747","1.747","1","f27"
"166","7","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1402.6","1.4026","1","f4"
"166","8","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2874.3","2.8743","0","f4"
"166","9","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1289.1","1.2891","1","f27"
"166","10","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","809.7","0.8097","1","m38"
"166","11","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2652.6","2.6526","0","m35"
"166","12","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","744.2","0.7442","1","m33"
"166","13","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","758.3","0.7583","0","f15"
"166","14","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1472.2","1.4722","1","m35"
"166","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1313.7","1.3137","0","f15"
"166","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1162.1","1.1621","1","f27"
"166","17","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1066.5","1.0665","1","m35"
"166","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1582.1","1.5821","1","m33"
"166","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1212.8","1.2128","0","f18"
"166","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","491.3","0.4913","1","f27"
"166","21","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","760","0.76","1","f27"
"166","22","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1899","1.899","1","f27"
"166","23","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1478","1.478","1","m35"
"166","24","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","789","0.789","1","m35"
"166","25","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1105.4","1.1054","1","m34"
"166","26","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","953.1","0.9531","1","f4"
"166","27","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","909.4","0.9094","1","f15"
"166","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1719.2","1.7192","0","m38"
"166","29","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","836.5","0.8365","1","m33"
"166","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","917.5","0.9175","1","f4"
"166","31","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","722.9","0.7229","1","m38"
"166","32","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","618.2","0.6182","0","f18"
"166","33","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","639.8","0.6398","0","m34"
"166","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","846.1","0.8461","1","m38"
"166","35","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1027.5","1.0275","1","m34"
"166","36","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","707.5","0.7075","1","f15"
"166","37","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","735.1","0.7351","1","f27"
"166","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1110.9","1.1109","1","f15"
