"Subject","Trial","Block","Shape","ShapeIdentity","Matching","ACC","RT_ms","resp_type"
10,44,1,"square","stranger","Matching",0,711,"incorrect"
10,45,1,"circle","you","Nonmatching",1,644,"correct"
10,46,1,"square","stranger","Nonmatching",0,497,"incorrect"
10,47,1,"square","stranger","Matching",0,829,"incorrect"
10,48,1,"circle","you","Matching",1,726,"correct"
10,49,1,"square","stranger","Nonmatching",0,550,"incorrect"
10,50,1,"circle","you","Nonmatching",1,559,"correct"
10,51,1,"square","stranger","Matching",0,699,"incorrect"
10,52,1,"circle","you","Matching",1,563,"correct"
10,53,1,"square","stranger","Nonmatching",1,1030,"correct"
10,54,1,"square","stranger","Matching",0,730,"incorrect"
10,55,1,"circle","you","Matching",0,598,"incorrect"
10,56,1,"circle","you","Nonmatching",0,656,"incorrect"
10,57,1,"square","stranger","Matching",0,294,"incorrect"
10,58,1,"circle","you","Nonmatching",0,428,"incorrect"
10,59,1,"square","stranger","Nonmatching",1,561,"correct"
10,60,1,"circle","you","Matching",0,657,"incorrect"
10,61,1,"square","stranger","Matching",1,609,"correct"
10,62,1,"square","stranger","Nonmatching",1,806,"correct"
10,63,1,"circle","you","Matching",1,630,"correct"
10,64,1,"circle","you","Nonmatching",1,567,"correct"
10,65,1,"circle","you","Nonmatching",0,449,"incorrect"
10,66,1,"square","stranger","Matching",0,642,"incorrect"
10,67,1,"circle","you","Matching",1,702,"correct"
10,68,1,"square","stranger","Nonmatching",0,660,"incorrect"
10,69,1,"square","stranger","Matching",0,314,"incorrect"
10,70,1,"circle","you","Matching",0,417,"incorrect"
10,71,1,"square","stranger","Nonmatching",1,1037,"correct"
10,72,1,"circle","you","Nonmatching",1,798,"correct"
10,73,1,"circle","you","Matching",1,594,"correct"
10,74,1,"circle","you","Nonmatching",1,562,"correct"
10,75,1,"square","stranger","Nonmatching",1,738,"correct"
10,76,1,"square","stranger","Matching",0,762,"incorrect"
10,77,1,"square","stranger","Nonmatching",0,745,"incorrect"
10,78,1,"circle","you","Matching",1,724,"correct"
10,79,1,"square","stranger","Matching",1,952,"correct"
10,80,1,"circle","you","Nonmatching",1,781,"correct"
10,81,1,"circle","you","Nonmatching",NA,NA,"missed"
10,82,1,"circle","you","Matching",1,725,"correct"
10,83,1,"square","stranger","Matching",1,556,"correct"
10,84,1,"square","stranger","Nonmatching",NA,NA,"missed"
10,85,1,"square","stranger","Matching",1,866,"correct"
10,86,1,"square","stranger","Nonmatching",1,402,"correct"
10,87,1,"circle","you","Nonmatching",0,503,"incorrect"
10,88,1,"circle","you","Matching",NA,NA,"missed"
10,89,1,"circle","you","Matching",1,393,"correct"
10,90,1,"circle","you","Nonmatching",1,530,"correct"
10,91,1,"square","stranger","Nonmatching",NA,NA,"missed"
10,92,1,"square","stranger","Matching",0,640,"incorrect"
10,93,1,"square","stranger","Nonmatching",1,783,"correct"
10,94,1,"circle","you","Matching",1,505,"correct"
10,95,1,"circle","you","Nonmatching",1,597,"correct"
10,96,1,"square","stranger","Matching",0,979,"incorrect"
10,97,1,"circle","you","Nonmatching",1,686,"correct"
10,98,1,"square","stranger","Matching",1,332,"correct"
10,99,1,"square","stranger","Nonmatching",1,855,"correct"
10,100,1,"circle","you","Matching",1,610,"correct"
10,101,1,"square","stranger","Nonmatching",1,551,"correct"
10,102,1,"circle","you","Nonmatching",0,599,"incorrect"
10,103,1,"circle","you","Matching",0,708,"incorrect"
10,104,1,"square","stranger","Matching",NA,NA,"missed"
10,105,1,"circle","you","Nonmatching",0,461,"incorrect"
10,106,1,"circle","you","Matching",NA,NA,"missed"
10,107,1,"square","stranger","Nonmatching",1,843,"correct"
10,108,1,"square","stranger","Matching",1,876,"correct"
10,109,1,"square","stranger","Matching",1,693,"correct"
10,110,1,"circle","you","Matching",0,588,"incorrect"
10,111,1,"circle","you","Nonmatching",1,988,"correct"
10,112,1,"square","stranger","Nonmatching",1,995,"correct"
10,113,1,"square","stranger","Matching",1,811,"correct"
10,114,1,"circle","you","Matching",1,865,"correct"
10,115,1,"square","stranger","Nonmatching",1,771,"correct"
10,116,1,"circle","you","Nonmatching",0,623,"incorrect"
10,117,1,"square","stranger","Nonmatching",0,751,"incorrect"
10,118,1,"circle","you","Nonmatching",1,378,"correct"
10,119,1,"square","stranger","Matching",NA,NA,"missed"
10,120,1,"circle","you","Matching",1,560,"correct"
10,121,2,"square","stranger","Matching",1,1010,"correct"
10,122,2,"square","stranger","Nonmatching",1,577,"correct"
10,123,2,"circle","you","Matching",1,540,"correct"
10,124,2,"circle","you","Nonmatching",1,864,"correct"
10,125,2,"square","stranger","Nonmatching",1,926,"correct"
10,126,2,"circle","you","Nonmatching",0,574,"incorrect"
10,127,2,"square","stranger","Matching",1,908,"correct"
10,128,2,"circle","you","Matching",1,430,"correct"
10,129,2,"square","stranger","Matching",1,1012,"correct"
10,130,2,"circle","you","Nonmatching",1,537,"correct"
10,131,2,"square","stranger","Nonmatching",1,629,"correct"
10,132,2,"circle","you","Matching",NA,NA,"missed"
10,133,2,"circle","you","Nonmatching",NA,NA,"missed"
10,134,2,"circle","you","Matching",1,656,"correct"
10,135,2,"square","stranger","Matching",0,712,"incorrect"
10,136,2,"square","stranger","Nonmatching",1,553,"correct"
10,137,2,"square","stranger","Matching",1,792,"correct"
10,138,2,"circle","you","Matching",1,885,"correct"
10,139,2,"circle","you","Nonmatching",1,874,"correct"
10,140,2,"square","stranger","Nonmatching",0,996,"incorrect"
10,141,2,"circle","you","Nonmatching",1,956,"correct"
10,142,2,"circle","you","Matching",1,506,"correct"
10,143,2,"square","stranger","Matching",0,894,"incorrect"
10,144,2,"square","stranger","Nonmatching",1,807,"correct"
10,145,2,"square","stranger","Nonmatching",1,868,"correct"
10,146,2,"circle","you","Nonmatching",1,823,"correct"
10,147,2,"circle","you","Matching",1,404,"correct"
10,148,2,"square","stranger","Matching",NA,NA,"missed"
10,149,2,"circle","you","Matching",1,532,"correct"
10,150,2,"circle","you","Nonmatching",1,556,"correct"
10,151,2,"square","stranger","Matching",0,576,"incorrect"
10,152,2,"square","stranger","Nonmatching",1,991,"correct"
10,153,2,"circle","you","Nonmatching",0,612,"incorrect"
10,154,2,"circle","you","Matching",1,541,"correct"
10,155,2,"square","stranger","Nonmatching",1,612,"correct"
10,156,2,"square","stranger","Matching",1,906,"correct"
10,157,2,"square","stranger","Nonmatching",1,611,"correct"
10,158,2,"circle","you","Matching",1,987,"correct"
10,159,2,"circle","you","Nonmatching",1,678,"correct"
10,160,2,"square","stranger","Matching",0,843,"incorrect"
10,161,2,"circle","you","Matching",1,615,"correct"
10,162,2,"square","stranger","Matching",1,963,"correct"
10,163,2,"square","stranger","Nonmatching",1,826,"correct"
10,164,2,"circle","you","Nonmatching",1,1031,"correct"
10,165,2,"square","stranger","Nonmatching",NA,NA,"missed"
10,166,2,"square","stranger","Matching",1,761,"correct"
10,167,2,"circle","you","Nonmatching",1,751,"correct"
10,168,2,"circle","you","Matching",0,600,"incorrect"
10,169,2,"square","stranger","Nonmatching",1,824,"correct"
10,170,2,"circle","you","Matching",1,728,"correct"
10,171,2,"square","stranger","Matching",0,588,"incorrect"
10,172,2,"circle","you","Nonmatching",1,731,"correct"
10,173,2,"circle","you","Nonmatching",1,973,"correct"
10,174,2,"circle","you","Matching",1,446,"correct"
10,175,2,"square","stranger","Nonmatching",1,463,"correct"
10,176,2,"square","stranger","Matching",1,842,"correct"
10,177,2,"square","stranger","Matching",0,605,"incorrect"
10,178,2,"circle","you","Nonmatching",1,680,"correct"
10,179,2,"circle","you","Matching",1,526,"correct"
10,180,2,"square","stranger","Nonmatching",1,968,"correct"
10,181,2,"square","stranger","Nonmatching",1,638,"correct"
10,182,2,"circle","you","Matching",1,636,"correct"
10,183,2,"circle","you","Nonmatching",1,981,"correct"
10,184,2,"square","stranger","Matching",0,742,"incorrect"
10,185,2,"circle","you","Matching",1,619,"correct"
10,186,2,"circle","you","Nonmatching",1,442,"correct"
10,187,2,"square","stranger","Nonmatching",NA,NA,"missed"
10,188,2,"square","stranger","Matching",0,789,"incorrect"
10,189,2,"circle","you","Matching",1,599,"correct"
10,190,2,"square","stranger","Nonmatching",1,579,"correct"
10,191,2,"circle","you","Nonmatching",0,632,"incorrect"
10,192,2,"square","stranger","Matching",1,912,"correct"
10,193,2,"circle","you","Nonmatching",1,661,"correct"
10,194,2,"square","stranger","Matching",1,757,"correct"
10,195,2,"circle","you","Matching",1,496,"correct"
10,196,2,"square","stranger","Nonmatching",1,576,"correct"
10,197,2,"square","stranger","Matching",NA,NA,"missed"
10,198,2,"square","stranger","Nonmatching",0,581,"incorrect"
10,199,2,"circle","you","Matching",1,586,"correct"
10,200,2,"circle","you","Nonmatching",1,875,"correct"
10,201,2,"square","stranger","Matching",0,645,"incorrect"
10,202,2,"circle","you","Nonmatching",0,539,"incorrect"
10,203,2,"square","stranger","Nonmatching",1,796,"correct"
10,204,2,"circle","you","Matching",1,621,"correct"
10,205,2,"circle","you","Matching",1,832,"correct"
10,206,2,"square","stranger","Nonmatching",1,591,"correct"
10,207,2,"square","stranger","Matching",0,950,"incorrect"
10,208,2,"circle","you","Nonmatching",0,577,"incorrect"
10,209,2,"circle","you","Nonmatching",0,780,"incorrect"
10,210,2,"square","stranger","Nonmatching",1,734,"correct"
10,211,2,"circle","you","Matching",1,516,"correct"
10,212,2,"square","stranger","Matching",0,895,"incorrect"
10,213,2,"circle","you","Matching",1,810,"correct"
10,214,2,"square","stranger","Nonmatching",1,933,"correct"
10,215,2,"square","stranger","Matching",0,586,"incorrect"
10,216,2,"circle","you","Nonmatching",NA,NA,"missed"
10,217,2,"circle","you","Matching",1,410,"correct"
10,218,2,"square","stranger","Nonmatching",1,510,"correct"
10,219,2,"circle","you","Nonmatching",1,753,"correct"
10,220,2,"square","stranger","Matching",0,571,"incorrect"
10,221,2,"square","stranger","Matching",1,367,"correct"
10,222,2,"square","stranger","Nonmatching",1,936,"correct"
10,223,2,"circle","you","Nonmatching",1,789,"correct"
10,224,2,"circle","you","Matching",1,668,"correct"
10,225,2,"circle","you","Nonmatching",0,840,"incorrect"
10,226,2,"square","stranger","Nonmatching",1,1033,"correct"
10,227,2,"circle","you","Matching",NA,NA,"missed"
10,228,2,"square","stranger","Matching",1,676,"correct"
10,229,2,"square","stranger","Matching",0,506,"incorrect"
10,230,2,"circle","you","Matching",1,840,"correct"
10,231,2,"square","stranger","Nonmatching",1,619,"correct"
10,232,2,"circle","you","Nonmatching",1,981,"correct"
10,233,2,"square","stranger","Matching",0,565,"incorrect"
10,234,2,"circle","you","Nonmatching",0,724,"incorrect"
10,235,2,"square","stranger","Nonmatching",1,584,"correct"
10,236,2,"circle","you","Matching",1,621,"correct"
10,237,2,"circle","you","Nonmatching",1,766,"correct"
10,238,2,"square","stranger","Matching",1,646,"correct"
10,239,2,"circle","you","Matching",0,723,"incorrect"
10,240,2,"square","stranger","Nonmatching",NA,NA,"missed"
11,1,1,"circle","you","Matching",1,464,"correct"
11,2,1,"square","stranger","Matching",1,623,"correct"
11,3,1,"square","stranger","Nonmatching",1,566,"correct"
11,4,1,"circle","you","Nonmatching",1,895,"correct"
11,5,1,"circle","you","Matching",1,495,"correct"
11,6,1,"square","stranger","Nonmatching",1,422,"correct"
11,7,1,"circle","you","Nonmatching",1,621,"correct"
11,8,1,"square","stranger","Matching",0,562,"incorrect"
11,9,1,"square","stranger","Nonmatching",1,587,"correct"
11,10,1,"circle","you","Nonmatching",1,618,"correct"
11,11,1,"square","stranger","Matching",0,481,"incorrect"
11,12,1,"circle","you","Matching",1,451,"correct"
11,13,1,"circle","you","Nonmatching",1,521,"correct"
11,14,1,"circle","you","Matching",1,448,"correct"
11,15,1,"square","stranger","Matching",1,380,"correct"
11,16,1,"square","stranger","Nonmatching",1,643,"correct"
11,17,1,"square","stranger","Nonmatching",1,649,"correct"
11,18,1,"circle","you","Matching",1,454,"correct"
11,19,1,"circle","you","Nonmatching",1,594,"correct"
11,20,1,"square","stranger","Matching",1,559,"correct"
11,21,1,"circle","you","Nonmatching",1,708,"correct"
11,22,1,"circle","you","Matching",1,472,"correct"
11,23,1,"square","stranger","Nonmatching",1,564,"correct"
11,24,1,"square","stranger","Matching",0,548,"incorrect"
11,25,1,"square","stranger","Nonmatching",1,744,"correct"
11,26,1,"circle","you","Nonmatching",1,484,"correct"
11,27,1,"square","stranger","Matching",1,611,"correct"
11,28,1,"circle","you","Matching",1,522,"correct"
11,29,1,"circle","you","Matching",0,602,"incorrect"
11,30,1,"circle","you","Nonmatching",NA,NA,"missed"
11,31,1,"square","stranger","Matching",1,876,"correct"
11,32,1,"square","stranger","Nonmatching",1,719,"correct"
11,33,1,"circle","you","Matching",1,661,"correct"
11,34,1,"square","stranger","Matching",1,617,"correct"
11,35,1,"square","stranger","Nonmatching",0,616,"incorrect"
11,36,1,"circle","you","Nonmatching",1,764,"correct"
11,37,1,"square","stranger","Matching",1,728,"correct"
11,38,1,"circle","you","Matching",1,379,"correct"
11,39,1,"circle","you","Nonmatching",1,610,"correct"
11,40,1,"square","stranger","Nonmatching",0,401,"incorrect"
11,41,1,"square","stranger","Matching",1,667,"correct"
11,42,1,"circle","you","Nonmatching",1,605,"correct"
11,43,1,"circle","you","Matching",1,735,"correct"
11,44,1,"square","stranger","Nonmatching",0,459,"incorrect"
11,45,1,"square","stranger","Matching",1,664,"correct"
11,46,1,"circle","you","Matching",1,643,"correct"
11,47,1,"square","stranger","Nonmatching",1,534,"correct"
11,48,1,"circle","you","Nonmatching",0,626,"incorrect"
11,49,1,"circle","you","Nonmatching",0,667,"incorrect"
11,50,1,"square","stranger","Matching",1,762,"correct"
11,51,1,"circle","you","Matching",1,401,"correct"
11,52,1,"square","stranger","Nonmatching",1,692,"correct"
11,53,1,"square","stranger","Matching",1,733,"correct"
11,54,1,"circle","you","Nonmatching",1,600,"correct"
11,55,1,"square","stranger","Nonmatching",0,421,"incorrect"
11,56,1,"circle","you","Matching",1,509,"correct"
11,57,1,"circle","you","Nonmatching",1,935,"correct"
11,58,1,"square","stranger","Nonmatching",1,589,"correct"
11,59,1,"circle","you","Matching",1,438,"correct"
11,60,1,"square","stranger","Matching",1,519,"correct"
11,61,1,"circle","you","Matching",1,883,"correct"
11,62,1,"square","stranger","Matching",1,814,"correct"
11,63,1,"square","stranger","Nonmatching",1,530,"correct"
11,64,1,"circle","you","Nonmatching",1,681,"correct"
11,65,1,"square","stranger","Matching",1,707,"correct"
11,66,1,"square","stranger","Nonmatching",1,598,"correct"
11,67,1,"circle","you","Matching",1,367,"correct"
11,68,1,"circle","you","Nonmatching",1,581,"correct"
11,69,1,"circle","you","Matching",1,813,"correct"
11,70,1,"circle","you","Nonmatching",1,514,"correct"
11,71,1,"square","stranger","Nonmatching",0,609,"incorrect"
11,72,1,"square","stranger","Matching",0,612,"incorrect"
11,73,1,"square","stranger","Matching",1,792,"correct"
11,74,1,"circle","you","Nonmatching",1,619,"correct"
11,75,1,"square","stranger","Nonmatching",1,571,"correct"
11,76,1,"circle","you","Matching",1,675,"correct"
11,77,1,"square","stranger","Matching",1,607,"correct"
11,78,1,"square","stranger","Nonmatching",1,805,"correct"
11,79,1,"circle","you","Nonmatching",0,453,"incorrect"
11,80,1,"circle","you","Matching",1,518,"correct"
11,81,1,"circle","you","Matching",1,943,"correct"
11,82,1,"circle","you","Nonmatching",1,666,"correct"
11,83,1,"square","stranger","Matching",1,630,"correct"
11,84,1,"square","stranger","Nonmatching",1,783,"correct"
11,85,1,"circle","you","Matching",1,516,"correct"
11,86,1,"square","stranger","Nonmatching",0,444,"incorrect"
11,87,1,"circle","you","Nonmatching",1,751,"correct"
11,88,1,"square","stranger","Matching",1,667,"correct"
11,89,1,"square","stranger","Matching",0,575,"incorrect"
11,90,1,"circle","you","Matching",1,506,"correct"
11,91,1,"square","stranger","Nonmatching",1,681,"correct"
11,92,1,"circle","you","Nonmatching",NA,NA,"missed"
11,93,1,"square","stranger","Matching",1,708,"correct"
11,94,1,"square","stranger","Nonmatching",1,676,"correct"
11,95,1,"circle","you","Matching",1,600,"correct"
11,96,1,"circle","you","Nonmatching",1,620,"correct"
11,97,1,"square","stranger","Nonmatching",1,659,"correct"
11,98,1,"square","stranger","Matching",1,562,"correct"
11,99,1,"circle","you","Matching",1,462,"correct"
11,100,1,"circle","you","Nonmatching",1,547,"correct"
11,101,1,"circle","you","Nonmatching",1,477,"correct"
11,102,1,"circle","you","Matching",1,843,"correct"
11,103,1,"square","stranger","Nonmatching",1,490,"correct"
11,104,1,"square","stranger","Matching",1,563,"correct"
11,105,1,"circle","you","Nonmatching",1,504,"correct"
11,106,1,"square","stranger","Nonmatching",1,631,"correct"
11,107,1,"circle","you","Matching",1,668,"correct"
11,108,1,"square","stranger","Matching",1,664,"correct"
11,109,1,"square","stranger","Matching",0,551,"incorrect"
11,110,1,"circle","you","Matching",1,666,"correct"
11,111,1,"circle","you","Nonmatching",1,532,"correct"
11,112,1,"square","stranger","Nonmatching",1,744,"correct"
11,113,1,"circle","you","Nonmatching",1,742,"correct"
11,114,1,"square","stranger","Nonmatching",0,423,"incorrect"
11,115,1,"square","stranger","Matching",0,1015,"incorrect"
11,116,1,"circle","you","Matching",1,478,"correct"
11,117,1,"square","stranger","Matching",1,624,"correct"
11,118,1,"circle","you","Matching",1,607,"correct"
11,119,1,"circle","you","Nonmatching",0,379,"incorrect"
11,120,1,"square","stranger","Nonmatching",0,472,"incorrect"
11,121,2,"circle","you","Nonmatching",0,673,"incorrect"
11,122,2,"square","stranger","Matching",1,630,"correct"
11,123,2,"square","stranger","Nonmatching",1,472,"correct"
11,124,2,"circle","you","Matching",1,530,"correct"
11,125,2,"circle","you","Nonmatching",1,620,"correct"
11,126,2,"square","stranger","Matching",1,653,"correct"
11,127,2,"square","stranger","Nonmatching",1,545,"correct"
11,128,2,"circle","you","Matching",1,584,"correct"
11,129,2,"circle","you","Nonmatching",1,481,"correct"
11,130,2,"circle","you","Matching",1,679,"correct"
11,131,2,"square","stranger","Nonmatching",1,477,"correct"
11,132,2,"square","stranger","Matching",1,577,"correct"
11,133,2,"circle","you","Matching",1,513,"correct"
11,134,2,"square","stranger","Nonmatching",1,661,"correct"
11,135,2,"circle","you","Nonmatching",0,423,"incorrect"
11,136,2,"square","stranger","Matching",1,582,"correct"
11,137,2,"circle","you","Matching",1,373,"correct"
11,138,2,"square","stranger","Nonmatching",1,671,"correct"
11,139,2,"circle","you","Nonmatching",1,713,"correct"
11,140,2,"square","stranger","Matching",1,616,"correct"
11,141,2,"square","stranger","Nonmatching",1,604,"correct"
11,142,2,"square","stranger","Matching",1,667,"correct"
11,143,2,"circle","you","Matching",1,374,"correct"
11,144,2,"circle","you","Nonmatching",1,477,"correct"
11,145,2,"square","stranger","Matching",1,646,"correct"
11,146,2,"circle","you","Matching",0,681,"incorrect"
11,147,2,"circle","you","Nonmatching",1,505,"correct"
11,148,2,"square","stranger","Nonmatching",1,555,"correct"
11,149,2,"square","stranger","Nonmatching",1,560,"correct"
11,150,2,"circle","you","Nonmatching",1,532,"correct"
11,151,2,"circle","you","Matching",1,463,"correct"
11,152,2,"square","stranger","Matching",1,548,"correct"
11,153,2,"square","stranger","Nonmatching",1,516,"correct"
11,154,2,"square","stranger","Matching",1,718,"correct"
11,155,2,"circle","you","Nonmatching",1,562,"correct"
11,156,2,"circle","you","Matching",1,593,"correct"
11,157,2,"square","stranger","Nonmatching",1,502,"correct"
11,158,2,"circle","you","Nonmatching",0,476,"incorrect"
11,159,2,"circle","you","Matching",1,485,"correct"
11,160,2,"square","stranger","Matching",1,642,"correct"
11,161,2,"circle","you","Matching",1,582,"correct"
11,162,2,"circle","you","Nonmatching",1,489,"correct"
11,163,2,"square","stranger","Matching",1,669,"correct"
11,164,2,"square","stranger","Nonmatching",1,502,"correct"
11,165,2,"square","stranger","Matching",1,566,"correct"
11,166,2,"circle","you","Matching",1,545,"correct"
11,167,2,"circle","you","Nonmatching",1,461,"correct"
11,168,2,"square","stranger","Nonmatching",1,612,"correct"
11,169,2,"circle","you","Nonmatching",1,679,"correct"
11,170,2,"circle","you","Matching",1,494,"correct"
11,171,2,"square","stranger","Nonmatching",1,564,"correct"
11,172,2,"square","stranger","Matching",1,520,"correct"
11,173,2,"circle","you","Matching",1,739,"correct"
11,174,2,"square","stranger","Matching",1,458,"correct"
11,175,2,"square","stranger","Nonmatching",1,454,"correct"
11,176,2,"circle","you","Nonmatching",1,793,"correct"
11,177,2,"square","stranger","Matching",0,464,"incorrect"
11,178,2,"square","stranger","Nonmatching",1,656,"correct"
11,179,2,"circle","you","Matching",1,669,"correct"
11,180,2,"circle","you","Nonmatching",1,616,"correct"
11,181,2,"square","stranger","Nonmatching",1,616,"correct"
11,182,2,"circle","you","Nonmatching",1,637,"correct"
11,183,2,"square","stranger","Matching",1,677,"correct"
11,184,2,"circle","you","Matching",1,534,"correct"
11,185,2,"circle","you","Matching",0,580,"incorrect"
11,186,2,"square","stranger","Nonmatching",1,631,"correct"
11,187,2,"square","stranger","Matching",1,592,"correct"
11,188,2,"circle","you","Nonmatching",1,603,"correct"
11,189,2,"square","stranger","Matching",1,647,"correct"
11,190,2,"circle","you","Matching",1,427,"correct"
11,191,2,"square","stranger","Nonmatching",1,611,"correct"
11,192,2,"circle","you","Nonmatching",0,628,"incorrect"
11,193,2,"circle","you","Matching",1,558,"correct"
11,194,2,"circle","you","Nonmatching",1,586,"correct"
11,195,2,"square","stranger","Nonmatching",1,668,"correct"
11,196,2,"square","stranger","Matching",1,685,"correct"
11,197,2,"square","stranger","Nonmatching",1,765,"correct"
11,198,2,"circle","you","Nonmatching",1,722,"correct"
11,199,2,"square","stranger","Matching",1,623,"correct"
11,200,2,"circle","you","Matching",1,500,"correct"
11,201,2,"circle","you","Matching",0,620,"incorrect"
11,202,2,"square","stranger","Nonmatching",1,674,"correct"
11,203,2,"square","stranger","Matching",1,744,"correct"
11,204,2,"circle","you","Nonmatching",1,556,"correct"
11,205,2,"square","stranger","Matching",1,694,"correct"
11,206,2,"circle","you","Nonmatching",1,847,"correct"
11,207,2,"circle","you","Matching",1,471,"correct"
11,208,2,"square","stranger","Nonmatching",1,534,"correct"
11,209,2,"square","stranger","Nonmatching",1,780,"correct"
11,210,2,"square","stranger","Matching",1,786,"correct"
11,211,2,"circle","you","Matching",1,382,"correct"
11,212,2,"circle","you","Nonmatching",1,549,"correct"
11,213,2,"square","stranger","Nonmatching",0,582,"incorrect"
11,214,2,"circle","you","Nonmatching",1,793,"correct"
11,215,2,"square","stranger","Matching",1,632,"correct"
11,216,2,"circle","you","Matching",1,520,"correct"
11,217,2,"circle","you","Nonmatching",1,532,"correct"
11,218,2,"square","stranger","Nonmatching",1,905,"correct"
11,219,2,"circle","you","Matching",1,639,"correct"
11,220,2,"square","stranger","Matching",1,640,"correct"
11,221,2,"square","stranger","Nonmatching",1,668,"correct"
11,222,2,"square","stranger","Matching",1,761,"correct"
11,223,2,"circle","you","Matching",1,496,"correct"
11,224,2,"circle","you","Nonmatching",1,508,"correct"
11,225,2,"circle","you","Nonmatching",0,732,"incorrect"
11,226,2,"square","stranger","Nonmatching",1,584,"correct"
11,227,2,"square","stranger","Matching",1,701,"correct"
11,228,2,"circle","you","Matching",1,457,"correct"
11,229,2,"circle","you","Nonmatching",1,511,"correct"
11,230,2,"square","stranger","Matching",1,552,"correct"
11,231,2,"circle","you","Matching",1,497,"correct"
11,232,2,"square","stranger","Nonmatching",1,582,"correct"
11,233,2,"circle","you","Matching",1,538,"correct"
11,234,2,"square","stranger","Nonmatching",1,572,"correct"
11,235,2,"square","stranger","Matching",0,583,"incorrect"
11,236,2,"circle","you","Nonmatching",1,687,"correct"
11,237,2,"circle","you","Nonmatching",1,647,"correct"
11,238,2,"square","stranger","Matching",1,677,"correct"
11,239,2,"square","stranger","Nonmatching",1,518,"correct"
11,240,2,"circle","you","Matching",1,511,"correct"
12,1,1,"square","stranger","Nonmatching",NA,NA,"missed"
12,2,1,"square","stranger","Matching",0,732,"incorrect"
12,3,1,"circle","you","Nonmatching",0,890,"incorrect"
12,4,1,"circle","you","Matching",1,680,"correct"
12,5,1,"square","stranger","Matching",0,601,"incorrect"
12,6,1,"circle","you","Nonmatching",NA,NA,"missed"
12,7,1,"square","stranger","Nonmatching",1,1003,"correct"
12,8,1,"circle","you","Matching",1,593,"correct"
12,9,1,"square","stranger","Matching",0,545,"incorrect"
12,10,1,"circle","you","Matching",1,607,"correct"
12,11,1,"square","stranger","Nonmatching",0,598,"incorrect"
12,12,1,"circle","you","Nonmatching",NA,NA,"missed"
12,13,1,"square","stranger","Matching",0,729,"incorrect"
12,14,1,"square","stranger","Nonmatching",0,871,"incorrect"
12,15,1,"circle","you","Nonmatching",NA,NA,"missed"
12,16,1,"circle","you","Matching",1,656,"correct"
12,17,1,"circle","you","Nonmatching",1,672,"correct"
12,18,1,"circle","you","Matching",1,774,"correct"
12,19,1,"square","stranger","Matching",0,687,"incorrect"
12,20,1,"square","stranger","Nonmatching",1,840,"correct"
12,21,1,"square","stranger","Matching",1,790,"correct"
12,22,1,"circle","you","Nonmatching",1,688,"correct"
12,23,1,"square","stranger","Nonmatching",1,766,"correct"
12,24,1,"circle","you","Matching",1,583,"correct"
