"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","ACC"
"34","2","130","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","596","1"
"34","2","131","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","904","1"
"34","2","132","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","372","1"
"34","2","133","circle","you","self-matching","Matching","you","You","Self","you","You","Self","472","1"
"34","2","134","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","672","1"
"34","2","135","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","1028","1"
"34","2","136","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","469","1"
"34","2","137","circle","you","self-matching","Matching","you","You","Self","you","You","Self","580","1"
"34","2","138","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","505","1"
"34","2","139","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","742","0"
"34","2","140","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","435","0"
"34","2","141","circle","you","self-matching","Matching","you","You","Self","you","You","Self","523","1"
"34","2","142","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","888","1"
"34","2","143","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"34","2","144","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","865","1"
"34","2","145","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","NA","NA"
"34","2","146","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","835","1"
"34","2","147","circle","you","self-matching","Matching","you","You","Self","you","You","Self","549","1"
"34","2","148","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","524","0"
"34","2","149","circle","you","self-matching","Matching","you","You","Self","you","You","Self","598","1"
"34","2","150","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","710","1"
"34","2","151","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","651","1"
"34","2","152","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","576","1"
"34","2","153","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","675","0"
"34","2","154","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","773","1"
"34","2","155","circle","you","self-matching","Matching","you","You","Self","you","You","Self","1025","1"
"34","2","156","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","848","1"
"34","2","157","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","948","1"
"34","2","158","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","613","1"
"34","2","159","circle","you","self-matching","Matching","you","You","Self","you","You","Self","582","1"
"34","2","160","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","751","0"
"34","2","161","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","563","1"
"34","2","162","circle","you","self-matching","Matching","you","You","Self","you","You","Self","424","1"
"34","2","163","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","363","1"
"34","2","164","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","341","0"
"34","2","165","circle","you","self-matching","Matching","you","You","Self","you","You","Self","433","1"
"34","2","166","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","389","0"
"34","2","167","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","657","1"
"34","2","168","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","430","1"
"34","2","169","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","674","1"
"34","2","170","circle","you","self-matching","Matching","you","You","Self","you","You","Self","491","1"
"34","2","171","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","446","1"
"34","2","172","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","848","1"
"34","2","173","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","380","1"
"34","2","174","circle","you","self-matching","Matching","you","You","Self","you","You","Self","586","1"
"34","2","175","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","551","0"
"34","2","176","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","706","0"
"34","2","177","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","602","1"
"34","2","178","circle","you","self-matching","Matching","you","You","Self","you","You","Self","749","1"
"34","2","179","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","516","0"
"34","2","180","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","744","0"
"34","2","181","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","813","1"
"34","2","182","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","709","1"
"34","2","183","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","685","1"
"34","2","184","circle","you","self-matching","Matching","you","You","Self","you","You","Self","460","1"
"34","2","185","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","772","1"
"34","2","186","circle","you","self-matching","Matching","you","You","Self","you","You","Self","546","1"
"34","2","187","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"34","2","188","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","624","1"
"34","2","189","circle","you","self-matching","Matching","you","You","Self","you","You","Self","633","1"
"34","2","190","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","675","1"
"34","2","191","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","736","1"
"34","2","192","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","580","1"
"34","2","193","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","706","1"
"34","2","194","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","633","1"
"34","2","195","circle","you","self-matching","Matching","you","You","Self","you","You","Self","525","1"
"34","2","196","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","782","1"
"34","2","197","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","833","1"
"34","2","198","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","553","1"
"34","2","199","circle","you","self-matching","Matching","you","You","Self","you","You","Self","788","1"
"34","2","200","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","645","1"
"34","2","201","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","937","1"
"34","2","202","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","688","0"
"34","2","203","circle","you","self-matching","Matching","you","You","Self","you","You","Self","562","1"
"34","2","204","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","656","1"
"34","2","205","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","597","1"
"34","2","206","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","1049","0"
"34","2","207","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","649","1"
"34","2","208","circle","you","self-matching","Matching","you","You","Self","you","You","Self","583","1"
"34","2","209","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","499","1"
"34","2","210","circle","you","self-matching","Matching","you","You","Self","you","You","Self","675","1"
"34","2","211","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","563","1"
"34","2","212","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","650","0"
"34","2","213","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","751","1"
"34","2","214","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","830","1"
"34","2","215","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","650","0"
"34","2","216","circle","you","self-matching","Matching","you","You","Self","you","You","Self","422","1"
"34","2","217","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","577","1"
"34","2","218","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","457","0"
"34","2","219","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","366","0"
"34","2","220","circle","you","self-matching","Matching","you","You","Self","you","You","Self","389","0"
"34","2","221","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","543","0"
"34","2","222","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","737","1"
"34","2","223","circle","you","self-matching","Matching","you","You","Self","you","You","Self","449","1"
"34","2","224","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","765","1"
"34","2","225","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","679","1"
"34","2","226","circle","you","self-matching","Matching","you","You","Self","you","You","Self","550","1"
"34","2","227","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","613","1"
"34","2","228","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","745","1"
"34","2","229","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","662","1"
"34","2","230","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","610","0"
"34","2","231","circle","you","self-matching","Matching","you","You","Self","you","You","Self","569","1"
"34","2","232","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","713","1"
"34","2","233","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","595","1"
"34","2","234","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","733","1"
"34","2","235","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","651","1"
"34","2","236","circle","you","self-matching","Matching","you","You","Self","you","You","Self","582","1"
"34","2","237","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","644","1"
"34","2","238","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","940","1"
"34","2","239","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","803","1"
"34","2","240","circle","you","self-matching","Matching","you","You","Self","you","You","Self","818","1"
"40","1","1","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","736","0"
"40","1","2","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","535","1"
"40","1","3","square","you","self-matching","Matching","you","You","Self","you","You","Self","637","1"
"40","1","4","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","722","1"
"40","1","5","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","646","1"
"40","1","6","square","you","self-matching","Matching","you","You","Self","you","You","Self","241","0"
"40","1","7","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","613","0"
"40","1","8","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","535","1"
"40","1","9","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","674","0"
"40","1","10","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","723","0"
"40","1","11","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","914","0"
"40","1","12","square","you","self-matching","Matching","you","You","Self","you","You","Self","654","1"
"40","1","13","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","868","0"
"40","1","14","square","you","self-matching","Matching","you","You","Self","you","You","Self","766","0"
"40","1","15","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","758","0"
"40","1","16","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","966","0"
"40","1","17","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"40","1","18","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","821","1"
"40","1","19","square","you","self-matching","Matching","you","You","Self","you","You","Self","647","1"
"40","1","20","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","860","1"
"40","1","21","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","1032","1"
"40","1","22","square","you","self-matching","Matching","you","You","Self","you","You","Self","756","1"
"40","1","23","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"40","1","24","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","817","1"
"40","1","25","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","621","0"
"40","1","26","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","607","1"
"40","1","27","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","646","1"
"40","1","28","square","you","self-matching","Matching","you","You","Self","you","You","Self","516","1"
"40","1","29","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","1011","1"
"40","1","30","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","726","1"
"40","1","31","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","756","1"
"40","1","32","square","you","self-matching","Matching","you","You","Self","you","You","Self","576","1"
"40","1","33","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","776","1"
"40","1","34","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","1028","1"
"40","1","35","square","you","self-matching","Matching","you","You","Self","you","You","Self","608","1"
"40","1","36","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","536","1"
"40","1","37","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","630","0"
"40","1","38","square","you","self-matching","Matching","you","You","Self","you","You","Self","473","1"
"40","1","39","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","568","1"
"40","1","40","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","614","1"
