"Subject","Block","Trial","Phase","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"6201","1","37","Formal","S.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","471","0.471","1"
"6201","1","38","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","121","0.121","1"
"6201","1","39","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","602","0.602","1"
"6201","1","40","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","470","0.47","1"
"6201","1","41","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","338","0.338","1"
"6201","1","42","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","413","0.413","1"
"6201","1","43","Formal","C.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","normal","473","0.473","0"
"6201","1","44","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","469","0.469","1"
"6201","1","45","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","521","0.521","1"
"6201","1","46","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","0","0","0"
"6201","1","47","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","748","0.748","1"
"6201","1","48","Formal","C.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","bad","456","0.456","0"
"6201","1","49","Formal","Tra.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","good","540","0.54","1"
"6201","1","50","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","567","0.567","1"
"6201","1","51","Formal","D.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","0","0","0"
"6201","1","52","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","767","0.767","1"
"6201","1","53","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","459","0.459","1"
"6201","1","54","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","751","0.751","1"
"6201","1","55","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","601","0.601","1"
"6201","1","56","Formal","D.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","good","1097","1.097","1"
"6201","1","57","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","766","0.766","1"
"6201","1","58","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","978","0.978","0"
"6201","1","59","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","670","0.67","1"
"6201","1","60","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","682","0.682","1"
"6201","1","61","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","326","0.326","1"
"6201","1","62","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","546","0.546","0"
"6201","1","63","Formal","T.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","good","485","0.485","1"
"6201","1","64","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","649","0.649","1"
"6201","1","65","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","493","0.493","1"
"6201","1","66","Formal","Tra.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","normal","575","0.575","1"
"6201","1","67","Formal","C.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","735","0.735","1"
"6201","1","68","Formal","S.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","normal","740","0.74","0"
"6201","1","69","Formal","P.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","0","0","0"
"6201","1","70","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","668","0.668","1"
"6201","1","71","Formal","P.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","bad","880","0.88","1"
"6201","1","72","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","692","0.692","1"
"6201","1","73","Formal","Tra.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","856","0.856","1"
"6201","1","74","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","340","0.34","1"
"6201","1","75","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","384","0.384","1"
"6201","1","76","Formal","T.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","bad","723","0.723","1"
"6201","1","77","Formal","D.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","good","1093","1.093","1"
"6201","1","78","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","885","0.885","1"
"6201","1","79","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","674","0.674","1"
"6201","1","80","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","390","0.39","1"
"6201","1","81","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","554","0.554","1"
"6201","1","82","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","662","0.662","1"
"6201","1","83","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","746","0.746","1"
"6201","1","84","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","654","0.654","1"
"6201","1","85","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","978","0.978","0"
"6201","1","86","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","486","0.486","1"
"6201","1","87","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","0","0","0"
"6201","1","88","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","411","0.411","1"
"6201","1","89","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","379","0.379","1"
"6201","1","90","Formal","P.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","712","0.712","0"
"6201","2","1","Formal","T.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","bad","894","0.894","1"
"6201","2","2","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","426","0.426","1"
"6201","2","3","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","702","0.702","1"
"6201","2","4","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","302","0.302","1"
"6201","2","5","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","531","0.531","1"
"6201","2","6","Formal","P.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","926","0.926","0"
"6201","2","7","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","738","0.738","1"
"6201","2","8","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","838","0.838","1"
"6201","2","9","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","554","0.554","1"
"6201","2","10","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","430","0.43","1"
"6201","2","11","Formal","T.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","normal","978","0.978","1"
"6201","2","12","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","398","0.398","1"
"6201","2","13","Formal","T.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","good","618","0.618","1"
"6201","2","14","Formal","T.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","950","0.95","1"
"6201","2","15","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","278","0.278","1"
"6201","2","16","Formal","Tra.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","667","0.667","1"
"6201","2","17","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","719","0.719","1"
"6201","2","18","Formal","S.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","good","427","0.427","1"
"6201","2","19","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","726","0.726","1"
"6201","2","20","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","970","0.97","0"
"6201","2","21","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","350","0.35","1"
"6201","2","22","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","554","0.554","1"
"6201","2","23","Formal","Tra.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","good","502","0.502","0"
"6201","2","24","Formal","D.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","normal","530","0.53","1"
"6201","2","25","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","628","0.628","1"
"6201","2","26","Formal","D.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","good","0","0","0"
"6201","2","27","Formal","C.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","good","361","0.361","0"
"6201","2","28","Formal","Tra.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","normal","933","0.933","0"
"6201","2","29","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","841","0.841","1"
"6201","2","30","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","517","0.517","1"
"6201","2","31","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","720","0.72","1"
"6201","2","32","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","740","0.74","1"
"6201","2","33","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","608","0.608","1"
"6201","2","34","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","0","0","0"
"6201","2","35","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","992","0.992","1"
"6201","2","36","Formal","T.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","412","0.412","1"
"6201","2","37","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","604","0.604","1"
"6201","2","38","Formal","S.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","normal","1049","1.049","0"
"6201","2","39","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","1077","1.077","1"
"6201","2","40","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","393","0.393","1"
"6201","2","41","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","357","0.357","1"
"6201","2","42","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","585","0.585","1"
"6201","2","43","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","773","0.773","0"
"6201","2","44","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","512","0.512","1"
"6201","2","45","Formal","S.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","412","0.412","1"
"6201","2","46","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","824","0.824","1"
"6201","2","47","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","748","0.748","1"
"6201","2","48","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","428","0.428","1"
"6201","2","49","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","497","0.497","1"
"6201","2","50","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","853","0.853","1"
"6201","2","51","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","513","0.513","1"
"6201","2","52","Formal","Tra.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","good","301","0.301","0"
"6201","2","53","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","929","0.929","1"
"6201","2","54","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","365","0.365","1"
"6201","2","55","Formal","P.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","833","0.833","1"
"6201","2","56","Formal","C.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","normal","708","0.708","1"
"6201","2","57","Formal","P.bmp","GoodSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","good","536","0.536","1"
"6201","2","58","Formal","D.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","normal","556","0.556","1"
"6201","2","59","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","844","0.844","1"
"6201","2","60","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","361","0.361","1"
"6201","2","61","Formal","S.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","1061","1.061","1"
"6201","2","62","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","409","0.409","1"
"6201","2","63","Formal","C.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","bad","893","0.893","1"
"6201","2","64","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","449","0.449","1"
"6201","2","65","Formal","D.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","good","749","0.749","1"
"6201","2","66","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","593","0.593","1"
"6201","2","67","Formal","D.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","0","0","0"
"6201","2","68","Formal","C.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","bad","697","0.697","1"
"6201","2","69","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","788","0.788","1"
"6201","2","70","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","0","0","0"
"6201","2","71","Formal","S.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","bad","433","0.433","1"
"6201","2","72","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","581","0.581","1"
"6201","2","73","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","721","0.721","1"
"6201","2","74","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","981","0.981","1"
"6201","2","75","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","873","0.873","1"
"6201","2","76","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","333","0.333","1"
"6201","2","77","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","681","0.681","1"
"6201","2","78","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","349","0.349","1"
"6201","2","79","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","721","0.721","1"
"6201","2","80","Formal","C.bmp","NormalOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","normal","597","0.597","0"
"6201","2","81","Formal","T.bmp","BadOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","846","0.846","1"
"6201","2","82","Formal","Tra.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Self","Self","Self","bad","499","0.499","1"
"6201","2","83","Formal","P.bmp","NormalSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","normal","1047","1.047","1"
"6201","2","84","Formal","P.bmp","BadSelf.bmp","self-matching","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","bad","1051","1.051","1"
"6201","2","85","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","327","0.327","1"
"6201","2","86","Formal","C.bmp","GoodSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","good","331","0.331","1"
"6201","2","87","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","511","0.511","1"
"6201","2","88","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","659","0.659","0"
"6201","2","89","Formal","P.bmp","GoodOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","631","0.631","1"
"6201","2","90","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","339","0.339","1"
"6201","3","1","Formal","S.bmp","NormalOther.bmp","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","normal","975","0.975","1"
"6201","3","2","Formal","P.bmp","BadOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","bad","0","0","0"
"6201","3","3","Formal","T.bmp","GoodOther.bmp","self-matching","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","good","599","0.599","1"
"6201","3","4","Formal","Tra.bmp","NormalSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","normal","603","0.603","1"
"6201","3","5","Formal","D.bmp","BadSelf.bmp","self-matching","Matching","Self","Self","Self","Self","Self","Self","bad","319","0.319","1"
