"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"ppaa","1","18","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","281.684400048107","0.281684400048107","0"
"ppaa","1","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","None","NA","NA","0"
"ppaa","1","20","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","118.433800060302","0.118433800060302","1"
"ppaa","1","21","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","142.356000375003","0.142356000375003","0"
"ppaa","1","22","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"ppaa","1","23","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"ppaa","1","24","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","118.925800081342","0.118925800081342","1"
"ppaa","1","25","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","157.749800011516","0.157749800011516","0"
"ppaa","1","26","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"ppaa","1","27","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","104.15290016681","0.10415290016681","0"
"ppaa","1","28","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","240.707600023597","0.240707600023597","0"
"ppaa","1","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","67.5641996785998","0.0675641996785998","0"
"ppaa","1","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","109.918199945241","0.109918199945241","1"
"ppaa","1","31","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","None","NA","NA","0"
"ppaa","1","32","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","217.703000176698","0.217703000176698","0"
"ppaa","1","33","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","109.968400094658","0.109968400094658","1"
"ppaa","1","34","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","150.441000238061","0.150441000238061","1"
"ppaa","1","35","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","156.471000052989","0.156471000052989","0"
"ppaa","1","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","98.7296998500824","0.0987296998500824","1"
"ppaa","1","37","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","27.2155003622174","0.0272155003622174","1"
"ppaa","1","38","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","150.671500246972","0.150671500246972","0"
"ppaa","1","39","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","125.687600113451","0.125687600113451","1"
"ppaa","1","40","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","133.706300053746","0.133706300053746","0"
"ppaa","1","41","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","221.226799767464","0.221226799767464","1"
"ppaa","1","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","127.405600156635","0.127405600156635","0"
"ppaa","1","43","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","150.541599839926","0.150541599839926","1"
"ppaa","1","44","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"ppaa","1","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","981.048900168389","0.981048900168389","1"
"ppaa","1","46","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","249.754700344056","0.249754700344056","0"
"ppaa","1","47","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","236.538999713957","0.236538999713957","1"
"ppaa","1","48","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","158.706600312144","0.158706600312144","0"
"ppaa","1","49","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"ppaa","1","50","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","181.050499901175","0.181050499901175","1"
"ppaa","1","51","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","154.973899945617","0.154973899945617","0"
"ppaa","1","52","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","49.0632997825742","0.0490632997825742","0"
"ppaa","1","53","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"ppaa","1","54","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","1071.51680020615","1.07151680020615","0"
"ppaa","1","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","127.986999694258","0.127986999694258","0"
"ppaa","1","56","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1352.39100037143","1.35239100037143","1"
"ppaa","1","57","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1453.48590007052","1.45348590007052","1"
"ppaa","1","58","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","414.967200253159","0.414967200253159","1"
"ppaa","1","59","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","538.634200114757","0.538634200114757","1"
"ppaa","1","60","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","800.431800074875","0.800431800074875","1"
"ppaa","1","61","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","700.482500251383","0.700482500251383","1"
"ppaa","1","62","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","364.743900019675","0.364743900019675","1"
"ppaa","1","63","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","778.330700006336","0.778330700006336","1"
"ppaa","1","64","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","343.484200071543","0.343484200071543","1"
"ppaa","1","65","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","566.37360015884","0.56637360015884","0"
"ppaa","1","66","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","539.863499812782","0.539863499812782","1"
"ppaa","1","67","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","338.358399923891","0.338358399923891","1"
"ppaa","1","68","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","225.208300165832","0.225208300165832","1"
"ppaa","1","69","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","164.868300314993","0.164868300314993","0"
"ppaa","1","70","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","None","NA","NA","0"
"ppaa","1","71","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","651.263299863786","0.651263299863786","0"
"ppaa","1","72","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","445.836300030351","0.445836300030351","1"
"ppaa","1","73","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","840.575299691409","0.840575299691409","1"
"ppaa","1","74","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","786.824599839747","0.786824599839747","1"
"ppaa","1","75","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","735.572500154376","0.735572500154376","0"
"ppaa","1","76","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","781.342099886388","0.781342099886388","0"
"ppaa","1","77","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","266.719999723136","0.266719999723136","0"
"ppaa","1","78","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1132.60769983754","1.13260769983754","0"
"ppaa","1","79","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"ppaa","1","80","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","445.20299974829","0.44520299974829","1"
"ppaa","1","81","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1094.52329995111","1.09452329995111","0"
"ppaa","1","82","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","774.198499973863","0.774198499973863","1"
"ppaa","1","83","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","658.571999985725","0.658571999985725","0"
"ppaa","1","84","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1284.60879996419","1.28460879996419","1"
"ppaa","1","85","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","909.476699773222","0.909476699773222","1"
"ppaa","1","86","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1284.71409995109","1.28471409995109","1"
"ppaa","1","87","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1276.66090009734","1.27666090009734","1"
"ppaa","1","88","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","421.414900105447","0.421414900105447","1"
"ppaa","1","89","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","913.299700245261","0.913299700245261","1"
"ppaa","1","90","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","984.733300283551","0.984733300283551","0"
"ppaa","1","91","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","221.785399597138","0.221785399597138","0"
"ppaa","1","92","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","785.336699802428","0.785336699802428","0"
"ppaa","1","93","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","605.798999778926","0.605798999778926","1"
"ppaa","1","94","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","289.871899876744","0.289871899876744","0"
"ppaa","1","95","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","962.116800248623","0.962116800248623","1"
"ppaa","1","96","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","584.423399996012","0.584423399996012","0"
"ppaa","1","97","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","493.869799654931","0.493869799654931","1"
"ppaa","1","98","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","358.45739999786","0.35845739999786","1"
"ppaa","1","99","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","516.640199813992","0.516640199813992","1"
"ppaa","1","100","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","652.90779992938","0.65290779992938","1"
"ppaa","1","101","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","382.333400193602","0.382333400193602","1"
"ppaa","1","102","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","636.062199715525","0.636062199715525","0"
"ppaa","1","103","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","158.89160009101","0.15889160009101","0"
"ppaa","1","104","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1253.2453997992","1.2532453997992","0"
"ppaa","1","105","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","751.135500147939","0.751135500147939","1"
"ppaa","1","106","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1117.02160025015","1.11702160025015","1"
"ppaa","1","107","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","764.278099872172","0.764278099872172","1"
"ppaa","1","108","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","714.646799955517","0.714646799955517","1"
"ppaa","1","109","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","922.538500279188","0.922538500279188","1"
"ppaa","1","110","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","641.667299903929","0.641667299903929","0"
