"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"p29b","3","88","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","804.162699962035","0.804162699962035","1"
"p29b","3","89","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1392.23130000755","1.39223130000755","1"
"p29b","3","90","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","708.727799821645","0.708727799821645","1"
"p29b","3","91","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","787.606799975038","0.787606799975038","1"
"p29b","3","92","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","767.521099885926","0.767521099885926","1"
"p29b","3","93","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","589.647299842909","0.589647299842909","1"
"p29b","3","94","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","466.702200006694","0.466702200006694","1"
"p29b","3","95","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","428.494299994782","0.428494299994782","1"
"p29b","3","96","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","551.145599922165","0.551145599922165","1"
"p29b","3","97","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","749.387399759144","0.749387399759144","1"
"p29b","3","98","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","603.594399988651","0.603594399988651","1"
"p29b","3","99","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","704.10789991729","0.70410789991729","1"
"p29b","3","100","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","592.10139978677","0.59210139978677","1"
"p29b","3","101","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","581.372099928558","0.581372099928558","1"
"p29b","3","102","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1177.38420004025","1.17738420004025","1"
"p29b","3","103","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","647.200899897143","0.647200899897143","1"
"p29b","3","104","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","761.00860000588","0.76100860000588","1"
"p29b","3","105","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","630.640899762511","0.630640899762511","1"
"p29b","3","106","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","489.847999764606","0.489847999764606","1"
"p29b","3","107","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","721.148599870503","0.721148599870503","1"
"p29b","3","108","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1329.378800001","1.329378800001","1"
"p29b","3","109","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1064.06949996017","1.06406949996017","1"
"p29b","3","110","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","537.370899925008","0.537370899925008","1"
"p29b","3","111","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","607.930399943143","0.607930399943143","1"
"p29b","3","112","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","755.853099748492","0.755853099748492","1"
"p29b","3","113","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","882.042799843475","0.882042799843475","1"
"p29b","3","114","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","746.322399936616","0.746322399936616","0"
"p29b","3","115","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","472.487600054592","0.472487600054592","1"
"p29b","3","116","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","785.964699927717","0.785964699927717","1"
"p29b","3","117","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","557.969899848104","0.557969899848104","1"
"p29b","3","118","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","564.80129994452","0.56480129994452","1"
"p29b","3","119","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","537.279899930581","0.537279899930581","1"
"p29b","3","120","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","752.092099748552","0.752092099748552","1"
"p3","1","1","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","348.413800005801","0.348413800005801","0"
"p3","1","2","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","331.340700038709","0.331340700038709","1"
"p3","1","3","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","443.040300044231","0.443040300044231","1"
"p3","1","4","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","None","NA","NA","0"
"p3","1","5","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1004.34400001541","1.00434400001541","0"
"p3","1","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","975.765500101261","0.975765500101261","1"
"p3","1","7","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1364.92970003746","1.36492970003746","1"
"p3","1","8","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","377.636400051415","0.377636400051415","0"
"p3","1","9","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","743.275699904189","0.743275699904189","1"
"p3","1","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","917.774299974553","0.917774299974553","0"
"p3","1","11","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","845.616500009783","0.845616500009783","0"
"p3","1","12","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1063.99299995974","1.06399299995974","1"
"p3","1","13","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","1065.39349991363","1.06539349991363","0"
"p3","1","14","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","731.274500023574","0.731274500023574","1"
"p3","1","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","954.583100043237","0.954583100043237","1"
"p3","1","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1023.5186999198","1.0235186999198","1"
"p3","1","17","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1186.59030005801","1.18659030005801","1"
"p3","1","18","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1310.24939997587","1.31024939997587","0"
"p3","1","19","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1061.69969995972","1.06169969995972","1"
"p3","1","20","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","919.362099957652","0.919362099957652","0"
"p3","1","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1086.47199999541","1.08647199999541","0"
"p3","1","22","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","989.983699982986","0.989983699982986","0"
"p3","1","23","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","642.356299911626","0.642356299911626","0"
"p3","1","24","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1124.29539998993","1.12429539998993","1"
"p3","1","25","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"p3","1","26","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1235.94819998834","1.23594819998834","0"
"p3","1","27","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","878.271900000982","0.878271900000982","0"
"p3","1","28","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1095.34300002269","1.09534300002269","1"
"p3","1","29","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","935.667399899103","0.935667399899103","1"
"p3","1","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","926.708600018173","0.926708600018173","1"
"p3","1","31","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","997.830800013617","0.997830800013617","0"
"p3","1","32","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","794.134999974631","0.794134999974631","1"
"p3","1","33","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","774.090399965644","0.774090399965644","0"
"p3","1","34","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1251.27220002469","1.25127220002469","1"
"p3","1","35","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","733.35410002619","0.73335410002619","0"
"p3","1","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1164.67650001869","1.16467650001869","1"
"p3","1","37","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","842.219200101681","0.842219200101681","0"
"p3","1","38","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1124.72820002586","1.12472820002586","0"
"p3","1","39","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","675.481599988416","0.675481599988416","0"
"p3","1","40","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","851.597900036722","0.851597900036722","0"
"p3","1","41","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","974.070399999619","0.974070399999619","0"
"p3","1","42","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","None","NA","NA","0"
"p3","1","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","None","NA","NA","0"
"p3","1","44","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","730.990399955772","0.730990399955772","1"
"p3","1","45","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1242.23820003681","1.24223820003681","1"
"p3","1","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","804.424899979495","0.804424899979495","1"
"p3","1","47","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1072.22049997654","1.07222049997654","1"
"p3","1","48","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1120.50550000276","1.12050550000276","1"
"p3","1","49","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1311.57030002214","1.31157030002214","0"
"p3","1","50","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1511.02450001054","1.51102450001054","1"
"p3","1","51","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","790.098699973896","0.790098699973896","1"
"p3","1","52","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1074.87280003261","1.07487280003261","0"
"p3","1","53","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","851.100099971518","0.851100099971518","1"
"p3","1","54","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","605.538900010288","0.605538900010288","1"
"p3","1","55","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1216.89489996061","1.21689489996061","1"
"p3","1","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","None","NA","NA","0"
"p3","1","57","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1248.56730003376","1.24856730003376","1"
"p3","1","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","922.951800050214","0.922951800050214","1"
"p3","1","59","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","705.964699969627","0.705964699969627","0"
"p3","1","60","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1201.76550000906","1.20176550000906","0"
"p3","1","61","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","974.651800002903","0.974651800002903","1"
"p3","1","62","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","675.72579998523","0.67572579998523","1"
"p3","1","63","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","901.010399917141","0.901010399917141","1"
"p3","1","64","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","637.394099961966","0.637394099961966","0"
"p3","1","65","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","895.887200022116","0.895887200022116","1"
"p3","1","66","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","823.795500095002","0.823795500095002","0"
"p3","1","67","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","658.961699926294","0.658961699926294","1"
"p3","1","68","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1092.88109990302","1.09288109990302","0"
"p3","1","69","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","788.423100020736","0.788423100020736","0"
"p3","1","70","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","945.03750000149","0.94503750000149","1"
"p3","1","71","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","887.430000002496","0.887430000002496","1"
"p3","1","72","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","1311.87560001854","1.31187560001854","0"
"p3","1","73","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1031.28110000398","1.03128110000398","1"
"p3","1","74","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","747.03229998704","0.74703229998704","0"
"p3","1","75","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","937.160099972971","0.937160099972971","0"
"p3","1","76","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","927.312700077891","0.927312700077891","1"
"p3","1","77","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","790.372000075877","0.790372000075877","1"
"p3","1","78","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","626.981899957173","0.626981899957173","1"
"p3","1","79","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","981.534800026566","0.981534800026566","1"
"p3","1","80","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","937.883899896406","0.937883899896406","0"
"p3","1","81","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","912.349899997935","0.912349899997935","1"
"p3","1","82","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","776.777100050822","0.776777100050822","1"
"p3","1","83","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","774.06559989322","0.77406559989322","0"
"p3","1","84","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","819.213600014336","0.819213600014336","1"
"p3","1","85","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","782.35210001003","0.78235210001003","0"
"p3","1","86","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1275.50420002081","1.27550420002081","0"
"p3","1","87","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","548.361000022851","0.548361000022851","0"
"p3","1","88","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","811.11150002107","0.81111150002107","0"
"p3","1","89","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1158.22940005455","1.15822940005455","1"
"p3","1","90","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","707.669700030237","0.707669700030237","0"
"p3","1","91","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","643.30009999685","0.64330009999685","0"
"p3","1","92","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","965.984800015576","0.965984800015576","1"
"p3","1","93","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","812.012400012463","0.812012400012463","1"
"p3","1","94","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1063.95889993291","1.06395889993291","1"
"p3","1","95","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","825.538399978541","0.825538399978541","0"
"p3","1","96","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","884.558700025082","0.884558700025082","0"
"p3","1","97","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","893.888600054197","0.893888600054197","0"
"p3","1","98","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","854.980599950068","0.854980599950068","1"
"p3","1","99","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1280.89060005732","1.28089060005732","0"
"p3","1","100","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1193.68060003035","1.19368060003035","1"
"p3","1","101","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","661.846500006504","0.661846500006504","1"
"p3","1","102","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1159.80829996988","1.15980829996988","1"
"p3","1","103","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","1365.29720004182","1.36529720004182","0"
"p3","1","104","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","778.805600013584","0.778805600013584","1"
"p3","1","105","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","904.179300065152","0.904179300065152","1"
"p3","1","106","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","1487.88799997419","1.48788799997419","0"
"p3","1","107","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","783.703000051901","0.783703000051901","1"
"p3","1","108","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1469.05419998802","1.46905419998802","1"
"p3","1","109","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","764.88499995321","0.76488499995321","0"
"p3","1","110","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1002.18350009527","1.00218350009527","1"
"p3","1","111","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1117.88789997809","1.11788789997809","0"
"p3","1","112","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","797.528099967167","0.797528099967167","0"
"p3","1","113","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","1033.92580000218","1.03392580000218","0"
"p3","1","114","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","717.146700015292","0.717146700015292","0"
"p3","1","115","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","845.64740001224","0.84564740001224","1"
"p3","1","116","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1176.25279992353","1.17625279992353","0"
"p3","1","117","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","948.996199993417","0.948996199993417","1"
"p3","1","118","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1211.44079999067","1.21144079999067","1"
"p3","1","119","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","870.985700050369","0.870985700050369","1"
"p3","1","120","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","576.144400052726","0.576144400052726","1"
"p3","2","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","626.639800029807","0.626639800029807","1"
"p3","2","2","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","709.939100081101","0.709939100081101","0"
"p3","2","3","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","565.801399992779","0.565801399992779","1"
"p3","2","4","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","971.652500098571","0.971652500098571","0"
"p3","2","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","864.844000083394","0.864844000083394","1"
"p3","2","6","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","538.894199999049","0.538894199999049","0"
"p3","2","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","720.982200000435","0.720982200000435","1"
"p3","2","8","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","751.984400092624","0.751984400092624","1"
"p3","2","9","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","654.503600089811","0.654503600089811","1"
"p3","2","10","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","576.445500017144","0.576445500017144","0"
"p3","2","11","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1029.75370001514","1.02975370001514","0"
"p3","2","12","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1096.83709999081","1.09683709999081","1"
"p3","2","13","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","680.99170003552","0.68099170003552","0"
"p3","2","14","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1050.32180005219","1.05032180005219","1"
"p3","2","15","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","524.739900021814","0.524739900021814","1"
"p3","2","16","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","820.109999971464","0.820109999971464","1"
"p3","2","17","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","847.225499921478","0.847225499921478","1"
"p3","2","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","696.966200019233","0.696966200019233","1"
"p3","2","19","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"p3","2","20","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","730.42160004843","0.73042160004843","0"
"p3","2","21","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","617.573600029573","0.617573600029573","1"
"p3","2","22","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","541.559700039215","0.541559700039215","1"
"p3","2","23","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","724.217400071211","0.724217400071211","0"
"p3","2","24","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","819.372399942949","0.819372399942949","0"
"p3","2","25","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1086.69819997158","1.08669819997158","1"
"p3","2","26","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","574.241299997084","0.574241299997084","1"
"p3","2","27","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","659.60090002045","0.65960090002045","1"
"p3","2","28","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","1269.76380008273","1.26976380008273","0"
"p3","2","29","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1213.57520006131","1.21357520006131","0"
"p3","2","30","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1033.20489998441","1.03320489998441","1"
"p3","2","31","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","971.959699993022","0.971959699993022","1"
"p3","2","32","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","465.272700064816","0.465272700064816","1"
"p3","2","33","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","555.290599935688","0.555290599935688","0"
"p3","2","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","673.434299998917","0.673434299998917","1"
"p3","2","35","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","817.919399938546","0.817919399938546","0"
"p3","2","36","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","557.161400094628","0.557161400094628","0"
"p3","2","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","819.214800023474","0.819214800023474","1"
"p3","2","38","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","542.351500014775","0.542351500014775","0"
"p3","2","39","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1093.02589995787","1.09302589995787","1"
"p3","2","40","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","693.074599956162","0.693074599956162","0"
"p3","2","41","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","501.920499955304","0.501920499955304","1"
"p3","2","42","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","622.646300005727","0.622646300005727","1"
"p3","2","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","418.026799918152","0.418026799918152","0"
"p3","2","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","701.36300008744","0.70136300008744","1"
"p3","2","45","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","606.304599903524","0.606304599903524","1"
"p3","2","46","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","593.986300053075","0.593986300053075","1"
"p3","2","47","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","854.644100065343","0.854644100065343","1"
"p3","2","48","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","877.726099919528","0.877726099919528","1"
"p3","2","49","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","950.991499936208","0.950991499936208","1"
"p3","2","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","781.195300049148","0.781195300049148","1"
"p3","2","51","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","714.402900077403","0.714402900077403","0"
"p3","2","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","922.318400000222","0.922318400000222","0"
"p3","2","53","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","817.509999964386","0.817509999964386","0"
"p3","2","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","525.29790007975","0.52529790007975","0"
"p3","2","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","532.602300052531","0.532602300052531","1"
"p3","2","56","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","492.027599946596","0.492027599946596","0"
"p3","2","57","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","708.147800061852","0.708147800061852","1"
"p3","2","58","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","803.983899997547","0.803983899997547","1"
