Subject,Task,Block,Trial,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
1,self-matching,4,15,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,949,0.949,1
1,self-matching,4,16,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,723,0.723,0
1,self-matching,5,17,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,2695,2.695,1
1,self-matching,5,18,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,963,0.963,1
1,self-matching,5,19,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,890,0.89,1
1,self-matching,5,20,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,943,0.943,1
1,self-matching,6,21,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,931,0.931,1
1,self-matching,6,22,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,618,0.618,1
1,self-matching,6,23,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,849,0.849,1
1,self-matching,6,24,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,777,0.777,0
1,self-matching,7,25,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,786,0.786,1
1,self-matching,7,26,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,795,0.795,1
1,self-matching,7,27,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,684,0.684,1
1,self-matching,7,28,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,869,0.869,1
1,self-matching,8,29,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,876,0.876,0
1,self-matching,8,30,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,1187,1.187,1
1,self-matching,8,31,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,1090,1.09,1
1,self-matching,8,32,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,1184,1.184,1
1,self-matching,9,33,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,830,0.83,1
1,self-matching,9,34,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,556,0.556,1
1,self-matching,9,35,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,812,0.812,1
1,self-matching,9,36,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,924,0.924,1
1,self-matching,10,37,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,896,0.896,1
1,self-matching,10,38,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,792,0.792,1
1,self-matching,10,39,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,675,0.675,1
1,self-matching,10,40,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,841,0.841,1
1,self-matching,11,41,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,2468,2.468,1
1,self-matching,11,42,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,713,0.713,1
1,self-matching,11,43,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,1404,1.404,1
1,self-matching,11,44,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,812,0.812,1
1,self-matching,12,45,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,540,0.54,1
1,self-matching,12,46,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,d,561,0.561,0
1,self-matching,12,47,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,1055,1.055,1
1,self-matching,12,48,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,1381,1.381,0
1,self-matching,13,49,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,1213,1.213,1
1,self-matching,13,50,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,682,0.682,1
1,self-matching,13,51,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,671,0.671,1
1,self-matching,13,52,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,547,0.547,1
1,self-matching,14,53,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,399,0.399,1
1,self-matching,14,54,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,543,0.543,1
1,self-matching,14,55,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,690,0.69,1
1,self-matching,14,56,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,639,0.639,1
1,self-matching,15,57,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,705,0.705,1
1,self-matching,15,58,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,630,0.63,1
1,self-matching,15,59,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,620,0.62,1
1,self-matching,15,60,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,784,0.784,1
1,self-matching,16,61,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,582,0.582,1
1,self-matching,16,62,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,496,0.496,0
1,self-matching,16,63,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,1185,1.185,1
1,self-matching,16,64,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,837,0.837,1
1,self-matching,17,65,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,907,0.907,1
1,self-matching,17,66,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,680,0.68,1
1,self-matching,17,67,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,835,0.835,1
1,self-matching,17,68,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,637,0.637,0
1,self-matching,18,69,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,919,0.919,1
1,self-matching,18,70,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,594,0.594,1
1,self-matching,18,71,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,733,0.733,1
1,self-matching,18,72,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,904,0.904,1
1,self-matching,19,73,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,766,0.766,1
1,self-matching,19,74,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,670,0.67,1
1,self-matching,19,75,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,639,0.639,1
1,self-matching,19,76,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,483,0.483,0
1,self-matching,20,77,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,682,0.682,1
1,self-matching,20,78,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,647,0.647,1
1,self-matching,20,79,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,512,0.512,0
1,self-matching,20,80,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,685,0.685,1
1,self-matching,21,81,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,673,0.673,1
1,self-matching,21,82,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,530,0.53,1
1,self-matching,21,83,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,697,0.697,1
1,self-matching,21,84,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,749,0.749,0
1,self-matching,22,85,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,1010,1.01,1
1,self-matching,22,86,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,997,0.997,1
1,self-matching,22,87,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,2292,2.292,1
1,self-matching,22,88,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,704,0.704,1
1,self-matching,23,89,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,1293,1.293,1
1,self-matching,23,90,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,1038,1.038,1
1,self-matching,23,91,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,1301,1.301,1
1,self-matching,23,92,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,700,0.7,1
1,self-matching,24,93,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,1008,1.008,1
1,self-matching,24,94,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,657,0.657,1
1,self-matching,24,95,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,638,0.638,1
1,self-matching,24,96,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,847,0.847,1
1,self-matching,25,97,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,584,0.584,1
1,self-matching,25,98,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,617,0.617,1
1,self-matching,25,99,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,606,0.606,1
1,self-matching,25,100,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,660,0.66,1
1,self-matching,26,101,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,678,0.678,1
1,self-matching,26,102,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,743,0.743,1
1,self-matching,26,103,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,978,0.978,1
1,self-matching,26,104,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,1021,1.021,1
1,self-matching,27,105,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,784,0.784,1
1,self-matching,27,106,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,1096,1.096,1
1,self-matching,27,107,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,748,0.748,1
1,self-matching,27,108,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,653,0.653,1
1,self-matching,28,109,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,728,0.728,1
1,self-matching,28,110,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,1142,1.142,1
1,self-matching,28,111,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,1036,1.036,1
1,self-matching,28,112,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,697,0.697,1
1,self-matching,29,113,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,1251,1.251,1
1,self-matching,29,114,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,525,0.525,1
1,self-matching,29,115,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,720,0.72,1
1,self-matching,29,116,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,642,0.642,1
1,self-matching,30,117,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,538,0.538,1
1,self-matching,30,118,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,759,0.759,1
1,self-matching,30,119,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,946,0.946,1
1,self-matching,30,120,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,589,0.589,1
1,self-matching,31,121,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,697,0.697,1
1,self-matching,31,122,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,703,0.703,1
1,self-matching,31,123,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,591,0.591,1
1,self-matching,31,124,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,758,0.758,1
1,self-matching,32,125,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,684,0.684,1
1,self-matching,32,126,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,645,0.645,1
1,self-matching,32,127,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,578,0.578,1
1,self-matching,32,128,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,605,0.605,1
2,self-matching,1,1,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,503,0.503,1
2,self-matching,1,2,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,928,0.928,1
2,self-matching,1,3,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,509,0.509,1
2,self-matching,1,4,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,685,0.685,1
2,self-matching,2,5,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,941,0.941,1
2,self-matching,2,6,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,831,0.831,1
2,self-matching,2,7,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,650,0.65,0
2,self-matching,2,8,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,952,0.952,1
2,self-matching,3,9,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,835,0.835,0
2,self-matching,3,10,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,866,0.866,1
2,self-matching,3,11,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,627,0.627,0
2,self-matching,3,12,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,672,0.672,1
2,self-matching,4,13,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,564,0.564,1
2,self-matching,4,14,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,242,0.242,0
2,self-matching,4,15,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,413,0.413,0
2,self-matching,4,16,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,d,509,0.509,0
2,self-matching,5,17,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,804,0.804,1
2,self-matching,5,18,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,968,0.968,1
2,self-matching,5,19,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,873,0.873,1
2,self-matching,5,20,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,632,0.632,1
2,self-matching,6,21,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,1084,1.084,1
2,self-matching,6,22,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,702,0.702,0
2,self-matching,6,23,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,533,0.533,1
2,self-matching,6,24,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,431,0.431,1
2,self-matching,7,25,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,398,0.398,1
2,self-matching,7,26,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,513,0.513,1
2,self-matching,7,27,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,441,0.441,1
2,self-matching,7,28,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,390,0.39,0
2,self-matching,8,29,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,369,0.369,0
2,self-matching,8,30,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,d,396,0.396,0
2,self-matching,8,31,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,431,0.431,1
2,self-matching,8,32,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,331,0.331,0
2,self-matching,9,33,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,502,0.502,0
2,self-matching,9,34,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,534,0.534,1
2,self-matching,9,35,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,600,0.6,1
2,self-matching,9,36,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,523,0.523,0
2,self-matching,10,37,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,368,0.368,1
2,self-matching,10,38,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,454,0.454,1
2,self-matching,10,39,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,642,0.642,1
2,self-matching,10,40,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,681,0.681,1
2,self-matching,11,41,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,654,0.654,1
2,self-matching,11,42,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,405,0.405,1
2,self-matching,11,43,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,616,0.616,1
2,self-matching,11,44,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,606,0.606,0
2,self-matching,12,45,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,661,0.661,0
2,self-matching,12,46,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,422,0.422,1
2,self-matching,12,47,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,385,0.385,1
2,self-matching,12,48,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,291,0.291,0
2,self-matching,13,49,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,456,0.456,0
2,self-matching,13,50,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,449,0.449,1
2,self-matching,13,51,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,437,0.437,0
2,self-matching,13,52,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,406,0.406,1
2,self-matching,14,53,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,869,0.869,0
2,self-matching,14,54,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,d,799,0.799,0
2,self-matching,14,55,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,12,0.012,1
2,self-matching,14,56,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,340,0.34,1
2,self-matching,15,57,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,326,0.326,1
2,self-matching,15,58,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,403,0.403,0
2,self-matching,15,59,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,677,0.677,1
2,self-matching,15,60,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,423,0.423,1
2,self-matching,16,61,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,440,0.44,1
2,self-matching,16,62,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,318,0.318,1
2,self-matching,16,63,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,447,0.447,1
2,self-matching,16,64,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,413,0.413,0
2,self-matching,17,65,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,352,0.352,1
2,self-matching,17,66,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,346,0.346,1
2,self-matching,17,67,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,510,0.51,1
2,self-matching,17,68,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,306,0.306,0
2,self-matching,18,69,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,399,0.399,0
2,self-matching,18,70,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,52,0.052,0
2,self-matching,18,71,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,184,0.184,1
2,self-matching,18,72,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,382,0.382,1
2,self-matching,19,73,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,232,0.232,1
2,self-matching,19,74,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,269,0.269,1
2,self-matching,19,75,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,k,312,0.312,0
2,self-matching,19,76,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,d,293,0.293,0
2,self-matching,20,77,Matching,Kreis.png,Ich,Self,Self,Ich,Ich,Self,Self,d,d,278,0.278,1
2,self-matching,20,78,Nonmatching,Kreis.png,Ich,Self,Self,Fremder,Fremder,Stranger,Stranger,k,k,398,0.398,1
2,self-matching,20,79,Matching,Dreieck.png,Fremder,Stranger,Stranger,Fremder,Fremder,Stranger,Stranger,d,d,329,0.329,1
2,self-matching,20,80,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,d,331,0.331,0
2,self-matching,21,81,Nonmatching,Dreieck.png,Fremder,Stranger,Stranger,Ich,Ich,Self,Self,k,k,447,0.447,1
