Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1353,1.353,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1246,1.246,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1896,1.896,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1783,1.783,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1699,1.699,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1515,1.515,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,1274,1.274,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,914,0.914,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,561,0.561,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,566,0.566,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,787,0.787,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1367,1.367,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1060,1.06,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1813,1.813,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,m,968,0.968,0
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,1181,1.181,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1513,1.513,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,856,0.856,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1465,1.465,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1281,1.281,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,762,0.762,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1335,1.335,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1109,1.109,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1876,1.876,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,948,0.948,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,538,0.538,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1624,1.624,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,1458,1.458,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,739,0.739,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1457,1.457,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1570,1.57,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1863,1.863,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1016,1.016,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1410,1.41,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,997,0.997,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,809,0.809,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1012,1.012,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1031,1.031,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,881,0.881,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,938,0.938,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1144,1.144,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,550,0.55,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1164,1.164,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1961,1.961,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,886,0.886,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,918,0.918,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,676,0.676,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1749,1.749,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,3282,3.282,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,3386,3.386,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,1749,1.749,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,875,0.875,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,947,0.947,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1129,1.129,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,983,0.983,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1251,1.251,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1868,1.868,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,932,0.932,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,739,0.739,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,873,0.873,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,857,0.857,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,939,0.939,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,905,0.905,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,896,0.896,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1384,1.384,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,932,0.932,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,882,0.882,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,634,0.634,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,820,0.82,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,z,1111,1.111,0
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1694,1.694,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1606,1.606,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,2121,2.121,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,1048,1.048,0
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,881,0.881,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1114,1.114,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,617,0.617,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1748,1.748,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,1176,1.176,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,837,0.837,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,615,0.615,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1322,1.322,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,649,0.649,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,802,0.802,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1350,1.35,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,707,0.707,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,882,0.882,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1858,1.858,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,675,0.675,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1316,1.316,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,m,674,0.674,0
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,818,0.818,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,1485,1.485,0
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1372,1.372,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1209,1.209,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,923,0.923,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,722,0.722,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,1296,1.296,0
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,864,0.864,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,2025,2.025,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1203,1.203,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,743,0.743,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,708,0.708,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,964,0.964,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,697,0.697,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1336,1.336,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,982,0.982,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,643,0.643,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1012,1.012,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,m,1255,1.255,0
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1473,1.473,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1337,1.337,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,790,0.79,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,962,0.962,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,911,0.911,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1046,1.046,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,920,0.92,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1326,1.326,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,3125,3.125,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1043,1.043,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,644,0.644,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,486,0.486,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,830,0.83,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1072,1.072,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,729,0.729,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1479,1.479,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,888,0.888,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1240,1.24,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,762,0.762,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,663,0.663,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,888,0.888,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,904,0.904,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1144,1.144,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,869,0.869,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,854,0.854,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,984,0.984,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,980,0.98,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,760,0.76,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,741,0.741,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,659,0.659,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1028,1.028,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1446,1.446,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,728,0.728,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,679,0.679,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,727,0.727,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,925,0.925,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,740,0.74,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,736,0.736,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,870,0.87,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1335,1.335,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,725,0.725,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,891,0.891,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,963,0.963,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1176,1.176,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,668,0.668,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,693,0.693,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,669,0.669,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1117,1.117,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,628,0.628,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,710,0.71,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,661,0.661,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,806,0.806,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,850,0.85,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,963,0.963,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1192,1.192,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,852,0.852,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1077,1.077,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,790,0.79,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,865,0.865,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,602,0.602,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,550,0.55,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,851,0.851,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,997,0.997,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1545,1.545,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,614,0.614,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,905,0.905,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1481,1.481,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,771,0.771,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,z,888,0.888,0
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1168,1.168,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1172,1.172,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1880,1.88,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1400,1.4,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,660,0.66,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,789,0.789,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,649,0.649,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,986,0.986,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1046,1.046,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,680,0.68,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,552,0.552,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1622,1.622,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,848,0.848,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,538,0.538,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,856,0.856,0
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1169,1.169,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,934,0.934,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,772,0.772,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1273,1.273,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,z,609,0.609,0
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1468,1.468,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,917,0.917,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,660,0.66,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,629,0.629,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1575,1.575,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1476,1.476,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1300,1.3,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,708,0.708,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1195,1.195,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,887,0.887,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1095,1.095,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,999,0.999,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1058,1.058,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1011,1.011,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,902,0.902,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1109,1.109,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,965,0.965,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,585,0.585,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,901,0.901,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,868,0.868,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,645,0.645,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1063,1.063,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1848,1.848,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,545,0.545,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,679,0.679,0
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1663,1.663,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,696,0.696,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,760,0.76,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,821,0.821,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,616,0.616,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,459,0.459,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,m,500,0.5,0
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,636,0.636,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,614,0.614,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1481,1.481,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,m,809,0.809,0
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,764,0.764,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1513,1.513,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,952,0.952,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,470,0.47,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,903,0.903,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,598,0.598,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,410,0.41,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,389,0.389,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1193,1.193,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1061,1.061,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,758,0.758,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,523,0.523,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,794,0.794,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,726,0.726,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,900,0.9,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,644,0.644,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,486,0.486,0
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,2253,2.253,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,614,0.614,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,633,0.633,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,771,0.771,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,568,0.568,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1045,1.045,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,679,0.679,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,807,0.807,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,578,0.578,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,855,0.855,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,648,0.648,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,538,0.538,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,680,0.68,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,520,0.52,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1527,1.527,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,886,0.886,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1174,1.174,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,922,0.922,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1001,1.001,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,812,0.812,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1127,1.127,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,790,0.79,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,906,0.906,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,809,0.809,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1188,1.188,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,728,0.728,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,727,0.727,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,597,0.597,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1321,1.321,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,680,0.68,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1048,1.048,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,730,0.73,1
3,self-matching,Matching,square.bmp,Father,Father,Close,z,z,568,0.568,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,917,0.917,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,844,0.844,1
3,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,726,0.726,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,533,0.533,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,843,0.843,1
3,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1221,1.221,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,903,0.903,1
3,self-matching,Matching,square.bmp,Father,Father,Close,m,z,662,0.662,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,631,0.631,1
3,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1457,1.457,1
3,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,610,0.61,1
3,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,613,0.613,0
5701,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,2194,2.194,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,z,1234,1.234,0
5701,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,2656,2.656,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1804,1.804,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1612,1.612,1
5701,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1604,1.604,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,1052,1.052,1
5701,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1019,1.019,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1691,1.691,1
5701,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1599,1.599,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,903,0.903,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1308,1.308,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,768,0.768,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1114,1.114,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,662,0.662,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1349,1.349,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1783,1.783,1
5701,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,2104,2.104,1
5701,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1388,1.388,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1629,1.629,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,835,0.835,1
5701,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1738,1.738,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,2829,2.829,1
5701,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,755,0.755,1
5701,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,2446,2.446,1
5701,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1699,1.699,1
5701,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1335,1.335,1
