"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"890488901","51","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","476","0.476","1"
"890488901","52","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","420","0.42","1"
"890488901","53","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","445","0.445","1"
"890488901","54","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","375","0.375","1"
"890488901","55","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","478","0.478","1"
"890488901","56","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","520","0.52","1"
"890488901","57","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","473","0.473","1"
"890488901","58","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","470","0.47","1"
"890488901","59","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","547","0.547","1"
"890488901","60","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","1015","1.015","1"
"898800673","1","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","1096","1.096","0"
"898800673","2","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","747","0.747","1"
"898800673","3","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","478","0.478","1"
"898800673","4","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","706","0.706","1"
"898800673","5","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","801","0.801","1"
"898800673","6","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","647","0.647","1"
"898800673","7","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","394","0.394","1"
"898800673","8","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","409","0.409","1"
"898800673","9","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","417","0.417","1"
"898800673","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","356","0.356","1"
"898800673","11","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","399","0.399","1"
"898800673","12","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","434","0.434","1"
"898800673","13","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","369","0.369","1"
"898800673","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","369","0.369","1"
"898800673","15","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","336","0.336","1"
"898800673","16","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","335","0.335","1"
"898800673","17","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","358","0.358","1"
"898800673","18","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","378","0.378","1"
"898800673","19","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","473","0.473","1"
"898800673","20","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","385","0.385","1"
"898800673","21","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","479","0.479","1"
"898800673","22","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","394","0.394","1"
"898800673","23","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","353","0.353","1"
"898800673","24","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","368","0.368","1"
"898800673","25","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","371","0.371","1"
"898800673","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","399","0.399","1"
"898800673","27","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","394","0.394","1"
"898800673","28","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","569","0.569","1"
"898800673","29","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","361","0.361","1"
"898800673","30","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","408","0.408","1"
"898800673","31","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","364","0.364","1"
"898800673","32","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","393","0.393","1"
"898800673","33","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","384","0.384","1"
"898800673","34","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","391","0.391","1"
"898800673","35","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","451","0.451","1"
"898800673","36","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","385","0.385","1"
"898800673","37","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","380","0.38","1"
"898800673","38","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","406","0.406","1"
"898800673","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","451","0.451","1"
"898800673","40","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","370","0.37","1"
"898800673","41","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","314","0.314","1"
"898800673","42","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","345","0.345","1"
"898800673","43","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","360","0.36","1"
"898800673","44","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","336","0.336","1"
"898800673","45","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","375","0.375","1"
"898800673","46","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","382","0.382","1"
"898800673","47","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","345","0.345","1"
"898800673","48","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","357","0.357","1"
"898800673","49","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","396","0.396","1"
"898800673","50","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","375","0.375","1"
"898800673","51","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","323","0.323","1"
"898800673","52","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","358","0.358","1"
"898800673","53","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","410","0.41","1"
"898800673","54","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","413","0.413","1"
"898800673","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","380","0.38","1"
"898800673","56","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","328","0.328","1"
"898800673","57","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","526","0.526","1"
"898800673","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","461","0.461","1"
"898800673","59","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","337","0.337","1"
"898800673","60","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","344","0.344","1"
"898800673","1","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","581","0.581","1"
"898800673","2","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","344","0.344","1"
"898800673","3","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","392","0.392","1"
"898800673","4","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","362","0.362","1"
"898800673","5","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","442","0.442","1"
"898800673","6","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","337","0.337","1"
"898800673","7","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","433","0.433","1"
"898800673","8","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","368","0.368","1"
"898800673","9","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","431","0.431","1"
"898800673","10","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","331","0.331","1"
"898800673","11","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","322","0.322","1"
"898800673","12","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","333","0.333","1"
"898800673","13","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","393","0.393","1"
"898800673","14","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","421","0.421","1"
"898800673","15","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","350","0.35","1"
"898800673","16","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","306","0.306","1"
"898800673","17","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","402","0.402","1"
"898800673","18","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","337","0.337","1"
"898800673","19","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","352","0.352","1"
"898800673","20","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","327","0.327","0"
"898800673","21","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","431","0.431","1"
"898800673","22","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","346","0.346","1"
"898800673","23","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","430","0.43","1"
"898800673","24","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","345","0.345","1"
"898800673","25","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","396","0.396","1"
"898800673","26","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","358","0.358","1"
"898800673","27","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","454","0.454","1"
"898800673","28","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","341","0.341","0"
"898800673","29","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","337","0.337","1"
"898800673","30","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","384","0.384","1"
"898800673","31","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","367","0.367","1"
"898800673","32","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","367","0.367","1"
"898800673","33","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","350","0.35","1"
"898800673","34","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","361","0.361","1"
"898800673","35","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","313","0.313","1"
"898800673","36","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","316","0.316","1"
"898800673","37","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","339","0.339","1"
"898800673","38","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","362","0.362","1"
"898800673","39","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","390","0.39","1"
"898800673","40","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","373","0.373","1"
"898800673","41","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","300","0.3","1"
"898800673","42","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","355","0.355","0"
"898800673","43","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","366","0.366","1"
"898800673","44","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","393","0.393","1"
"898800673","45","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","317","0.317","1"
"898800673","46","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","339","0.339","1"
"898800673","47","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","370","0.37","1"
"898800673","48","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","434","0.434","1"
"898800673","49","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","317","0.317","1"
"898800673","50","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","353","0.353","1"
"898800673","51","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","320","0.32","1"
"898800673","52","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","295","0.295","1"
"898800673","53","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","390","0.39","1"
"898800673","54","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","406","0.406","1"
"898800673","55","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","373","0.373","1"
"898800673","56","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","412","0.412","1"
"898800673","57","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","398","0.398","1"
"898800673","58","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","366","0.366","1"
"898800673","59","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","281","0.281","1"
"898800673","60","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","342","0.342","1"
"898800673","1","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","414","0.414","1"
"898800673","2","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","330","0.33","1"
"898800673","3","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","341","0.341","1"
"898800673","4","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","272","0.272","1"
"898800673","5","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","331","0.331","1"
"898800673","6","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","398","0.398","1"
"898800673","7","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","413","0.413","1"
"898800673","8","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","396","0.396","1"
"898800673","9","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","347","0.347","1"
"898800673","10","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","307","0.307","1"
"898800673","11","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","298","0.298","1"
"898800673","12","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","330","0.33","1"
"898800673","13","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","286","0.286","1"
"898800673","14","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","397","0.397","1"
"898800673","15","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","389","0.389","1"
"898800673","16","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","368","0.368","1"
"898800673","17","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","547","0.547","1"
"898800673","18","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","332","0.332","1"
"898800673","19","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","303","0.303","1"
"898800673","20","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","269","0.269","1"
"898800673","21","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","272","0.272","1"
"898800673","22","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","323","0.323","1"
"898800673","23","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","354","0.354","1"
"898800673","24","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","307","0.307","1"
"898800673","25","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","379","0.379","1"
"898800673","26","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","372","0.372","1"
"898800673","27","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","327","0.327","1"
"898800673","28","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","282","0.282","1"
"898800673","29","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","325","0.325","1"
"898800673","30","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","285","0.285","1"
"898800673","31","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","284","0.284","1"
"898800673","32","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","403","0.403","1"
"898800673","33","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","367","0.367","1"
"898800673","34","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","426","0.426","1"
"898800673","35","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","298","0.298","1"
"898800673","36","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","305","0.305","1"
"898800673","37","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","316","0.316","1"
"898800673","38","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","347","0.347","1"
"898800673","39","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","314","0.314","1"
"898800673","40","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","271","0.271","1"
"898800673","41","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","297","0.297","1"
"898800673","42","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","312","0.312","1"
"898800673","43","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","308","0.308","1"
"898800673","44","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","343","0.343","1"
"898800673","45","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","379","0.379","1"
"898800673","46","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","294","0.294","0"
"898800673","47","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","389","0.389","1"
"898800673","48","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","376","0.376","1"
"898800673","49","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","404","0.404","1"
"898800673","50","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","339","0.339","1"
"898800673","51","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","358","0.358","1"
"898800673","52","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","382","0.382","1"
"898800673","53","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","349","0.349","1"
"898800673","54","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","368","0.368","1"
"898800673","55","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","462","0.462","1"
"898800673","56","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","361","0.361","1"
"898800673","57","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","355","0.355","1"
"898800673","58","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","404","0.404","1"
"898800673","59","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","391","0.391","1"
"898800673","60","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","355","0.355","1"
"898800673","1","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","582","0.582","1"
"898800673","2","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","370","0.37","1"
"898800673","3","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","389","0.389","1"
"898800673","5","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","442","0.442","1"
"898800673","6","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","469","0.469","1"
"898800673","7","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","401","0.401","1"
"898800673","8","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","372","0.372","1"
"898800673","9","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","299","0.299","1"
"898800673","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","414","0.414","1"
"898800673","11","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","498","0.498","1"
"898800673","12","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","378","0.378","1"
"898800673","13","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","612","0.612","1"
"898800673","14","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","452","0.452","1"
"898800673","15","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","439","0.439","1"
"898800673","16","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","463","0.463","1"
"898800673","17","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","618","0.618","0"
"898800673","18","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","603","0.603","0"
"898800673","19","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","463","0.463","1"
"898800673","20","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","470","0.47","1"
"898800673","21","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","393","0.393","1"
"898800673","22","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","381","0.381","1"
"898800673","23","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","657","0.657","1"
"898800673","24","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","403","0.403","1"
"898800673","25","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","919","0.919","1"
"898800673","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","371","0.371","1"
"898800673","27","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","446","0.446","1"
"898800673","28","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","453","0.453","1"
"898800673","29","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","461","0.461","1"
"898800673","30","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","428","0.428","1"
"898800673","31","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","492","0.492","0"
"898800673","32","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","383","0.383","1"
"898800673","33","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","414","0.414","1"
"898800673","34","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","554","0.554","1"
"898800673","35","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","413","0.413","1"
"898800673","36","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","560","0.56","1"
"898800673","37","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","467","0.467","1"
"898800673","38","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","343","0.343","1"
"898800673","39","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","318","0.318","1"
"898800673","40","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","361","0.361","1"
"898800673","41","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","373","0.373","1"
"898800673","42","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","381","0.381","1"
"898800673","43","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","385","0.385","0"
"898800673","44","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","687","0.687","1"
"898800673","45","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","372","0.372","1"
"898800673","46","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","485","0.485","1"
"898800673","47","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","521","0.521","1"
"898800673","48","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","420","0.42","1"
"898800673","49","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","403","0.403","1"
"898800673","50","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","397","0.397","1"
"898800673","51","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","469","0.469","1"
"898800673","52","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","428","0.428","0"
"898800673","53","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","989","0.989","1"
"898800673","54","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","377","0.377","1"
"898800673","55","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","440","0.44","1"
"898800673","56","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","839","0.839","1"
"898800673","57","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","870","0.87","1"
"898800673","58","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","601","0.601","1"
"898800673","59","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","979","0.979","0"
