Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,464.514700230211,0.464514700230211,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,582.046300172806,0.582046300172806,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,503.273700131103,0.503273700131103,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,614.265999989584,0.614265999989584,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,914.310300024226,0.914310300024226,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,279.685199959204,0.279685199959204,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,248.894500080496,0.248894500080496,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,460.554599994794,0.460554599994794,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,764.796599978581,0.764796599978581,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,600.412100087851,0.600412100087851,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,453.923800028861,0.453923800028861,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,681.356000248343,0.681356000248343,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,517.283099936321,0.517283099936321,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,446.229299996048,0.446229299996048,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,236.088000005111,0.236088000005111,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,270.521700149402,0.270521700149402,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,293.929599924013,0.293929599924013,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,372.448800131679,0.372448800131679,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,386.611399939284,0.386611399939284,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,574.549200246111,0.574549200246111,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,417.640500236303,0.417640500236303,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,267.713900189847,0.267713900189847,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,444.229400251061,0.444229400251061,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,433.010300155729,0.433010300155729,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,583.480899920687,0.583480899920687,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,384.796500205994,0.384796500205994,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,610.722600016743,0.610722600016743,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,496.891600079834,0.496891600079834,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,381.274900166318,0.381274900166318,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,399.433000013232,0.399433000013232,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,486.097500193864,0.486097500193864,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,367.679400136694,0.367679400136694,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,505.328099941835,0.505328099941835,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,697.476600063965,0.697476600063965,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,289.750000229105,0.289750000229105,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,320.145700126886,0.320145700126886,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,481.582399923354,0.481582399923354,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,232.761800289154,0.232761800289154,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,718.013800214976,0.718013800214976,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,406.526300124824,0.406526300124824,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,273.439400130883,0.273439400130883,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,593.494500033557,0.593494500033557,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,815.936000086367,0.815936000086367,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,276.672200066969,0.276672200066969,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,478.849800070748,0.478849800070748,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,556.905300123617,0.556905300123617,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,803.558300016448,0.803558300016448,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,563.688200199977,0.563688200199977,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,329.085500212386,0.329085500212386,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,571.667700074613,0.571667700074613,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,506.626599933952,0.506626599933952,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,483.010700205341,0.483010700205341,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,447.010400006548,0.447010400006548,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,532.951900269836,0.532951900269836,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,599.779600044712,0.599779600044712,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,618.092900142074,0.618092900142074,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,566.024000290781,0.566024000290781,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,775.67070024088,0.77567070024088,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,493.923700181767,0.493923700181767,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,523.303400026634,0.523303400026634,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,338.612799998373,0.338612799998373,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,534.529500175267,0.534529500175267,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,478.410199983045,0.478410199983045,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,488.703800132498,0.488703800132498,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,748.421899974346,0.748421899974346,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,851.254400098696,0.851254400098696,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,411.467600148171,0.411467600148171,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,418.653400149196,0.418653400149196,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,535.089900018647,0.535089900018647,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,683.67060017772,0.68367060017772,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,223.123100120574,0.223123100120574,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,292.266700183973,0.292266700183973,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,396.850400138646,0.396850400138646,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,607.290600193664,0.607290600193664,0
