Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,794.873100006953,0.794873100006953,0
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,740.410499973223,0.740410499973223,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,451.453699730337,0.451453699730337,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,626.255199778825,0.626255199778825,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,600.317700067535,0.600317700067535,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,496.161999879405,0.496161999879405,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,677.13259998709,0.67713259998709,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,464.947699801996,0.464947699801996,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,777.01329998672,0.77701329998672,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,491.918199695647,0.491918199695647,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,626.905099954456,0.626905099954456,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,500.884999986738,0.500884999986738,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,586.039299843833,0.586039299843833,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,526.714499806985,0.526714499806985,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,601.161899976432,0.601161899976432,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,482.389899902046,0.482389899902046,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,698.530100053176,0.698530100053176,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,571.928200079128,0.571928200079128,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,554.153899895027,0.554153899895027,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,449.073799885809,0.449073799885809,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,495.374999940395,0.495374999940395,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,741.403699852526,0.741403699852526,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,468.546899966896,0.468546899966896,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,452.514399774373,0.452514399774373,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,514.681899920106,0.514681899920106,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,414.346999954432,0.414346999954432,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,574.932599905878,0.574932599905878,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,476.455699885264,0.476455699885264,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,326.463599922135,0.326463599922135,0
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,416.415499988943,0.416415499988943,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,342.750299954787,0.342750299954787,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,568.140699993819,0.568140699993819,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,551.057500066236,0.551057500066236,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,541.185299865901,0.541185299865901,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,547.161999857053,0.547161999857053,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,450.925899902359,0.450925899902359,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,686.170499771833,0.686170499771833,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,514.633799903095,0.514633799903095,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,445.464399876073,0.445464399876073,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,555.964099941775,0.555964099941775,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,640.123799908906,0.640123799908906,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,598.877299809828,0.598877299809828,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,625.05739973858,0.62505739973858,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,586.952999932691,0.586952999932691,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,563.711199676618,0.563711199676618,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,531.116700032726,0.531116700032726,0
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,565.923499874771,0.565923499874771,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,543.778099818155,0.543778099818155,0
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,448.688799981028,0.448688799981028,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,485.435399692506,0.485435399692506,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,691.70939992182,0.69170939992182,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,599.106799811125,0.599106799811125,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,541.428599739447,0.541428599739447,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,467.722099740058,0.467722099740058,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,503.567099804059,0.503567099804059,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,498.260299675167,0.498260299675167,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,610.267399810255,0.610267399810255,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,625.424899859354,0.625424899859354,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,443.931899964809,0.443931899964809,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,383.744599996135,0.383744599996135,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,443.028299836442,0.443028299836442,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,386.13020000048,0.38613020000048,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,436.743199825287,0.436743199825287,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,416.578799718991,0.416578799718991,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,364.167999941856,0.364167999941856,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,549.60299981758,0.54960299981758,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,363.48839988932,0.36348839988932,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,455.036699771881,0.455036699771881,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,436.121099861339,0.436121099861339,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,550.850299885496,0.550850299885496,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,471.682299859822,0.471682299859822,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,415.292599936947,0.415292599936947,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,480.49829993397,0.48049829993397,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,375.849700067192,0.375849700067192,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,368.427799781784,0.368427799781784,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,494.198399828747,0.494198399828747,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,461.123399902135,0.461123399902135,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,603.823799872771,0.603823799872771,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,424.781099893153,0.424781099893153,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,452.949899947271,0.452949899947271,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,432.876399951056,0.432876399951056,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,540.152600035071,0.540152600035071,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,426.420300034806,0.426420300034806,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,489.052099874243,0.489052099874243,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,600.295999785885,0.600295999785885,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,528.520900057629,0.528520900057629,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,391.057099914178,0.391057099914178,0
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,378.707599826157,0.378707599826157,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,373.79079987295,0.37379079987295,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,514.042199822143,0.514042199822143,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,701.579499989748,0.701579499989748,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,627.297299914062,0.627297299914062,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,600.414499873295,0.600414499873295,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,446.943399729207,0.446943399729207,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,590.480600018054,0.590480600018054,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,698.086999822408,0.698086999822408,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,448.848399799317,0.448848399799317,0
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,459.135999903083,0.459135999903083,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,286.889199865982,0.286889199865982,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,494.164200033993,0.494164200033993,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,450.158099876717,0.450158099876717,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,540.500299772248,0.540500299772248,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,582.158099859953,0.582158099859953,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,505.977999884635,0.505977999884635,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,551.750999875367,0.551750999875367,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,313.421999802813,0.313421999802813,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,495.929799973965,0.495929799973965,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,432.866799877957,0.432866799877957,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,557.152299908921,0.557152299908921,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,622.784499777481,0.622784499777481,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,473.96619967185,0.47396619967185,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,345.006699906662,0.345006699906662,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,458.783099893481,0.458783099893481,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,761.674599954858,0.761674599954858,0
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,466.338099911809,0.466338099911809,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,466.795999789611,0.466795999789611,1
10,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,396.182099822909,0.396182099822909,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,927.998499944806,0.927998499944806,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,460.465299896896,0.460465299896896,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,393.262499943376,0.393262499943376,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,452.599499840289,0.452599499840289,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,421.123099979013,0.421123099979013,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,305.739099858329,0.305739099858329,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,467.058300040662,0.467058300040662,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,768.687799805775,0.768687799805775,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,517.026399960741,0.517026399960741,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,567.875099834055,0.567875099834055,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,439.751299796626,0.439751299796626,1
10,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,639.19089990668,0.63919089990668,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,407.424799865112,0.407424799865112,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,490.217799786478,0.490217799786478,1
10,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,464.568699942902,0.464568699942902,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,587.255700025707,0.587255700025707,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,724.863100098446,0.724863100098446,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,535.02309997566,0.53502309997566,0
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,610.362900188193,0.610362900188193,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,714.917900040746,0.714917900040746,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,550.80320010893,0.55080320010893,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,894.538299879059,0.894538299879059,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,743.819799972698,0.743819799972698,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,661.309899995103,0.661309899995103,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,677.857999922708,0.677857999922708,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,552.560899872333,0.552560899872333,0
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,663.442599819973,0.663442599819973,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,586.790600093082,0.586790600093082,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,711.248800158501,0.711248800158501,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,546.438200166449,0.546438200166449,0
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,529.644999885932,0.529644999885932,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,737.162200035527,0.737162200035527,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,707.93900010176,0.70793900010176,0
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,1019.57799983211,1.01957799983211,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,568.268900038674,0.568268900038674,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,545.847699977458,0.545847699977458,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,652.653699973598,0.652653699973598,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,909.812999889255,0.909812999889255,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,668.557900004089,0.668557900004089,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,605.346700176597,0.605346700176597,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,882.231299998239,0.882231299998239,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,798.960099928081,0.798960099928081,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,619.873800082132,0.619873800082132,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,858.985099941492,0.858985099941492,0
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,597.466700011864,0.597466700011864,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,700.488500064239,0.700488500064239,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,591.069600079209,0.591069600079209,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,843.772399937734,0.843772399937734,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,713.350699981675,0.713350699981675,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,861.22060008347,0.86122060008347,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,618.275699904189,0.618275699904189,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,466.187700163573,0.466187700163573,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,568.666199920699,0.568666199920699,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,592.406500130892,0.592406500130892,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,729.202199960127,0.729202199960127,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,630.358499940485,0.630358499940485,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,523.244100157171,0.523244100157171,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,669.572700047866,0.669572700047866,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,719.954299973324,0.719954299973324,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,587.931599933654,0.587931599933654,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,613.730499986559,0.613730499986559,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,685.194500023499,0.685194500023499,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,538.263099966571,0.538263099966571,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,592.241900041699,0.592241900041699,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,528.159799985588,0.528159799985588,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,482.542300131172,0.482542300131172,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,672.041100217029,0.672041100217029,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,742.387800011784,0.742387800011784,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,515.62809990719,0.51562809990719,0
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,950.647999998182,0.950647999998182,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,655.176000203937,0.655176000203937,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,530.506300041452,0.530506300041452,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,669.325500028208,0.669325500028208,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,469.517600024119,0.469517600024119,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,816.290799994022,0.816290799994022,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,612.84020007588,0.61284020007588,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,673.414099961519,0.673414099961519,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,902.449900051579,0.902449900051579,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,630.567499902099,0.630567499902099,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,707.298499997705,0.707298499997705,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,686.399100115523,0.686399100115523,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,978.523599915206,0.978523599915206,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,735.100199934095,0.735100199934095,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,615.194000070915,0.615194000070915,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,573.656799970195,0.573656799970195,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,484.640199923888,0.484640199923888,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,553.53770009242,0.55353770009242,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,468.128399923444,0.468128399923444,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,793.440900044516,0.793440900044516,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,593.518700217828,0.593518700217828,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,895.905000157654,0.895905000157654,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,682.09380004555,0.68209380004555,0
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,848.663100041449,0.848663100041449,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,718.794299988076,0.718794299988076,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,695.68150001578,0.69568150001578,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,616.673500044271,0.616673500044271,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,856.78040003404,0.85678040003404,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,755.137499887496,0.755137499887496,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,557.581900153309,0.557581900153309,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,481.574299978092,0.481574299978092,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,388.564300024882,0.388564300024882,0
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,687.437999993563,0.687437999993563,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,398.57430011034,0.39857430011034,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,499.579699942842,0.499579699942842,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,555.227199802175,0.555227199802175,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,593.810399994254,0.593810399994254,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,635.452599963173,0.635452599963173,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,357.151499949396,0.357151499949396,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,582.409400027245,0.582409400027245,1
