match,shape_identity,corr,rt,subj_idx,response,task
1,1,0,0.329085500212386,2,0,2
1,3,0,0.571667700074613,2,0,2
1,3,1,0.506626599933952,2,1,2
1,3,0,0.483010700205341,2,0,2
1,3,1,0.447010400006548,2,1,2
1,2,0,0.532951900269836,2,0,2
1,1,1,0.599779600044712,2,1,2
1,1,1,0.618092900142074,2,1,2
1,3,0,0.566024000290781,2,0,2
1,3,1,0.77567070024088,2,1,2
1,1,1,0.493923700181767,2,1,2
1,1,1,0.523303400026634,2,1,2
1,3,0,0.338612799998373,2,0,2
1,1,1,0.534529500175267,2,1,2
1,2,0,0.478410199983045,2,0,2
1,2,1,0.488703800132498,2,1,2
1,2,0,0.748421899974346,2,0,2
1,3,0,0.851254400098696,2,0,2
1,1,1,0.411467600148171,2,1,2
1,3,1,0.418653400149196,2,1,2
1,3,0,0.535089900018647,2,0,2
1,2,0,0.68367060017772,2,0,2
1,3,1,0.223123100120574,2,1,2
1,3,1,0.292266700183973,2,1,2
1,3,0,0.396850400138646,2,0,2
1,2,0,0.607290600193664,2,0,2
1,2,0,0.451366700232029,2,0,2
1,1,1,0.385386100038886,2,1,2
1,1,1,0.461338700028136,2,1,2
1,3,0,0.757275700103492,2,0,2
1,1,1,0.49074300006032,2,1,2
1,2,0,0.368116900091991,2,0,2
1,3,0,0.200555799994618,2,0,2
1,3,0,0.217319299932569,2,0,2
1,3,0,0.46369759994559,2,0,2
1,3,0,0.355041000060737,2,0,2
1,1,1,0.440545300254598,2,1,2
1,1,1,0.384984700242057,2,1,2
1,1,1,0.384978200308979,2,1,2
1,1,1,0.328499900177121,2,1,2
1,2,0,0.402416600147262,2,0,2
1,3,1,0.665953900199383,2,1,2
0,1,1,0.885808899998665,3,0,2
0,1,1,0.790322799934074,3,0,2
0,2,1,0.502472100080922,3,0,2
0,1,1,0.814653300214559,3,0,2
0,2,1,0.454284799983725,3,0,2
0,3,1,0.729824000038207,3,0,2
0,3,1,0.605893400032073,3,0,2
0,1,1,0.545231600292027,3,0,2
0,2,1,0.784921000013128,3,0,2
0,3,1,0.557753800181672,3,0,2
0,1,1,0.441470500081778,3,0,2
0,3,0,0.634452200029045,3,1,2
0,2,1,0.853433900047094,3,0,2
0,3,1,0.791899099946022,3,0,2
0,3,1,0.504019600106403,3,0,2
0,3,1,0.938914600294083,3,0,2
0,1,1,0.453216900117695,3,0,2
0,2,1,0.73505560006015,3,0,2
0,1,1,0.634892600122839,3,0,2
0,2,1,0.887639500200748,3,0,2
0,2,0,0.414818099932745,3,1,2
