"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"29","11","44","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","632","0.632","1"
"29","12","45","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","693","0.693","1"
"29","12","46","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","520","0.52","1"
"29","12","47","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","521","0.521","1"
"29","12","48","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","574","0.574","1"
"29","13","49","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","610","0.61","1"
"29","13","50","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","505","0.505","1"
"29","13","51","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","547","0.547","1"
"29","13","52","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","912","0.912","1"
"29","14","53","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","693","0.693","1"
"29","14","54","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","533","0.533","1"
"29","14","55","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","391","0.391","0"
"29","14","56","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","428","0.428","1"
"29","15","57","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","716","0.716","1"
"29","15","58","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","553","0.553","1"
"29","15","59","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","664","0.664","1"
"29","15","60","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","796","0.796","1"
"29","16","61","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","741","0.741","1"
"29","16","62","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","408","0.408","1"
"29","16","63","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","624","0.624","1"
"29","16","64","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","606","0.606","1"
"29","17","65","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","560","0.56","1"
"29","17","66","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","926","0.926","1"
"29","17","67","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","434","0.434","1"
"29","17","68","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","573","0.573","1"
"29","18","69","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","588","0.588","1"
"29","18","70","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","828","0.828","1"
"29","18","71","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","860","0.86","1"
"29","18","72","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","809","0.809","1"
"29","19","73","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","907","0.907","1"
"29","19","74","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","566","0.566","0"
"29","19","75","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","439","0.439","1"
"29","19","76","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","613","0.613","1"
"29","20","77","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","512","0.512","1"
"29","20","78","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","508","0.508","0"
"29","20","79","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","556","0.556","1"
"29","20","80","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","654","0.654","1"
"29","21","81","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","706","0.706","1"
"29","21","82","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","712","0.712","1"
"29","21","83","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","665","0.665","1"
"29","21","84","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","634","0.634","1"
"29","22","85","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","437","0.437","1"
"29","22","86","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","646","0.646","1"
"29","22","87","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","593","0.593","1"
"29","22","88","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","395","0.395","1"
"29","23","89","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","548","0.548","1"
"29","23","90","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","599","0.599","1"
"29","23","91","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","568","0.568","1"
"29","23","92","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","748","0.748","1"
"29","24","93","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","676","0.676","1"
"29","24","94","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","502","0.502","1"
"29","24","95","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","619","0.619","1"
"29","24","96","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","589","0.589","1"
"29","25","97","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","462","0.462","1"
"29","25","98","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","571","0.571","1"
"29","25","99","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","547","0.547","1"
"29","25","100","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","626","0.626","1"
"29","26","101","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","587","0.587","1"
"29","26","102","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","649","0.649","0"
"29","26","103","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","619","0.619","1"
"29","26","104","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","539","0.539","1"
"29","27","105","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","648","0.648","1"
"29","27","106","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","597","0.597","1"
"29","27","107","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","537","0.537","0"
"29","27","108","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","503","0.503","1"
"29","28","109","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","560","0.56","1"
"29","28","110","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","633","0.633","1"
"29","28","111","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","402","0.402","1"
"29","28","112","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","600","0.6","1"
"29","29","113","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","878","0.878","1"
"29","29","114","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","657","0.657","1"
"29","29","115","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","545","0.545","1"
"29","29","116","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","604","0.604","1"
"29","30","117","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","541","0.541","1"
"29","30","118","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","643","0.643","1"
"29","30","119","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","356","0.356","1"
"29","30","120","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","389","0.389","1"
"29","31","121","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","549","0.549","1"
"29","31","122","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","561","0.561","1"
"29","31","123","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","376","0.376","1"
"29","31","124","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","475","0.475","1"
"29","32","125","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","608","0.608","1"
"29","32","126","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","d","334","0.334","1"
"29","32","127","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","438","0.438","1"
"29","32","128","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","532","0.532","1"
"30","1","1","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","3390","3.39","0"
"30","1","2","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","1203","1.203","1"
"30","1","3","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","1191","1.191","0"
"30","1","4","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","3305","3.305","0"
"30","2","5","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1615","1.615","0"
"30","2","6","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","696","0.696","0"
"30","2","7","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","903","0.903","1"
"30","2","8","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","921","0.921","0"
"30","3","9","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","747","0.747","0"
"30","3","10","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","814","0.814","0"
"30","3","11","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","1137","1.137","0"
"30","3","12","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","511","0.511","0"
"30","4","13","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","819","0.819","0"
"30","4","14","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","724","0.724","0"
"30","4","15","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","675","0.675","0"
"30","4","16","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","839","0.839","0"
"30","5","17","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","613","0.613","0"
"30","5","18","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","688","0.688","0"
"30","5","19","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","663","0.663","0"
"30","5","20","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","628","0.628","0"
"30","6","21","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1310","1.31","0"
"30","6","22","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","673","0.673","0"
"30","6","23","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","1336","1.336","0"
"30","6","24","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","2450","2.45","0"
"30","7","25","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","833","0.833","0"
"30","7","26","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","913","0.913","0"
"30","7","27","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","1131","1.131","0"
"30","7","28","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","733","0.733","1"
"30","8","29","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","670","0.67","0"
"30","8","30","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","894","0.894","0"
"30","8","31","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1045","1.045","0"
"30","8","32","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","834","0.834","0"
"30","9","33","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","664","0.664","0"
"30","9","34","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","917","0.917","1"
"30","9","35","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","895","0.895","0"
"30","9","36","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","728","0.728","0"
"30","10","37","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","649","0.649","0"
"30","10","38","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","629","0.629","0"
"30","10","39","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","739","0.739","0"
"30","10","40","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","641","0.641","0"
"30","11","41","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","749","0.749","0"
"30","11","42","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","k","836","0.836","1"
"30","11","43","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","1569","1.569","0"
"30","11","44","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","1033","1.033","0"
"30","12","45","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","541","0.541","0"
"30","12","46","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","499","0.499","0"
"30","12","47","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","760","0.76","1"
"30","12","48","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","896","0.896","0"
"30","13","49","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","1021","1.021","0"
"30","13","50","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","704","0.704","0"
"30","13","51","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1147","1.147","0"
"30","13","52","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","857","0.857","0"
"30","14","53","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","1066","1.066","0"
"30","14","54","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","1466","1.466","0"
"30","14","55","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","688","0.688","0"
"30","14","56","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","648","0.648","0"
"30","15","57","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","d","647","0.647","1"
"30","15","58","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1297","1.297","0"
"30","15","59","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","540","0.54","1"
"30","15","60","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","583","0.583","0"
"30","16","61","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","921","0.921","0"
"30","16","62","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","835","0.835","0"
"30","16","63","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","831","0.831","0"
"30","16","64","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","613","0.613","0"
"30","17","65","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","896","0.896","0"
"30","17","66","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","847","0.847","0"
"30","17","67","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","665","0.665","1"
"30","17","68","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","572","0.572","0"
"30","18","69","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","k","1121","1.121","1"
"30","18","70","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","548","0.548","0"
"30","18","71","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","1077","1.077","0"
"30","18","72","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","1299","1.299","0"
"30","19","73","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","723","0.723","0"
"30","19","74","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","1155","1.155","0"
"30","19","75","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","669","0.669","0"
"30","19","76","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","695","0.695","0"
"30","20","77","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","k","526","0.526","0"
"30","20","78","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","710","0.71","0"
"30","20","79","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","d","833","0.833","0"
"30","20","80","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","854","0.854","0"
"30","21","81","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","k","605","0.605","0"
"30","21","82","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","d","689","0.689","0"
