"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","531","0.531","0"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","523","0.523","1"
"16127635","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","919","0.919","1"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","1076","1.076","0"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","587","0.587","1"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1107","1.107","1"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","550","0.55","1"
"16127635","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","609","0.609","1"
"16127635","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","808","0.808","0"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1015","1.015","1"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","559","0.559","0"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","813","0.813","1"
"16127635","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","673","0.673","0"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","938","0.938","1"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","993","0.993","1"
"16127635","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","681","0.681","1"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","720","0.72","1"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","826","0.826","1"
"16127635","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","700","0.7","0"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","785","0.785","1"
"16127635","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","613","0.613","1"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","735","0.735","1"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","756","0.756","0"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","553","0.553","0"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","698","0.698","1"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","686","0.686","1"
"16127635","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","480","0.48","1"
"16127635","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","565","0.565","1"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","852","0.852","0"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","887","0.887","1"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","612","0.612","0"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","574","0.574","1"
"16127635","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","583","0.583","1"
"16127635","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","638","0.638","0"
"16127635","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","782","0.782","1"
"16127635","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","434","0.434","0"
"16127635","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","717","0.717","1"
"16127635","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","591","0.591","0"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","642","0.642","1"
"16127635","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","568","0.568","1"
"16127635","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","574","0.574","0"
"16127635","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","742","0.742","1"
"16127635","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","898","0.898","1"
"16127635","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","763","0.763","1"
"16127635","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","638","0.638","0"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","960","0.96","1"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","660","0.66","1"
"78102783","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1238","1.238","1"
"78102783","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","763","0.763","1"
"78102783","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1381","1.381","1"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","696","0.696","1"
"78102783","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1411","1.411","1"
"78102783","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","1178","1.178","1"
"78102783","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","889","0.889","1"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","841","0.841","1"
"78102783","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1129","1.129","0"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","729","0.729","1"
"78102783","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1078","1.078","1"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","594","0.594","1"
"78102783","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","727","0.727","1"
"78102783","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","690","0.69","1"
"78102783","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1047","1.047","0"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","656","0.656","1"
"78102783","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","843","0.843","1"
"78102783","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","901","0.901","1"
"78102783","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","611","0.611","1"
"78102783","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","819","0.819","1"
"78102783","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","1277","1.277","1"
"78102783","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","697","0.697","1"
"78102783","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","740","0.74","1"
