"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"5","107","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","836","0.836","1"
"5","108","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","799","0.799","1"
"5","109","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","959","0.959","1"
"5","110","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","974","0.974","1"
"5","111","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","914","0.914","1"
"5","112","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","629","0.629","1"
"5","113","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1003","1.003","1"
"5","114","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","684","0.684","1"
"5","115","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1095","1.095","1"
"5","116","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1119","1.119","1"
"5","117","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1444","1.444","1"
"5","118","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","957","0.957","1"
"5","119","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1153","1.153","1"
"5","120","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1183","1.183","1"
"5","121","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","7494","7.494","1"
"5","122","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","844","0.844","1"
"5","123","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","822","0.822","1"
"5","124","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","944","0.944","1"
"5","125","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","768","0.768","1"
"5","126","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","841","0.841","1"
"5","127","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1271","1.271","1"
"5","128","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","4460","4.46","1"
"6","1","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1059","1.059","1"
"6","2","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","893","0.893","1"
"6","3","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2494","2.494","1"
"6","4","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1375","1.375","1"
"6","5","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","939","0.939","0"
"6","6","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","833","0.833","1"
"6","7","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1379","1.379","1"
"6","8","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1594","1.594","0"
"6","9","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","956","0.956","1"
"6","10","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1994","1.994","1"
"6","11","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2122","2.122","0"
"6","12","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1023","1.023","0"
"6","13","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","814","0.814","1"
"6","14","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","719","0.719","0"
"6","15","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1128","1.128","0"
"6","16","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2024","2.024","1"
"6","17","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","876","0.876","0"
"6","18","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2068","2.068","1"
"6","19","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","2126","2.126","1"
"6","20","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1427","1.427","0"
"6","21","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1840","1.84","1"
"6","22","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1055","1.055","1"
"6","23","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","916","0.916","1"
"6","24","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","914","0.914","1"
"6","25","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1501","1.501","0"
"6","26","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1909","1.909","1"
"6","27","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1284","1.284","0"
"6","28","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","2409","2.409","1"
"6","29","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2751","2.751","1"
"6","30","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","763","0.763","1"
"6","31","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","831","0.831","0"
"6","32","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1436","1.436","0"
"6","33","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","759","0.759","1"
"6","34","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1352","1.352","1"
"6","35","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","764","0.764","0"
"6","36","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1519","1.519","1"
"6","37","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","872","0.872","0"
"6","38","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2426","2.426","0"
"6","39","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","755","0.755","1"
"6","40","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","587","0.587","1"
"6","41","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1612","1.612","1"
"6","42","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","531","0.531","0"
"6","43","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","978","0.978","1"
"6","44","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2109","2.109","1"
"6","45","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","667","0.667","0"
"6","46","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","753","0.753","1"
"6","47","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","644","0.644","1"
"6","48","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","568","0.568","0"
"6","49","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","2130","2.13","1"
"6","50","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1847","1.847","1"
"6","51","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","956","0.956","1"
"6","52","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","915","0.915","0"
"6","53","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1925","1.925","1"
"6","54","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1254","1.254","1"
"6","55","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","846","0.846","0"
"6","56","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1205","1.205","1"
"6","57","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1072","1.072","1"
"6","58","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2226","2.226","1"
"6","59","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1033","1.033","1"
"6","60","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","635","0.635","1"
"6","61","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","768","0.768","0"
"6","62","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","742","0.742","0"
"6","63","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1934","1.934","1"
"6","64","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","829","0.829","1"
"6","65","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","544","0.544","1"
"6","66","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","866","0.866","0"
"6","67","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1505","1.505","1"
"6","68","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1504","1.504","0"
"6","69","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","3182","3.182","1"
"6","70","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","2082","2.082","1"
"6","71","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","942","0.942","0"
"6","72","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1014","1.014","1"
"6","73","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","803","0.803","0"
"6","74","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","718","0.718","1"
"6","75","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","584","0.584","0"
"6","76","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","818","0.818","0"
"6","77","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","798","0.798","0"
"6","78","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1020","1.02","0"
"6","79","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","690","0.69","0"
"6","80","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1545","1.545","0"
"6","81","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2194","2.194","0"
"6","82","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1136","1.136","1"
"6","83","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1622","1.622","1"
"6","84","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1492","1.492","1"
"6","85","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","808","0.808","0"
"6","86","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1196","1.196","1"
"6","87","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","626","0.626","1"
"6","88","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","964","0.964","0"
"6","89","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","895","0.895","0"
"6","90","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","840","0.84","1"
"6","91","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","866","0.866","0"
"6","92","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1141","1.141","1"
"6","93","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1243","1.243","1"
"6","94","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","739","0.739","0"
"6","95","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1280","1.28","0"
"6","96","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1012","1.012","1"
"6","97","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","782","0.782","0"
"6","98","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","2414","2.414","1"
"6","99","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","650","0.65","0"
"6","100","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","735","0.735","1"
"6","101","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","654","0.654","1"
"6","102","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1683","1.683","1"
"6","103","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","713","0.713","0"
"6","104","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","851","0.851","1"
"6","105","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","566","0.566","1"
"6","106","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","563","0.563","0"
"6","107","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1637","1.637","1"
"6","108","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1364","1.364","1"
"6","109","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","834","0.834","1"
"6","110","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","831","0.831","1"
"6","111","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","912","0.912","1"
"6","112","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1658","1.658","1"
"6","113","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1485","1.485","0"
"6","114","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1446","1.446","1"
"6","115","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","541","0.541","0"
"6","116","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1311","1.311","1"
"6","117","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1650","1.65","1"
"6","118","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","521","0.521","0"
"6","119","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","806","0.806","1"
"6","120","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1134","1.134","0"
"6","121","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","830","0.83","1"
"6","122","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1236","1.236","0"
"6","123","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1645","1.645","0"
"6","124","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","797","0.797","0"
"6","125","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2577","2.577","0"
"6","126","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2475","2.475","1"
"6","127","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","702","0.702","0"
"6","128","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","686","0.686","1"
"7","1","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","720","0.72","1"
"7","2","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1293","1.293","1"
"7","3","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","806","0.806","1"
"7","4","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","650","0.65","1"
"7","5","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","740","0.74","1"
"7","6","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","825","0.825","1"
"7","7","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","995","0.995","1"
"7","8","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1064","1.064","1"
"7","9","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","901","0.901","1"
"7","10","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","752","0.752","1"
"7","11","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","912","0.912","1"
"7","12","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","854","0.854","0"
"7","13","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1259","1.259","1"
"7","14","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","603","0.603","1"
"7","15","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1013","1.013","1"
"7","16","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","829","0.829","1"
"7","17","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1052","1.052","1"
"7","18","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","799","0.799","1"
"7","19","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","884","0.884","1"
"7","20","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","937","0.937","1"
"7","21","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1024","1.024","1"
"7","22","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","706","0.706","1"
"7","23","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","925","0.925","1"
"7","24","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","587","0.587","1"
"7","25","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","726","0.726","1"
"7","26","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","792","0.792","1"
"7","27","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","761","0.761","1"
"7","28","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","512","0.512","1"
"7","29","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","974","0.974","1"
"7","30","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","534","0.534","1"
"7","31","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1161","1.161","1"
"7","32","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","855","0.855","1"
"7","33","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","710","0.71","1"
"7","34","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","720","0.72","1"
"7","35","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1202","1.202","1"
"7","36","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1154","1.154","1"
"7","37","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","592","0.592","1"
"7","38","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","646","0.646","1"
"7","39","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","999","0.999","1"
"7","40","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1021","1.021","1"
"7","41","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","573","0.573","1"
"7","42","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","765","0.765","1"
"7","43","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","551","0.551","1"
"7","44","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","464","0.464","1"
"7","45","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","996","0.996","1"
"7","46","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","661","0.661","1"
"7","47","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","930","0.93","1"
"7","48","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","726","0.726","1"
"7","49","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","699","0.699","1"
"7","50","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","835","0.835","1"
"7","51","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","564","0.564","1"
"7","52","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","366","0.366","1"
"7","53","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","671","0.671","1"
"7","54","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","620","0.62","1"
"7","55","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","542","0.542","1"
"7","56","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","725","0.725","1"
"7","57","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","509","0.509","1"
"7","58","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","850","0.85","1"
"7","59","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","572","0.572","1"
"7","60","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","734","0.734","1"
"7","61","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","648","0.648","1"
"7","62","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","810","0.81","1"
"7","63","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","634","0.634","1"
"7","64","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","638","0.638","1"
"7","65","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","843","0.843","1"
"7","66","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","669","0.669","1"
"7","67","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","410","0.41","1"
"7","68","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","687","0.687","1"
"7","69","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","653","0.653","1"
"7","70","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","625","0.625","1"
"7","71","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","595","0.595","1"
"7","72","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","792","0.792","1"
"7","73","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","706","0.706","1"
"7","74","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","416","0.416","1"
