"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"31","113","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","606","0.606","1"
"31","114","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","706","0.706","1"
"31","115","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","812","0.812","1"
"31","116","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","778","0.778","1"
"31","117","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","779","0.779","1"
"31","118","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","563","0.563","1"
"31","119","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","650","0.65","1"
"31","120","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","800","0.8","1"
"31","121","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","636","0.636","1"
"31","122","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","780","0.78","1"
"31","123","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","728","0.728","1"
"31","124","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","653","0.653","1"
"31","125","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","580","0.58","1"
"31","126","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","753","0.753","1"
"31","127","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","604","0.604","1"
"31","128","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","719","0.719","1"
"32","1","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","2006","2.006","0"
"32","2","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","710","0.71","1"
"32","3","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","415","0.415","0"
"32","4","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1660","1.66","1"
"32","5","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1599","1.599","0"
"32","6","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1087","1.087","1"
"32","7","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1340","1.34","1"
"32","8","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1793","1.793","1"
"32","9","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1001","1.001","1"
"32","10","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","733","0.733","1"
"32","11","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","547","0.547","0"
"32","12","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1619","1.619","1"
"32","13","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","639","0.639","1"
"32","14","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","772","0.772","1"
"32","15","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","611","0.611","0"
"32","16","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1324","1.324","1"
"32","17","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1838","1.838","1"
"32","18","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","755","0.755","1"
"32","19","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1403","1.403","1"
"32","20","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","851","0.851","1"
"32","21","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1489","1.489","1"
"32","22","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1269","1.269","1"
"32","23","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1196","1.196","1"
"32","24","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","842","0.842","1"
"32","25","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","863","0.863","1"
"32","26","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","367","0.367","1"
"32","27","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","831","0.831","1"
"32","28","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","730","0.73","1"
"32","29","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","871","0.871","1"
"32","30","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","721","0.721","1"
"32","31","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","630","0.63","1"
"32","32","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","812","0.812","1"
"32","33","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","675","0.675","1"
"32","34","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","522","0.522","1"
"32","35","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","980","0.98","1"
"32","36","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","914","0.914","1"
"32","37","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","513","0.513","1"
"32","38","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","465","0.465","1"
"32","39","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","506","0.506","0"
"32","40","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1047","1.047","1"
"32","41","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","741","0.741","1"
"32","42","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","3206","3.206","1"
"32","43","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","921","0.921","1"
"32","44","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","358","0.358","1"
"32","45","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","404","0.404","1"
"32","46","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","652","0.652","0"
"32","47","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","525","0.525","1"
"32","48","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","491","0.491","1"
"32","49","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1580","1.58","1"
"32","50","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","876","0.876","0"
"32","51","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","466","0.466","1"
"32","52","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","554","0.554","1"
"32","53","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","588","0.588","1"
"32","54","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","922","0.922","1"
"32","55","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","914","0.914","1"
"32","56","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","600","0.6","0"
"32","57","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2186","2.186","1"
"32","58","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","484","0.484","1"
"32","59","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","985","0.985","0"
"32","60","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","453","0.453","0"
"32","61","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","910","0.91","0"
"32","62","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1390","1.39","1"
"32","63","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","571","0.571","1"
"32","64","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","888","0.888","1"
"32","65","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","932","0.932","1"
"32","66","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","682","0.682","1"
"32","67","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1939","1.939","1"
"32","68","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","332","0.332","1"
"32","69","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","503","0.503","1"
"32","70","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","695","0.695","1"
"32","71","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","555","0.555","0"
"32","72","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","545","0.545","0"
"32","73","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1094","1.094","1"
"32","74","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","886","0.886","1"
"32","75","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1627","1.627","1"
"32","76","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","629","0.629","1"
"32","77","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","763","0.763","1"
"32","78","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","542","0.542","0"
"32","79","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","754","0.754","1"
"32","80","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1104","1.104","1"
"32","81","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","836","0.836","0"
"32","82","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","4620","4.62","1"
"32","83","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","499","0.499","1"
"32","84","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","738","0.738","1"
"32","85","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","630","0.63","0"
"32","86","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","330","0.33","1"
"32","87","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","769","0.769","1"
"32","88","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1396","1.396","1"
"32","89","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","687","0.687","1"
"32","90","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","988","0.988","1"
"32","91","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","411","0.411","1"
"32","92","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","724","0.724","1"
"32","93","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2493","2.493","1"
"32","94","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","750","0.75","1"
"32","95","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1290","1.29","1"
"32","96","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","380","0.38","1"
"32","97","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","498","0.498","1"
