"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","516","0.516","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","564","0.564","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","534","0.534","0","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","366","0.366","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","356","0.356","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","568","0.568","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","420","0.42","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","423","0.423","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","510","0.51","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","403","0.403","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","513","0.513","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","565","0.565","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","503","0.503","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","331","0.331","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","542","0.542","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","466","0.466","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","625","0.625","0","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","574","0.574","0","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","636","0.636","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","667","0.667","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","515","0.515","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","501","0.501","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","608","0.608","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","483","0.483","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","576","0.576","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","531","0.531","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","626","0.626","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","660","0.66","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","466","0.466","0","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","324","0.324","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","428","0.428","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","482","0.482","0","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","698","0.698","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","585","0.585","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","661","0.661","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","456","0.456","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","583","0.583","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","606","0.606","1","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","723","0.723","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","433","0.433","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","478","0.478","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","555","0.555","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","365","0.365","0","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","730","0.73","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","522","0.522","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","659","0.659","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","605","0.605","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","562","0.562","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","454","0.454","0","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","552","0.552","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","549","0.549","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","554","0.554","0","3","5"
"35","S1","self-matching","Nonmatching","Self","Self","Self","depression","689","0.689","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","417","0.417","1","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","485","0.485","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","634","0.634","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","507","0.507","0","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","512","0.512","1","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","351","0.351","0","3","5"
"35","S1","self-matching","Matching","Familiar","Familiar","Celebrity","depression","452","0.452","1","3","5"
"35","S1","self-matching","Matching","Self","Self","Self","depression","368","0.368","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","687","0.687","0","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","674","0.674","1","3","5"
"35","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","683","0.683","0","3","5"
"35","S1","self-matching","Matching","Stranger","Stranger","Stranger","depression","669","0.669","1","3","5"
"35","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","785","0.785","1","3","5"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","525","0.525","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","341","0.341","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","451","0.451","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","525","0.525","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","555","0.555","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","386","0.386","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","733","0.733","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","521","0.521","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","411","0.411","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","620","0.62","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","592","0.592","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","449","0.449","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","737","0.737","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","539","0.539","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","450","0.45","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","502","0.502","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","439","0.439","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","354","0.354","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","499","0.499","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","650","0.65","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","378","0.378","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","378","0.378","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","452","0.452","0","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","343","0.343","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","600","0.6","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","459","0.459","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","442","0.442","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","288","0.288","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","359","0.359","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","290","0.29","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","492","0.492","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","677","0.677","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","463","0.463","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","503","0.503","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","549","0.549","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","399","0.399","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","572","0.572","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","489","0.489","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","581","0.581","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","406","0.406","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","474","0.474","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","437","0.437","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","570","0.57","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","547","0.547","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","548","0.548","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","447","0.447","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","395","0.395","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","491","0.491","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","683","0.683","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","361","0.361","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","330","0.33","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","506","0.506","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","585","0.585","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","427","0.427","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","564","0.564","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","521","0.521","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","426","0.426","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","343","0.343","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","383","0.383","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","425","0.425","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","251","0.251","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","583","0.583","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","404","0.404","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","436","0.436","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","458","0.458","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","386","0.386","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","445","0.445","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","382","0.382","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","477","0.477","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","373","0.373","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","478","0.478","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","497","0.497","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","413","0.413","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","465","0.465","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","725","0.725","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","394","0.394","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","386","0.386","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","263","0.263","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","427","0.427","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","374","0.374","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","309","0.309","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","349","0.349","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","346","0.346","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","356","0.356","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","331","0.331","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","415","0.415","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","513","0.513","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","510","0.51","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","411","0.411","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","409","0.409","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","359","0.359","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","462","0.462","0","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","402","0.402","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","610","0.61","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","671","0.671","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","481","0.481","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","439","0.439","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","506","0.506","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","495","0.495","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","329","0.329","0","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","651","0.651","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","350","0.35","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","349","0.349","0","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","440","0.44","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","335","0.335","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","405","0.405","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","465","0.465","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","389","0.389","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","477","0.477","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","458","0.458","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","456","0.456","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","276","0.276","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","255","0.255","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","348","0.348","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","532","0.532","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","583","0.583","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","349","0.349","0","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","583","0.583","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","704","0.704","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","534","0.534","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","382","0.382","0","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","454","0.454","1","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","374","0.374","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","348","0.348","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","495","0.495","0","7","7"
"35","S2","self-matching","Matching","Self","Self","Self","happy","353","0.353","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","374","0.374","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","386","0.386","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","323","0.323","0","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","484","0.484","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","469","0.469","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","428","0.428","1","7","7"
"35","S2","self-matching","Matching","Familiar","Familiar","Celebrity","happy","509","0.509","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","644","0.644","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","665","0.665","1","7","7"
"35","S2","self-matching","Nonmatching","Self","Self","Self","happy","512","0.512","1","7","7"
"35","S2","self-matching","Matching","Stranger","Stranger","Stranger","happy","400","0.4","0","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","625","0.625","1","7","7"
"35","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","715","0.715","1","7","7"
"35","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","244","0.244","1","7","7"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","851","0.851","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","548","0.548","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","724","0.724","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","415","0.415","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","255","0.255","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","591","0.591","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","552","0.552","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","494","0.494","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","575","0.575","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","688","0.688","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","513","0.513","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","492","0.492","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","647","0.647","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","473","0.473","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","566","0.566","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","696","0.696","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","578","0.578","0","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","493","0.493","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","507","0.507","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","715","0.715","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","491","0.491","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","514","0.514","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","436","0.436","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","718","0.718","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","454","0.454","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","522","0.522","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","408","0.408","0","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","471","0.471","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","662","0.662","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","526","0.526","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","401","0.401","0","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","419","0.419","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","480","0.48","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","608","0.608","0","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","553","0.553","0","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","474","0.474","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","536","0.536","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","531","0.531","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","484","0.484","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","424","0.424","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","504","0.504","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","511","0.511","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","334","0.334","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","514","0.514","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","738","0.738","0","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","648","0.648","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","461","0.461","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","454","0.454","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","619","0.619","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","383","0.383","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","334","0.334","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","457","0.457","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","475","0.475","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","530","0.53","0","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","406","0.406","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","455","0.455","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","447","0.447","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","623","0.623","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","362","0.362","0","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","788","0.788","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","418","0.418","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","501","0.501","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","404","0.404","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","445","0.445","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","371","0.371","0","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","569","0.569","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","337","0.337","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","489","0.489","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","520","0.52","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","633","0.633","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","481","0.481","0","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","317","0.317","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","642","0.642","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","792","0.792","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","470","0.47","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","574","0.574","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","414","0.414","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","482","0.482","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","685","0.685","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","659","0.659","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","347","0.347","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","320","0.32","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","385","0.385","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","387","0.387","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","353","0.353","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","409","0.409","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","415","0.415","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","523","0.523","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","492","0.492","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","524","0.524","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","432","0.432","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","388","0.388","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","513","0.513","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","496","0.496","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","408","0.408","1","7","4"
