"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","724","0.724","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","1212","1.212","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","1117","1.117","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","778","0.778","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","654","0.654","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","999","0.999","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","603","0.603","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","830","0.83","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","1032","1.032","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","1401","1.401","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","569","0.569","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","912","0.912","0"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","838","0.838","0"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","1103","1.103","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","x","1500","1.5","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","x","1499","1.499","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","653","0.653","0"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","567","0.567","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","868","0.868","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","1325","1.325","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","x","1498","1.498","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","877","0.877","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","644","0.644","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","598","0.598","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","810","0.81","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","645","0.645","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","1088","1.088","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","1191","1.191","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","866","0.866","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","1057","1.057","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","1042","1.042","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","1035","1.035","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","763","0.763","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","z","728","0.728","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","640","0.64","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","938","0.938","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","x","1498","1.498","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","795","0.795","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","621","0.621","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","840","0.84","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","697","0.697","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","698","0.698","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","825","0.825","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","450","0.45","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","821","0.821","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","720","0.72","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","695","0.695","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","1206","1.206","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","624","0.624","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","843","0.843","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","629","0.629","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","687","0.687","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","583","0.583","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","z","588","0.588","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","599","0.599","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","587","0.587","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","753","0.753","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","565","0.565","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","504","0.504","0"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","635","0.635","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","284","0.284","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","532","0.532","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","555","0.555","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","522","0.522","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","551","0.551","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","478","0.478","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","447","0.447","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","417","0.417","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","315","0.315","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","365","0.365","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","947","0.947","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","792","0.792","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","699","0.699","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","475","0.475","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","z","571","0.571","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","824","0.824","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","762","0.762","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","967","0.967","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","787","0.787","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","600","0.6","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","475","0.475","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","x","1500","1.5","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","839","0.839","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","752","0.752","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","806","0.806","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","825","0.825","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","803","0.803","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","623","0.623","0"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","1225","1.225","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","514","0.514","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","1025","1.025","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","706","0.706","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","1257","1.257","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","819","0.819","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","685","0.685","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","469","0.469","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","973","0.973","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","705","0.705","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","649","0.649","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","673","0.673","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","898","0.898","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","874","0.874","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","586","0.586","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","702","0.702","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","861","0.861","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","629","0.629","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","544","0.544","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","510","0.51","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","375","0.375","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","613","0.613","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","584","0.584","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","460","0.46","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","493","0.493","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","z","544","0.544","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","m","367","0.367","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","483","0.483","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","477","0.477","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","438","0.438","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","791","0.791","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","868","0.868","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","460","0.46","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","589","0.589","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","313","0.313","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","z","362","0.362","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","584","0.584","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","z","356","0.356","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","299","0.299","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","z","356","0.356","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","722","0.722","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","528","0.528","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","503","0.503","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","575","0.575","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","804","0.804","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","671","0.671","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","352","0.352","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","757","0.757","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","946","0.946","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","745","0.745","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","622","0.622","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","666","0.666","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","426","0.426","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","1172","1.172","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","888","0.888","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","735","0.735","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","845","0.845","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","606","0.606","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","756","0.756","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","815","0.815","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","1442","1.442","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","841","0.841","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","1444","1.444","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","770","0.77","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","823","0.823","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","793","0.793","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","692","0.692","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","781","0.781","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","729","0.729","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","360","0.36","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","1205","1.205","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","743","0.743","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","765","0.765","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","1265","1.265","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","754","0.754","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","999","0.999","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","1210","1.21","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","731","0.731","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","608","0.608","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","748","0.748","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","z","633","0.633","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","460","0.46","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","757","0.757","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","586","0.586","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","615","0.615","0"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","602","0.602","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","670","0.67","0"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","1063","1.063","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","719","0.719","0"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","517","0.517","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","932","0.932","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","1377","1.377","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","620","0.62","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","z","671","0.671","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","840","0.84","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","481","0.481","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","530","0.53","1"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","768","0.768","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","733","0.733","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","490","0.49","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","572","0.572","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","761","0.761","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","550","0.55","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","748","0.748","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","448","0.448","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","490","0.49","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","715","0.715","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","945","0.945","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","695","0.695","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","791","0.791","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","m","1163","1.163","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","z","966","0.966","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","602","0.602","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","651","0.651","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","707","0.707","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","z","1219","1.219","0"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","853","0.853","1"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","m","973","0.973","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","817","0.817","1"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","666","0.666","1"
"3001","none","none","self-matching","Matching","none","NonPerson","NonPerson","none","NonPerson","NonPerson","m","610","0.61","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","951","0.951","0"
"3001","Julia","none","self-matching","Nonmatching","none","NonPerson","NonPerson","Julia","Close","Close","z","1012","1.012","0"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","982","0.982","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","x","1499","1.499","0"
"3001","You","You","self-matching","Matching","You","Self","Self","You","Self","Self","z","468","0.468","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","557","0.557","0"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","636","0.636","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","z","718","0.718","1"
"3001","none","Julia","self-matching","Nonmatching","Julia","Close","Close","none","NonPerson","NonPerson","m","620","0.62","1"
"3001","You","Julia","self-matching","Nonmatching","Julia","Close","Close","You","Self","Self","z","1022","1.022","0"
"3001","none","You","self-matching","Nonmatching","You","Self","Self","none","NonPerson","NonPerson","m","721","0.721","1"
"3001","Julia","Julia","self-matching","Matching","Julia","Close","Close","Julia","Close","Close","m","880","0.88","0"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","784","0.784","1"
"3001","Julia","You","self-matching","Nonmatching","You","Self","Self","Julia","Close","Close","m","788","0.788","1"
"3001","You","none","self-matching","Nonmatching","none","NonPerson","NonPerson","You","Self","Self","m","832","0.832","1"
