Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,671.461599995382,0.671461599995382,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,585.000100079924,0.585000100079924,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,655.893599963747,0.655893599963747,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,542.668599984609,0.542668599984609,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,935.334499925375,0.935334499925375,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,731.268099974841,0.731268099974841,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,562.81679996755,0.56281679996755,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,553.525499999523,0.553525499999523,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,695.071500027552,0.695071500027552,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,590.49099998083,0.59049099998083,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,850.013099960052,0.850013099960052,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,714.580100029707,0.714580100029707,0
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,973.511599935591,0.973511599935591,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,542.719399905764,0.542719399905764,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,778.156000073068,0.778156000073068,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,844.03709997423,0.84403709997423,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,644.226500065997,0.644226500065997,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,1040.27300002053,1.04027300002053,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,734.166899928823,0.734166899928823,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,875.610199989751,0.875610199989751,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,591.850199969485,0.591850199969485,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,875.623199972324,0.875623199972324,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,965.638999943621,0.965638999943621,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,800.627500051633,0.800627500051633,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,708.432200015523,0.708432200015523,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,771.604900015518,0.771604900015518,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,736.697199987248,0.736697199987248,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,539.456499973312,0.539456499973312,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,672.313899965957,0.672313899965957,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,663.296099985018,0.663296099985018,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,731.818399974145,0.731818399974145,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,583.982000011019,0.583982000011019,0
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,782.293299911544,0.782293299911544,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,1022.48330006842,1.02248330006842,0
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,993.74149995856,0.99374149995856,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,733.006099937484,0.733006099937484,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,939.825300010853,0.939825300010853,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,504.016899969429,0.504016899969429,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,605.263300007209,0.605263300007209,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,677.597100031562,0.677597100031562,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,742.372300010175,0.742372300010175,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,835.969000007026,0.835969000007026,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,693.106299964711,0.693106299964711,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,436.417400022037,0.436417400022037,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,394.330300041474,0.394330300041474,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,835.062599973753,0.835062599973753,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,481.573300086893,0.481573300086893,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,434.507699916139,0.434507699916139,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,559.319899999537,0.559319899999537,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,697.814900078811,0.697814900078811,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,851.549200015143,0.851549200015143,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,497.104699956253,0.497104699956253,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,625.30820001848,0.62530820001848,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,498.752200044692,0.498752200044692,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,583.467399934307,0.583467399934307,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,581.405999953859,0.581405999953859,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,718.115399940871,0.718115399940871,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,580.195100046694,0.580195100046694,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,824.023400084116,0.824023400084116,0
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,680.210599908605,0.680210599908605,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,562.55459995009,0.56255459995009,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,491.453900001943,0.491453900001943,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,611.724499962293,0.611724499962293,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,796.98450001888,0.79698450001888,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,478.764900006354,0.478764900006354,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,454.263200052083,0.454263200052083,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,656.455500051379,0.656455500051379,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,518.0098998826,0.5180098998826,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,575.841499958187,0.575841499958187,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,547.300799982622,0.547300799982622,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,484.081899980083,0.484081899980083,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,579.541699960828,0.579541699960828,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,507.704599993303,0.507704599993303,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,663.924699998461,0.663924699998461,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,438.222200027667,0.438222200027667,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,517.480099922977,0.517480099922977,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,530.55799996946,0.53055799996946,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,699.105799896643,0.699105799896643,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,850.315899937414,0.850315899937414,0
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,636.61599997431,0.63661599997431,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,950.90280007571,0.95090280007571,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,521.752599976026,0.521752599976026,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,557.01330001466,0.55701330001466,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,563.04999999702,0.56304999999702,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,605.723300017417,0.605723300017417,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,585.774300037883,0.585774300037883,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,597.819100017659,0.597819100017659,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,484.891899977811,0.484891899977811,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,567.910899990238,0.567910899990238,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,776.466100011021,0.776466100011021,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,633.107600035146,0.633107600035146,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,726.324799936265,0.726324799936265,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,620.356600033119,0.620356600033119,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,780.438599991612,0.780438599991612,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,620.276200002991,0.620276200002991,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,840.177399921231,0.840177399921231,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,925.237899995409,0.925237899995409,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,521.255600033328,0.521255600033328,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,629.440800053999,0.629440800053999,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,557.934799930081,0.557934799930081,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,599.191499990411,0.599191499990411,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,474.158999975771,0.474158999975771,0
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,619.269399903715,0.619269399903715,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,643.370199948549,0.643370199948549,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,799.591599963605,0.799591599963605,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,594.492600066587,0.594492600066587,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,539.183699991554,0.539183699991554,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,636.032199952751,0.636032199952751,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,609.475899953395,0.609475899953395,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,583.877400029451,0.583877400029451,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,672.533100005239,0.672533100005239,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,627.064000000246,0.627064000000246,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,752.497299923562,0.752497299923562,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,530.793399899267,0.530793399899267,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,690.559800015762,0.690559800015762,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,591.310099931434,0.591310099931434,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,583.856599987485,0.583856599987485,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,723.179800086655,0.723179800086655,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,743.93009999767,0.74393009999767,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,413.730000029318,0.413730000029318,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,656.926699914038,0.656926699914038,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,567.881199996918,0.567881199996918,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,599.593199905939,0.599593199905939,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,696.097700041719,0.696097700041719,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,464.55299993977,0.46455299993977,0
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,989.723999984562,0.989723999984562,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,736.838899902068,0.736838899902068,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,668.925000005402,0.668925000005402,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,533.679599990137,0.533679599990137,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,723.231800016947,0.723231800016947,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,731.833499972709,0.731833499972709,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,621.129399980418,0.621129399980418,0
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,624.723399989307,0.624723399989307,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,708.354900008999,0.708354900008999,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,623.714399989694,0.623714399989694,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,551.667499938048,0.551667499938048,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,543.876299983822,0.543876299983822,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,591.67360002175,0.59167360002175,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,753.645900054835,0.753645900054835,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,645.470699993894,0.645470699993894,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,612.6439999789,0.6126439999789,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,789.481999934651,0.789481999934651,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,649.371099891141,0.649371099891141,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,800.50090001896,0.80050090001896,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,957.583099952899,0.957583099952899,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,772.94830000028,0.77294830000028,0
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,724.719600053504,0.724719600053504,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,596.624500001781,0.596624500001781,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,952.950599952601,0.952950599952601,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,640.985099948011,0.640985099948011,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,600.22859997116,0.60022859997116,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,765.927899978124,0.765927899978124,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,677.91379999835,0.67791379999835,1
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,486.040899995714,0.486040899995714,1
32,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,653.282199986279,0.653282199986279,0
32,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,931.04110006243,0.93104110006243,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,567.350000026636,0.567350000026636,1
32,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,698.752099997364,0.698752099997364,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,607.555399998091,0.607555399998091,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,619.129800004885,0.619129800004885,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,796.314099919982,0.796314099919982,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,689.542699954473,0.689542699954473,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,629.873899975792,0.629873899975792,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,660.321100032888,0.660321100032888,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,596.279600053094,0.596279600053094,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,521.266199997626,0.521266199997626,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,529.869099962525,0.529869099962525,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,823.837899952196,0.823837899952196,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,446.723500033841,0.446723500033841,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,550.340799964033,0.550340799964033,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,628.731400007382,0.628731400007382,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,586.404500063509,0.586404500063509,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,549.857200006954,0.549857200006954,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,570.090000052005,0.570090000052005,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,446.538000018336,0.446538000018336,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,637.657100101933,0.637657100101933,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,504.96120005846,0.50496120005846,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,563.671099953353,0.563671099953353,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,765.509700053372,0.765509700053372,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,585.360000026412,0.585360000026412,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,602.958700037561,0.602958700037561,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,738.00570005551,0.73800570005551,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,575.130400015041,0.575130400015041,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,642.838799976744,0.642838799976744,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,564.147400087677,0.564147400087677,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,541.16270004306,0.54116270004306,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,615.636899950914,0.615636899950914,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,477.600199985318,0.477600199985318,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,553.253100020811,0.553253100020811,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,632.546000066213,0.632546000066213,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,567.717799916863,0.567717799916863,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,813.325800001621,0.813325800001621,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,453.637599945068,0.453637599945068,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,451.769899926148,0.451769899926148,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,519.837799947709,0.519837799947709,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,450.540699996054,0.450540699996054,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,883.325700066052,0.883325700066052,0
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,669.827000005171,0.669827000005171,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,592.553499969654,0.592553499969654,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,590.332500054501,0.590332500054501,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,554.84780005645,0.55484780005645,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,685.961200040765,0.685961200040765,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,526.140399975702,0.526140399975702,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,962.917699944228,0.962917699944228,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,692.984199966304,0.692984199966304,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,642.747500096448,0.642747500096448,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,802.935800049454,0.802935800049454,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,629.667000030167,0.629667000030167,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,854.209600016475,0.854209600016475,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,417.461199918762,0.417461199918762,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,797.182699898258,0.797182699898258,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,441.392699955031,0.441392699955031,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,475.977399968542,0.475977399968542,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,493.061000015587,0.493061000015587,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,510.891099926084,0.510891099926084,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,655.608200002462,0.655608200002462,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,774.479400017299,0.774479400017299,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,1002.96529999468,1.00296529999468,0
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,570.179499918595,0.570179499918595,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,725.965699995868,0.725965699995868,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,682.456500013359,0.682456500013359,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,515.388299943879,0.515388299943879,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,435.56420004461,0.43556420004461,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,656.849200022407,0.656849200022407,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,527.839399990626,0.527839399990626,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,555.715199909173,0.555715199909173,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,296.138400095515,0.296138400095515,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,568.201199988835,0.568201199988835,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,502.635700046085,0.502635700046085,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,559.345099958591,0.559345099958591,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,745.270999963395,0.745270999963395,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,614.558900007978,0.614558900007978,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,504.422900034115,0.504422900034115,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,884.336199960671,0.884336199960671,0
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,549.041599966586,0.549041599966586,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,604.384700069204,0.604384700069204,1
32,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,794.33320008684,0.79433320008684,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,599.287700024433,0.599287700024433,1
32,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,579.803799977526,0.579803799977526,1
32,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,604.889299953356,0.604889299953356,1
